选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150630,20141231,20140630,20131231,20130630,20121231,20120630,20111231,20110630,20101231,20100630,20091231,20081231,20071231,20061231,20051231
常用指标,归母净利润,3320207445.86,12519718792.04,10968310912.22,6487815711.97,3015845560.34,10030837664.86,6963658334.31,4387819709.63,1631459082.73,7878769252.91,6603306217.97,4939221804.89,2249061846.86,7767550501.89,6440454586.8,4327003099.62,1559331678.54,10430238562.65,7400639134.02,4254888633.79,1985123766.89,7243654385.2,5650638803.29,3552441002.91,1753641667.6,5228429052.09,3860235940.6,2595001801.41,1532712615.87,2887126757.58,1869737198.88,1311046156.12,1014308288.16,3980730433.74,3383440647.07,2112212271.46,1117341620.62,5153546221.82,3549505620.56,2255462130.95,1011445568.21,9835510426.14,5642806771.69,3770727490.99,1346566400.0,2135247343.42,967691000.0,1419779300.0,865754043.84,1578129600.0,1121581646.35,2777016645.01,1373025640.59,4540015486.65,2040963000.0,5125013000.0,1632804983.34,-677897110.44
常用指标,营业总收入,7354563884.74,28302251724.47,22750711256.24,13746548901.13,6358658422.36,22761598103.0,15756494088.56,9982275396.57,7214073753.02,33644082792.61,25483268863.05,17413581025.97,8697432828.4,33641993399.99,27278294613.33,18210454119.87,7337087526.07,35983985285.28,26102972051.11,15139762170.28,7579622186.24,23749151575.19,18080979439.65,11214036002.19,5587610547.01,17040817296.16,12043714920.85,7368149422.43,3700779342.12,9925406079.33,6328408172.78,4306633395.93,2617949307.96,11344192279.74,8917771396.81,5668641541.89,2964431830.77,13240439880.86,9734670363.49,6397567122.64,3301246846.79,26259945241.09,14167286060.18,11412328515.14,4268971000.0,7482309387.21,3828314000.0,5552170900.0,2919570627.64,5922963200.0,3148044778.17,7900246173.14,3204618684.1,9804327377.41,6125386000.0,14489402000.0,3126354848.04,761492249.12
常用指标,营业成本,3298510673.72,13845856470.63,9460094944.48,6087766580.19,2871823239.9,12233728841.88,8363679306.0,5404640115.64,5428368477.14,25427819472.45,18683113437.95,12226880970.31,6122922489.17,25695267049.14,20061152616.27,13215123008.71,5632376750.93,23062273642.32,16769418077.27,9714623360.6,5049405491.01,14571180190.67,10793312608.19,6577382843.24,3298590690.01,10191546074.83,6900343615.84,3971365350.98,1699665138.41,6253062932.89,3927485496.71,2597650240.55,1386743925.41,6495594731.24,4789554682.71,3046833696.09,1709421736.54,6690823075.45,5114596503.4,3467889488.91,1989734652.36,13136692108.81,6682227160.48,6427747534.97,2501307700.0,4588266968.66,2498375000.0,3655628900.0,1777600872.33,3677291500.0,1661286967.8,4025934241.13,1362998100.66,3679894894.25,3290819000.0,5511355000.0,1055224693.37,1447424810.08
常用指标,净利润,3320264445.41,12519733813.02,10968401783.06,6487892026.08,3015898120.96,10030922004.32,6963958423.16,4388050264.49,1631553900.65,7884009210.42,6603422794.6,4939429950.18,2248818409.08,7768482297.93,6441082828.35,4327675044.32,1559340428.19,10516961282.62,7469354580.37,4285921373.57,2002029888.72,7312124118.2,5707746911.13,3595554402.9,1780366726.1,5250144461.31,3879078065.31,2605048672.21,1542478608.71,2931736833.05,1903636350.24,1334494175.45,1027578437.79,4018973977.13,3413684405.81,2131215080.95,1126055056.34,5185406647.73,3572780398.1,2271059086.05,1017016666.87,9876650102.65,5666245028.16,3790383538.69,1352532800.0,2154931723.54,977897000.0,1432538500.0,876665567.01,1584839300.0,,2790470756.8,1373025640.59,4544073743.86,2042904000.0,5125449000.0,1632804983.34,-677897110.44
常用指标,扣非净利润,3320424189.97,12521689329.66,10974634388.93,6484561187.21,3021125942.69,9995210302.52,6943830420.46,4408527993.73,1632526324.08,7885614077.4,6611639357.34,4917077994.7,2255680832.5,7686704659.89,6433882999.96,4323741467.56,1549008499.89,10496356827.72,7444768199.77,4297101172.51,2000750342.03,7258771717.1,5693060005.67,3591221459.46,1757847943.96,5245849458.9,3867549634.99,2588523039.55,1529248045.22,2876872253.65,1867090309.43,1303554765.37,1011496744.88,4011957885.21,3384723583.94,2118715100.07,1116373627.27,5135408169.01,3536626802.13,2253871822.54,1007701751.27,9829121985.95,,3756414123.11,,2136030160.59,,,,,,,,,,,,
常用指标,股东权益合计(净资产),156131040132.08,147796416695.56,152409338144.47,144154144026.52,142235158094.52,140499444271.18,136696933105.83,133961032821.44,133034042757.18,130494786407.97,120596438084.75,117591351940.34,105593481974.36,102621910496.1,103173028599.71,100769478950.09,101499604790.99,98978051178.75,97016792248.74,93485131284.75,88849394921.67,82008057739.91,75158646204.44,73579852145.41,73824990930.77,71921697907.03,70525934991.78,69159229503.44,68331589462.43,66337860924.43,65863423616.57,64922552086.48,65950447546.7,64886433667.41,64556673698.59,63025456266.06,63572952714.38,58353899668.74,,55080649406.15,,57249415386.55,53100185723.28,29335919271.99,26592624036.62,25421666231.13,25038654000.0,17558847242.13,17003395086.13,16126794524.69,15525186873.26,14544677585.42,14231192518.06,12941417903.78,9678518000.0,11381267000.0,-6145940904.67,-8220970140.89
常用指标,商誉,1097034601.7,1109025904.39,1092802826.94,1095536933.81,1068742494.86,1066861787.61,1096890762.42,1025055280.87,1018998595.87,1032950833.6,1033598774.42,1039968967.32,1033739951.69,1046185376.52,1031342566.35,1016519924.36,1000499100.85,1008712725.2,424401854.5,424160437.82,427322996.31,426453896.27,435410455.05,443787613.8,443860038.8,439538680.25,441035463.66,435651871.73,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,,223277619.51,,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223278000.0,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223277619.51,223278000.0,223278000.0,,
常用指标,经营现金流量净额,53664918839.85,24935995656.2,33090979606.89,15566604973.91,7379071396.39,34796748317.43,58056098739.59,73093656595.66,82344456666.09,-44260691662.01,-28167717136.12,1759780198.4,5404471130.6,30798599446.71,23888499355.79,55852444540.2,17432704552.09,57084741157.32,45132830266.46,28276053814.89,9144476447.12,37703981462.14,30521383596.4,32595354491.16,21111502558.03,41335582076.01,30323666698.01,30989310831.14,22919607764.16,2461688027.48,8945299933.01,4278327890.61,5227542522.46,-52839885040.25,-39852884627.18,-21489370567.97,-14582407046.42,-14810065033.11,-6736176294.03,8491097041.83,-3960839531.04,10800919401.88,64835902722.47,18629960275.88,6269948000.0,-11002889976.5,-2915927000.0,1128952000.0,-72089281.81,-35196767100.0,,-10654426320.01,,42984721668.44,-30894171000.0,82003864000.0,26535681218.74,115306668.42
常用指标,基本每股收益,0.28,1.03,0.92,0.54,0.25,0.81,0.55,0.35,0.12,0.67,0.6,0.45,0.21,0.7,0.59,0.39,0.14,0.97,0.69,0.4,0.2,0.71,0.56,0.35,0.17,0.52,0.38,0.26,0.15,0.28,0.18,0.13,0.1,0.39,0.34,0.21,0.11,0.54,0.37,0.24,0.11,1.11,0.69,0.5,0.18,0.31,0.15,0.24,0.14,0.26,,0.46,,0.76,,,,
