选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20121231,20111231
常用指标,归母净利润,227843919.03,2176292865.25,966113568.64,728660816.53,186472838.24,1911152257.13,769521744.76,563158665.42,142577605.46,1835900702.06,750275354.57,544747215.16,130967541.52,1544304918.88,653651873.37,473270518.55,109213120.31,1176393795.02,465946283.73,352093087.82,81433408.81,822381760.28,323938263.77,250528548.88,58803552.94,593633044.81,249585026.0,203499622.1,50795621.61,430604628.31,173836657.9,146252589.81,22806046.25,308822733.01,75702434.49,67740942.05,18952281.47,224250194.88,74560983.94,61554500.47,30299258.72,176893348.41,46805121.3,36046057.94,-32768602.81,115844322.88,29426383.91,23460616.44,-43568895.62,96687835.66,19175378.98,151414859.47,123572630.05
常用指标,营业总收入,3199430492.82,14963644356.95,8820220222.94,5849961017.34,2586233304.5,13147685135.79,8041454505.76,5712059095.8,2478641535.71,14352658228.13,7758143949.52,5400697692.86,2297997842.11,13007955200.9,7386574437.54,5031681576.96,2180562684.21,11268605628.21,6502646094.17,4498108970.28,1982592947.83,10161133761.67,5957112919.64,3988603992.73,2053244579.66,9526470351.47,6780717165.5,4606541533.97,2242091006.26,9056879481.38,5457604554.47,3405216243.8,1469092479.97,6294223394.82,3788524858.09,2159419506.07,821118402.31,4360148547.55,2646563845.19,1672044833.92,660628357.42,3662113943.32,2129336801.9,1271230901.25,353860417.51,2796751085.79,1546742043.47,1044653532.04,251448335.74,1999660444.97,1137689197.86,1659788381.39,1422962874.68
常用指标,营业成本,3201644193.19,13145621865.56,8387189320.37,5419424057.66,2526629418.74,11735112647.73,7630350660.81,5324478811.51,2402999984.41,12918228389.42,7223366270.5,4988046100.02,2218317309.54,11581041366.14,6920067010.78,4653246599.69,2126505662.19,10258410149.85,6103802588.58,4141575655.02,1874148234.58,9331033798.96,5675427757.46,3767247248.64,1987704589.23,9027292176.86,6622493592.8,4444226158.32,2189296309.12,8666832145.95,5239130836.46,3235638246.28,1434843081.73,6059638966.52,3716024750.68,2090654454.47,802755557.4,4174854222.47,2612980555.17,1645081743.14,661998078.17,3523083700.75,2102408589.48,1253297424.83,397169850.52,2726191287.25,1543532028.4,1038043855.56,308312937.27,1943191596.11,1135114820.91,1512322087.04,1302376785.58
常用指标,净利润,191957983.15,2157667919.43,922221734.25,701970402.01,169353735.0,1993428917.98,804973389.01,567271735.85,131396523.44,1877903059.61,788277066.0,589016520.56,152904810.69,1617174386.85,689863248.47,479737398.67,101757419.23,1256763176.76,493017771.18,396796067.07,83664755.14,887470026.26,330461585.51,261193323.52,58443502.96,638394802.42,272924105.84,222414659.15,52016636.5,467540813.22,180963158.63,149077334.67,19394263.45,326662399.48,63592261.36,59705578.79,15117017.8,240119781.57,79344923.95,65312583.57,31308448.86,179527398.73,46391404.17,35854235.28,-33214832.27,118037284.73,29640826.64,23544663.72,-43719520.75,93799774.64,20174474.81,156916512.4,114813833.03
常用指标,扣非净利润,164129860.91,1837698173.45,757332693.11,568586457.7,107067134.37,1371680480.29,445040084.08,366345850.84,56619262.75,1277827919.25,409587820.02,305281669.6,48807654.09,1151349815.67,372915960.79,301767711.35,48618262.64,772726556.56,235693762.73,206533597.53,36904003.47,525742733.86,150032983.83,141873587.24,27056380.34,384920727.12,112700532.61,103130054.53,26493460.91,271632366.99,84330629.57,71415166.12,19426506.22,205814240.6,60160923.61,59005928.99,14196292.4,167274523.13,29136234.29,21883176.4,-4015552.48,146349716.82,25357963.0,21432915.82,-39910222.15,73483764.86,3369012.78,5993486.26,-52107099.22,69070077.64,1172154.19,126396501.41,116715647.47
常用指标,股东权益合计(净资产),23155686827.33,23068724143.22,21947487968.63,21716763253.12,21112404936.09,21326848530.54,20030266797.41,19819300046.89,19616647699.95,19480787885.08,18247290599.79,18141782248.35,17921773998.59,17740325419.38,16412525047.41,13646770887.51,13231981958.49,13158347456.0,12295424904.92,12151236021.94,12037696356.88,11954844260.79,6467381625.33,6302903165.14,5637414949.33,4621276999.24,4257535982.49,4199337597.02,4088769388.63,4050578111.44,3799529375.61,3513627162.88,3343758958.92,3434978662.16,3176145869.68,3170634800.11,3083948954.42,3078122675.19,2831370723.18,2777049550.79,1431463166.79,1474666367.4,1257135773.36,1206691363.42,1161524531.04,1194449146.06,758119835.33,751850266.54,,727901147.06,,657345863.6,500464528.22
常用指标,商誉,39051159.02,36195742.29,82159100.23,82159100.23,76463073.63,76463073.63,74079252.04,74079252.04,74079252.04,74079252.04,73969877.04,73969877.04,72847213.45,72847213.45,4276485.63,4276485.63,5323690.53,65385518.44,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,4276485.63,57283004.84,57283004.84,57283004.84,57283004.84,57283004.84,,,,224662.04,,,,,,,,,,,
常用指标,经营现金流量净额,-1390698665.3,1313355634.49,-1295679558.8,-1381335558.12,-1117741866.55,2721815770.05,-1276797532.03,-934037270.84,-493551141.49,3509828147.53,841821632.67,1005492315.24,-225868046.42,1124877783.58,-1762469768.74,-1472797790.48,-1036411794.72,-522882997.36,-1988062325.43,-115421565.36,-257988630.86,2315269005.37,984558933.65,-274570151.7,-46132087.17,3173782934.88,2160149940.97,1278725795.1,680337558.38,631060300.1,-104152061.56,-243937002.77,-231003525.46,41937995.78,-643063766.92,-621570577.02,-65725631.8,-241105633.85,-650865937.51,-609180986.69,-280415503.91,29869144.4,-534913286.1,-364606729.68,-330267639.95,30752260.2,-256814392.54,-159678790.61,-231073303.98,192325525.16,-262174933.47,110797277.68,178023245.2
常用指标,基本每股收益,0.156,1.49,0.662,0.5,0.128,1.31,0.528,0.386,0.098,1.26,0.52,0.374,0.09,1.06,0.45,0.33,0.08,0.81,0.32,0.24,0.06,0.62,0.25,0.19,0.05,0.47,0.2,0.16,0.06,0.48,0.19,0.23,0.04,0.48,0.12,0.11,0.03,0.36,0.12,0.1,0.05,0.29,0.08,0.06,-0.11,0.49,0.13,0.1,-0.19,0.43,0.0852,0.67,0.55
