选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,20081231
常用指标,归母净利润,2497278226.82,6110378757.84,4216211146.73,2710936108.53,1252109041.28,4154825193.75,3020370672.11,1670732131.17,522415394.16,3350891340.06,3013180644.02,2085104942.66,1024101139.05,3907615568.23,3007765274.63,2255513730.9,1206305555.4,3897503525.74,2368710171.47,1468407903.12,654190512.39,1164842854.12,686676330.24,349691800.9,183503528.41,119534808.82,92760186.35,32826179.92,12356321.99,1528098517.04,1911846910.84,1507608360.84,850522240.13,1895512962.11,1097859762.66,674910290.58,251661353.99,69237474.68,11176022.22,-31287200.5,-34905920.27,-246003057.38,-28848793.49,14207463.61,16122382.54,145375094.5,118185436.13,70142399.2,30082797.14,122672782.04,110316356.76,88055835.84,45960117.93,163814882.84,108662039.23,74588951.07,50986672.24,175855252.27,141490134.35,84615007.74,157341106.92,95850637.01,57425236.52
常用指标,营业总收入,25803754637.51,81018674069.68,58940761142.15,37196514112.78,17841985369.46,60945563720.14,45488186407.32,30050314564.41,14962649257.31,66304047529.81,51091095666.88,33345537519.76,19110269458.36,63033785499.49,48711968337.22,31018304267.06,13211980166.94,35316548999.96,22796099457.17,14293612635.27,6424126825.03,21186843965.75,14838642983.56,9052011198.87,4424395821.46,18852828463.22,14022720633.73,9103906760.78,4400899970.55,14450762951.95,10073629880.37,6783203559.88,3430715938.03,9653222710.89,6145961356.59,3788477669.34,1747176309.12,4889385103.39,3488281182.76,2165799222.17,1052482439.9,4029261578.8,3195506822.32,2113605148.29,1053247704.19,4353330286.78,3272191197.68,2166181803.27,903577795.06,3585272216.24,2685728776.49,1853986129.22,893512090.35,3533460282.7,2459543906.75,1599664428.52,727329085.82,3302487188.5,2402988795.56,1510078221.12,2369611743.45,1453154432.72,1776743363.0
常用指标,营业成本,22675594236.16,73592887420.24,53754067375.7,33888711664.79,16394543682.23,56312319616.64,42265889315.46,28092420102.84,14605104806.96,62501748109.71,47745453367.64,31070998249.4,17854099082.24,56862716414.21,43801780283.03,27329531676.4,11637656300.61,30953241744.7,20080826052.26,12495612219.08,5549967044.41,19673659342.24,13818132807.05,8572520324.0,4218267315.16,18328113960.96,13691743182.21,8839943535.17,4254155282.32,12011775081.11,7794366754.45,4970520839.66,2540166293.41,7430365874.15,4820123768.35,2959344317.95,1407532978.28,4790958066.07,3511437878.08,2218767375.39,1098898281.36,4351342589.4,3233106785.66,2107282534.42,1036174328.34,4236310937.99,3145538529.24,2066860793.35,864138443.93,3424867259.67,2547078540.5,1747879705.18,840836489.33,3347447490.65,2333514581.54,1509149947.08,668829302.55,3111525922.49,2253910417.12,1417189933.39,2196481423.88,1322481757.59,1768719342.19
常用指标,净利润,3152190011.0,7520255947.22,5186577578.92,3471217972.34,1736160569.14,5158460383.11,3783610645.92,2369991979.89,590098645.98,4505134263.22,4047362600.25,2947247908.5,1517071573.82,5704373518.72,4719074646.19,3023164319.94,1357185046.95,4023639932.18,2469659639.59,1530550437.94,670561565.59,1125653177.92,671720871.33,325866364.35,167624222.15,108123915.5,100621866.89,26418114.42,-8340067.23,1524665501.53,1912402047.86,1507635879.88,851781548.89,1885635165.28,1095718700.85,673262146.46,248790876.36,58105466.15,2644877.26,-36491175.8,-37356551.34,-254063722.38,-35025131.87,10547052.61,14543651.0,141442303.2,115347671.92,68584389.09,30684133.95,120034015.69,106853148.58,85636006.75,44366472.75,160480809.37,106333609.31,72632824.29,50516626.16,174351378.1,140746923.15,84448862.78,159122913.46,100820643.76,58089367.76
常用指标,扣非净利润,2070367801.44,5792932025.41,4012306195.88,2587193981.43,1226823619.76,3795092102.46,3041427701.0,1751932466.61,567830428.67,3092830789.9,2726354418.56,1839200954.15,995692886.87,3980366854.19,2919035854.42,2192290161.57,1189825340.37,3853492711.7,2318270821.79,1416495948.42,658812946.68,1123978512.04,628263233.64,294793771.46,132199676.45,68160073.6,43596402.3,-41142425.37,16661900.43,1452896933.34,1858716107.39,1502534052.9,839876988.35,1896951428.43,1102673570.35,666325043.2,251606058.72,73800178.37,6354206.75,-32308938.83,-46105594.02,-264495154.87,-40036020.12,2115604.54,9744951.82,106292090.09,104317100.0,84375388.44,31926808.49,111299641.14,,,,153516176.1,,,,162487038.84,,,133793177.08,,
常用指标,股东权益合计(净资产),63631281968.37,60820770449.76,60369109237.84,51642545463.25,50809852173.7,48660625517.15,47502700665.71,46317395576.09,45753949258.29,44733355987.39,44455512498.87,39309151105.25,35026151879.25,32678868190.43,30907317270.39,28819320477.6,26708844414.4,23900677120.35,22382773520.15,19698566665.11,19239764795.15,12451804976.51,12169387434.73,11853151430.9,10451803464.14,10090893026.87,10022681907.22,9774545831.65,8483552310.67,8410298254.89,8791051364.31,7336837926.5,6804064874.58,6077234126.01,5354618549.73,5068334926.17,4619317363.28,4372449252.17,2461276529.36,2426335702.27,2370213189.0,2411995342.36,2604790593.92,2605293318.05,2668687754.42,2281879889.56,2414314264.03,2370650562.88,1811633580.93,2290811896.88,1794778850.7,1760458479.46,1727233601.0,2214325710.66,1636563303.4,1594720125.64,1566925878.92,2046566415.83,1483083865.36,1439234882.3,1020603277.6,941881237.27,840892854.55
常用指标,商誉,595074513.59,595590622.29,596106837.62,596622946.31,597139055.0,597655163.7,813281865.62,813797974.31,455835376.19,456351378.26,456867593.59,457383702.28,458071847.21,458415919.67,458932055.02,459399028.09,459939744.59,460480461.08,395576530.93,95136198.86,95136198.86,95136198.86,95136198.86,95136198.86,95136198.86,95136198.86,95136198.86,96198479.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,1174715191.91,4011961997.48,4179261763.33,1618070841.2,1017076743.57,12431110882.7,3839696475.41,2763581330.49,929046306.48,3485888093.33,2482811185.05,1794476677.55,812858791.98,2913806375.38,-1839931365.92,-1057411058.52,153770576.03,-61708589.68,2312452488.29,1611561801.93,939538618.73,1859769119.88,706808445.84,355792538.88,65380232.82,2599671576.78,1259612402.93,1102035931.94,55946234.03,1822550039.12,462278985.83,114572120.21,-161036338.93,-1761977182.53,-1219412148.92,-620745660.84,-163767604.66,972520586.08,178323191.06,116423668.43,-99053891.31,-451663618.87,-653770244.64,-407770991.89,-314818552.48,-719632136.15,-508123648.69,-274251994.69,-389686428.96,-593345573.41,-690624246.56,-326176891.46,-291308021.47,406354839.66,-66572773.5,165610067.72,-21326693.45,153366857.09,-151468118.9,-191064941.68,107695566.19,83173891.25,-89067660.45
常用指标,基本每股收益,1.33,3.34,2.49,1.61,0.74,2.5,1.8,1.0,0.33,2.05,1.88,1.32,0.64,2.48,1.91,1.41,0.99,2.49,1.98,0.95,0.56,1.03,0.61,0.31,0.17,0.11,0.08,0.03,0.01,1.42,1.77,1.4,1.03,2.28,1.32,1.139,0.42,0.13,0.02,-0.06,-0.07,-0.47,-0.05,0.027,0.03,0.33,0.27,0.16,0.068,0.28,0.25,,,0.37,0.24,0.17,,0.4,,0.2,0.4,0.25,0.16
