选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090630,20081231,20080630,20071231,20061231,20051231,20041231,20031231,20021231
常用指标,归母净利润,7350127688.98,33184733428.28,30773321357.4,23017044187.33,8864251916.54,33012069907.9,29298664914.98,21811826965.71,8597086263.8,30445686138.83,27100502619.41,20152910521.43,7984014705.06,27593420934.48,24542951347.64,18291097770.33,7223387007.71,25952815819.68,23326518963.6,17743103440.1,6441478761.14,20855178309.81,18705620919.0,13949000000.0,5822000000.0,20521000000.0,18388399832.26,13908933660.34,5955829402.45,20432000000.0,18252978809.23,13570305308.85,5698139478.06,18622608950.01,18501602674.75,12536904316.89,5348326008.68,18007555192.35,17542533971.5,11672795860.59,5119393320.96,20055630377.06,16361217796.41,10980454071.76,5046245653.55,17694079275.57,16181521778.85,11448841750.76,5551815241.8,17571366288.16,14735518565.69,10229727774.96,4706301548.92,14987159609.81,12609366766.53,8846934267.58,4290002194.51,16589736989.77,13734925321.63,9663780121.21,4592402235.51,15420139023.91,12703191277.94,8900059070.54,4312811565.74,13973650060.69,8789925287.63,233701858.96,12365255903.14,25090144617.6,25334841282.61,25705879208.5,24061131583.0,17479012285.0,16186488054.0
常用指标,营业总收入,131393926307.26,523924731368.75,394269976324.05,269421736705.26,134508815336.06,523568920041.49,391968018864.41,265973118881.02,134494562936.36,507842674997.4,381102560510.2301,258679059744.77,129753222753.19,474967243497.96,357842938040.33,240219208204.97,118576141111.63,434159563363.61,326536330125.3,217546696685.17,106316871603.65,389939266024.2,290820029438.0,192438000000.0,94354000000.0,372200000000.0,281579914686.01,189755358230.26,95862946642.65,374929000000.0,284136830991.8,192440700341.72,96379137337.24,364248717020.49,273869582151.97,183640129850.56,91146451934.53,350078860659.04,262400322064.03003,175898136733.99002,86122632120.23,329721226110.75,245641185675.14,164550442537.78,81241760847.18,326826662392.58,246981073437.88,169603513211.83002,85405880907.64,329126470328.56,244236496950.76,161532469959.78,79841924329.53,289096549008.7,214766896808.69,141166027752.28,69586984265.22,250519341200.51,186593810685.19,122977931794.89,60221026344.41,224926956220.47,167404919851.15002,110433192665.16,54281273903.1,214472495749.21,105944056173.93,192088918372.02,93103967853.73,183785700814.89,171222905286.79,165392132795.04,140655766107.0,78576964306.0,73948490105.0
常用指标,营业成本,120326036046.25,480202662127.52,351940023212.75,237248467781.16,121165547877.42,483045258140.82,351450852687.13,235196168716.16,121144947170.22,468500046510.84,343349512926.93,230493028859.14,117988528071.73,439531585395.14,324387262886.4,214782982046.44,107452405485.94,401826415518.29,296152472915.34,195511706422.13,96404027002.28,357459188362.37,264441469852.0,172578000000.0,85330000000.0,345949000000.0,255881318255.81,170109268544.6,87693675189.43,347189000000.0,260247157672.56,173742827895.16998,87399782591.96,340374821016.88995,249014625253.9,166630006089.16998,83764947460.68,326502309168.81,239715671525.04,160596384936.72,79499880837.53,307414178450.03,222308163985.77,148119050161.86,73523102882.66,303138439008.24,224555542183.63,153758737316.78,77515651468.66,309666045071.0,226404465757.26,149396155964.27002,73773384426.57,273563146575.84,200158018265.46,130813502146.99,64304800034.78,232408445468.17,169809295215.24997,110667061909.73,53856245156.3,206619282015.81,150011203247.64,98241880273.56,47822556220.32,196682880926.91,93058560808.92,191070568170.0,75719319802.7,150895389175.23,136950668537.62,131761158634.42,110458694026.0,56507047785.0,53891158163.0
常用指标,净利润,7272754607.17,33222790204.72,30771085805.02,23018611734.65,8827913418.39,32975024699.84,29340199180.22,21965610815.57,8627828781.23,30428412199.13,27143011982.49,20173528098.19,7971671131.26,27676430406.22,24636982695.2,18352941377.85,7263627795.58,26155391733.75,23435909308.28,17865751286.83,6503981345.88,21089173702.94,18892380950.0,14071000000.0,5887000000.0,20720000000.0,18581689527.68,14025555082.02,5997894209.97,20562000000.0,18349463058.05,13630944747.98,5730024572.26,18770521392.7,18597661956.86,12594622494.93,5369841495.33,18115066659.28,17611900663.26,11721836333.91,5141603047.79,20145507233.01,16406872787.04,11008025158.68,5055300550.61,17773812584.89,16228867365.5,11486918583.23,5573873821.97,17693217113.78,14830097101.78,10297121327.02,4732179918.17,15104467775.54,12693068730.85,8905213417.02,4315034397.66,16687752754.92,13795739819.28,9704963120.72,4609090736.06,15539391088.88,12746726116.19,8940361853.97,4330295767.62,14177379327.14,8841247806.58,328322831.87,12408029885.67,25180421227.16,25417029178.12,25747712777.7,24118746821.0,17528785392.0,16251864479.0
常用指标,扣非净利润,6573766324.59,31328706460.18,28697185444.63,21720719479.08,8797537494.15,30742441368.42,28686146614.45,21681276026.48,9160039016.77,29552831309.04,27211687138.2,20446285896.35,8690427127.41,27188688035.07,24587099200.86,18376287560.25,7985370682.98,25044258109.45,22708740584.0,16400000000.0,7233000000.0,21004000000.0,,,,19787000000.0,,,,20064000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,股东权益合计(净资产),475875808761.2,468259308478.66,465234095785.98,474009231473.1,465435031967.61,456551803252.05,452754454918.4,460673145220.2301,455645590010.1101,447166812845.29,443666105820.63,449926676483.64,444310577811.78,436427534660.38,429604712088.89,434157640516.16,438229923941.37,431180810585.93,428681308987.0,375681000000.0,372627000000.0,366182592099.09,364396329461.61,359829117032.6,360864690757.7,355047000000.0,353117892387.3,348401769364.97,349253343452.07,344106000000.0,341207623085.0,335552414366.14,335388227986.66,326704213629.05,326978056153.96,321096845551.68,321633768157.88,316302438942.58,315901099332.02,309807509469.36,309666687042.8,304758409638.8,301066271297.25,295798230157.75,295633494078.43,290115119179.75,288800334046.52,283940441509.63,284232138961.64,278658391699.77,276265852382.58,271069671507.87003,270745107273.09,265998259747.3,264082227155.99,259952237788.19,261085878060.69,256819078396.26,253640170600.27,249720459864.17,250469648641.82,245945410076.13,243551240225.62,239676638557.06,241327068123.95,236902089905.47,232077512482.59003,229285798186.34,241401380776.2,237734384556.95,221874590711.88,202509738864.37,182136913536.0,150097869918.0,133116535755.0
常用指标,商誉,30913096020.42,30913932992.05,30916002610.29,30914549455.93,29924498966.19,29925025743.5,29922813383.82,29924574208.15,29924222447.49,29923265740.05,29924411835.22,29924220451.72,29921619756.2,29922191650.03,29930386573.56,29927712195.63,29925608235.89,29925867104.99,29926606076.0,29926000000.0,29927000000.0,29926947545.42,29928859516.05,29930655049.33,29930750962.1,29930000000.0,29930439652.49,29929031164.12,29927849340.11,29929000000.0,29929042521.62,29927266441.05,29925612954.46,29926780335.56,29927747991.1,29928375956.34,29929430846.34,29929824390.25,29928018864.96,29927806996.97,29926655979.14,29926884186.27,29926019324.81,29924378252.61,29924545430.65,29924390684.19,29924572490.05,29924635709.48,29924605050.09,29924253430.33,29924593522.78,29924876455.59,29925343049.74,29925512499.71,29925865398.74,29925728172.45,29925593769.03,29925596989.95,29926053019.81,29926571003.02,29927120980.62,29927535308.12,29928207370.42,29928650010.65,29928996273.54,29929075976.64,29929114695.26,29929129935.33,7180970.8,7180970.8,,,,,
常用指标,经营现金流量净额,23215066427.94,124518913220.91,87311582156.6,47034217345.82,10825979030.31,145268134285.83002,97412287896.17,58340550541.53,20861775770.24,138623058755.73,112990180911.67,65663263712.35,28922925107.74,137218975739.83,116491580311.87,65251353487.88,28273069595.64,139194383644.66,120814566826.85,68381775671.85,27696297747.16,135179695764.27,100307327506.0,66680000000.0,23434000000.0,116658000000.0,87390954012.73,55103308987.31,22013350265.65,102339000000.0,84076787652.41,52369952375.07,21650774969.1,100112122683.31,77864539895.53,48948857183.18,22483049194.21,104780826080.69,85222040435.3,48272144566.45,17116032246.69,113324925202.19,104412356623.63,56791737139.36,25566128241.64,102068472833.26,72885169608.37,46451745796.64,19993036537.12,93903644297.93,67626635129.67,42769712096.01,16845310155.01,72843958665.18,54808742799.6,36832666047.9,10161491164.65,76062434866.73,59532896197.58,42801362001.88,18791269090.16,79380083617.9,60967545919.69,40589720262.42,15887795905.61,79837471323.46,41582161249.45,81677795808.13,41533175196.57,81994107720.68,78326868307.5,77836898751.9,65957617873.0,33620812928.0,35145124373.0
常用指标,基本每股收益,0.08,0.36,0.34,0.25,0.1,0.36,0.32,0.24,0.09,0.33,0.3,0.22,0.09,0.3,0.27,0.2,0.08,0.31,0.28,0.22,0.08,0.26,,0.17,0.07,0.25,,,,0.25,,,,,,,,,,,,,,,,0.22,,0.14,,0.22,,0.13,,0.19,0.157,0.11,0.053,0.2,0.17,0.12,0.057,0.19,0.157,0.11,0.05,0.17,0.11,0.003,0.15,0.31,,,,,
