每股指标,每股资本公积金,0.602273,0.602273,0.602273,0.602273,0.602273,0.591101,0.508454,0.508444,,0.508444,,,,0.509374,0.50837,0.144898,,
每股指标,每股盈余公积金,0.065185,0.065185,0.044488,0.044488,0.044488,0.045222,0.033401,0.033401,,0.033401,,,,0.022109,0.012434,0.06534,0.038038,
每股指标,每股留存收益,0.634628,0.595963,0.534635,0.485837,0.496667,0.45667,0.433718,0.392711,,0.330386,,,,0.23574,0.134097,0.545382,0.194159,-0.062745
每股指标,每股营业收入,0.42756,1.873888,1.362611,0.895648,0.424447,1.713802,1.33108,0.839035,,1.395635,,,,2.158765,1.266883,2.273729,2.474485,1.662928
每股指标,每股营业总收入,0.42756,1.873888,1.362611,0.895648,0.424447,1.713802,1.33108,0.839035,,1.395635,,,,2.158765,1.266883,2.273729,2.474485,1.662928
每股指标,每股息税前利润,0.051836,0.282758,0.201062,0.135947,0.063585,0.217561,0.13792,0.083413,,0.149521,,,,0.393473,0.265725,0.545417,0.597121,0.088237
盈利能力,净资产收益率(ROE),1.74,10.01,7.19,4.88,2.3,9.44,5.46,3.33,1.3,6.02,,,,17.98,12.42,34.89,41.01,9.46
盈利能力,摊薄净资产收益率,1.728442,9.629047,7.035748,4.863494,2.25814,7.938897,5.319318,3.277258,,5.86671,,2.487823,0.829657,16.66023,11.937126,24.043329,37.339166,6.831787
盈利能力,净资产收益率_平均,1.743389,10.048121,7.242666,4.950476,2.304399,8.825424,5.464667,3.332012,,6.020328,,2.511769,0.830631,16.931059,11.769294,32.321259,41.83638,6.831787
盈利能力,净资产收益率_平均_扣除非经常损益,1.442063,9.805169,7.073454,4.781446,2.159181,8.7519,5.407422,3.280002,,5.638947,,2.279581,0.647464,16.574151,11.695278,31.644086,40.990321,5.783193
盈利能力,摊薄净资产收益率_扣除非经常损益,1.429699,9.396227,6.87137,4.697435,2.115837,7.872758,5.263596,3.226103,,5.495061,,2.25115,,16.309032,,23.53959,36.584053,
盈利能力,息税前利润率,12.123811,15.089414,14.755697,15.178696,14.98069,12.694688,10.361516,9.941533,8.583675,10.713519,9.213768,9.754304,7.882949,18.226772,20.97477,23.987794,24.131124,5.306138
盈利能力,总资产报酬率,2.086417,11.992656,8.661886,5.822567,2.763335,10.360827,6.341345,3.866473,,7.254113,,2.719157,1.026695,18.274339,12.337003,29.139688,28.634602,4.189523
盈利能力,总资本回报率,2.311107,13.314071,9.598508,6.563428,3.057155,11.626815,7.167696,4.376652,,8.213963,,3.127414,1.176891,21.396806,14.56624,39.203141,52.70569,8.764285
盈利能力,投入资本回报率,1.738953,10.003585,7.207224,4.925011,2.290505,8.756184,5.425704,3.309666,,6.030118,,2.194101,0.859595,15.928351,10.829165,29.390637,39.97566,8.282279
盈利能力,息前税后总资产报酬率_平均,1.57043,9.013318,6.503508,4.368633,2.070148,7.804019,4.801008,2.922384,,5.330548,,2.185295,0.725358,13.614024,9.21009,21.859426,21.733792,3.900417
盈利能力,毛利率,12.296577,17.050924,16.120033,16.464291,16.491797,15.656969,13.285276,12.575928,11.011256,12.690285,11.076437,,9.368691,20.237501,22.66611,25.849425,25.301191,8.671802
盈利能力,销售净利率,9.046272,11.30094,11.035313,11.340305,11.168637,9.490748,7.764385,7.424395,6.428725,7.738993,6.564035,7.817408,5.553621,13.480073,15.506302,17.876958,18.035518,3.777547
盈利能力,成本费用利润率,13.20868,17.383361,16.847568,17.412696,17.122717,14.335556,11.385549,10.815941,9.130258,11.557886,9.675429,239.311886,7.932804,21.91756,26.166718,31.152899,30.902157,4.255189
盈利能力,营业利润率,12.230625,15.165769,14.695126,15.117966,14.910951,12.595835,10.236941,9.78601,8.37223,10.491175,8.938643,10.571527,7.527365,18.09636,20.817357,23.808709,23.831354,3.885527
盈利能力,总资产净利率_平均,1.556254,8.979096,6.478383,4.350613,2.060383,7.744664,4.751053,2.888983,,5.23498,,2.184989,0.725004,13.505132,9.125524,21.70305,21.386082,3.041303
盈利能力,总资产净利率_平均(含少数股东损益),1.556795,8.98168,6.477947,4.350156,2.060164,7.745917,4.751877,2.887504,,5.240065,,2.179218,0.723317,13.515253,9.120543,21.716419,21.401401,2.982607
成长能力,归母净利润,472054517.0,2584694178.0,1835953836.0,1240177109.0,578823319.0,1953257457.0,1104573579.0,666227402.0,258094216.0,1153435927.0,645693830.0,473184100.0,155156200.0,3108357541.0,2096118600.0,4342337250.0,3289351200.0,472448900.0
成长能力,营业总收入,5220036532.0,22878076481.0,16635959664.0,10934862787.0,5182028061.0,20583978164.0,14228619820.0,8968897446.0,4013614132.0,14918685604.0,9825412816.0,,,23076185548.0,13542389300.0,24305097550.0,18251249000.0,12265383200.0
成长能力,净利润,472218706.0,2585437906.0,1835830289.0,1240046874.0,578761911.0,1953573634.0,1104764941.0,665886387.0,258024216.0,1154556174.0,644943570.0,473250200.0,155232000.0,3110686823.0,2099923800.0,4345012245.0,3291707300.0,463330700.0
成长能力,扣非净利润,390465121.0,2522199080.0,1793060083.0,1197832457.0,542347165.0,1936984984.0,1093002600.0,655828300.0,250404286.0,1080367100.0,,428169000.0,120580000.0,3042833200.0,2077273100.0,4251359600.0,3222830500.0,399933900.0
成长能力,营业总收入增长率,0.733467,11.145067,16.918997,21.91981,29.111267,37.974475,44.814473,48.153208,43.59213,-35.350296,,-55.297408,,-5.05619,,33.169502,48.802925,
成长能力,归属母公司净利润增长率,-18.445836,32.327367,66.21381,86.149219,124.268225,69.342519,71.067699,40.796658,66.344764,-62.89243,,-77.4257,,-28.417408,,32.011967,596.23428,
收益质量,经营活动净现金/销售收入,0.152206,0.186055,0.173902,0.152284,0.10145,0.151352,0.123891,0.099216,0.149857,0.159308,0.19135,0.287297,0.21037,0.182186,0.098864,0.170632,0.206829,0.110561
收益质量,经营性现金净流量/营业总收入,0.152206,0.186055,0.173902,0.152284,0.10145,0.151352,0.123891,0.099216,0.149857,0.159308,0.19135,0.287297,0.21037,0.182186,0.098864,0.170632,0.206829,0.110561
收益质量,成本费用率,91.186872,86.574781,87.325087,86.893647,87.174036,88.057261,90.300766,91.086372,92.875104,91.538244,93.596664,4.482557,96.76517,82.711112,79.71742,76.622312,77.182346,97.380119
收益质量,期间费用率,3.48345,3.625705,3.44512,3.357939,3.665833,3.71423,3.586042,3.6623,3.886361,4.22853,4.673101,4.482557,6.133862,2.948614,2.38353,2.471737,2.483537,6.051921
收益质量,销售成本率,87.703422,82.949075,83.879966,83.535708,83.508202,84.34303,86.714723,87.424071,88.988743,87.309714,88.923562,,90.631308,79.762498,77.333889,74.150574,74.698808,91.328197
收益质量,经营活动净现金/归属母公司的净利润,1.683115,1.646846,1.57577,1.342719,0.908251,1.594996,1.595916,1.335673,2.330429,2.060519,2.911751,3.675609,3.789838,1.352536,0.638731,0.955072,1.147608,2.870328
收益质量,所得税/利润总额,24.893435,24.90873,24.991856,25.050162,25.176102,24.816809,24.48005,24.639576,24.18721,26.851824,27.516313,,,25.640546,25.662877,25.107226,24.382582,8.836543
财务风险,流动比率,3.004254,2.892953,3.169333,2.498377,3.336512,3.211666,2.876174,2.716476,,2.969242,,,,3.59115,2.912052,2.935428,1.234431,0.884928
财务风险,速动比率,3.002675,2.891389,3.164216,2.496895,3.333756,3.210103,2.871235,2.713272,,2.967772,,,,3.589178,2.908319,2.934463,1.233407,0.884442
财务风险,保守速动比率,2.837285,2.589139,2.970358,2.254032,3.079566,3.023803,2.651654,2.507342,,2.841881,,,,3.419134,2.784481,2.726031,1.176816,0.843798
财务风险,资产负债率,11.053743,10.361166,10.187541,13.225627,10.252838,10.893191,12.265345,12.724419,,13.815915,,14.246548,13.697471,12.136141,17.351654,27.115371,42.119629,55.170533
财务风险,权益乘数,1.120246,1.119057,1.117974,1.13788,1.118432,1.139549,1.150201,1.153351,,1.150019,,1.152977,1.14913,1.253675,1.293227,1.489249,1.956243,2.246335
