选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231
常用指标,归母净利润,2781171173.25,14195371894.42,9319124728.48,5657349798.68,2038683389.01,11977327023.54,8107748494.46,5064118857.29,1915795733.79,14107726276.26,8851262013.63,5337937850.82,1811255388.03,12837704462.49,8840604273.67,5758668046.56,2283755331.73,16800411032.05,10965641158.11,6481424653.39,2169440312.25,13385526714.15,8438951476.64,4623972830.87,1496269608.01,12414587690.45,8027334165.13,4216755210.24,1536118222.96,11352132255.21,7395803151.0,4147395535.86,1815964569.77,9410855084.82,6152814186.52,3291546056.7,1480780632.01,7423683960.91,4851762418.77,2607821529.43,1143615399.83,5869049646.23,3769986801.45,2206521734.73,1044641900.05,4665368689.94,2709720516.36,1519601397.82,686633248.08,3066648532.9,1760161935.59,985692975.54,450431943.01,2136873134.55,1238179827.72,729888601.71,347519303.17,1481012967.98,868986552.68,527197860.66,260754875.01,1051804319.23,655445907.43,373814840.43,204976023.76,705577126.21,474875754.4,247270095.31,135712078.41,548845783.69,364516727.69
常用指标,营业总收入,20715444490.55,92507796069.94,65757782457.01,41818040088.44,18531863690.67,92495525118.3,64991467788.45,41209096206.36,17817550424.43,89341177610.4,61276013250.23,37571352435.63,16201189412.53,83166321681.14,59721536891.77,37257516590.62,16521549351.36,81420053539.27,55629267490.88,33902098368.1,13988385531.58,63503450891.78,42021194889.62,24271159243.76,9428902974.38,57658110065.22,39838916228.85,23923273424.5,9942448619.42,49837132481.61,33802691201.11,20875758224.63,9364828201.0,41905476572.07,27729742158.18,16447539736.52,7043724101.73,31934544088.82,21144424306.23,12553476748.58,5199710391.9,25271390273.42,16677638479.4,9796381650.82,4287946779.7,17233114021.7,10669807845.58,6016055310.85,2594659242.42,10745907038.84,6860396812.7,3908594584.9,1697327735.97,7213789489.18,4797847375.28,2818679482.49,1292678630.79,5231639749.77,3453156822.06,2081678941.63,929912689.31,3605477285.21,2393076338.48,1402304573.37,687305082.02,2101513184.72,1436572728.36,836803532.28,403065660.05,1742471409.91,1184513897.96
常用指标,营业成本,17261853608.2,77404329377.58,55686958076.14,35323832558.87,16039816987.94,79542497485.22,55973716430.0,35477736869.76,15619003528.87,74598127326.4,51801109054.37,31825578523.51,14248163903.28,69817764598.29,50291034361.47,31068823163.72,13978401580.35,64727376315.7,44117391608.9,27312167311.99,11316658363.91,50316671575.6,33719184646.63,19482494591.95,7747072149.74,45480484770.59,31313618168.78,19327281214.97,8420108460.52,39230057019.31,26750523601.76,17084490140.56,7601579147.44,33223942232.61,22170841572.33,13400801456.5,5626414765.89,25100828616.81,16760775041.73,10161224471.21,4140732655.62,19909915583.46,12999008672.07,7693035089.91,3347430693.91,13009607137.92,8094277976.98,4621527058.33,1930642371.11,7837628409.7,5099066201.65,2946649192.77,1227520443.18,5223996325.74,3530729927.69,2078346754.96,936229586.55,3761409921.93,2470651269.54,1505530476.26,650613919.29,2622749315.7,1700720333.87,1020393281.48,472082376.36,1442106793.21,973519175.48,590558931.06,270813244.2,1204854096.32,841407142.87
常用指标,净利润,3261544265.74,15433655239.83,10253767346.11,6281476630.83,2230910698.87,13141022060.51,8907824287.76,5640664710.62,2221849294.44,15155901763.21,9498428951.19,5756569297.62,1948223809.7,13558130095.68,9373848897.83,6137606030.13,2415504699.43,17510721210.47,11496884943.71,6854875757.07,2434629422.09,13678319472.17,8577197717.37,4666871541.0,1553400547.01,12465184302.65,8094091870.41,4223761290.19,1517925039.43,11380464554.48,7347690147.92,4107586112.82,1782288185.36,9377501639.82,6121120998.71,3275931652.25,1480349475.83,7424223078.64,4851352323.67,2611827056.67,1140518223.85,5882397844.7,3782900374.58,2218090241.89,1046539308.15,4680701236.66,2721216782.49,1529237985.72,691255252.45,3077052948.56,1765205930.65,991589668.42,451589853.04,2140426340.48,1242796457.34,732409646.09,348376491.52,1482482923.78,872115546.76,529708034.66,260847032.61,1052375236.76,656690373.09,374310915.18,205376018.6,706019508.68,475169531.14,247247519.71,135712078.41,548723165.06,364512385.42
常用指标,扣非净利润,2647647238.1,13703158053.2,8970971794.87,5489000328.37,1926435015.1,11814861641.16,8151135979.78,5243005903.72,1760276683.16,13665962325.65,8461998947.98,5036128632.96,1554094332.67,12330695878.62,8525515615.02,5645859017.51,2210077663.7,16444723630.97,10693898565.44,6221476627.98,2022056316.46,12805839276.44,8039687983.37,4463498377.68,1469074026.95,12037518321.42,7789309590.97,4122195529.03,1482828488.96,10983228170.6,7151996666.81,4009270961.25,1808323790.71,9177116964.06,6008993697.69,3189866218.86,1440574125.37,7270742762.47,4717571798.26,2574202921.09,1133528590.6,5604890259.09,3633558216.63,2112312070.6,999673189.96,4474975306.54,2607930667.61,1455469561.87,681954167.66,2977541251.73,1725206836.83,962050594.48,442648838.35,2109396676.12,1215880253.17,711480401.31,343080695.66,1438035174.24,859416990.73,519391287.78,256316267.5,1030635202.54,648158568.01,369811021.17,202922660.15,690957246.3,,,,544703188.79,359578050.43
常用指标,股东权益合计(净资产),94370094773.44,91216863354.59,85971502691.23,85808878855.53,88877266726.09,87500294748.15,83194000716.2,79947505879.07,84654444766.97,82163611877.91,76790846416.87,72779403224.72,75360607664.56,72971728351.66,67882161886.39,64390185635.73,68029499828.66,65394642275.88,59046544392.02,53981943926.02,56916721065.01,54479743400.54,48354335199.19,44246355256.15,46988926713.78,45472858885.14,41014833541.21,36932366848.54,39585781552.11,37962908066.24,33580866129.48,30232786510.17,32443058820.54,30604121438.09,27170454185.63,24236835572.12,25999847707.97,24478541485.53,21639291047.05,19160653329.95,20469670882.47,19297450879.7,17136143429.71,15539405639.97,15956580864.36,14879156547.26,12946611887.36,11744959399.78,11895859827.43,11112689525.85,9858290779.08,9087351436.1,9122687227.13,8671411571.37,7727861058.39,7125163692.93,7163621141.29,6814108312.69,6205225033.58,5879684582.3,5909607271.07,5642453866.97,5242642631.13,4959946029.72,1703340737.18,1497322466.92,,,,969553376.55,544711250.24
常用指标,商誉,309565980.13,311187727.01,312187169.01,312877102.51,312373272.24,312165129.29,310450908.86,311622064.59,311275117.56,311353640.88,397053077.36,397931899.85,341424119.74,217386531.28,218428511.34,213996760.47,209922678.57,202381895.37,380499743.04,258727796.75,274461013.86,274203665.2,270239159.35,275619227.98,275731063.11,273611961.96,267284401.74,263264328.19,209382366.79,212269337.23,255885609.58,246430417.72,248964102.97,248964102.97,248364401.47,248364401.47,248364401.47,248364401.47,248364401.47,248364401.47,117872774.01,117860200.59,117860200.59,117860200.59,117860200.59,117860200.59,117860200.59,117860200.59,117860200.59,117860200.59,123118922.78,143420026.67,143420026.67,131016265.7,131016265.7,131016265.7,69693394.07,69693394.07,69693394.07,69693394.07,70563394.07,67349.64,67349.64,67349.64,67349.64,,,,,,2250467.43
常用指标,经营现金流量净额,-2220444411.11,25339411083.1,13697028509.05,5343019637.89,-1737373005.7,13264092022.73,2603725074.8,-189636040.9,-3965909130.83,16622209721.05,5913026202.08,1025789646.36,-3285523507.64,10164135382.38,160117141.04,-2158492209.08,-3904933407.63,12708524686.99,3931930902.23,1962853772.15,-2018107114.23,16088156566.67,5534617992.83,69966340.57,-3982048164.94,7767720171.14,124315235.4,-431063793.18,-3038198689.8,9113286027.76,2646271297.5,-1621193358.0,-3856064680.53,7373160250.68,95849570.76,-1942800802.42,-3035286557.2,6216364642.05,1955771375.36,397774228.28,-1432111768.75,3216722169.17,-685185464.42,-1919159126.2,-2610480167.95,3706420782.04,332060450.82,-242521748.16,-971831568.3,1863365811.63,100634494.68,-202269204.16,-668663665.37,1436789861.42,116950668.23,-166218584.12,-520821438.01,1170461433.24,-25313659.2,-23340255.57,-189966007.61,663926032.74,-219647789.26,-205173007.93,-319923618.54,654000395.27,242866241.2,168225609.65,-136892888.84,647042066.62,356650987.49
常用指标,基本每股收益,0.303,1.546,1.014,0.615,0.221,1.297,0.878,0.539,0.207,1.52,0.949,0.568,0.196,1.37,0.938,0.608,0.247,1.81,1.179,0.695,0.235,1.445,0.909,0.493,0.163,1.343,0.86,0.444,0.168,1.24,0.806,0.449,0.199,1.03,0.671,0.357,0.163,0.818,0.538,0.289,0.19,0.977,0.63,0.37,0.261,1.17,0.68,0.38,0.17,0.77,0.438,0.245,0.112,0.53,0.31,0.182,0.17,0.74,0.43,0.26,0.26,1.1,0.69,0.82,0.46,1.57,,,,1.22,
