选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20101231,20091231
常用指标,归母净利润,2443715832.21,7038465194.15,5322208031.39,3914005023.88,2202175662.42,6343626494.69,4814904158.89,3453049852.16,1918879886.71,5626626091.97,4328680138.35,3096217773.63,1715567769.87,6197716943.78,4667097322.75,3393320083.27,1829044728.66,6670757811.72,4707638893.22,3352632667.99,1953338258.88,6402859991.91,4571403806.15,3252695005.22,1612628919.42,5353185029.35,3835135930.12,2750172033.75,1477138223.72,4364813027.88,3131234430.21,2248017782.44,1202770758.61,3531436928.16,2538935185.7,1823187856.07,976954484.75,2843133968.17,2039461941.81,1485925576.2,809763217.97,2509632367.33,1841171295.92,1335207840.62,733595720.0,2090275690.29,1532800251.92,1095453486.99,634250836.51,1606418791.67,1205278919.39,863887489.02,468968395.57,1207566852.96,882537739.44,955684713.08,660266581.85,706675260.54
常用指标,营业总收入,9028967209.89,28873380466.76,21627895206.21,15229923077.9,8316586445.9,26904508894.01,20399307960.95,14155910142.91,7693850351.12,24559312356.59,18650165497.1,12965546872.37,6980985131.27,25609651543.29,19094298269.2,13532152842.67,7209680841.7,25004031043.49,17994409674.94,12332163131.44,7157877338.66,22791873936.49,17086156372.37,11594629731.06,5883827457.9,19796889800.07,14824449073.53,10159964399.96,5490145323.69,17034475127.23,12711755900.37,8720047919.48,4694422947.44,14584310896.6,10845807320.82,7437581123.46,4011026841.44,12458558940.81,8960335678.99,6168775312.76,3424887408.35,11294380030.09,8122389141.21,5645896431.76,3193725348.9,9817189662.62,7277473576.27,5026796651.76,2797277793.88,8401589320.86,6286552225.12,4402655015.85,2473702608.69,7069591619.67,5338284448.98,6090560144.37,5515507551.31,4482890904.2
常用指标,营业成本,6263014879.33,20599742749.63,15446386871.07,10738735598.73,5799108591.42,19730480184.13,14952516952.45,10291711771.5,5521637784.71,18184263463.98,13689808695.5,9427588206.59,5024587850.72,18517973318.04,13759767906.54,9648583973.44,5085298028.11,17493775509.76,12617153369.93,8519746569.39,4877739746.91,15438560038.05,11875976234.66,7871086364.96,3996370027.64,13751478014.86,10518211916.57,7083579170.23,3820994024.07,12131005269.24,9241858669.87,6188936267.38,3323479740.71,10561100402.42,8001247392.53,5400061748.34,2888995932.33,9143669728.81,6571368088.39,4422540615.08,2474357997.67,8375807820.48,5961358245.65,4084536322.0,2324674206.17,7412073052.34,5467902336.62,3750831933.76,2075810353.76,6505436785.4,4872285858.63,3406047722.94,1895811851.8,5586524211.47,4254585934.19,4918210905.33,4567577125.8,3460459886.08
常用指标,净利润,2443071027.42,7045452349.14,5329866849.37,3921771435.74,2206883048.2,6355361477.12,4828874456.17,3465187579.98,1928067307.67,5642186761.43,4338879697.2,3103481157.91,1723689885.39,6203166580.06,4671596343.13,3394180403.96,1830708028.47,6671470525.66,4709670969.38,3355010333.31,1955756466.01,6409030013.71,4577192960.19,3255876124.11,1614152619.39,5356242594.52,3837293135.3,2751461961.62,1477644518.32,4366673677.36,3132574344.43,2248834397.35,1203265211.42,3531478779.33,2538328659.25,1821954244.9,975710732.9,2843133968.17,2039461941.81,1485925576.2,809763217.97,2509632367.33,1841171295.92,1335207840.62,733595720.0,2089906049.53,1532535838.65,1095412034.39,634250836.51,1606418791.67,1205278919.39,863887489.02,468968395.57,1207566852.96,882537739.44,955684713.08,814184256.9,877890635.44
常用指标,扣非净利润,2347422648.43,6845473101.28,5155452002.46,3816542513.66,2147172662.89,6069416506.67,4614628440.71,3325498159.97,1860291180.1,5394663934.17,4152023252.31,2970485236.77,1641343093.58,5965755875.29,4497053829.34,3293005834.05,1791395849.71,6429852856.56,4580784261.15,3250118917.11,1895452546.39,6177209312.74,4399634630.08,3165721308.78,1571913391.59,5083877209.23,3637779592.96,2600091553.25,1396705726.35,4124089122.69,2938805974.96,2150749511.35,1149964028.55,3383734780.35,2419302194.73,1741772377.55,945594798.73,2768077430.02,1990542834.65,1453525526.39,796554852.97,2439404808.55,1807426719.13,1305835127.46,730794529.93,2007951742.23,1465876051.58,1030256136.91,582301576.18,1546198540.36,1155709456.28,812749528.49,467788629.38,1202564690.05,877944599.07,953112309.37,640774488.65,682098604.88
常用指标,股东权益合计(净资产),42531916383.34,41839677125.72,40063893167.04,39701512655.91,33608546887.7,31396008321.3,29880919714.14,28530756390.32,30703509014.5,29032975592.12,27979661997.31,26744276918.23,28608169296.61,26884479411.22,25351721976.87,24074306037.7,25499169072.54,23499848566.38,21538049010.1,20183388374.03,22121791010.97,20166034544.96,18334197491.44,17012880655.36,18292233290.01,16597706781.83,15078757322.61,13992926148.93,15365470658.83,13887826140.51,12613400191.77,11730167159.71,12966822421.68,11764173507.61,10737317525.23,10016423414.04,11001383684.79,10013769433.03,9189712656.73,8636285836.49,7951286511.93,8751125601.73,8072098717.64,7553639627.81,6959561211.38,7487912155.39,6920426905.0,6474533153.88,6386607901.06,3914438998.01,3513173314.26,3775594090.81,,3658927527.25,,3085571413.33,2529255933.24,2577941782.17
常用指标,商誉,112937041.73,112937041.73,112937041.73,112937041.73,112937041.73,112937041.73,112937041.73,210428426.24,210428426.24,210428426.24,210428426.24,210428426.24,210428426.24,210428426.24,228326686.04,228326686.04,128424931.02,30578355.42,30578355.42,30578355.42,30578355.42,30578355.42,30578355.42,30578355.42,17346065.02,15090466.13,15090466.13,15090466.13,32268303.51,32268303.51,32268303.51,32268303.51,32268303.51,32268303.51,31767006.9,31767006.9,31767006.91,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,17177837.38,,,,,,,,,,
常用指标,经营现金流量净额,-467096320.49,7745950953.79,3148278631.61,1504938083.15,-458625923.81,6840201569.11,2752550316.51,1126773137.01,-554431387.59,7355650997.74,3456158468.39,2587393945.47,1063433049.56,3830314321.72,1418855261.23,1246971284.81,-1082217188.57,6323508784.06,2609587415.89,253623691.09,-123014094.99,6950432014.98,3216395941.9,1570083808.33,414456412.4,6567569488.52,3199815684.25,927279938.4,53066226.98,5996242501.64,2799711275.94,1489580986.41,453960848.63,4720977581.77,2109758219.55,1009666669.12,-92958672.85,4074050747.76,1762538102.28,1046686729.6,224742721.3,2194831656.35,647295237.14,134255524.03,-581478915.89,2739330825.61,632529668.18,107748004.43,-403575553.79,1930187429.41,183117813.09,-346696302.35,-509483658.67,2171135232.51,601838249.02,1171975148.85,1051796524.43,1134664422.93
常用指标,基本每股收益,0.42,1.23,0.94,0.7,0.4,1.14,0.87,0.62,0.35,1.01,0.78,0.56,0.37,1.11,1.01,0.61,0.43,1.44,1.12,0.72,0.6,1.52,1.41,0.77,0.5,1.65,1.18,0.85,0.55,1.62,1.16,0.83,0.45,1.31,0.94,0.68,0.36,1.05,0.76,0.55,0.3,0.93,0.68,0.49,0.27,0.78,0.57,0.41,0.43,1.13,0.85,0.61,0.66,1.7,1.24,1.34,1.28,
