选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231,20151231,20141231,20131231
常用指标,归母净利润,329194658.46,1039952125.0,779576888.33,531146082.91,209479446.98,594862210.27,351709019.93,182772073.78,67649705.21,134885044.41,77316426.84,24799813.66,-18378664.3,297427269.93,275988735.06,272286368.12,84146041.84,601778469.15,407699774.83,264850884.85,111661341.2,319972560.66,188609526.44,93027203.54,31888190.97,204707014.67,126866044.76,66009452.5,7074843.07,192156232.16,129807819.84,50715541.24,106099214.23,89830684.17,25287400.0,55162400.0,167667100.0
常用指标,营业总收入,1205453647.35,4402090888.24,3141381494.7,2045843090.62,884962635.69,3136370678.42,2159606597.14,1248602239.84,543077768.88,2134522147.19,1454536318.1,852643448.14,329365990.64,2029675088.24,1570287429.37,1241846802.41,542930344.84,2718602121.55,2057016145.66,1378414625.95,564992405.58,1863387214.1,1225454067.4,674039118.15,270779433.25,1407725738.37,939560149.62,574155761.55,219329329.87,1270895141.8,966583972.1,556413017.69,1250531045.14,1298120901.13,1015644700.0,1020553500.0,1449343500.0
常用指标,营业成本,891007991.1,3415491496.53,2399385046.47,1535136503.21,679722127.45,2638403450.68,1866184665.65,1107244490.27,497654877.9,2068217602.4,1444980537.13,885604595.55,376655683.88,1944026916.98,1461617355.5,1073651297.49,481057416.06,2323387739.96,1726254160.69,1156663538.52,488930733.59,1617506995.94,1071557507.5,604282698.55,249079001.82,1248542621.76,846377755.66,536021058.09,223340692.04,1099738169.15,838709808.41,513866719.57,1172905991.42,1223445281.84,1013221100.0,1007702000.0,1305432900.0
常用指标,净利润,329194658.46,1039952125.0,779576888.33,531146082.91,209479446.98,594862210.27,351709019.93,182772073.78,67649705.21,134885044.41,77316426.84,24799813.66,-18378664.3,297427269.93,275988735.06,272286368.12,84146041.84,601778469.15,407699774.83,264850884.85,111661341.2,319972560.66,188609526.44,93027203.54,31888190.97,204707014.67,126866044.76,66009452.5,7074843.07,192156232.16,129807819.84,50715541.24,106099214.23,89830684.17,25287400.0,55162400.0,167667100.0
常用指标,扣非净利润,319900584.29,1008919084.65,755983586.15,515751689.47,207948152.69,538394517.62,343463917.03,176853597.59,66014810.23,126319259.19,66416472.59,14998381.1,-24299480.51,172521611.26,172777179.07,195928213.17,75974683.63,445544292.94,344378013.98,218430598.8,81176835.47,271829892.38,167359894.94,80358367.18,27712021.45,176999826.26,106350489.96,46306502.98,-4011362.17,173704410.87,118583100.0,43718300.0,91669755.67,75435073.67,10488200.0,40578900.0,162878500.0
常用指标,股东权益合计(净资产),4719882642.76,4382394945.78,4238585494.88,3956603500.73,3761665324.94,3545884291.91,3371088350.8,3184672367.57,3130837986.73,3060740090.06,2954385834.04,2889993010.55,2919132819.04,2920354658.28,2837214009.21,2812714147.29,2961136744.7,2850578033.95,2546189017.89,2374114681.35,2400195321.86,2260803296.12,2097448970.13,2002090520.22,2085250718.5,1715960219.49,1638163982.0,1577151673.66,,1511117903.04,,1369447441.57,1339430944.49,756990526.36,667679500.0,536567000.0,581404600.0
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,382507658.14,1068773781.48,847304869.9,708324846.38,311552612.6,1379383589.99,851333498.55,634777727.99,211569049.41,681258029.87,397649657.03,197631250.41,58588111.11,-622485186.13,-448431608.65,-132007166.2,-101624419.35,290371555.38,292247115.96,115842686.64,-581485.69,560479615.19,311406036.44,150290600.72,4486534.0,426701510.41,229113737.21,138614432.0,-32811858.72,377111932.76,333905200.97,231135591.16,150279746.02,179461445.67,68437400.0,113332000.0,210052200.0
常用指标,基本每股收益,0.78,2.48,1.86,1.27,0.5,1.42,0.84,0.44,0.16,0.32,0.19,0.06,-0.04,0.72,0.66,0.65,0.2,1.45,0.99,0.64,0.27,0.79,0.47,0.23,0.08,0.55,0.34,0.18,0.02,0.52,0.35,0.14,0.33,0.28,0.23,,
常用指标,每股净资产,11.211266,10.41075,10.069835,9.405302,8.979785,8.464718,8.059005,7.615634,7.488213,7.320556,7.068578,6.91494,6.987496,6.993553,6.7977,6.739417,7.09633,6.831803,6.108796,5.695956,5.758529,5.436217,5.087438,4.856142,5.05785,4.634223,4.424122,4.259348,,4.081014,,3.69841,3.617346,7.009171,6.182217,178.855666,193.801533
常用指标,每股现金流,0.90858,2.538962,2.012987,1.683769,0.743733,3.292858,2.035218,1.517969,0.506022,1.629405,0.951405,0.472876,0.140241,-1.490703,-1.0744,-0.316296,-0.243541,0.695915,0.701156,0.277928,-0.001395,1.347702,0.755326,0.364535,0.010882,1.152375,0.618758,0.37435,,1.01845,,0.624218,0.405854,1.66168,0.633679,37.777333,70.0174
常用指标,净资产收益率(ROE),7.23,25.79,19.59,13.83,5.74,17.81,10.92,5.79,2.19,4.53,2.62,0.84,-0.63,10.35,9.26,9.05,2.9,24.05,16.72,10.94,4.82,15.32,9.32,4.68,1.73,12.69,8.06,4.27,0.47,13.48,,3.72,13.1,12.62,4.14,10.02,32.82
