选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231
常用指标,归母净利润,1291771313.1,5104609986.02,3958690910.0,2323162303.94,1137224432.64,4989048074.6,3804459384.15,2296351131.43,1271715274.34,5052741772.33,4327222307.85,2836676897.72,1488153816.4,5620885670.8,4065709842.0,2730375334.05,1460456811.71,4865939674.32,3452886928.22,2537093120.84,1441074393.04,6255513991.33,4938309156.77,3040933153.21,1464652220.36,5437612565.07,3943102020.36,2399323241.75,1286818447.23,4911892293.45,3655707197.72,2385332323.73,1063891434.59,4319299922.47,3151038717.0,1904054872.23,878616646.21,4405056392.24,3277067649.66,2151463456.36,1074141362.8,4255541752.84,3119281874.87,1982790580.87,920797156.4,4039863758.01,3162494901.12,2197224062.8,1077632327.82,3858197094.19,2834887792.59,1690098609.0,758192593.2,2885234728.38,2098567218.32,1024605013.21,514141935.62,1334201313.0,723811120.41,75979527.13,265149372.56,1159206378.09,810822030.4,501385764.0,239969078.32,910657110.94,627820028.73,364483851.34,173771876.73,698892608.81,484983685.6,280803574.4,135059548.0,561881044.61,410900990.44,240241422.96,134142231.84,467524298.05,337454518.93,198291191.56,110944546.12,371104998.49,273289483.72,155872746.62,84576522.32,298419472.2,214111190.2,141125113.39,76680333.0,263685003.4,201450508.0,121577180.39,68683169.61,200616278.78,158849566.25,96179300.01,48348797.93,170501788.08,83292231.42,154698250.0,73576412.74,116318585.41,55381647.11,67137176.55,50288533.81,42182175.46,38357641.33
常用指标,营业总收入,14598383763.62,59459718486.96,44652698143.97,28503089516.28,14295249466.28,59715249829.28,44112196339.2,27672408063.44,14307929362.72,60097373661.0,46345074602.33,30522025302.6,15708743890.94,62730570471.06,44639574829.1,27962908581.15,13791190544.84,66797549317.92,51044489630.05,34909906881.06,18317771682.02,73935193285.13,55763697598.02,36373403361.03,17591649888.68,60348305743.59,41994340169.22,25437448401.71,11971932910.57,48892313312.51,36629481790.85,23732111598.2,12059922916.93,50574851529.3,37335947729.0,24045231882.5,12228209871.35,51845061670.83,38362821191.76,25528679284.52,12739884519.18,44696667615.26,32204839630.15,20354348436.82,9931492021.13,45695728741.72,33153911875.74,21043116306.55,10242493877.31,44950458306.84,32501394043.3,20306541640.37,9708151768.59,39704548213.41,29058147237.6,18323625087.26,9168300010.71,35831824609.16,24239106613.44,15259116131.03,8400203023.51,36310260747.81,26176049038.17,16346655963.15,8008597464.73,28351347060.75,20666348180.66,12968987524.34,6157064140.92,26009986485.68,19635111778.43,12874022616.71,6602112951.49,21844575046.86,15077334409.06,9074159988.97,4037421104.37,15431348834.32,10865772435.67,6717347903.68,3363138520.63,13489751009.66,9664049649.08,5936614150.14,2933059180.64,10065468678.3,5919262296.37,3653414875.92,1934734346.5,7192491121.2,4893291819.78,3001951490.46,1525124786.44,4771374989.52,3247767629.3,1848469888.82,942811874.14,3375221436.33,1600669337.45,3115481923.76,1477184392.76,2402399389.48,1192558043.45,2015758011.38,2164220844.52,2043072869.9,1538095735.88
常用指标,营业成本,12763067401.79,52619444337.7,39426940142.99,25439233851.18,12806918831.11,52948426636.91,38931259136.43,24469060823.73,12492958019.52,53393494702.95,40778188097.67,26883639297.85,13801259214.58,55860560786.94,39611001209.94,24602286669.4,11946980009.63,59864186686.36,45632719937.65,31420364847.12,16422906440.37,65663296050.98,49271566501.73,32255826500.65,15598970833.31,53525288222.98,37176656788.5,22559717650.24,10448241398.0,42625932346.99,31911479212.65,20588664939.59,10723827301.14,45182932811.4,33277943198.89,21625807333.37,11135554980.26,46386892046.06,34284876275.21,22810664637.59,11377046163.11,39442700779.15,28329454767.31,17902843731.9,8800988216.49,40737172820.84,29278482722.37,18422393633.49,8968579349.92,40106056332.08,28932882686.79,18130147800.98,8742188218.19,36125006565.85,26361365306.03,16958584671.75,8498975099.36,34187111640.16,23337169830.81,15218328898.86,8063904335.34,34615863321.48,24962223971.57,15614639830.04,7647435488.94,27108825029.61,19755602578.12,12440673690.19,5907507422.43,25031736967.55,18958462019.3,12476806527.9,6435973966.81,21079896223.54,14490600188.39,8735614393.41,3869327536.09,14779767113.41,10337105774.41,6395485837.39,2893456194.95,12796308239.68,9214283180.55,5672396328.93,2789913570.45,9587328751.62,5588712242.5,3434799636.51,1817440052.64,6789335909.47,4607394928.47,2824442060.57,1428467626.74,4428110554.4,3021530014.22,1707587085.07,875960514.01,3153593178.7,1493551053.08,2914594359.8,1364608411.39,2226086510.51,1106499826.81,1926562086.63,2086822819.81,1946512299.55,1465986902.0
常用指标,净利润,1305799305.32,5160033428.17,4002462833.02,2351217599.96,1151308017.73,5054867594.95,3857780731.0,2331276050.23,1286635504.74,5101622486.54,4382901337.73,2871934369.48,1505468506.55,5717174331.98,4125317780.17,2767081462.56,1475355564.13,4883632939.9,3466712368.99,2553118510.68,1451874316.56,6369802327.8,5037120331.01,3111318304.54,1513426924.09,5665988893.71,4109966981.22,2488053811.43,1331668646.75,5034944951.92,3749645194.95,2458736676.57,1112816234.98,4510532603.91,3295472648.69,1983290938.09,912552977.37,4561541599.11,3393859077.9,2228159511.89,1108974123.77,4416463356.26,3236582683.67,2054720709.28,949959015.3,4215457780.43,3303340152.44,2291403256.69,1122616085.3,4069065319.37,2989307794.14,1786842963.18,802285151.59,3068959674.44,2242502678.59,1118613032.25,562012941.78,1464801506.9,810904977.53,93977487.06,286518392.46,1421543007.76,998098617.12,615674967.38,299592241.29,1105751810.39,781840711.5,456522077.55,216814552.17,817692698.53,557902623.11,328927666.25,152123296.4,659406175.33,490511796.89,287702990.23,158251831.57,557704287.87,405308755.75,244101632.68,142881182.06,449133059.57,339436917.71,194266469.57,111066705.94,368943847.56,270365651.69,178169196.16,95567332.43,313947547.03,239586776.44,143788558.39,79633672.03,234842274.96,185645117.85,112778227.79,54443697.85,203491879.53,97908877.52,199578923.96,94698327.85,155996807.3,80024683.26,96231304.56,76710965.59,81594703.33,75074877.71
常用指标,扣非净利润,1275519840.97,4939376972.88,3814753839.19,2215104020.36,1060815760.89,4812760810.76,3675869464.8,2230901671.59,1244885441.32,4732071610.46,4114288590.0,2666112236.43,1400595257.49,5216721795.58,3880038733.04,2595931085.52,1368973762.25,4434109385.35,3080334893.35,2304620625.75,1295236126.85,5775426464.86,4573995980.09,2823082672.29,1389504948.56,5169704549.37,3748568266.04,2231012665.88,1222104634.32,4648473021.82,3457517230.47,2213119832.11,1010469410.4,4010762831.18,3023574122.91,1793880630.44,818735143.06,4106447817.34,3058796268.89,2027956642.62,1015601196.47,3926798992.52,2899481783.99,1845828142.16,868126965.1,3743277493.62,2933170736.16,1969302203.45,965344270.86,3644922779.57,2685289878.32,1635135905.23,733121598.4,1940841272.0,1190659930.52,396741891.28,182692883.29,485791655.06,215788086.44,34245694.42,261722268.36,1092572216.34,771852911.03,465415712.78,219412927.5,894358613.47,617560408.21,357515461.41,170621514.82,697687124.44,485787847.93,281483805.06,131491105.08,526219911.33,401086102.02,238854570.26,130945684.92,447476375.91,340289412.67,199158673.18,109944937.06,379509215.54,279945991.8,159954134.62,85358215.14,296327076.86,213708201.53,140430207.19,75586448.99,268648300.17,208090621.59,130668779.25,70741005.3,207684676.02,151481035.63,90782025.88,,167956818.93,83971924.73,142293802.19,74890000.0,101134669.4,,,,,
常用指标,股东权益合计(净资产),22864388064.63,21565754071.31,20452704696.35,21053622440.63,22476366861.9,21325379966.1,20168026075.84,20942386396.27,22433272236.23,21146286792.04,20467946704.26,21555827814.0,23688124218.07,22182468274.44,20666402147.07,21414696957.9,24629313881.66,23149710564.35,21762220786.07,20848688900.52,25567993885.37,24132718966.78,25105830271.05,16223294263.3,18633215567.43,17115390812.33,15968486682.39,14645418927.49,15338318536.85,13705183233.82,15581953985.32,14325096402.41,16589245196.69,15467328261.18,14370690105.04,13107819733.08,15972350461.52,15068747789.42,13998826373.27,15778890486.77,18572051389.08,17686567911.69,16451134481.9,15233356506.02,17211217901.4,16360839685.42,15342931163.93,14205100567.51,12977155283.14,15003368377.47,14118342997.5,12869428841.54,13309904237.28,12554071088.05,11440570437.8,4347626005.18,4436344394.99,10131633053.1,4042430482.6,3779922850.54,4202544106.82,4608597107.48,4031701586.74,3676632480.78,3988908586.26,3717041541.21,3395586688.71,3069374087.06,3176385359.98,3027445050.78,2767654975.36,2538680018.5,2828883294.0,2734223031.34,2584410462.24,2377460271.78,2659275067.61,2588233366.08,2423355820.15,2262148697.08,2163183486.32,2359902334.44,2248897424.73,2122254166.76,2030609728.44,1892331163.9,2223860633.52,2142464041.46,2058576965.81,2186322033.24,2110853144.41,2007793371.91,1948229234.97,1867501307.22,1816854534.95,1739955341.25,1093246509.42,801034754.89,1000070050.41,906596221.84,986192667.03,890253604.48,912291854.16,780280409.28,347833917.34,322697897.86,290506461.8
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941515.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,1003388713.16,7352441262.38,5995465900.37,2914204684.54,835901146.43,8415760882.42,6912997807.76,3577589221.24,1446221593.71,3387718636.44,2451145083.33,351807184.61,-5555218.09,7565466114.96,4035345671.14,1551453141.58,-228133419.21,6034052782.54,2013953011.72,1275059449.61,1403883284.47,8821926787.69,6113238255.13,1768934499.82,1785116837.13,4423615424.35,2684390417.73,1553074843.25,344397195.93,4876193203.92,3955104937.77,1918813073.35,1260796863.35,5650043807.98,4459164189.62,2236389323.47,1540787645.54,5545999256.67,3938869686.79,2840813149.31,1858341237.78,5766324283.46,4640266369.22,2306493561.27,1184496053.57,4712041491.8,3054245345.03,1130935580.29,365920954.53,3869291116.78,3128315740.9,1130637008.88,762038744.54,4557316420.81,2837188864.18,1332049910.79,207704933.94,2346898497.93,2360672004.81,440629503.88,-92546830.12,1803606033.95,1431296357.25,256252441.51,133995494.78,1417490850.6,1422336322.58,459009350.33,452216738.52,1118416135.62,831756820.46,119289783.2,26401215.57,769261865.91,706141236.9,572206762.8,302457377.88,697179041.63,537106444.63,8474601.22,97585890.23,601143562.19,273927803.94,-204094267.52,-4449118.27,476774495.66,188132946.51,154878243.16,80857435.84,416894700.54,328147566.92,382069776.05,137196458.47,180519905.66,,178935084.53,,211153569.41,32964753.3,248899238.61,156344215.63,152837375.63,,164067941.54,,,
常用指标,基本每股收益,0.3728,1.4733,1.1426,0.6705,0.3282,1.44,1.0981,0.6628,0.3671,1.4584,1.249,0.8187,0.4295,1.6223,1.1735,0.7881,0.4215,1.4044,0.9966,0.7323,0.4159,1.8642,1.4878,0.9161,0.4413,1.6382,1.1879,0.7228,0.3877,1.4798,1.1069,0.7229,0.3224,1.3091,0.955,0.5771,0.2663,1.3346,0.9932,0.652,0.3255,1.2893,0.9454,0.6007,0.279,1.2239,0.9581,0.6657,0.4897,1.7533,1.2882,0.768,0.3445,1.31,0.9536,0.4656,0.4673,1.21,0.6578,0.1254,0.4375,1.9129,1.338,0.8274,0.396,1.5,1.036,0.6015,0.2868,1.15,0.8003,0.4634,0.2229,0.9272,0.6781,0.3964,0.2612,0.7715,0.6571,0.33,0.216,0.72,,0.304,,0.5811,,0.2748,,0.7702,,0.3551,,0.62,,0.3112,,0.58,,0.518,,0.585,,0.5,,,
