选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20191231,20181231
每股指标,摊薄每股净资产_期末股数,2.647693,2.627773,2.645076,2.52676,,2.356023,,2.297755,,2.143611,2.090909,2.039485,1.945934,1.891574,1.773102,1.692448,3.09105,2.718567,2.705997,2.170209,3.619897,137.453643,1.370747
每股指标,调整每股净资产_期末股数,2.42202,2.399437,2.444686,2.294685,,2.136541,,2.099582,,1.946399,1.913184,1.862698,1.769752,1.714574,1.603352,1.520765,2.764328,2.406347,2.396019,1.853556,3.022554,117.203103,-2.834073
每股指标,每股净资产_最新股数,2.647693,2.627773,2.645076,2.180629,2.100781,2.03328,,1.982994,,1.849966,1.804483,1.760103,1.679368,1.632454,1.530211,1.460606,1.4085,1.033449,1.028671,0.518174,0.864312,0.895943,0.005977
每股指标,每股经营现金流,0.142411,0.763066,0.641867,0.32296,,0.67123,,0.251474,,0.513221,0.371653,0.222469,0.114105,0.827908,0.614284,0.086695,0.520664,0.145529,0.20619,0.142438,1.126086,39.008266,0.484019
每股指标,每股现金流量净额,0.031889,-0.15923,-0.106275,0.018976,,0.189866,,0.053029,,-0.09369,0.087073,0.107206,0.021965,0.01035,0.072858,0.049028,0.269934,0.221582,0.093014,0.050731,0.091982,-2.081681,0.039966
每股指标,每股企业自由现金流量,,-0.724016,,-0.442905,,-1.053742,,-0.457599,,-0.93626,,,,-0.647718,-0.206926,,-0.680822,,,,1.43914,-9.975536,0.346996
每股指标,每股股东自由现金流量,,-0.120302,,0.228528,,0.314005,,-0.02697,,0.292473,,,,0.527443,0.042868,,0.423747,,,,2.911158,-2.085412,0.283469
每股指标,每股未分配利润,0.994728,0.979363,0.993574,1.122456,,0.964768,,0.904839,,0.749908,0.711645,0.652896,0.577836,0.503883,0.408022,0.336618,0.544369,0.580892,0.572105,0.490459,0.748489,28.963557,0.191664
每股指标,每股资本公积金,0.584113,0.584018,0.584071,0.337189,,0.336879,,0.343264,,0.361883,0.345296,0.355758,0.354466,0.376898,0.358936,0.358914,1.541663,1.140609,1.140609,0.692537,1.88412,107.71696,
每股指标,每股盈余公积金,0.05712,0.05712,0.056775,0.057355,,0.048713,,0.04158,,0.028318,0.028051,0.026599,0.012856,0.011919,0.008663,0.001314,0.009677,0.010046,0.008579,0.007479,0.006481,0.141479,0.179083
每股指标,每股留存收益,1.051849,1.036483,1.05035,1.179811,,1.013481,,0.94642,,0.778227,0.739697,0.679495,0.590693,0.515802,0.416686,0.337932,0.554047,0.590939,0.580684,0.497938,0.754971,29.105037,0.370747
每股指标,每股营业收入,0.25381,0.934461,0.706692,0.555462,,0.943548,,0.47925,,0.82167,0.605159,0.414737,0.201563,0.68537,0.335936,0.159443,1.136835,0.947827,0.685662,0.394109,1.651305,55.76335,0.659487
每股指标,每股营业总收入,0.25381,0.934461,0.706692,0.555462,,0.943548,,0.47925,,0.82167,0.605159,0.414737,0.201563,0.68537,0.335936,0.159443,1.136835,0.947827,0.685662,0.394109,1.651305,55.76335,0.659487
每股指标,每股息税前利润,0.100919,0.36514,0.333355,0.294197,,0.443648,,0.276814,,0.440657,0.363367,0.261002,0.122329,0.390648,0.221479,0.099014,0.662721,0.606683,0.469946,0.27868,0.806346,26.311869,0.333559
盈利能力,净资产收益率(ROE),1.74,7.18,7.82,6.82,3.24,10.49,9.23,7.59,,12.98,,,,13.24,8.12,3.58,17.07,,,,12.52,10.3,
盈利能力,摊薄净资产收益率,1.866347,6.625758,6.983143,6.859566,3.333889,10.411909,,7.503044,,12.465682,10.861707,8.255742,4.03435,12.515037,7.813288,3.51783,12.305943,13.073537,10.815517,8.17508,11.261202,8.776885,14.963173
盈利能力,净资产收益率_平均,1.873394,7.470838,7.896339,7.099426,3.388324,10.903418,,7.763447,,13.244287,11.405367,8.566374,4.091499,13.436721,8.136887,3.581718,15.252399,14.23871,11.754577,6.128258,11.058843,17.437436,14.963173
盈利能力,净资产收益率_平均_扣除非经常损益,1.864124,7.450673,7.857929,7.037893,3.349546,10.524392,,7.681447,,13.138097,,,4.097597,13.108826,8.04214,3.55112,12.276527,,,,0.717288,0.307305,
盈利能力,摊薄净资产收益率_扣除非经常损益,1.857112,6.607874,6.949175,6.800112,,,,7.423794,,12.365735,,,,12.209633,,,9.863629,,,,,,
盈利能力,息税前利润率,39.761678,39.074993,47.171195,52.964447,52.339737,47.019156,52.555024,57.759883,55.701104,53.629442,60.044817,62.931947,60.690194,56.998155,65.928892,62.099982,58.295304,64.007847,68.539009,70.711319,48.830853,47.184879,50.578491
盈利能力,总资产报酬率,0.799667,3.165956,2.978059,2.282552,1.115449,4.091215,,2.83982,,5.213162,4.473405,3.303485,1.59713,5.769528,3.679555,1.629782,6.601822,5.540364,4.35817,1.906051,5.408056,10.851318,6.788745
盈利能力,总资本回报率,0.958747,3.828788,3.63205,2.747803,1.362947,4.907189,,3.279831,,6.104501,5.262337,3.879522,1.887325,7.106651,4.539832,2.009111,8.893477,7.806504,6.121229,2.549056,7.01451,12.724701,7.896085
盈利能力,投入资本回报率,0.83191,3.332722,3.181417,2.377252,1.173598,4.397586,,2.907053,,5.441364,4.618423,3.395101,1.667949,6.379901,4.037495,1.804425,7.947675,6.946345,5.383282,2.278094,6.23051,11.661477,7.073551
盈利能力,息前税后总资产报酬率_平均,0.745581,3.231905,2.750881,2.247421,1.010044,3.832484,,2.615777,,5.193256,4.106434,3.01404,1.474471,5.388441,3.539468,1.602188,6.436383,5.197931,4.06057,1.767441,5.556699,10.971573,6.081563
盈利能力,毛利率,40.808136,39.608322,45.185995,50.021305,48.213852,46.100445,49.822044,53.947761,52.496074,52.00997,55.813453,59.246988,57.772054,54.34917,59.262364,59.10976,55.49226,58.829717,63.618111,61.674008,51.711294,51.41834,50.157442
盈利能力,销售净利率,22.040297,20.829498,28.391367,33.917355,32.669627,27.907687,32.538204,37.981128,35.249603,34.272829,39.755903,42.733855,41.132433,36.60462,43.530749,39.870788,36.281063,40.594215,46.266442,47.391295,26.859081,23.003317,31.101001
盈利能力,成本费用利润率,32.060783,29.629808,43.787334,56.713952,54.167739,41.72219,52.19909,66.041915,60.464442,57.15659,71.708625,83.11762,76.448493,60.931471,79.918353,69.843764,59.610507,70.27458,89.966342,93.47942,42.98075,34.846316,55.925587
盈利能力,营业利润率,24.680512,23.727151,31.884903,38.073842,37.270335,30.608772,36.215955,42.271893,39.519324,38.534695,44.698261,48.300442,45.888274,40.03144,48.188455,43.453588,38.972141,44.15706,50.707088,52.665873,29.367513,25.413537,36.370805
盈利能力,总资产净利率_平均,0.391557,1.509621,1.650118,1.344752,0.646686,2.262159,,1.768654,,3.161277,2.805819,2.138855,1.028819,3.496307,2.301599,0.979989,3.789255,3.245705,2.714129,1.21345,2.734012,4.975393,4.174438
盈利能力,总资产净利率_平均(含少数股东损益),0.443263,1.687659,1.792432,1.4617,0.696245,2.428294,,1.867379,,3.331562,2.961858,2.243227,1.082445,3.705232,2.429493,1.046388,4.108755,3.513737,2.94193,1.277451,2.974665,5.290175,4.174438
成长能力,归母净利润,2061318117.0,7262870120.0,7705024182.0,6239694508.0,2921573855.0,8831054314.0,7691649852.0,6221919232.0,2758979142.0,9619770057.0,8175906000.0,6061487938.0,2826209800.0,8522326035.0,4987352752.0,2143349800.0,7230305418.0,5635951266.0,4640969794.0,1767066774.76,4060134046.0,3280242016.0,37309027.32
成长能力,营业总收入,10587503120.0,38980388748.0,29479177215.0,19996646085.0,9628119935.0,33967750888.0,24938269102.0,17268493646.0,8286280017.0,29580128992.0,21785759200.0,14930558563.0,7256278500.0,24673344143.0,12093722101.0,5739971700.0,21608920146.0,15030147482.0,10872877736.0,3925334740.88,16447005423.0,15162054909.0,119960855.81
成长能力,净利润,2333517170.0,8119419457.0,8369541659.0,6782333540.0,3145470934.0,9479613711.0,8114464962.0,6568357743.0,2920880826.0,10137947142.0,8661125300.0,6380403318.0,2984683900.0,9031584069.0,5264487838.0,2288572000.0,7839945934.0,6101370397.0,5030493751.0,1860266994.27,4417514593.0,3487775615.0,37309027.32
成长能力,扣非净利润,2051117933.0,7243266391.0,7667544486.0,6185613006.0,2888137700.0,8524067500.0,7535891259.0,6140902800.0,2716350500.0,9542640700.0,,,2812651300.0,8314356300.0,4929279500.0,2125039100.0,5819611500.0,,,,263344600.0,57808800.0,
成长能力,营业总收入增长率,9.964387,14.757049,18.208593,15.798439,16.193514,14.833004,14.470507,15.55517,14.194624,19.886987,,23.457099,26.416625,14.181291,11.228346,46.228846,31.385134,,,,8.474778,12539.168674,
成长能力,归属母公司净利润增长率,-29.444942,-17.75761,0.173881,0.285687,5.893292,-8.198904,-5.922966,2.391656,-2.378827,12.877282,,21.53718,31.859475,17.869516,7.46359,21.294216,78.08046,,,,23.775441,8692.086665,
收益质量,经营活动净现金/销售收入,0.561095,0.816584,0.90827,0.581425,0.586248,0.711389,0.669958,0.524724,0.520534,0.624608,0.61414,0.536408,0.5661,1.207971,1.828572,0.543735,0.457995,0.15354,0.300717,0.361417,0.681937,0.699532,0.733931
收益质量,经营性现金净流量/营业总收入,0.561095,0.816584,0.90827,0.581425,0.586248,0.711389,0.669958,0.524724,0.520534,0.624608,0.61414,0.536408,0.5661,1.207971,1.828572,0.543735,0.457995,0.15354,0.300717,0.361417,0.681937,0.699532,0.733931
收益质量,成本费用率,77.133514,79.969327,73.057115,67.613257,69.442684,74.016277,69.738536,64.410602,65.893534,67.090879,62.580935,58.298033,60.174991,66.253848,60.729826,62.521599,66.530882,63.394682,56.628581,56.197941,70.133496,73.399795,65.032406
收益质量,期间费用率,17.941651,19.57765,18.24311,17.634562,17.656537,20.116722,19.560581,18.358364,18.389609,19.10085,18.394388,17.545021,17.947046,20.603019,19.99219,21.631359,22.023142,22.224399,20.246693,17.871949,21.84479,24.818135,15.189849
收益质量,销售成本率,59.191863,60.391677,54.814004,49.978694,51.786147,53.899554,50.177955,46.052238,47.503925,47.990029,44.186546,40.753011,42.227945,45.650829,40.737635,40.890239,44.507739,41.170282,36.381888,38.325991,48.288705,48.581659,49.842557
收益质量,经营活动净现金/归属母公司的净利润,2.881943,4.382674,3.475013,1.863322,1.931997,2.736285,2.172174,1.458657,1.563367,1.920626,1.636455,1.321273,1.45346,3.49725,4.434065,1.456142,1.368791,0.409467,0.704522,0.802847,2.762427,3.233403,2.359833
收益质量,所得税/利润总额,10.874865,12.092379,11.248584,11.549516,13.14857,9.628913,10.616405,10.712463,11.526873,10.624155,11.409292,11.808837,10.587251,9.325925,10.309265,8.694459,8.518369,8.880137,9.186511,9.788446,10.897135,10.062926,14.486636
财务风险,流动比率,0.571041,0.514076,0.599546,0.656451,0.645086,0.610585,,0.662046,,0.567831,0.772272,0.750026,0.661343,0.542036,0.6661,0.786184,0.681946,0.78779,0.75864,0.594267,0.528653,1.041333,0.747776
财务风险,速动比率,0.569824,0.513161,0.598429,0.655512,0.64427,0.609819,,0.660833,,0.56694,0.770978,0.74866,0.660099,0.541029,0.664382,0.785062,0.680939,0.784908,0.755757,0.592714,0.527334,1.03851,0.726985
财务风险,保守速动比率,0.511152,0.45748,0.531727,0.601279,0.59005,0.555366,,0.611917,,0.508665,0.710474,0.699693,0.611623,0.497478,0.609806,0.714921,0.631184,0.172384,0.136411,0.547077,0.47602,0.86665,0.701721
财务风险,资产负债率,70.97419,70.351933,70.046419,73.4806,73.129572,73.063859,,71.920476,,73.178028,71.877259,71.705761,71.165484,71.125042,67.619796,70.589996,71.311595,73.424531,73.231452,81.622631,75.976484,69.465283,72.101918
财务风险,权益乘数,4.784463,4.948814,4.785316,5.279353,5.239516,4.819915,,4.389465,,4.189536,4.089639,4.02982,4.002014,3.843117,3.535318,3.654853,4.02517,4.386938,4.330882,5.050275,4.044913,3.504734,3.584475
财务风险,权益乘数(含少数股权的净资产),3.445209,3.372901,3.338499,3.770824,3.721563,3.712484,,3.561313,,3.728286,3.555841,3.534288,3.468065,3.463208,3.088306,3.400203,3.485728,3.762868,3.735727,5.441475,4.162588,3.27496,3.584475
财务风险,产权比率,343.642333,332.532478,310.934192,390.909221,383.42151,382.553009,,317.485532,,319.256826,298.801225,289.993239,283.979707,284.020268,230.730137,257.02554,261.650163,308.692918,300.264837,472.783014,349.903073,243.420444,258.447582
财务风险,现金比率,0.070689,0.057548,0.085545,0.126175,0.129634,0.125459,,0.099515,,0.077686,0.194987,0.202454,0.158905,0.131142,0.216262,0.174034,0.143687,0.153024,0.110642,0.093442,0.078721,0.135771,0.120507
营运能力,应收账款周转率,0.222576,0.858523,0.654598,0.412259,0.205776,0.843511,,0.440183,,0.948953,0.720675,0.500893,0.259186,0.857213,0.464393,0.177598,0.854585,1.447527,1.031961,0.204783,0.912999,0.935954,
营运能力,应收账款周转天数,404.354521,419.324771,412.46658,436.618184,437.367073,426.787512,,408.920776,,379.365122,374.648556,359.358104,347.240663,419.965424,387.60238,506.759808,421.256846,186.525006,174.425165,439.487797,394.304595,384.634171,
营运能力,存货周转率,51.567127,251.87173,165.717822,108.256043,59.368023,236.740534,,90.767404,,191.692066,120.84554,73.687205,39.400453,162.315748,62.128625,34.705449,146.351497,59.855104,38.349584,23.048561,120.534635,216.629679,17.569146
营运能力,存货周转天数,1.745297,1.429298,1.629275,1.662724,1.515967,1.520652,,1.98309,,1.878011,2.234257,2.442757,2.284237,2.217899,2.897215,2.593252,2.459831,4.510893,4.693662,3.904798,2.986693,1.661822,20.490465
营运能力,总资产周转率,0.020111,0.081022,0.063133,0.043095,0.021311,0.087011,,0.049165,,0.097207,0.074764,0.052683,0.026414,0.101223,0.05581,0.026244,0.113247,0.086557,0.063586,0.026955,0.11075,0.229974,0.134221
营运能力,总资产周转天数,4475.05012,4443.206332,4276.685394,4176.727771,4223.028732,4137.375935,,3661.068866,,3703.433035,3611.330554,3416.601109,3407.17074,3556.501526,3225.172194,3429.290375,3178.86602,3119.310832,2830.780211,3338.8487,3250.540501,1565.391081,2682.123807
营运能力,流动资产周转率,0.170985,0.628244,0.468648,0.29184,0.144436,0.6091,,0.337307,,0.680047,0.481768,0.333379,0.17507,0.590188,0.301969,0.123074,0.613657,0.461999,0.342386,0.153469,0.648219,1.265722,0.980037
营运能力,流动资产周转天数,526.361474,573.025731,576.125232,616.775922,623.111448,591.03518,,533.637462,,529.374989,560.435398,539.926019,514.078351,609.974618,596.087533,731.26517,586.646856,584.416452,525.721944,586.436039,555.367148,284.422573,367.332852
营运能力,应付账款周转率,0.212281,0.80431,0.592408,0.372111,0.191253,0.715642,,0.372107,,0.629896,0.478247,0.299473,0.149103,0.561338,0.288636,0.133597,0.624561,0.552639,0.347782,0.152581,0.732884,0.776161,
