选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20181231,20171231,20161231
常用指标,归母净利润,1187894272.36,3170769705.42,2346935082.52,1522164569.91,705543732.36,2960347142.46,2239603338.01,1235683828.04,432908176.82,1790986830.03,1568267580.18,1263607873.21,588816014.5,1517383103.26,927262955.38,450485341.67,131894648.29,578555272.84,400639916.81,224786651.36,100243712.9,382445659.61,279654163.6,171288513.42,45587024.87,259713616.37,102021137.2,93022765.37,90528600.0
常用指标,营业总收入,4459437239.86,12223743462.54,8846410281.97,5535465365.91,2566323338.58,11206467574.84,8016066000.83,4748194445.57,1883732255.41,7479705687.43,6325905703.74,4893619512.15,2084721951.3,5955519968.69,4073480280.69,2373078995.06,841026162.7,4167929962.44,3028882064.62,1925286704.49,864583513.6,3023631003.26,2233939669.53,1441460059.38,520135328.76,2570013562.19,1690625984.49,1506120957.23,930330200.0
常用指标,营业成本,3133843978.74,8778282396.86,6217044795.71,3910276203.77,1829483146.41,7944331478.68,5566232763.63,3396099016.54,1377885063.09,5253076753.91,4302989169.27,3236397947.88,1456670311.09,4152596714.93,2899607677.85,1856061831.46,703387810.49,3549843626.38,2585527100.62,1670389924.89,753786194.79,2601796984.9,1926283734.52,1257822480.54,468585033.08,2283056171.3,1579414945.78,1391908947.5,804049900.0
常用指标,净利润,1187045640.7,3168655978.99,2345544142.51,1521548091.3,705504852.59,2960347142.46,2239603338.01,1235683828.04,432908176.82,1790986830.03,1568267580.18,1263607873.21,588816014.5,1523445576.85,927613469.05,449262563.19,131894648.29,578555272.84,400639916.81,224786651.36,100243712.9,382445659.61,279654163.6,171288513.42,45587024.87,259713616.37,102658502.43,105932388.56,111148000.0
常用指标,扣非净利润,1147046203.37,3035007811.1,2278828599.53,1461555273.96,612576165.28,2805041093.7,2083493081.42,1162333234.13,424687234.96,1853484241.06,1707202071.95,1386829827.67,524588301.37,1535322619.41,991770847.42,439328277.05,120178652.51,533390826.3,376687579.11,214243996.98,95654070.28,346568100.0,,154004900.0,42956057.57,243002900.0,96946700.0,129972000.0,84177200.0
常用指标,股东权益合计(净资产),11580809544.1,10329325539.77,9332124019.3,9381148638.08,10274878115.55,9454716341.6,9379129987.57,7753136974.87,5723520900.23,5231433595.23,5155860904.82,4792326631.4,4599309789.78,4089793470.2,3426209475.73,2897867713.12,2781700198.22,2640205549.93,2462290193.9,2286436928.45,967517521.36,867273808.46,,655987283.38,,548826439.64,327528452.49,250551189.59,257814500.0
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,1830652555.84,3986268984.68,2662052664.46,1515942460.28,476602669.67,3366659088.55,2683105526.11,1322494282.73,130457282.09,2080970199.92,2135189827.93,1745812650.58,744784958.8,2203636108.57,1451276871.78,431859719.11,-105413999.13,796608179.43,505851431.23,198082095.59,51421961.15,453676564.88,245558184.24,112472859.1,-17041612.3,380755871.51,166209530.16,76826194.68,141736500.0
常用指标,基本每股收益,1.31,3.51,2.6,1.68,0.78,3.36,3.64,1.46,0.72,2.98,3.65,2.1,2.46,3.53,4.61,1.37,0.77,2.64,2.64,1.44,0.78,2.99,,1.34,0.36,2.03,0.8,0.73,
常用指标,每股净资产,12.71614,11.347035,10.281216,10.372441,15.90696,14.650973,14.547628,12.150151,13.308011,12.163837,11.98812,11.14285,19.249305,17.002725,14.2498,12.078201,16.244106,15.469924,14.427453,13.397065,7.55873,6.775576,,5.1249,,4.287706,2.558816,1.791723,1.488334
常用指标,每股现金流,2.013182,4.386859,2.93253,1.676121,0.737886,5.21727,4.161667,2.072516,0.303332,4.838555,4.964624,4.059266,3.117118,9.222789,6.07397,1.807445,-0.617658,4.667616,2.963967,1.160635,0.401734,3.544348,,0.878694,,2.974655,1.298511,0.600204,1.107911
常用指标,净资产收益率(ROE),10.87,32.66,24.33,15.21,7.16,39.24,32.74,21.45,7.9,38.6,34.1,27.62,13.43,45.5,30.54,15.91,4.88,29.29,22.74,12.5,10.93,55.26,,28.43,7.98,59.71,36.87,41.93,36.21
常用指标,总资产报酬率(ROA),6.639531,21.0917,15.231431,10.487218,5.153135,26.563123,20.008511,11.851438,4.66046,22.447411,19.916211,15.833223,7.627783,28.696158,19.340329,10.869037,3.5891,23.540417,17.47772,10.466734,6.595275,30.313696,,16.046838,,28.495897,16.064911,22.116187,22.028354
常用指标,毛利率,41.446767,38.127303,38.546666,37.478558,37.205226,38.76321,40.148221,37.15218,36.327382,40.414706,40.486869,41.755014,43.052615,38.03442,33.537528,27.428624,24.333088,22.949827,22.058827,20.760782,19.356042,22.640481,22.259123,22.968951,20.429541,21.162026,19.184207,21.508887,24.623171
常用指标,销售净利率,26.618731,25.92214,26.514078,27.487266,27.490879,26.416416,27.938933,26.024288,22.981407,23.944616,24.791194,25.821539,28.244342,25.580838,22.772013,18.931631,15.682585,13.881117,13.227319,11.675489,11.594451,12.648555,12.518429,11.882987,8.764454,10.105534,6.072218,7.033458,11.947155
常用指标,期间费用率,11.002487,8.977669,8.038122,7.396038,7.773154,8.727039,8.799427,8.066263,8.657711,9.878359,7.866484,7.193068,12.241267,7.371969,4.370702,5.227602,7.712719,7.832125,7.207049,7.255992,6.315527,8.325879,8.136204,9.743157,10.163813,9.535993,12.166841,13.324348,10.425459
常用指标,资产负债率,47.134851,48.111502,56.508218,49.476862,39.727188,37.445725,38.523212,42.776602,49.820091,51.638644,49.993833,54.533007,54.805592,51.926444,54.206248,49.864561,37.594921,32.708268,30.96564,29.204036,46.35368,48.238515,,46.625909,,54.745594,62.27452,57.723544,57.811741
每股指标,基本每股收益,1.31,3.51,2.6,1.68,0.78,3.36,3.64,1.46,0.72,2.98,3.65,2.1,2.46,3.53,4.61,1.37,0.77,2.64,2.64,1.44,0.78,2.99,,1.34,0.36,2.03,0.8,0.73,
每股指标,稀释每股收益,1.31,3.51,2.6,1.68,0.78,3.36,3.64,1.46,0.72,2.98,3.65,2.1,2.46,3.52,4.61,1.37,0.77,2.64,2.64,1.44,0.78,2.99,,1.34,0.36,2.03,0.8,0.73,
每股指标,摊薄每股收益_最新股数,0.93307,2.490584,1.843476,1.195633,0.554192,2.325301,1.759169,0.970608,0.340041,1.406788,1.231846,0.992541,0.462504,1.191898,0.728348,0.353848,0.103783,0.454445,0.314695,0.176566,0.078739,0.300404,0.219663,0.134544,0.035807,0.204,0.080135,0.073067,0.071108
每股指标,摊薄每股净资产_期末股数,12.71614,11.347035,10.281216,10.372441,15.90696,14.650973,14.547628,12.150151,13.308011,12.163837,11.98812,11.14285,19.249305,17.002725,14.2498,12.078201,16.244106,15.469924,14.427453,13.397065,7.55873,6.775576,,5.1249,,4.287706,2.558816,1.791723,1.488334
每股指标,调整每股净资产_期末股数,12.133511,10.796629,9.528368,9.844026,15.314994,14.114035,14.041124,11.580643,12.502017,11.341736,11.186349,10.317561,18.27552,16.029097,13.613376,11.634645,15.65291,14.828561,13.902905,12.856902,6.819943,6.005471,,4.611099,,3.745802,2.284479,1.631785,1.335856
每股指标,每股净资产_最新股数,9.082692,8.099007,7.330864,7.368764,8.070319,7.426066,7.367143,6.089954,4.495726,4.1092,4.049839,3.764289,3.612677,3.191043,2.674378,2.266816,2.177619,2.073835,1.934086,1.795956,0.759968,0.681228,,0.515266,,0.431093,0.257267,0.180143,0.149559
每股指标,每股经营现金流,2.013182,4.386859,2.93253,1.676121,0.737886,5.21727,4.161667,2.072516,0.303332,4.838555,4.964624,4.059266,3.117118,9.222789,6.07397,1.807445,-0.617658,4.667616,2.963967,1.160635,0.401734,3.544348,,0.878694,,2.974655,1.298511,0.600204,1.107911
每股指标,每股现金流量净额,-0.317618,2.242194,1.150317,-0.597524,-0.621306,1.415037,0.39519,3.732191,3.072621,0.625021,2.699709,4.063077,5.402923,2.800218,6.372507,2.861873,-0.06921,6.055629,3.760246,2.357575,0.73391,0.7888,,-0.362419,,2.110599,0.376249,0.13847,-0.190765
每股指标,每股企业自由现金流量,,2.181818,,1.79619,,0.35246,,-1.801557,,3.247255,,0.739307,,-1.415489,,-3.202854,,-7.093405,,-7.041304,,0.680208,,0.509649,,0.34885,0.257333,1.131148,0.409615
每股指标,每股股东自由现金流量,,7.015582,,5.668078,,-2.131674,,-2.050233,,6.512164,,2.488221,,6.150728,,2.59373,,-7.151998,,-7.099898,,0.401301,,0.230742,,0.260569,0.022958,1.062789,0.540544
每股指标,每股未分配利润,6.782589,5.480161,4.723237,4.938465,8.255187,7.165783,7.438579,5.942346,9.050081,8.043507,7.723431,7.010899,12.080813,9.591092,7.261486,5.266048,6.707092,5.93291,5.001017,3.970629,5.38786,4.604706,,3.163794,,2.325603,0.760852,0.033291,0.149687
每股指标,每股资本公积金,4.43405,4.359454,4.312985,4.131052,6.155738,5.98546,5.792474,4.887798,3.248201,3.109984,2.987629,2.854109,5.668511,5.911631,5.628617,5.452463,8.033448,8.033448,8.033448,8.033448,0.646886,0.646886,,0.646886,,0.646886,0.646886,0.676942,0.106366
