选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231
常用指标,归母净利润,125866043.47,1090837981.2,818686340.45,632562146.1,244145675.45,1549164832.24,1051719466.85,726087887.18,316673978.07,1109888597.22,887400407.26,566799608.15,261909016.67,880916474.36,600858194.06,384954402.21,125175787.83,760012024.99,558078738.51,336885889.34,151721352.21,639006857.1,496845783.65,283689400.29,131860437.89,611093849.29,466879051.84,293646523.41,131496592.45,509479066.55,396596229.98,240273198.11,110136933.19,1173169841.34,1001345310.17,881040327.94,55292103.63,256885970.28,181406930.47,99606162.96,-676046.48,9977207.44,40267684.19,54910494.25,12098387.93,128391673.34,256729642.48,229029061.61,94814950.31,372028783.9,337373171.21,223916917.14,96186118.12,304911661.86,183460356.84,146850474.68,71328037.3,233349955.94,216073032.96,121076312.41,65082981.59,174924348.3,183881213.87,129800314.84,71904171.41,211659754.39,126808955.06,110639579.08,52671380.21,193445348.98,99722804.03,57097376.56,15819751.65,104702668.93,84400332.71,54231025.25,26055345.28,102112563.4,89087543.85,66555895.82,26282561.23,68999532.75,60857150.97,41837406.47,18808671.88,47531747.92,45424843.16,35052832.23,17469986.77,43228610.28,39274388.97,29046599.92,8891197.75,36300750.51,30618159.27,20309604.52,13644779.77,33259377.02,27775547.6,37919886.45,23705988.4,43164582.29,24616225.73,33575892.6,12100330.83,22998023.0,21675269.0,30210327.0
常用指标,营业总收入,1141703634.53,6168036314.63,4465071868.98,3110392965.34,1317766404.91,6031865460.16,4073361821.56,2841374388.64,1221955159.91,5180441799.76,4022002501.05,2690961828.65,1291975871.24,4261304622.88,2912615209.85,1890571041.92,704838120.2,4112155621.36,2817886355.71,1811356623.13,847135751.08,3445594865.12,2635796380.87,1554808380.18,757747576.25,3281859560.77,2519395695.33,1560338306.06,705832869.43,2931058728.13,2056588402.44,1220289175.04,553655344.03,2483215363.77,1610790597.27,1032643465.77,551741542.4,2138425787.23,1386820059.06,915298554.46,360171437.81,1617985981.8,1248850802.92,824133908.07,354014490.93,1826551127.27,1530680484.68,1083292306.88,457865327.26,1836504083.0,1341166841.24,901346763.9,389248772.94,1502351160.82,1016512345.83,729041693.22,321555646.89,1394395341.17,1030029331.05,574237288.14,256443112.62,1202261409.14,860617714.56,574448684.84,260837704.19,1100252975.85,762889243.58,561578268.23,268014815.96,967746644.82,513342932.45,319129179.48,106307069.65,530504687.67,365972481.63,225093339.58,107711358.11,416758442.08,302516669.65,216815690.18,81542791.28,343358631.63,264419869.51,194979501.39,72932175.67,290049411.84,210779437.23,148175227.13,59251520.51,244902188.13,182158346.94,131297786.38,44381639.24,199707673.58,157117136.37,102977509.08,44345240.4,155003015.69,86459484.67,137578467.53,72506985.25,137461899.01,77885410.34,106033223.23,37213255.96,75174650.0,76867007.0,102124027.0
常用指标,营业成本,949243685.91,4315509249.08,3110810892.92,2079476311.38,908034937.26,3517680781.42,2397917802.96,1680642134.44,722799366.81,3429763630.82,2618355943.43,1784099100.49,883395917.16,2906794308.99,1992229904.77,1295514167.04,517977148.28,2873224577.09,1901243708.64,1243326135.1,586053172.11,2366125940.46,1787732932.48,1068578514.52,531116071.06,2237087783.57,1700860228.33,1045540958.27,475485199.12,2070492371.63,1367336818.6,805449303.48,362838411.02,1741237231.36,1161363209.21,774774261.72,432378259.84,1790573872.4,1132955842.92,772322669.26,332485760.11,1436209700.65,1066828399.76,673878067.9,308761107.84,1543388908.29,1131970145.67,752195816.34,321167446.63,1299244158.75,865633732.02,573047627.26,256234033.67,1091014965.53,739207528.93,514715057.84,216722920.15,1066671664.31,721678264.93,395352313.15,162866728.08,949449726.36,606787122.23,393477695.02,165362950.72,744647552.11,540774267.78,367511055.41,176260619.73,664424291.51,329976714.62,216874667.04,74996830.95,347393184.59,230883901.25,146967144.45,62967202.12,288322083.56,194715037.84,135461630.61,50423248.86,248557342.4,189347494.87,143438223.66,50361975.5,230698485.54,154302812.11,104867728.48,38112337.14,190539332.81,133624446.26,95387344.18,34054855.26,154448113.52,118739246.78,76253571.2,27912309.87,112918668.82,53559895.51,93503228.4,45743911.67,88800002.96,49846181.27,68171144.34,21250917.68,40849243.0,44656586.0,58983964.0
常用指标,净利润,179093258.66,1489882179.7,1120457127.99,865800086.14,337283020.12,2112264516.35,1427390948.39,985457258.97,432127203.32,1509458792.41,1207616323.66,774201763.39,358982561.98,1204674964.19,825898699.96,529258156.63,175553905.62,1068813818.4,790243421.57,489021095.42,227281568.68,943076591.99,732626535.42,418580265.52,197309598.85,894253782.32,684615832.66,432486318.7,196513132.18,735896500.19,568203662.08,343364854.22,159975188.74,1385192180.68,1135448350.83,961874025.16,96353425.19,296211713.94,212112389.19,113631065.21,12520065.46,115581512.6,123610218.98,112348382.77,32798360.67,226155916.95,339256209.22,283427615.71,114549067.17,461481860.91,410349018.97,278087212.0,113511248.55,369955903.84,228850779.95,178504351.46,87033703.85,291836326.3,272686504.24,161102099.89,84661390.02,223353139.34,222199597.26,160842904.35,81110461.74,280184895.89,171566191.59,149149622.54,73335256.0,261821203.02,141822377.66,81674347.74,30364888.15,149323921.17,112919966.2,68210370.98,38211504.92,105899169.89,89209239.04,66592628.63,26257852.41,69004776.58,60931490.31,41840139.94,18812925.39,47535156.54,45428670.02,35055330.58,17472668.11,43233544.36,39276637.71,29048512.99,8809732.29,36282399.09,30693226.2,20387135.11,13655086.75,33317470.51,27785008.46,37967795.63,23722114.6,43199733.15,24626091.44,33575892.6,12100330.83,22998023.0,21675269.0,30210327.0
常用指标,扣非净利润,113354599.51,1076327393.28,802892461.06,618015305.4,239155852.86,1518650457.88,1043625550.66,723176364.88,313481082.28,1104302920.41,879395407.78,559081561.15,253182543.9,853863946.15,582646157.6,374106990.25,116035197.74,756092387.54,551559798.91,331507002.3,150359226.67,624258053.79,483521994.29,277300826.86,128965863.19,609875883.94,466058260.46,292938236.01,130855682.87,505576145.75,394102718.09,237376856.03,107639395.06,413765886.81,285673533.33,189000487.06,96457608.22,244541861.6,170952741.02,88816384.39,-3716565.64,-11649153.97,28992977.44,47524192.87,8895153.21,111794839.97,254143419.61,226649491.69,93378019.71,364536820.25,329125013.41,222591277.27,95629532.11,278452369.22,179202341.26,146077415.54,71157302.87,223577758.36,214832615.98,120734211.97,64839625.83,161306329.89,184961919.72,130332094.43,71656677.36,151730269.36,70987186.73,86862106.09,38777213.68,132359798.56,97321044.37,54593483.32,15453336.1,107263260.93,86975479.78,54571229.74,26065303.47,97705125.8,87971967.36,67747457.19,26107334.2,67339534.76,60374180.13,41857015.14,18667846.39,47623522.74,45432127.34,34728330.32,17447197.97,43448535.0,38639446.25,29678620.55,8806197.75,33999618.95,29895885.39,20156325.69,,33500679.01,27506200.0,36247247.97,22560000.0,42227532.54,,,,,,
常用指标,股东权益合计(净资产),15496959696.22,15316245735.71,14947043344.0,14990137998.93,14870481600.74,14533198580.62,13848599546.53,13407771521.63,13186497180.54,12754369977.22,12479416466.53,12048150682.26,11715321957.76,11355511318.88,11013434676.87,10658803792.48,10442417002.97,10266863097.35,10013687700.53,9714552205.18,6258427505.2,6030954816.63,5850044760.06,5595647471.37,5375172011.15,5177362412.3,4985793856.6,4736212837.77,4543296601.55,4346783469.37,4274889005.84,4050836346.26,4002798519.11,4450413450.47,3033592647.62,2920484827.46,2549295177.21,2622291249.05,2361872412.08,2257551680.29,2248759654.5,2236239589.04,2256245487.5,2245380992.23,2250430970.13,2217632609.46,2407867409.79,2390852337.36,2290873788.82,2176324721.65,2125600173.09,1993338366.12,1828662402.67,1777151154.12,1631335172.72,1581495941.71,1533181980.9,1446148277.05,1475647555.0,1312563150.65,1226817063.67,1142155673.65,1215227666.49,1110825652.42,1030993209.81,949133908.07,821117066.55,834770863.77,781231624.42,1056022816.95,703938763.22,715563343.3,729353883.71,714894885.56,689171040.59,654451445.37,683042579.31,652031074.39,641121148.98,670584538.57,695349762.35,669091909.94,658660923.67,639569573.3,616542358.76,636789433.36,634282846.85,634759507.4,617176844.93,599704176.82,595639041.35,318092740.66,297853959.98,308244227.67,302655054.78,294947272.02,303470815.33,289683304.58,305449482.53,279210884.11,303388330.52,279666215.92,290825043.29,265798951.85,244323390.08,92368970.0,60185398.0,59669363.0
常用指标,商誉,572146931.49,572146931.49,572146931.49,572146931.49,572146931.49,572146931.49,173924750.15,173924750.15,173924750.15,173924750.15,173924750.15,173924750.15,173924750.15,173924750.15,169998505.13,127934229.03,127934229.03,127934229.03,127934229.03,127934229.03,132377989.47,115012135.83,115012135.83,115012135.83,115012135.83,115012135.83,115012135.83,102939027.94,102939027.94,95525748.71,95525748.71,95525748.71,95552508.71,93987046.86,93987046.86,93987046.86,,93987046.86,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-15508196.03,338746658.63,116895028.07,-201904550.12,-301639713.2,819780705.09,1298751779.5,1206740374.41,468822105.59,2393576031.26,2341139295.54,1271885437.82,620695486.7,1126002190.03,952360053.85,765157693.2,207272943.62,980350195.0,835737692.19,628959580.67,269689261.4,702109603.84,809390647.79,691251215.59,401090869.77,642468858.66,697313641.83,456647833.28,302921383.24,677916885.44,587081583.71,333631453.65,-47616649.44,138467325.35,-41762078.34,-118381415.08,-95322424.47,432979451.43,90334431.47,34137310.99,-5894416.21,473258905.36,313064158.43,104562603.27,-3572079.63,477952523.13,407258422.16,200833796.16,-85582183.02,566433984.53,225362162.77,62668438.72,-8762536.31,432004890.62,64431615.8,47805332.25,-59616570.96,353150675.74,245232607.03,158989749.05,36112648.31,184854393.52,-17727955.97,-2319183.81,-50023669.47,448226847.51,239897150.66,160925625.6,29282271.76,367080707.11,79029176.19,58055906.2,-10773991.72,153548280.56,73915987.12,33667093.59,-12195758.19,154361978.81,24563728.35,9261574.45,-14557801.7,131685718.54,78068748.26,50887681.25,-6701996.76,110105781.1,51892483.32,43683270.98,8148274.75,62928624.32,25070127.55,19047653.94,-9161523.4,84382046.53,,28511706.89,,46491760.29,7073306.29,47903911.74,10465321.79,42582093.75,,23711759.42,,,,
常用指标,基本每股收益,0.06,0.55,0.41,0.32,0.12,0.78,0.53,0.37,0.16,0.56,0.54,0.29,0.16,0.53,0.36,0.23,0.09,0.47,0.42,0.22,0.12,0.51,0.4,0.23,0.11,0.49,0.37,0.28,0.13,0.49,0.38,0.23,0.13,1.35,1.15,1.01,0.08,0.38,0.27,0.15,-0.001,0.02,0.08,0.11,0.02,0.25,0.5,0.44,0.18,0.72,0.65,0.43,0.19,0.59,0.36,0.28,0.14,0.45,0.42,0.23,0.13,0.34,0.36,0.25,0.14,0.41,0.12,0.16,0.08,0.27,0.2,0.12,0.05,0.32,0.26,0.17,0.08,0.31,0.27,0.2,0.08,0.212,,0.1285,,0.1947,,0.1615,,,0.181,,,0.189,,0.106,,0.179,0.145,0.1975,,0.22,,0.28,,,,
