选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20151231,20141231
常用指标,归母净利润,4651517987.76,19150582400.69,12075512956.92,8560882627.56,3671960950.47,9450308427.78,6532934698.28,4239822013.11,1942210693.65,9606749135.07,8076407160.91,5313119704.09,2168128379.15,8813713033.51,7377913928.98,4635749253.06,1642947345.12,5097155283.68,3562226936.53,2675100609.65,1499805405.26,2960235495.88,2368356528.79,1717155437.16,303041531.22,1854550934.58,1765146773.87,1056762343.0,386478627.69,2260523106.21,1928376253.99,1271897196.89,290657599.54,1227093479.3,1063039435.81,742444160.98,336869064.86,974980314.37,348967672.1,461500977.1
常用指标,营业总收入,12435776568.29,45456165774.18,32856716508.86,20799281882.46,9654595304.28,39241431359.88,27702002254.76,17240918263.02,7981934236.96,40340806877.04,29541326133.58,18871285497.62,8963741607.53,39354777805.53,28394561790.41,17756257999.12,8474419333.59,22902385129.11,16521369391.37,10536557946.98,4950479646.73,16535431465.41,11814802985.22,7231434006.88,3187514732.38,12872206437.16,9278514251.38,5894358446.72,2769465924.23,9613683593.04,6921135001.68,4409207179.0,2141764392.11,7765259856.28,5677878889.76,3665374999.37,1768190096.85,6116130888.85,4883348961.96,4139780779.66
常用指标,营业成本,7433446073.33,29148154763.35,21256267707.67,14014556298.92,6712128987.72,27342268206.88,19967164047.62,12203655162.93,5643908863.64,28708590806.38,20390754912.94,13155192160.22,6775228643.47,29800810744.87,21159921597.9,13442428868.71,6529312349.78,18574515601.42,13137666500.63,8454154796.29,3996298821.5,13928304273.31,9915155578.94,6007997648.46,2660158167.84,10421694944.56,7288072146.07,4748981066.4,2356990369.67,7810965860.22,5428790825.83,3477246362.59,1794223129.77,6428779845.56,4503977124.97,2819561140.08,1355103966.36,4823148315.27,4396313992.67,3473193292.06
常用指标,净利润,4670513981.33,19333065892.26,12206193461.26,8660348120.54,3715468841.04,9567739539.18,6601611515.97,4280845682.91,1958853204.95,9700260033.27,8148647084.33,5356896235.84,2185804643.61,8902610544.95,7446617606.2,4675658676.75,1655950521.89,5135947168.04,3588243782.52,2692193032.21,1507104723.57,2986250101.35,2387105435.16,1727477791.26,305107257.96,1911409367.87,1818424020.39,1104965012.24,413541948.76,2333680728.3,1979167981.74,1304069675.5,304217991.38,1296720538.42,1114899378.16,781679973.3,359934910.43,1120973397.0,683778228.11,808115753.84
常用指标,扣非净利润,4275624429.82,13240556954.42,9522413145.23,5582126598.19,2329266627.0,9988102785.24,6681732283.44,4413927157.98,2034382739.02,9747587804.59,7709412169.46,4761082555.91,1868816896.68,8260289685.19,6232172714.92,3849967805.01,1714144938.66,4063633174.64,3106202684.32,2127104631.62,830008479.32,2385101961.61,1653896640.54,1131109292.65,375710507.63,1914283268.28,1714238075.88,992970298.93,494915052.61,1558577748.15,1252360771.76,827158507.93,263904100.0,979130200.0,858906300.0,625216036.19,288510900.0,878425400.0,179601100.0,212782400.0
常用指标,股东权益合计(净资产),84771629408.9,80247713601.52,71472497304.7,60409081754.8,62778761757.31,59085613635.57,55583242101.99,55094761179.28,56048297011.56,55517445412.74,51988402392.33,50198781611.26,49831002525.16,46926672735.75,45137087394.7,42393344641.44,40647776808.53,38757462615.81,37639288986.67,36983515311.3,35525790976.96,32718491308.72,32084661830.83,18653137903.83,17850745783.7,17409710086.11,17312185401.16,18129165196.01,18888343616.36,18165230809.55,11020818716.93,10407914096.41,7067544341.66,6738010330.72,6537963309.54,,6462010659.74,6062405058.65,6430122866.11,4902683837.49
常用指标,商誉,863384053.29,864388850.17,865960177.6,971608125.55,972053972.22,972352431.55,1836575496.99,1841157784.16,1834739575.86,1820872684.75,1872069798.24,1882694729.77,1824895982.02,1822101781.03,1934225612.25,1919165174.85,1906670594.55,1925563131.98,1939750861.82,1952580418.82,1966012366.27,1391759037.62,1455873623.54,1369272994.96,1369738823.32,1362176212.72,1262591953.67,1248827863.51,1137033318.52,1144075895.78,1144944679.41,960391346.51,951008885.52,958037876.84,1006208328.81,,324980973.06,326286234.76,308160107.27,192892008.44
常用指标,经营现金流量净额,3595810326.53,17203161622.0,11412834667.47,7430981531.7,3195429861.72,12406514834.59,8379092385.15,4966294187.37,2257117807.86,13386911778.77,10316787859.57,5598180734.15,3027329258.18,10616029916.68,7709650548.49,3995746917.71,497469053.5,4589288733.11,3180775809.35,2142714338.75,668780227.42,3973728222.46,2421904868.13,1435658631.84,1097244433.96,2916032312.7,1773185018.6,978806854.13,190076618.09,1640427764.0,917299030.5,498256771.71,-31691939.27,1793610274.66,1122083544.29,574334220.01,108133270.23,1756793417.65,738595777.82,712548594.95
常用指标,基本每股收益,1.59,6.7,4.25,3.01,1.29,3.28,2.25,1.46,0.67,3.27,2.75,1.81,0.74,3.01,2.52,1.59,0.56,1.75,1.22,0.92,0.62,1.06,1.03,0.63,0.13,0.81,0.77,0.46,0.24,1.59,1.39,0.93,0.31,1.31,1.13,0.79,0.36,1.08,0.39,0.51
常用指标,每股净资产,28.226746,26.715408,23.922951,20.859045,21.58329,20.302238,18.947433,18.789596,18.968042,18.566969,17.377107,16.786805,16.673237,15.737048,15.13638,14.231776,13.655953,13.022247,12.659502,12.455638,14.40275,13.307918,13.061423,8.017242,10.75072,10.485117,10.514201,15.175765,15.713747,15.186225,10.144081,9.592531,7.098316,6.763134,6.593645,,6.338434,5.938633,21.722787,16.789375
常用指标,每股现金流,1.205128,5.765603,3.848286,2.587193,1.106453,4.295895,2.877507,1.7055,0.769473,4.509131,3.475238,1.886102,1.020222,3.585858,2.604242,1.351378,0.168301,1.552624,1.07719,0.726591,0.272914,1.627453,0.991762,0.621073,0.664542,1.766086,1.082725,0.836564,0.162449,1.408405,0.880337,0.47818,-0.033794,1.912598,1.196522,,0.115306,1.873339,4.764235,4.59622
常用指标,净资产收益率(ROE),5.68,28.56,19.26,13.93,6.08,16.78,11.73,7.62,3.51,18.99,16.19,10.78,4.53,20.62,17.72,11.38,4.16,14.05,10.23,7.7,4.43,12.91,11.89,9.4,1.73,10.57,9.89,5.8,2.13,23.98,22.62,16.41,4.47,21.14,17.59,13.03,5.94,29.1,14.45,20.82
常用指标,总资产报酬率(ROA),5.356089,26.397455,17.451105,12.276883,5.272639,15.336035,10.823675,6.994817,3.160602,17.383059,14.504861,9.695253,4.003713,17.991185,14.70891,9.583802,3.572424,12.116011,8.716718,6.598636,3.618093,9.441003,7.662959,6.762953,1.553729,9.497828,8.74221,5.58107,2.187682,15.168281,15.119893,10.214154,3.988142,14.165619,13.330359,,4.434169,13.794229,9.617817,13.002064
常用指标,毛利率,50.402592,47.63871,46.622485,44.449408,42.260353,41.478904,40.653184,39.365544,38.130503,41.179164,41.298142,40.515563,39.892493,37.295499,37.122622,36.25172,35.791162,36.284996,36.986128,36.98837,37.099181,37.992088,37.580156,36.900322,34.460881,38.95142,39.508246,38.784129,38.138622,39.451067,40.681465,40.064428,39.101876,41.833313,42.756507,43.386216,43.657925,40.758343,34.548998,36.779437
常用指标,销售净利率,37.557075,42.531228,37.149766,41.637726,38.483941,24.381729,23.830809,24.829568,24.541084,24.045775,27.58389,28.386493,24.384958,22.621422,26.225506,26.332455,19.540578,22.425381,21.718803,25.550972,30.44361,18.059704,20.20436,23.888454,9.571948,14.849119,19.598224,18.746145,14.932191,24.274573,28.596003,29.576058,14.204082,16.698997,19.635842,21.326057,20.35612,18.328145,14.002239,19.520737
常用指标,期间费用率,9.436028,10.967142,10.482495,11.011988,10.905303,10.388437,11.941821,9.296732,7.98045,11.606886,9.726908,9.6062,14.804824,12.509585,11.324208,11.726582,12.575445,17.154025,16.300286,16.999287,17.599469,22.016501,21.302803,19.763157,17.730039,19.695452,17.841972,19.090326,23.026314,20.402411,18.797961,18.541645,22.428507,22.475831,21.658724,19.752884,19.761514,18.865421,23.759383,20.330179
常用指标,资产负债率,21.079887,22.180993,24.452577,27.93324,25.716234,26.442568,25.128556,25.945242,25.208952,24.639696,27.551667,27.58308,26.92125,27.459521,31.349619,31.528072,29.410024,29.694723,29.214774,29.119611,26.917924,29.320225,27.923514,39.585753,40.952801,40.457505,36.748526,25.786591,20.518478,19.861168,35.742412,35.808866,44.396578,46.440612,45.16258,,37.98462,42.757184,33.617214,35.168984
每股指标,基本每股收益,1.59,6.7,4.25,3.01,1.29,3.28,2.25,1.46,0.67,3.27,2.75,1.81,0.74,3.01,2.52,1.59,0.56,1.75,1.22,0.92,0.62,1.06,1.03,0.63,0.13,0.81,0.77,0.46,0.24,1.59,1.39,0.93,0.31,1.31,1.13,0.79,0.36,1.08,0.39,0.51
