选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231
常用指标,归母净利润,1445657595.58,4739393120.72,3956143645.85,2808157860.93,1026208555.63,2951551189.32,2065816231.17,1383466282.99,699890621.07,2327750542.04,1345220714.33,879820179.29,438865344.74,1247651976.43,692978098.66,555929765.24,314968558.27,-193687290.91,-1337164967.06,-1409286282.76,-329412175.49,2024708873.41,1843187527.48,1152716947.86,563314208.72,1289467543.54,947058712.76,581532507.28,356671434.28,1024093532.71,822422193.87,612021958.49,346794915.07,1137423812.13,894704926.95,617774494.27,327414609.01,1292776144.84,730632864.15,518230123.22,204432313.27,646100788.35,276429726.11,48095928.18,-68488736.07,831791417.19,591428311.23,311981057.03,93073941.86,1126996056.34,1132414427.81,967416241.85,573893007.93,2171151610.14,1835672950.0,1405625120.32,616632639.51,1902438769.95,1691938650.11,1048958334.51,442886645.62,1223044991.36,933316620.5,571823829.81,268059898.12,748704421.63,626133368.99,485246573.33,155331397.87,636993959.97,623399628.13,495458479.85,213792488.61,369255233.49,152019556.75,92609238.08,43658577.37,124825414.02,81303565.35,55424272.11,25405068.31,87445566.84,58524517.76,33590023.27,13960500.89,58103161.51,43241694.79,31839370.73,12461688.11,37490435.76,32941961.49,23882967.38,8028330.98,26755012.12,11700618.03,26156331.63,26631953.66
常用指标,营业总收入,32515977242.33,104287391583.12,83783174059.44,56765895355.68,25935464215.71,82517993538.3,67005642863.49,45773494698.05,18957270097.61,59275274514.67,41323106902.68,27424883445.03,13098137478.11,50305754258.45,39827641000.04,29825145924.95,13480608653.55,33934960452.94,17709052366.33,11884276820.84,7306971138.44,63664931893.97,53660975381.04,33050737843.63,13965732251.26,62630699276.39,64942356363.07,31931560163.1,10850966546.11,56256475809.05,47101447036.87,26018565442.16,14166316537.39,51041303382.75,38503620127.86,25771212658.28,10006172380.41,50198852619.86,37707647149.69,24973623066.6,9296826449.91,38940310358.06,32181695386.03,19684214670.86,8352138575.73,45794271725.9,34957389191.82,24686445516.72,10460106705.57,46167758765.54,37507445467.88,28033747577.19,13346625339.6,50228443182.06,39199470329.9,25355764341.18,12899659038.71,39414807405.32,31433375580.26,19831652336.62,7905777715.38,31514701788.92,24278110521.84,17471319039.21,5965289818.27,23360095222.38,15422362047.39,10458022572.07,5923040046.26,19873121265.35,16603386969.44,10927714500.71,6079806168.64,11341945612.07,6179037836.96,3242583116.08,2003854319.89,3604336870.25,2308806888.22,1533639926.11,844008666.94,3806367275.96,2859552846.16,2249753101.63,1102330052.22,1542216480.92,530925153.11,178807491.42,86567089.2,325368420.57,248990109.97,168462360.33,124049847.87,286046178.05,133104257.31,249815954.03,220036636.74
常用指标,营业成本,28776402925.59,91853583528.77,74818808478.11,50667070304.16,23460953516.4,76296401905.82,62069496924.12,42642045789.59,17556458313.71,55276746822.39,39109858661.33,26006870762.09,12424706522.63,47972911506.2,38339161187.09,28717000231.89,12955542455.27,35331449909.82,19617711531.67,13585659875.55,7823419437.66,60229846558.44,50943198298.55,31368622500.66,13177032119.58,60553356439.52,63588531701.85,31002489852.33,10400909150.23,54939415141.71,45723767682.91,24980112602.3,13628986651.71,49382276134.81,37253334782.67,24864603680.17,9561937591.3,48547579831.15,36500558105.81,24198637854.63,8941333176.44,38010643815.7,31767791362.74,19615110392.43,8464190393.01,44691851757.52,34172223912.23,24243059366.89,10320391656.5,44756950247.21,36019129105.74,26776489859.67,12597386941.36,47320112143.17,36705605519.72,23443740644.19,12109277230.52,36700345971.97,29092486678.2,18389033939.97,7303917610.15,29718938512.59,22924655214.72,16645425047.76,5583944776.5,22297379222.06,14502758400.51,9767774385.49,5681736253.86,19018042495.88,15787457355.57,10238566814.64,5770398025.08,10728653158.79,5776769491.87,2971269048.55,1863188014.96,3358057132.06,2141087205.48,1414528324.28,799449023.09,3650725502.53,2751273966.44,2189755731.83,1080738677.46,1452728269.99,465165848.95,130692994.32,67737499.28,265024250.57,199594282.27,132279907.63,-450888.61,242143781.84,113739297.28,208305038.1,179310281.33
常用指标,净利润,2439037630.58,6626893653.08,5416759558.38,3873362227.61,1460716873.99,4439134082.28,3308764293.77,2162066546.42,1055609970.74,2890632384.87,1658400726.28,1007875428.76,504088750.27,1425763257.82,797613486.06,604069607.83,355202701.76,-195411381.3,-1392034800.76,-1481052354.29,-354185152.81,2296566669.97,2079886183.7,1301339756.37,633832940.41,1421386030.72,1050692002.48,663812690.68,400219109.32,1085629864.49,887381203.72,652636979.6,373966309.76,1193391099.75,950185526.95,653360677.54,330176817.49,1308808582.28,728672133.29,502949544.49,197773850.48,696342973.58,282037018.62,48829332.68,-71761973.89,853026501.77,598020394.43,318934086.12,94436653.68,1120115784.81,1137810847.59,977084025.04,580812584.28,2216995551.58,1890389182.73,1455841338.15,632647529.97,1982692355.68,1761600991.84,1092271704.58,459793349.05,1296748703.96,989295970.95,611088333.9,283330832.47,814014445.87,676592613.9,516966476.05,172103382.93,675140784.48,636918972.12,516772305.72,232480952.7,418437419.08,290721848.22,189128278.65,93264542.35,159254132.42,108665231.05,77336214.12,31555396.24,107916660.15,72831077.18,38360191.61,13897756.47,57685407.54,43066072.96,31753366.59,12426524.41,37502000.32,32910087.86,23847681.03,8028330.98,26471312.08,11732865.61,26187449.98,26631953.66
常用指标,扣非净利润,1462557868.93,4993016202.63,3944761887.01,2809502578.83,1030372641.13,2991496941.24,2093518084.48,1413655638.5,709669154.95,2213428334.93,1279915798.03,881619139.39,439332340.01,1304257475.98,756426565.55,610469756.48,337870900.38,-552943263.36,-1266142196.79,-1366133086.54,-317340357.45,2356248267.8,1839008475.87,1152238722.66,565277849.81,1296809356.01,934022660.78,664435175.4,364557745.51,886626940.41,769661989.57,609430906.8,350302460.95,1142127115.51,901260249.06,634018222.31,331375131.24,1342825625.71,737639597.82,555862818.83,220851595.03,568536559.01,275790955.36,46822503.53,-75224304.0,813348511.31,588868523.73,310983186.27,91679077.18,1134281981.95,1129129966.55,964062298.08,573316274.34,2207843680.37,1837794127.87,1407620580.91,617694667.69,1922448000.85,1692991196.46,1048118671.12,442262240.41,1226930434.93,939665028.25,575654772.93,270464554.06,745363643.95,634831160.41,485141434.03,155953849.18,664709569.15,627064850.85,501397056.74,214256688.61,197706331.9,154918703.52,93928390.85,43882871.14,131852504.03,82917517.51,56181482.69,25810350.28,88505446.33,59091407.16,34084484.06,13979408.29,58335469.19,43500260.73,32045495.77,12482438.01,40692641.65,33314709.15,24102608.08,,,12634647.11,,
常用指标,股东权益合计(净资产),66371510408.65,64379633312.38,63738216717.82,61236526748.87,59712974503.64,58570022261.59,55089809146.36,53903325136.45,54251293282.48,53259403719.4,51361922692.04,37154429772.38,37108472846.47,36696468518.05,35170164140.76,34351179411.51,32198035007.38,31783210425.13,32123725867.55,32061342607.79,33567344384.11,35421087712.95,27387441550.05,26810529564.57,26523537407.14,25817743026.75,24056310019.89,23843064599.64,23707475358.07,25414783942.56,22007612693.66,17735009186.09,17538759168.62,17169280603.66,17072143989.98,16805269334.91,16675637300.05,16344838278.44,10859858587.11,10715058039.53,10515323278.97,12080879860.64,9972287861.26,9751724075.99,9808319533.35,9876482012.95,9645122259.78,9339326721.75,9281525379.59,9249305879.06,9590202739.88,9444445408.08,9303507453.45,8815502355.76,8336325111.69,7919179339.76,7031102491.47,6397173957.0,6182966093.47,5545328781.29,4917838181.83,4586358342.73,3968729395.86,3722881155.56,3478500280.86,3188400681.65,2989550434.55,2844859789.48,2610014281.05,2426375270.87,2392797334.22,2306588992.13,2100726195.69,1933973088.18,899254681.24,824282098.05,860818143.62,820791486.04,743151932.55,711847291.73,737627699.47,705979829.84,664786630.97,646664925.38,557308991.0,543411234.53,528791899.95,517479193.58,530152351.4,517725826.99,513356536.15,232925778.96,,209803802.78,,181715403.98,153911225.6
常用指标,商誉,12653851556.97,12670694343.37,13021929775.52,13030104839.12,13031674876.72,13033245227.92,13047552867.77,13065935214.17,12960762382.66,12958868723.86,13082834560.28,3196750273.62,3142234454.02,3156536966.42,3172705299.62,3117555307.22,3059544686.42,3065872278.02,2819527991.66,2818588860.06,2843505684.04,3080771173.78,2785252418.03,2826728164.43,2827590318.03,2810824509.63,2923678238.87,2760407633.61,2738669046.41,2891393665.67,2735451584.69,2720671589.99,2670097044.0,2707985615.61,2658136902.9,2609098708.71,1702006320.41,1702006320.41,1603062374.42,1603062374.42,1603062374.42,1702006320.41,1603062374.42,1603062374.42,1603062374.42,1603062374.42,1603062374.42,1603062374.42,1603062374.42,1603062374.42,665254926.15,665254926.15,665254926.15,665254926.15,567378884.67,567378884.67,389068970.5,389068970.5,389068970.5,389068970.5,389068970.5,389068970.5,117586380.47,117586380.47,117586380.47,117586380.47,3084088.1,3084088.1,3084088.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,6095416233.22,21492754843.56,15196015447.51,10502900464.64,2526194197.91,13339797529.06,10194402688.23,5779663161.4,1734404533.56,6848761658.51,4768203682.71,1123067066.87,606589376.42,2971775379.32,2027028625.13,1499825311.61,159870275.08,1822242735.09,578549222.79,496408690.61,535383048.59,5918387364.77,3298373483.47,2094515742.28,636818669.81,4180080697.02,3687757950.84,1345876099.31,628625232.14,4151558242.02,1287211063.31,1802419967.05,176513743.74,3698679389.11,931211283.12,1289970244.14,426693768.32,2723950244.88,1480922049.65,819129170.57,166208872.75,2359776850.29,844719277.31,820073956.7,-210893880.98,2483065824.01,1654960614.08,997064245.36,410546511.81,2889751582.11,2588298670.08,1833103357.13,861762109.53,2384744877.66,2325408611.38,1276739681.3,311959230.47,2305734928.51,2004076262.77,1362355232.69,208780144.86,1968173715.47,1667224746.9,860422243.19,591003800.93,1162290520.17,965089609.27,384689934.31,-34239322.26,1145169740.0,738257177.27,437327635.76,369745850.92,372997621.42,-24036360.63,39559028.6,62161089.6,290081581.45,34367759.28,71230487.05,45612231.77,170761468.17,123505170.93,100820050.7,10100145.21,49362505.96,88651039.9,70329389.26,29923145.3,80017014.69,62829926.57,35081617.49,,45073878.19,17794889.0,,
常用指标,基本每股收益,0.29,0.94,0.8,0.57,0.2,0.57,0.39,0.26,0.13,0.42,0.23,0.15,0.07,0.2,0.1,0.09,0.05,-0.09,-0.3,-0.32,-0.06,0.47,0.42,0.27,0.13,0.3,0.22,0.14,0.12,0.38,0.32,0.33,0.19,0.61,0.48,0.33,0.18,0.77,0.45,0.32,0.13,0.4,0.19,0.03,-0.05,0.58,0.42,0.22,0.07,0.79,0.8,0.68,0.4,1.53,1.29,0.99,0.43,1.34,1.19,0.74,0.31,0.86,0.6558,0.4018,0.19,1.05,0.88,0.68,0.44,1.8051,1.76,1.4,1.2,1.2053,0.95,0.58,0.27,0.7802,0.51,0.35,0.16,0.55,,0.21,,0.36,,,,0.31,,0.24,,0.27,,,0.27
