选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231
常用指标,归母净利润,2446551121.2,2206058926.68,3975002897.08,4343649032.11,3637099588.91,6673388602.12,8578711547.57,7947245427.18,6055230532.04,10015930040.27,10203469152.39,7862381306.21,5766047982.64,9377865479.41,9071843201.44,6893372221.12,4985243733.48,7507682797.4,7212523604.98,5661445812.02,3862525751.53,7482228633.63,7185703291.18,5400864286.17,4002168546.84,7382822726.87,7146332278.35,5581705663.68,4020764957.82,8115189794.69,7038754909.89,5004991771.22,3475147603.5,6627169959.16,5581662088.05,3908260474.95,2742957007.05,5827168870.88,4839158417.69,3423805126.79,2456001858.67,5365185534.99,4461169759.36,3184862528.64,2227129508.74,4507497244.21,3982741953.18,2854479610.9,2001399894.09,5002071835.86,4497580509.0,3284909145.57,2356488565.59,6154302874.52,4828124260.18,3173886530.51,2212048156.19,4020992149.04,2915947202.57,1813856743.92,1171535258.28,2204667836.96,1535676342.46,1067232395.43,721445528.17,1253620006.49,903821441.78,588363143.42,363111488.19,743057507.69,566563483.21,374736701.3,174978867.41
常用指标,营业总收入,8185736912.16,19211057613.05,18090155654.57,14795651340.14,11066201907.73,28876296993.56,27516482442.02,22875748893.57,16254884718.38,33126277551.51,30283094805.01,21872929852.09,15046180974.5,30104896186.7,26482625128.85,18907998842.4,13026004652.73,25350178204.45,21942196247.29,15543264905.54,10520001017.41,21101051131.79,18913631468.62,13428505838.73,9268167143.4,23126476885.07,21097732292.7,15998582862.74,10889633584.07,24159801994.68,20965660630.72,14542579775.61,9537587047.1,19917942238.16,16878326032.28,11530491074.18,7588577705.68,17183109620.08,14667079390.71,10193599291.72,6843010210.81,16052444099.28,13661026388.95,9571451211.53,6259682602.64,14672214730.18,12305346980.52,8653096950.3,5669736627.54,15023624944.56,13053173028.81,9410318067.08,6322817289.74,17270481272.53,13996989330.97,9309772422.09,5961705523.68,12740921687.6,9697320356.4,6171743874.03,3633800730.28,7619092696.22,5554300159.79,3487100334.32,1933433793.76,4002048450.63,2892240127.88,1804563004.45,1102269472.93,2682203715.0,2048392867.9,1762014975.7,1071430299.35
常用指标,营业成本,4919605787.9,15729399843.33,12893491705.12,9050133828.04,6246909187.29,19512180569.56,16305487864.92,12258099027.03,8178616448.15,20151096010.15,16797526783.18,11645546909.19,7489139117.99,17765764643.68,14605559908.65,10123023862.87,6525746000.96,15637137313.61,12748167104.04,8718078114.02,5464072132.51,13773294252.09,11611186446.64,7852396257.71,4972412127.46,14457584017.39,12402627835.37,9078392941.3,5796418549.18,14351265484.05,12295902012.85,8293823825.5,5048144564.79,11741569054.09,9817055229.63,6575865045.69,4041757171.24,10003035000.07,8505632899.14,5795578336.82,3643576437.96,9490295982.52,7843196571.98,5415141859.45,3306351281.23,8715727654.27,6971554758.15,4859002872.67,3000969816.03,8369436135.99,7085982600.91,5041429782.74,3213222026.73,9216399004.83,7699199766.21,5162650172.13,3032872053.3,7228316979.54,5655841725.15,3592392880.62,1911260025.19,4539223583.36,3449836704.04,2052011354.84,971484265.86,2337105956.94,1690601437.71,1029303529.31,621935854.79,1684038241.23,1285231537.52,1176178737.74,792027810.61
常用指标,净利润,2443555631.83,2190987361.45,3962510568.25,4335432025.45,3632715771.96,6666455819.96,8575532124.33,7947920201.66,6052988206.49,10020768556.47,10220562234.22,7873688749.55,5776534887.7,9389433921.86,9078222991.15,6900024334.62,4987231505.16,7512817397.48,7219146137.78,5665866954.86,3867003971.92,7484606313.92,7188617120.67,5401783377.8,4003453217.6,7386090915.21,7152310735.17,5584896240.97,4025174587.2,8115329894.5,7039553743.18,5005460138.5,3475917162.67,6618786143.67,5573309096.84,3900117293.25,2737617468.92,5804929113.99,4822738172.83,3419446732.77,2456054856.53,5365199298.22,4461171638.58,3184744174.19,2227135216.71,4508044232.13,3983112466.53,2854749254.23,2001533939.77,5002153251.34,4497639202.32,3284788923.14,2356527207.12,6151905739.73,4826661363.9,3172295516.09,2212313017.49,4136608198.2,3031479150.87,1929191336.42,1283964066.8,2298690505.02,1575340815.31,1068576496.18,721411549.53,1253613135.31,903821441.78,588363143.42,363111488.19,743057507.69,566563483.21,374851131.95,174978987.01
常用指标,扣非净利润,2427861532.48,2134729412.3,3756884161.73,4231577767.24,3617409619.86,6835235643.35,8397079254.87,7941186666.06,6050415450.86,9842844980.49,10164976052.14,7712986362.94,5665647207.53,9276644831.29,8843227057.68,6642672871.26,4897883633.65,7372758257.29,6849910142.04,5167883253.59,3810668717.54,5652068941.98,5634406138.59,4266298250.26,3201845555.14,6555890029.81,6547001314.75,5208985988.23,3809771428.82,7369331605.77,6538773242.37,4685619293.86,3333849279.9,6136386923.71,5305400971.85,3714783323.02,2659071451.71,5406580095.74,4639985915.96,3325191140.28,2416921869.38,4915933247.98,4341327502.67,3118196637.61,2212411071.84,4467875727.45,3977373712.12,2852876759.31,2000167120.48,4987990458.76,4469120384.49,3263828756.68,2331188504.0,6029676194.0,4718030677.37,3105273838.99,2194481004.3,4002468269.74,2906240475.11,1809783125.11,1176018470.04,2205816740.85,1535691599.63,1071873504.72,720684849.3,1243697761.56,897829780.95,581161618.98,,740872646.67,,374731886.56,175668348.7
常用指标,股东权益合计(净资产),49334442742.43,46893395478.16,48661902826.09,49031491452.31,51817616568.22,51693045853.88,53604351973.05,52975317972.17,58099193547.76,52049863974.86,52248146024.19,49877823221.73,53348131588.4,47524543513.81,47152808055.96,44943508354.51,47500291542.32,42481310257.79,42138857463.85,39641125388.4,42335737715.03,38469653076.99,38171275923.08,36726311320.74,39990114884.02,36491552569.72,36260051973.83,34693487794.23,37808836079.54,33624518530.36,32589077584.93,30561452532.47,32948341848.4,29494869092.19,28448800470.51,26775660535.58,28778991592.5,26036985867.46,25053839063.8,23650349852.91,25397540116.48,22941480860.89,22037447440.37,20761008770.1,21956241020.32,19729104790.25,19205972672.35,18077744767.09,19390540389.89,17396739080.34,16993835396.07,15797864532.1,17067063789.45,14710536582.33,13385292206.5,11730926358.69,12120943860.09,9908630842.6,8800501795.27,7691213980.82,8671137671.2,7387173604.4,6703018247.0,6196253927.87,5802616245.83,5078804696.3,2124683502.77,1809225204.41,,1382862060.99,,720804553.3,378758250.57
常用指标,商誉,150886645.81,150886645.81,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,292103218.75,282942008.74,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,276001989.95,258574561.06,258574561.06,,,,,,,,,
常用指标,经营现金流量净额,1938711723.9,-763040326.79,966239537.43,616044153.37,2535741055.56,4628711237.28,3458308342.4,2043328628.29,4850465091.64,6130220867.96,4343467376.93,265032390.62,1402723384.09,3647623952.19,-956000212.77,-4453755057.99,-3061792273.86,15318165480.53,5474055109.66,2093245134.59,2919559010.6,3978790835.8,-444052491.13,-2733382899.34,-328870647.68,6797891871.41,1719384683.69,-510063762.35,122965637.48,9056748816.28,5874472624.63,1658765767.11,1891759702.63,6883169799.31,4289386144.01,876333467.91,1170374437.0,7405044600.62,5510458608.33,2843948212.49,2516108669.27,5836355328.67,4759170725.84,2903235938.27,2597805566.91,2711804132.16,3031820201.27,1299561661.24,1563058019.28,3180013940.28,3789435725.49,2432925089.09,2015391123.55,5499699623.1,5251499748.3,2853097621.2,2940194252.76,5557084502.88,3867869086.71,1962137813.84,1054603660.44,3839746226.5,2358682471.55,1196671046.71,837190527.4,1428351767.09,1682839673.44,1246675734.59,704440739.73,664903883.23,560679291.54,477162163.45,136432511.96
常用指标,基本每股收益,1.6241,1.4644,2.6387,2.8834,2.4144,4.4299,5.6947,5.2755,4.0195,6.6487,6.7732,5.2192,3.8276,6.2252,6.022,4.5759,3.3093,5.0141,4.8169,3.781,2.5796,4.9843,4.7826,3.5912,2.6564,4.8991,4.7421,3.7039,2.6681,5.385,4.67,3.3212,2.306,4.3976,3.7,2.59,1.82,3.87,3.21,2.27,1.63,3.56,2.96,2.11,1.48,2.99,2.64,1.89,1.86,4.63,4.17,3.04,2.18,5.7,4.47,2.94,2.05,3.72,2.7,1.68,1.3,2.45,1.71,1.19,1.6,3.04,2.23,1.45,,1.83,,0.93,0.46
