选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20091231,20081231
常用指标,归母净利润,2291269562.74,13461279955.37,11881223611.34,7734577947.85,3826160917.33,11036278921.36,7599553021.69,4959073577.1,2096318765.89,9439561800.25,7222976494.3,4354075376.93,1507649034.35,3593446514.09,2060565955.14,900440191.39,410913211.59,1582707374.76,1504774645.75,756978356.95,386719538.98,1954308244.82,1195338973.66,446131085.31,159502929.37,892552821.2,554394279.78,332598755.94,171195690.05,809628201.93,607174042.58,382973352.75,202746899.7,1024196698.41,751052163.62,369137007.04,129122292.49,553613069.28,296935306.28,225092152.86,121143155.92,425402044.47,261157779.58,166306474.46,68902736.49,283286368.62,124029948.02,95632507.42,41467296.32,181031995.32,112765745.2,53912944.1,5231821.22,72801702.77,61904419.31,45103454.82,20332511.22,172548069.31,110940319.65,62530104.68,22936040.76,148033017.17,102438360.53,35215084.8,8211095.12
常用指标,营业总收入,15560645284.03,89184357325.77,66401909119.56,43533124447.18,19036447901.21,77856966964.63,49945968511.34,31019765002.51,12613586133.41,72250674939.46,46414634831.96,28622223962.32,12580349961.26,40257239155.34,22223937486.32,12281234912.79,4567689691.24,24136598726.55,15373655864.0,8210205321.09,3346740239.11,19285641347.02,11908876319.86,6942056660.07,1846627232.95,13003331783.65,7183998115.96,4462460464.26,2219069603.88,10368931999.29,5644558152.91,3895362235.25,1705529458.0,8886060068.67,6641641231.73,3541322338.8,1247105274.55,6003662456.2,3230670350.46,2381798614.63,1365774962.03,4569247182.81,2525380300.46,1783690855.63,730881871.68,3062247398.82,1400952842.0,931275874.01,443274507.28,2120396019.63,1257347233.86,723083783.44,154858391.31,1083332609.01,591341131.13,362291182.36,156754379.93,873644321.24,560483593.3,292158431.37,125997043.75,598831418.37,350472493.73,180276186.89,100456789.04
常用指标,营业成本,13093915704.4,72065223064.69,51466561110.87,33743512662.09,14497892671.33,63363036029.28,40875285825.34,25112618054.01,10197212480.46,59150023669.27,37698550425.96,23358368435.53,10730441541.02,35514911265.5,19532342786.57,11172379643.12,4156616748.55,22365999105.36,13476871984.04,7281884764.11,2880229291.75,17336765749.84,10664549811.32,6507534476.11,1749869005.66,11864956442.61,6497330889.24,3948356502.99,1978367404.63,9317185626.83,4949411571.03,3396935142.89,1501974720.18,7890263569.3,5885339439.15,3155569565.6,1122277845.31,5401235917.19,2915401738.99,2133972733.66,1233980780.83,4124268566.38,2250188526.5,1602237244.05,656274837.87,2767534548.94,1281916791.87,830231766.32,402699575.01,1946438195.24,1150442088.49,683414116.81,162709740.16,1028405123.28,537538436.82,324187875.91,134322130.07,692857850.17,440687393.64,225734431.46,99262513.41,444189653.94,254251743.53,156330280.2,96322872.17
常用指标,净利润,2245933741.73,13532853538.91,11954440681.14,7830227334.39,3793314626.93,11264227262.05,7726038958.27,5046616335.25,2107704302.43,9608739771.97,7331471285.42,4411776045.51,1529231205.32,3695573367.31,2128221188.54,941888276.52,422477782.03,1703994570.91,1606330064.59,788448792.19,390170583.95,1975515328.89,1211013983.42,454507716.47,161100771.43,911526331.34,573362100.32,340198920.97,175918715.91,817291291.67,612817575.4,382116040.07,202374066.42,1014320332.0,744840684.63,364892842.52,126318250.55,546129904.23,294549668.89,225109730.11,122659100.06,426110848.47,261112008.9,166306474.46,68902736.49,283286523.06,124030102.46,95632661.86,41467298.67,181031248.75,112765745.2,53912944.1,5231821.22,72801702.77,61904419.31,45103454.82,20332511.22,172548069.31,110940319.65,62530104.68,22936040.76,148033017.17,102438360.53,35215084.8,8211095.12
常用指标,扣非净利润,2032367774.89,12829035682.5,11485846885.68,7495238617.7,3676394413.73,10692731577.61,7380280728.9,4882410919.42,2083420853.57,9215604036.77,7075095109.32,4281869831.97,1458553118.15,3385797303.38,1902230245.8,795402563.8,370528596.97,1334589366.45,1451958589.39,719717701.26,377919781.81,1846326102.7,1083957397.87,410716993.13,146860665.18,905373089.13,463975390.28,286413610.72,147884338.56,699673580.29,528561229.6,339056919.02,183357378.05,921829838.78,674198662.78,335876574.29,124008701.75,503541173.25,259836631.29,200727978.78,106272756.52,389228649.47,240739919.71,155048175.11,63006411.66,244403323.52,92097630.61,80218792.34,32868854.47,127835002.57,70640224.36,20648384.41,-13724277.82,12112762.68,20597830.48,13083058.83,7949740.72,152633826.9,100205527.84,54267489.03,,131767036.82,,19372265.59,3771706.88
常用指标,股东权益合计(净资产),51774201202.99,49771867668.89,48199862473.14,45781982509.33,44006470109.57,40198748048.14,36145360677.6,33356440051.51,31619518014.97,29454496293.72,26955436348.73,24463936416.65,21274482158.35,19738223841.59,18137299332.7,16987277053.58,17153724576.16,16703678048.76,16440786487.87,11867564876.33,11281996710.1,10864697115.03,9882806616.13,9121457803.53,8891107633.73,8754811188.37,8450545667.36,8157566926.44,8008342437.34,7794824364.07,7620734903.2,7384815201.26,7235919481.21,7023125154.37,6836773301.44,6446255751.91,6084979594.97,5963664604.78,5684503953.24,5689613211.25,2959469350.47,2835782897.06,2619970701.78,2509577936.15,2439900047.16,2366511464.91,2155904668.5,2119156044.89,2097328494.58,2048213415.08,1947709240.08,1886447365.48,1857433382.1,1846463710.01,1841218704.27,1818875000.14,1794212856.88,1809720345.66,476924430.44,428514215.47,,392808340.35,,148212311.97,112997227.17
常用指标,商誉,296978138.56,296978138.56,296978138.56,296978138.56,296978138.56,296978138.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10778705.36,10778705.36,10778705.36,10778705.36,,,,,11300925.36,,,,,,,,,,
常用指标,经营现金流量净额,1208404186.03,16917778579.11,9913690247.24,3434473555.69,1790260757.02,12068326644.66,803937387.39,-2603706947.75,-487736072.69,6981838977.28,4552303840.84,4769509834.09,-793931336.59,1210498485.89,-2896672525.36,-1259081175.11,-1682576215.24,-1638632122.77,-3854791122.48,-3129899822.58,-2483141097.98,3088658224.59,508261607.58,-94157775.07,-940033162.78,2480423195.18,-784983218.52,-645335716.82,-722515277.67,180882222.43,-1883836502.94,-2145011197.83,-1336316289.21,855355841.99,-378793962.54,-945028918.51,-666793046.99,865792599.19,-424103621.72,-243640330.03,-419747078.84,-326656272.78,-23211845.54,42682764.4,-159388613.19,10336629.45,-345226429.62,-319330454.56,-87565002.72,294025296.95,86805830.94,144259994.52,-20634445.49,-222845728.34,-229645966.64,-158503388.41,-72079230.82,-144810175.5,-85964243.08,14293712.74,-96399616.37,221640304.27,126633293.73,23176654.84,12077353.29
常用指标,基本每股收益,1.12,6.55,5.73,3.73,1.85,5.32,3.67,2.39,1.01,4.55,3.47,2.93,1.02,2.42,1.39,0.61,0.28,1.08,1.03,0.52,0.27,1.34,0.82,0.31,0.11,0.61,0.38,0.23,0.12,0.56,0.42,0.26,0.14,0.71,0.53,0.26,0.09,0.41,0.23,0.19,0.1,0.33,0.25,0.25,0.1,0.43,0.19,0.15,0.06,0.28,0.17,0.08,0.02,0.23,0.19,0.14,0.06,0.68,0.34,0.19,0.07,1.22,,0.29,0.07
常用指标,每股净资产,23.471175,22.482452,21.688616,20.517141,19.670753,17.800916,16.477319,15.153919,20.064799,18.654816,17.194557,15.62686,13.587347,12.568286,11.504916,10.703638,10.835828,10.540597,10.418865,7.622742,7.459367,7.175158,6.653775,6.144648,5.987498,5.898205,5.689374,5.495885,5.428139,5.308895,5.190202,5.029669,4.940838,4.794502,4.71425,4.442582,4.294365,4.206605,4.026856,7.253413,4.443048,4.258183,3.96032,3.812337,3.706449,3.594964,3.294043,3.237893,6.409086,6.258997,6.038285,5.848361,5.758412,5.724403,5.708143,5.638873,10.012348,10.098885,3.548544,3.188349,,2.922681,,4.94041,3.766574
常用指标,每股现金流,0.582865,8.16018,4.781803,1.656595,0.86352,5.821078,0.387773,-1.255881,-0.328408,4.701097,3.065212,3.211378,-0.534565,0.815045,-1.95037,-0.847742,-1.132883,-1.103295,-2.595441,-2.14827,-1.704354,2.11953,0.348784,-0.064655,-0.644607,1.702316,-0.538734,-0.442652,-0.495551,0.124616,-1.297722,-1.477017,-0.922692,0.590601,-0.261515,-0.652298,-0.471462,0.612166,-0.301456,-0.311795,-0.63515,-0.494287,-0.035227,0.06484,-0.242127,0.015702,-0.526776,-0.487914,-0.267586,0.8985,0.269115,0.447234,-0.06397,-0.690865,-0.711948,-0.487702,-0.402227,-0.808092,-0.639614,0.106352,,1.649109,,0.772555,0.402578
