选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,20081231
常用指标,归母净利润,5734501526.83,10797254300.45,7131932436.7,3995115384.7,1582876128.67,5171485967.85,3752659170.15,2358421051.42,1009266297.74,2173527747.77,1295867879.63,613752780.06,249920270.47,1223990866.18,852508435.97,492455174.4,217412603.4,876977126.32,560103356.96,340820958.16,133069697.16,865483550.47,599875797.65,365140215.97,153661866.9,513487200.53,357884535.76,207314057.36,99499938.81,623115980.05,481473705.5,316903848.73,147766656.23,161505416.37,126303886.66,3968770.57,-4381527.36,10054131.54,4149692.71,5321776.27,-6497167.93,5593969.0,-5320542.4,-5104862.12,-3833260.06,8165506.53,3430784.59,-2993586.95,4636902.66,14240927.06,18189365.04,17387605.38,13782446.32,28775877.57,29194948.45,22883984.19,15215209.05,51210408.65,35584662.51,23630777.77,12169173.13,41915851.77,31271556.39,30477616.88
常用指标,营业总收入,19496398083.95,38239935640.67,25004800851.32,14789074837.8,6674176487.23,23862159738.37,17312601820.15,10798594185.75,4842546924.23,10717984471.03,7030290371.6,4003981244.31,1837163216.03,9641794766.08,6864988244.16,4231043830.5,2088622649.99,7695404805.69,5322086825.93,3297852391.6,1471758423.02,7049590125.44,5204785596.23,3244675971.03,1326090400.82,4757677023.35,3283913790.73,2035202680.96,875646836.85,5156314239.9,4202821091.03,2825560443.68,1398598185.75,2357083470.26,1139473206.22,70587680.36,14564576.12,131620384.91,82639681.04,56687969.87,10325244.47,121409937.4,69286288.53,43076710.47,19188020.43,118746206.93,80071890.51,58185324.15,38360695.85,90526150.4,60869092.03,37402861.12,17668036.47,116659627.85,106872771.62,85337060.13,51058602.99,162079174.21,128203224.31,85179461.41,38983886.98,123547125.31,90373718.04,88594561.71
常用指标,营业成本,11994492431.2,25028288134.91,16535422828.12,9955905506.99,4706849009.12,17820875271.66,12932842802.52,8097077703.55,3697698670.28,8446740855.12,5593855679.9,3293014719.13,1584652816.24,8220942378.49,5937044095.9,3721731802.71,1874950580.51,6880526421.49,4791550754.87,2996550161.16,1352031921.79,6326148660.99,4569499525.54,2822103107.23,1176831883.78,4193226841.87,2814296962.88,1760776007.68,757164468.85,4462418406.65,3651532941.69,2479266581.03,1243721773.73,2067302499.28,997231614.22,69595348.67,20480646.88,137424864.7,91451479.31,64340038.48,17611712.56,122400019.88,75363954.16,46839425.03,22904363.81,118717673.0,91990163.02,64498133.18,36015131.81,88669202.3,53464721.97,30014187.22,14451084.18,85362529.41,76858088.04,58963975.38,33162308.04,103943647.77,62930172.49,42705398.08,24851537.84,74836411.67,55208474.13,54312943.39
常用指标,净利润,6316792027.02,11579754107.99,7569731091.52,4242457490.32,1690515350.62,5371775138.93,3871569380.15,2406921415.96,1027697437.47,2207650156.4,1312303271.67,647120408.36,244588537.59,1233689242.88,850921210.82,489645170.64,215300100.76,886496645.71,565695964.14,345269627.18,134976128.67,876424247.65,604286707.34,366147144.94,153661866.9,513487200.53,357884535.76,207314057.36,99499938.81,623115980.05,481473705.5,316903848.73,147766656.23,161505416.37,126303886.66,3968770.57,-4381527.36,10054131.54,4149692.71,5321776.27,-6497167.93,5593969.0,-5320542.4,-5104862.12,-3833260.06,8165506.53,3430784.59,-2993586.95,4636902.66,14240927.06,18189365.04,17387605.38,13782446.32,28775877.57,29194948.45,22883984.19,15215209.05,51210408.65,35584662.51,23630777.77,12169173.13,41915851.77,31271556.39,30477616.88
常用指标,扣非净利润,5717748340.78,10710053246.51,7083699712.66,3975381594.87,1568385287.19,5068356338.29,3717702857.11,2332908820.04,990216569.13,2123669234.59,1244334539.21,583118199.05,232593405.78,1037414632.71,779441019.98,443276444.88,196152295.48,727808794.63,511361415.69,308042010.79,109204804.73,764365629.64,520310648.78,335221614.69,134992385.98,429501474.55,328621798.5,201832139.66,98336248.98,590032209.73,492106223.23,317241063.06,145446935.72,264658859.15,122467480.82,2327197.98,-5438944.17,451569.08,-6604725.85,-6088759.78,-6773543.37,170724.24,-6184436.4,-5544091.12,-4127001.36,2622208.34,-11784074.39,-5719906.74,1993729.43,2039011.06,6293714.54,6280372.81,2734409.45,26747184.35,25844275.65,22748916.64,15211850.7,49881722.59,,23477229.29,,41724329.97,31039365.75,29832422.04
常用指标,股东权益合计(净资产),38114902411.78,31621198597.62,28017524690.92,24243802114.04,21983729738.3,20292841179.23,18686695530.61,17139816882.11,16655765211.38,14774499083.83,14051094989.85,13324075012.96,12497470625.61,12069000448.44,11949495556.11,11806647048.72,11838441410.37,11603040308.03,8656343526.94,8311165474.7,8162338175.24,7993486730.65,7687351954.86,7354593234.44,7095882026.35,6926216477.11,6737261453.39,6464953458.63,6410115791.97,4776481630.64,4537805147.04,4349244449.75,4176421182.93,4005858286.24,4225941737.64,557859638.7,551420221.1,555782210.1,549672202.0,552865076.86,541349959.11,548207176.09,537496991.45,539710141.26,543351584.62,544957414.02,530199421.39,523833645.08,534113544.18,529337636.24,533199491.97,532282024.95,535004780.0,520917818.97,520425101.91,514114137.65,519779362.51,206902585.45,,179322954.57,,155692176.8,85921034.05,74649477.66
常用指标,商誉,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1938875331.92,1986989308.76,1948502045.27,1948502045.27,1948502045.27,1979904495.12,1979904495.12,1979904495.12,1979904495.12,1979904495.12,1979904495.12,1979249608.59,1914571641.89,1914563356.92,1914563356.92,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1716758386.72,1677920002.36,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
常用指标,经营现金流量净额,3367573676.62,10896126160.03,5454821227.43,3218463287.3,2164459570.16,3164582957.85,1315866293.65,968101519.95,650503647.23,1897126918.71,1442720574.23,1155626085.69,500145089.52,2448940873.28,1467681834.72,1217516057.73,899773137.11,812760603.14,352856092.78,3688508.39,-131284623.37,21688211.25,-136351127.84,-218046568.51,-341847036.72,569457698.94,246255105.24,100564210.07,-141639302.31,660013526.46,309580487.91,221985161.94,-44276822.86,42357112.25,8090739.51,10591345.95,4132757.67,33833600.51,35873075.87,26118064.37,1349662.19,26968204.5,-62163402.96,18434173.9,24844485.88,9114630.25,10567437.15,21522480.12,4733977.07,36139804.97,38443901.7,22437255.07,7299595.09,-13274320.02,-21458481.06,-28889567.99,-13829688.64,33019518.66,18363242.43,22241577.71,3984409.22,32302589.64,34252350.18,22965572.31
常用指标,基本每股收益,5.18,9.8,6.48,3.64,1.44,4.72,3.42,2.16,0.93,2.0,1.62,0.77,0.31,1.54,1.06,0.61,0.27,1.21,0.79,0.48,0.19,1.23,0.84,0.51,0.2,0.73,0.5,0.28,0.22,1.36,1.01,0.67,0.31,0.5,0.47,0.02,-0.02,0.05,0.02,0.02,-0.03,0.03,-0.02,-0.02,-0.02,0.04,0.03,-0.02,0.04,0.12,0.15,0.23,0.21,0.46,0.24,0.39,0.3,1.02,0.71,0.47,0.24,0.89,0.69,0.68
