选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20191231,20181231,20111231,20101231,20100630,20091231,20081231,20071231,20020630,20011231,20001231,19991231
常用指标,归母净利润,29342000000.0,137095000000.0,115353000000.0,84235000000.0,30631000000.0,138373000000.0,110881000000.0,80201000000.0,29609000000.0,131766000000.0,105506000000.0,76173000000.0,28067000000.0,125459000000.0,98532000000.0,70275000000.0,25624000000.0,115937000000.0,86962000000.0,59118000000.0,24056000000.0,107837000000.0,81555000000.0,106325000000.0,116699000000.0,125979000000.0,,,115423000000.0,,,15215000000.0,28015000000.0,18027000000.0,4797000000.0
常用指标,营业总收入,266478000000.0,1050187000000.0,794666000000.0,543769000000.0,263760000000.0,1040759000000.0,791458000000.0,546744000000.0,263707000000.0,1009309000000.0,775560000000.0,530719000000.0,250746000000.0,937259000000.0,723487000000.0,496934000000.0,227320000000.0,848258000000.0,648630000000.0,443647000000.0,198429000000.0,768070000000.0,574413000000.0,745917000000.0,736819000000.0,527999000000.0,485231000000.0,229818000000.0,452103000000.0,412343000000.0,356959000000.0,56236000000.0,102782000000.0,66905000000.0,39942000000.0
常用指标,营业成本,237390000000.0,899589000000.0,669589000000.0,451752000000.0,230221000000.0,895418000000.0,670632000000.0,459992000000.0,233151000000.0,870980000000.0,658859000000.0,448146000000.0,222846000000.0,798516000000.0,614790000000.0,417776000000.0,199834000000.0,720129000000.0,551205000000.0,377496000000.0,172817000000.0,645562000000.0,476117000000.0,617627000000.0,598729000000.0,376700000000.0,,,,,,33033000000.0,59319000000.0,38158000000.0,24983000000.0
常用指标,净利润,29354000000.0,137264000000.0,115423000000.0,84273000000.0,30630000000.0,138526000000.0,110984000000.0,80257000000.0,29629000000.0,131935000000.0,105611000000.0,76239000000.0,28083000000.0,125594000000.0,98634000000.0,70337000000.0,25656000000.0,116095000000.0,87088000000.0,59186000000.0,24084000000.0,108134000000.0,81705000000.0,106475000000.0,116869000000.0,125979000000.0,,,115423000000.0,,,15213000000.0,28014000000.0,18027000000.0,4797000000.0
常用指标,扣非净利润,27900000000.0,127961000000.0,107100000000.0,78366000000.0,28900000000.0,122715000000.0,100500000000.0,73038000000.0,26100000000.0,117980000000.0,97000000000.0,69817000000.0,24100000000.0,115429000000.0,92100000000.0,66611000000.0,24000000000.0,107418000000.0,80758000000.0,55403000000.0,22500000000.0,102176000000.0,77972000000.0,100892000000.0,111686000000.0,,,,,,,,,,
常用指标,股东权益合计(净资产),1427106000000.0,1397551000000.0,1369653000000.0,1398894000000.0,1394806000000.0,1361239000000.0,1329588000000.0,1348569000000.0,1341830000000.0,1310685000000.0,1283929000000.0,1301585000000.0,1293921000000.0,1266123000000.0,1239319000000.0,1252148000000.0,1250829000000.0,1174992000000.0,1147021000000.0,1146539000000.0,,1117472000000.0,,1071989000000.0,1020509000000.0,650419000000.0,577403000000.0,539860000000.0,507634000000.0,442907000000.0,374239000000.0,132963000000.0,111779000000.0,83760000000.0,57092000000.0
常用指标,商誉,3875000000.0,3964000000.0,6098000000.0,5000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,44000000.0,,44000000.0,,43000000.0,43000000.0,36894000000.0,,,,,,,,,
常用指标,经营现金流量净额,71447000000.0,232919000000.0,161047000000.0,83832000000.0,31317000000.0,315741000000.0,224075000000.0,131377000000.0,56904000000.0,303780000000.0,237678000000.0,160525000000.0,75205000000.0,280750000000.0,227592000000.0,147272000000.0,77770000000.0,314764000000.0,249116000000.0,161618000000.0,76272000000.0,307761000000.0,256544000000.0,247591000000.0,206151000000.0,266834000000.0,231379000000.0,126588000000.0,207123000000.0,193647000000.0,168612000000.0,30612000000.0,63890000000.0,41401000000.0,21662000000.0
常用指标,基本每股收益,1.36,6.35,5.34,3.9,1.42,6.45,5.18,3.75,1.38,6.16,4.94,3.56,1.31,5.88,4.62,3.29,1.2,5.66,4.25,2.89,1.17,5.27,3.98,5.19,5.7,6.27,,,,,,,,,
常用指标,每股净资产,65.694192,64.365919,63.185402,64.519699,64.41337,63.053027,61.724795,62.690487,62.503536,61.074251,59.836835,60.701902,60.363349,59.076826,57.822965,58.427005,58.365637,,,,,,,,,,,,,,,,,,
常用指标,每股现金流,3.298958,10.761064,7.446695,3.879036,1.450917,14.673808,10.436595,6.126929,2.65913,14.201379,11.112829,7.510145,3.519553,13.141987,10.653646,6.893844,3.640435,,,,,,,,,,,,,,,,,,
常用指标,净资产收益率(ROE),2.1,9.94,8.3,6.05,2.2,10.36,8.3,5.98,2.2,10.23,8.2,5.89,2.2,10.1,7.9,5.66,2.1,10.1,7.6,5.19,2.0,9.83,7.44,10.15,11.74,,,,,,,,,,
常用指标,总资产报酬率(ROA),1.810891,8.782274,7.204464,5.22209,1.928611,9.015072,7.359859,5.315919,1.984286,9.034696,7.298929,5.217949,1.941057,8.914743,7.079651,5.029898,1.875434,8.84077,6.744392,4.576232,,8.845156,,9.375385,10.192988,,,,,,,,,,
常用指标,毛利率,25.350685,28.868287,31.086141,31.615998,26.925235,29.016035,30.8125,30.811312,26.171849,28.232285,28.747356,28.812233,24.458615,27.782715,27.737471,28.584882,24.030881,28.806448,28.8727,29.417307,25.918086,30.571432,30.812847,31.251332,32.644787,-412.107843,,,,,,40.099009,40.876698,41.28093,35.315744
常用指标,销售净利率,11.015543,13.070434,14.524718,15.497941,11.612829,13.310093,14.022727,14.679081,11.235575,13.071814,13.617386,14.365229,11.199779,13.400138,13.63314,14.154193,11.286292,13.686284,13.426452,13.340786,12.137338,14.078664,14.224086,14.274376,15.86129,514.620098,,,25.530244,,,27.586769,27.921579,27.740674,12.42006
常用指标,期间费用率,11.685017,13.304582,12.651604,11.910388,11.318622,13.179708,12.916035,12.361178,11.563591,13.252234,11.771494,11.484608,11.368476,12.121622,11.367585,11.235294,10.362044,12.844205,12.658063,13.130709,11.523517,13.610478,13.414912,13.727398,13.561539,395.547385,,,,,,,,,
常用指标,资产负债率,33.731903,33.223612,33.955195,33.145323,33.271555,34.329348,32.962276,32.106718,32.760606,33.03802,34.129652,33.466867,33.901235,33.370293,33.314267,33.221658,32.222758,34.940507,35.231206,35.045913,,33.978265,,32.745962,31.993722,31.718698,33.010841,34.782109,32.438698,32.657895,33.585865,31.242986,35.666392,46.458021,34.703494
每股指标,基本每股收益,1.36,6.35,5.34,3.9,1.42,6.45,5.18,3.75,1.38,6.16,4.94,3.56,1.31,5.88,4.62,3.29,1.2,5.66,4.25,2.89,1.17,5.27,3.98,5.19,5.7,6.27,,,,,,,,,
每股指标,稀释每股收益,1.35,6.3,5.31,3.87,1.42,6.42,5.15,3.73,1.38,6.15,4.93,3.56,1.31,5.88,4.62,3.29,1.2,5.66,4.25,2.89,1.17,5.27,3.98,5.16,5.7,,,,,,,,,,
每股指标,摊薄每股收益_最新股数,1.354086,6.326717,5.323358,3.887312,1.413572,6.385695,5.116982,3.701149,1.366408,6.080792,4.868935,3.515263,1.295247,5.789734,4.547096,3.24308,1.182507,5.350309,4.013158,2.728202,1.110146,4.976507,3.763634,4.90673,5.385474,5.813731,,,5.326589,,,0.702148,1.292847,0.831917,0.221373
每股指标,摊薄每股净资产_期末股数,65.694192,64.365919,63.185402,64.519699,64.41337,63.053027,61.724795,62.690487,62.503536,61.074251,59.836835,60.701902,60.363349,59.076826,57.822965,58.427005,58.365637,,,,,,,,,,,,,,,,,,
每股指标,调整每股净资产_期末股数,59.992825,58.586234,57.688848,59.412524,59.429094,57.980275,56.872145,57.934989,57.713465,56.290857,55.194029,56.21392,55.870648,54.547556,53.379593,54.0318,54.048605,,,,,,,,,,,,,,,,,,
每股指标,每股净资产_最新股数,65.658494,64.292824,63.061261,64.348018,64.160886,62.611037,61.157685,62.034736,61.725495,60.289772,59.059501,59.876097,59.523616,58.24152,57.005389,57.600888,57.540387,54.042106,52.752766,52.732783,,51.391618,,49.30834,46.937788,29.953277,26.646236,24.913685,23.426506,20.439458,17.270538,6.127217,5.156947,3.864607,2.634705
每股指标,每股经营现金流,3.298958,10.761064,7.446695,3.879036,1.450917,14.673808,10.436595,6.126929,2.65913,14.201379,11.112829,7.510145,3.519553,13.141987,10.653646,6.893844,3.640435,,,,,,,,,,,,,,,,,,
每股指标,每股现金流量净额,2.678987,-3.236002,-3.222414,-3.36593,-1.956563,1.19671,-0.944568,-0.442391,1.143345,-1.194293,0.480509,1.769498,1.242151,-3.596761,-1.80917,1.329739,1.833605,,,,,,,,,,,,,,,,,,
每股指标,每股企业自由现金流量,,10.618857,,5.243213,,8.452819,,3.030656,,6.815147,,3.434712,,10.7255,,1.680395,,,,,,,,,,,,,,,,,,,
每股指标,每股股东自由现金流量,,10.600238,,5.243213,,8.452819,,3.030656,,6.815147,,3.434712,,10.7255,,1.680395,,,,,,,,,,,,,,,,,,,
每股指标,每股未分配利润,57.789056,56.469956,55.513291,56.621008,56.487323,55.238158,54.080917,55.075815,55.013773,53.658287,52.436698,53.329117,53.12614,51.824602,50.555949,51.218923,51.202399,,,,,,,,,,,,,,,,,,
每股指标,每股资本公积金,-14.049213,-14.027559,-14.273691,-14.040082,-13.999867,-14.012016,-14.043188,-14.062878,-14.093989,-14.105917,-14.124231,-14.131938,-14.14612,-14.157162,-14.167366,-14.173311,-14.15894,,,,,,,,,,,,,,,,,,
每股指标,每股盈余公积金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
每股指标,每股留存收益,57.789056,56.469956,55.513291,56.621008,56.487323,55.238158,54.080917,55.075815,55.013773,53.658287,52.436698,53.329117,53.12614,51.824602,50.555949,51.218923,51.202399,,,,,,,,,,,,,,,,,,
每股指标,每股营业收入,12.304224,48.519569,36.744773,25.161031,12.220006,48.368436,36.863224,25.498085,12.323058,47.184079,36.261943,24.829631,11.734777,43.87336,33.866632,23.261621,10.640913,,,,,,,,,,,,,,,,,,
每股指标,每股营业总收入,12.304224,48.519569,36.744773,25.161031,12.220006,48.368436,36.863224,25.498085,12.323058,47.184079,36.261943,24.829631,11.734777,43.87336,33.866632,23.261621,10.640913,,,,,,,,,,,,,,,,,,
每股指标,每股息税前利润,1.775325,8.451158,6.906851,5.032354,1.859918,8.442595,6.754269,4.888457,1.832708,8.146509,6.568397,4.707308,1.752218,7.733152,6.072042,4.333602,1.60283,,,,,,,,,,,,,,,,,,
盈利能力,净资产收益率(ROE),2.1,9.94,8.3,6.05,2.2,10.36,8.3,5.98,2.2,10.23,8.2,5.89,2.2,10.1,7.9,5.66,2.1,10.1,7.6,5.19,2.0,9.83,7.44,10.15,11.74,,,,,,,,,,
盈利能力,摊薄净资产收益率,2.062317,9.840472,8.441566,6.041075,2.203168,10.198992,8.366868,5.966253,2.213685,10.085944,8.244118,5.870896,2.176023,9.940905,7.976607,5.63026,2.05509,9.90026,7.607485,5.173635,,9.683499,,9.951117,11.473643,19.409334,,,22.737444,,,11.443,25.0628,21.5222,8.4022
盈利能力,净资产收益率_平均,2.083991,9.970882,8.471809,6.123725,2.230103,10.391624,8.426661,6.051361,2.239733,10.260231,8.301607,5.95214,2.199713,10.312695,8.189461,5.809733,2.11952,10.149142,7.706913,5.240274,,9.883831,,10.196214,11.473643,20.543398,,,24.285748,,,12.44484,28.661312,25.60017,8.402227
