选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231,20031231
常用指标,归母净利润,2763413437.55,6012096267.97,3299888043.04,2124568286.95,865440837.28,5107447941.27,3369179428.06,2496931505.79,1375236215.25,4836966617.91,3758225049.19,2770709827.34,1121511970.8,5087408654.19,3866688047.42,2889361920.43,1305149092.35,3609069039.18,2326809621.1,1402690407.84,577880477.93,3019754430.97,3980197964.89,3046044097.22,1268272087.61,1932766598.72,1054623846.66,636286780.16,349488060.31,1166993927.15,439917588.42,315903535.92,149838728.62,844747055.75,844196235.29,517148286.84,302308151.97,1729968663.63,1769269178.5,1572171178.57,419838303.75,1153680092.22,1626654348.85,558336871.75,225043106.28,200264205.26,313069648.16,253547664.12,183521000.83,-2183523287.83,-201162978.01,-137490702.68,-70871453.15,91071090.66,67804328.72,82723314.23,52231115.0,163433745.63,201006245.39,199082741.0,103033120.0,615800466.0,548844371.0,441830404.0,223649119.0,343120198.0,349433855.0,220825669.0,190852293.0,1233124984.0,1368743001.0,854825278.0,441601267.0,848466017.0,715545493.0,470029716.0,204951022.0,882509175.0,520319910.0,1344457173.0,1206270078.0,428736935.0
常用指标,营业总收入,8556013852.97,28177211131.95,19309934744.59,12584631566.78,5595174511.35,25799279395.2,19296219583.57,13234502985.71,6253796627.12,25881013078.04,19022530985.27,12990062084.72,5883160023.71,29708405329.45,21579217577.68,13727267927.59,6095762604.62,24412230326.4,16630404618.7,10379966488.24,4466643506.79,21610397166.45,14205224063.45,10354724905.21,4783156256.76,18609358690.57,13082117545.85,7561156524.11,3679720755.53,10931097409.67,7318988426.06,4617345812.71,2328138041.31,9606810654.16,6956419705.47,3267676320.53,1760484406.16,6025067278.81,4468429794.77,3163176793.83,1654428076.74,6157025503.45,4551023830.88,2881323172.55,1361973069.24,2602150349.41,1761438893.33,1190736499.31,660438390.7,2566876946.9,1928536503.82,1299734028.37,650449461.44,2869584030.2,2217780244.54,1562250220.27,814719705.0,2796776828.25,2065380265.53,1349835461.0,656633065.0,2596677704.0,1972959873.0,1368371747.0,659447696.0,1864210324.0,1347732319.0,900674129.0,499036033.0,3210794929.0,2570576475.0,1632921302.0,832244309.0,2420921033.0,1751082984.0,1197102938.0,567253888.0,2447904517.0,1205853888.0,2654790824.0,2525732511.0,1789000948.0
常用指标,营业成本,5562178816.4,23036132376.97,16449964823.03,10678505571.98,4744739855.25,20595619823.03,15898586754.71,10660662069.41,4983880691.33,21304376059.68,15649133716.04,10406517845.36,4872493647.98,24626466952.33,17714407949.56,10992472312.94,4801524889.08,21270063569.49,14638686563.81,9159653369.92,3978174025.25,18071488916.31,10732024268.67,7654093605.42,3688330349.83,16566658833.37,12363810839.62,7126636835.77,3432623824.44,10079958338.04,7066333340.59,4447526638.48,2233083341.76,8820867201.85,6023790316.46,2552360516.96,1272479787.58,4699419897.46,2934378372.97,1914898263.36,977848775.01,4958315654.24,3119213711.48,2006931543.02,1022840612.1,3005802645.68,1566982267.14,1062657301.42,536917268.3,4815063823.21,2229134662.11,1533228675.83,742815033.38,2862591550.78,2194908795.13,1509963734.06,784805534.0,2701955472.12,1918890905.01,1184929935.0,574929985.0,2036136572.0,1483126189.0,973044233.0,483704686.0,1473670898.0,1031867268.0,678700522.0,302957114.0,1853435309.0,1247340693.0,842945642.0,431314073.0,1464505085.0,1031172534.0,712509395.0,351102276.0,1463816692.0,673280861.0,1315482113.0,1342757206.0,1343332348.0
常用指标,净利润,2778301462.77,6070713066.81,3343422623.73,2156235633.9,881026893.88,5209203848.74,3443571764.56,2546983168.81,1398677934.99,4921639348.3,3816092201.49,2803773619.41,1130891216.89,5068484199.94,3887025148.34,2899823142.95,1309253871.47,3658569966.92,2361302486.94,1429986367.51,593976779.96,3054179020.13,3992830951.14,3045379195.47,1254799075.1,1946278109.99,1067883371.55,643807288.66,347953955.5,1089815092.05,358958740.09,233231846.54,113422103.44,1155295802.68,1117831754.63,795437735.15,523260798.2,2251863960.5,2417370672.79,2099606736.01,702644324.74,2062637108.38,2252029738.41,964148912.39,386631832.93,224955941.52,310332799.79,251827812.9,183277021.45,-2185679978.12,-203333759.68,-139029788.18,-71464797.05,90580820.16,66747120.65,81844235.68,50949775.0,164819340.49,202924461.39,201267127.0,104378399.0,632545230.0,562224444.0,451681085.0,227157999.0,353428092.0,358484420.0,227469960.0,195978935.0,1281632256.0,1408958386.0,878357776.0,451340777.0,881927871.0,742068997.0,487399907.0,212490247.0,905825417.0,531348173.0,1390298731.0,1289288559.0,513333845.0
常用指标,扣非净利润,2756650105.79,5024011136.9,2900896457.47,1906183512.83,853180501.11,5015004674.52,3288184845.87,2444700614.13,1358642572.78,4640441615.09,3617839394.12,2735531358.18,1101847650.02,4807722341.47,3646827379.4,2705906574.09,1291726440.92,1869013420.35,1420317532.68,900424924.31,370352584.2,2768382965.57,3966072513.56,3046476621.37,1238571102.34,1533598195.05,682351786.43,441314274.04,269726449.52,846396693.22,229710498.94,105678549.84,48208584.75,328992931.11,599448978.67,517082506.38,302256419.87,916846480.19,966323974.32,770984092.52,419612848.83,464819024.58,916545050.65,556919256.1,225041162.33,-154868353.04,405739370.76,267185798.64,186375213.13,-2035168802.82,-146754636.9,-142342233.2,-75788526.27,52461978.98,56554446.62,76180658.17,45503170.0,152734273.0,192750152.0,196495722.0,96126037.0,559933319.0,521235850.0,414976174.0,186301787.0,388443380.0,307103215.0,211143755.0,186761160.0,1292615846.0,1247959368.0,734041645.0,381667453.0,816126882.0,686672493.0,470029716.0,204919224.0,828959825.0,519210000.0,1337800000.0,1138560000.0,405130000.0
常用指标,股东权益合计(净资产),45821336061.36,43754793435.95,41524900129.1,41199905019.18,41458166642.59,40849185974.61,38086775993.86,38450782658.73,39086271188.86,37339081185.93,36766455829.3,35799359007.73,34301486899.95,33503823647.53,32590491831.57,30098899222.09,28220868686.07,26883352746.51,26597918613.22,26011173604.88,26407203231.86,26450394078.24,28113133302.24,27958229459.79,26874469027.26,27743695028.9,21264764235.27,20478505190.9,20291566229.38,20326816570.63,19587794757.95,19502125836.21,18643692934.66,20925554501.38,19608976450.85,21315641787.81,21395503734.07,20971722210.99,20428426871.58,19986481890.91,18814256852.01,18259220593.35,18112787051.28,14372419347.63,13916403989.99,13519567681.53,13664315409.79,10262548115.67,10207451074.47,9975983707.67,12000603145.22,12090180925.84,12305554340.45,12388221109.06,12397612756.19,12396371419.75,12378701242.0,9465220157.2,9557856241.0,9703302602.0,9946512154.0,9844282609.0,9965194553.0,10000981933.0,9845272611.0,9618114579.0,9595705449.0,9808030752.0,9776783126.0,9580804198.0,9583218840.0,9344044813.0,9055239458.0,8869278480.0,9142009018.0,8881169952.0,8864572082.0,8563041651.0,4565376424.0,4938191345.0,3495950241.0,
常用指标,商誉,41812360.42,42647867.38,43151477.25,43485194.62,43558005.69,43616254.54,42595686.12,43216400.44,43077452.66,42974910.41,43520993.4,43746100.94,41714065.48,42258328.19,42911200.73,40561830.39,38669956.24,38634764.22,39196016.18,39332536.92,39610432.49,39590409.44,41333020.92,42809872.0,42892997.97,42328712.22,42915448.05,41712851.97,40856108.44,41643074.7,41740156.12,40146807.33,38253719.65,39646838.02,40269979.38,41104272.82,41862114.65,42090862.74,40518143.75,40235394.12,39203904.04,39400493.92,38597751.93,37094810.22,37268343.25,37127575.19,37330839.42,37332659.69,37328412.38,36993481.48,37303535.27,37489810.24,38069264.96,38137828.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,3313933943.69,9054927611.3,5803489723.4,3526386301.93,1380071379.09,8476220586.11,6402162610.49,4097235845.09,1803018671.22,8917304888.14,6677949023.43,4443774557.16,2235688490.05,6995173616.24,4599809070.96,3087304577.33,1052762455.66,6508505385.47,3879040641.21,2312862288.89,1039142491.67,8071813721.95,5784788007.05,3551152602.69,1576799718.56,4683665408.22,3187161459.13,1932167289.67,893349950.02,4122254821.11,1340221415.52,931643581.71,450276238.17,3494125109.12,2843350252.48,2128295206.39,1197333127.49,3513929770.07,3054891226.31,2385292478.51,1157551991.37,2292155880.94,2708855477.69,1105556938.94,454332212.31,1066406047.95,739378010.31,644479146.8,427504596.33,490881579.53,543922859.3,255658851.27,-3462068126.6,682034074.79,550604825.6,380881677.84,114420065.0,697790226.0,557449326.23,376767375.0,178544071.0,973670500.0,741811134.0,408789230.0,203147003.0,681233903.0,618243922.0,397967937.0,254624213.0,2053719326.0,1743238208.0,1047357534.0,447756071.0,1222107059.0,969376673.0,635043190.0,167908469.0,1392348127.0,863020525.0,1973852162.0,,
常用指标,基本每股收益,0.34,0.74,0.41,0.26,0.11,0.63,0.41,0.31,0.17,0.6,0.46,0.34,0.14,0.61,0.48,0.36,0.16,0.48,0.35,0.21,0.09,0.45,0.59,0.45,0.19,0.32,0.18,0.1,0.06,0.19,0.0804,0.06,0.02,0.14,0.162,0.0976,0.06,0.33,0.3339,0.2967,0.08,0.23,0.3354,0.1183,0.05,0.04,0.0663,0.0537,0.04,-0.46,-0.0426,-0.0291,-0.02,0.02,0.0169,0.0214,0.02,0.05,0.0585,0.058,0.03,0.18,0.16,0.13,0.07,0.1,0.1,0.06,0.06,0.36,0.4,0.25,0.13,0.25,0.21,0.14,0.06,0.38,0.23,0.6,,
