选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231
常用指标,归母净利润,3142632759.73,13171912357.24,10302183788.39,6316143838.25,2963921647.77,12768289200.79,10015192272.01,6356858543.01,2963088021.75,11545536011.72,8914135804.57,5136105134.74,2226063711.3,-576230116.65,152007700.56,-1027618871.47,219835474.08,4815710298.29,4346888381.05,2742975922.29,321819236.69,3228866108.76,1848449645.74,530266174.25,323585702.99,11068081067.35,8944523564.51,5337025476.64,2367472004.28,10247974582.18,9053442247.06,7903188041.4
常用指标,营业总收入,10559383280.69,43062041486.98,32804876912.8,21013144304.39,10223408183.32,42157108608.19,32355133669.92,20862476427.2,10106273422.03,40682737550.39,30881500016.17,19279279431.77,8938741095.06,19335662193.2,15225387684.75,7927637163.06,5679201727.07,29304780634.27,23017476383.38,15098099552.51,5744172778.29,25238431430.89,17191793288.12,10045537206.03,5144730911.43,34856248852.69,26397668070.53,16778754879.29,8007857161.0,31158421590.01,29555409435.45,26257617159.79
常用指标,营业成本,6313424039.75,25364335856.92,18944631347.49,12511209345.95,6221744114.4,25050801183.56,18917549532.16,12418878443.49,6165542995.71,25369225991.87,19092686309.73,12511783793.14,6005569202.36,20420568476.41,15281834744.81,9504970625.78,5452079843.07,23060918384.88,17378352609.06,11551157493.58,5388288424.63,21214057852.09,14949454124.0,9502590509.16,4793483711.38,20381304958.33,14693477936.39,9849900918.55,4993591378.43,17563660284.55,17369350377.85,17204584695.05
常用指标,净利润,3190270541.11,13204724664.79,10365379691.69,6318965360.73,2978168600.69,12671419771.62,9978496200.67,6305154620.3,2946942167.29,11207314430.47,8673074418.28,4937354855.14,2141022416.93,-1552349190.93,-517970107.13,-1558539362.55,45369074.38,4215394615.61,3929668596.94,2446916000.15,125987577.35,2500526472.31,1266348781.19,101008299.43,112757866.23,10601626742.32,8635703036.86,5119524773.12,2266524103.02,10247974582.18,9053442247.06,7903188041.4
常用指标,扣非净利润,3142001489.3,13190075234.64,10302523284.27,6316127607.93,2963589179.98,12763282448.21,10011259952.88,6352943169.84,2962916432.73,11548920464.6,8915523119.29,5135984626.52,2225904019.23,-606097034.53,151087732.04,-1030109238.16,220168290.24,4812451623.68,4348624087.79,2744818018.58,322913290.76,3329325656.82,1952042350.56,633828615.49,427543058.78,11913464045.03,9496186000.0,5742244463.15,2555548169.57,10247199600.0,9028262600.0,7903219000.0
常用指标,股东权益合计(净资产),233334086376.98,229990541986.07,227362999607.39,225116505608.89,227420327349.58,225248350080.95,222739237373.81,219003750185.29,221002973033.74,217911553928.0,215524342110.03003,211733765015.28,209485107281.47,207279492221.98,208469930883.97,207341762183.29,211258074217.0,211104367198.46,211079578971.99,209503130322.07,208703267175.74,208483458188.18,207249280497.06,206041317877.7,208645889831.96,229686916597.01,159733838753.58,,,148173220466.81,144382510782.58,139562591118.02
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,4423061145.16,21204669893.36,16331635875.01,10268776715.97,4815699765.54,20065201191.26,15742295057.47,10322863644.79,4531642831.61,21080698880.93,16195724138.62,9444110174.11,3865974679.94,6801120597.25,5165055383.78,962758597.0,1374523779.92,15467540962.65,12165732789.36,7504432178.99,1964084524.61,12601849428.46,7927607248.41,3850152222.58,2615795971.92,18052567210.28,14325778948.77,8696162713.88,4013690780.19,13765333861.94,14888887801.29,14384764849.67
常用指标,基本每股收益,0.0642,0.269,0.2103,0.1289,0.0604,0.26,0.2039,0.1295,0.0603,0.2351,0.1815,0.1046,0.0453,-0.0117,0.0031,-0.0209,0.0045,0.0981,0.0885,0.0559,0.0066,0.0665,0.0382,0.011,0.0069,0.27,0.2236,0.1334,0.0592,0.26,0.23,0.2
常用指标,每股净资产,4.30048,4.233228,4.178668,4.133993,4.165558,4.121725,4.069234,3.993488,4.033545,3.97036,3.91967,3.841595,3.793502,3.746907,3.764724,3.739008,3.811558,3.804994,3.800454,3.765989,3.747763,3.739397,3.711286,3.684443,3.733034,3.70787,3.730281,,,3.70433,1.105329,1.06843
常用指标,每股现金流,0.090403,0.433405,0.333804,0.209885,0.098066,0.408605,0.320574,0.210213,0.092281,0.429285,0.329808,0.192319,0.078726,0.138497,0.10518,0.019605,0.02799,0.314979,0.247741,0.152819,0.039996,0.256622,0.161437,0.078404,0.053267,0.390529,0.311363,,,0.344133,0.113982,0.110123
常用指标,净资产收益率(ROE),1.51,6.44,5.04,3.09,1.45,6.42,5.05,3.21,1.51,6.09,4.73,2.68,1.2,-0.31,0.08,-0.55,0.12,2.6,2.34,1.48,0.18,1.74,0.99,0.28,0.17,5.73,4.62,2.74,1.23,7.01,6.36,5.82
常用指标,总资产报酬率(ROA),1.598501,6.727056,5.259694,3.239447,1.541054,6.609197,5.199594,3.299786,1.536869,6.162805,4.745922,2.786273,1.251995,0.702073,0.793476,0.012683,0.352778,3.270743,2.756041,1.759241,0.409913,2.385596,1.489303,0.642569,0.329414,9.430814,7.463725,,,8.446655,7.541932,6.077833
常用指标,毛利率,45.818868,46.881332,47.955259,46.538386,45.382494,47.389396,48.166084,47.385785,46.202938,45.795308,46.467477,44.089095,42.40839,13.539526,18.041733,3.626038,21.129892,35.849124,38.428146,37.862239,24.462608,31.310292,28.867206,21.876736,21.098213,51.116873,52.580775,47.917861,44.592397,47.689317,46.083425,42.326574
常用指标,销售净利率,30.212659,30.664418,31.597069,30.071488,29.130878,30.057611,30.840534,30.222464,29.159533,27.548083,28.085016,25.609644,23.952169,-8.028134,-3.400923,-19.662412,0.80567,14.384665,17.072543,16.206781,2.193311,9.907614,7.366007,1.005504,2.191715,36.23699,38.07694,30.511946,28.303752,32.889902,30.632098,30.098649
