选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231
常用指标,归母净利润,1013451151.58,5050002089.89,4254130654.72,2968388046.74,1322825045.35,4285493340.7,3353827529.06,2118060738.46,811139196.61,4741863347.2,3319367588.06,2076923359.07,747152094.99,4319762362.29,3084814384.8,1974878638.41,717395632.59,3573404586.07,2491882958.63,1562912978.43,646279199.0,2100142115.63,1498299053.01,774443567.67,172496429.83,951936269.85,646005277.89,398526010.6,129145489.46,1166898440.51,794088454.58,496117938.07,196499425.4,1060041825.69,723196881.31,428731196.37,172451688.11,931837483.76,688585326.65,388646678.65,139587057.46,809281375.88,586223222.37,330154680.17,126352065.0,666316532.8,464694782.16,301814734.01,120258998.63,560228708.04,403147129.66,224804689.93,77693680.32,317616537.92,241937923.51,142019997.46,59488402.57,340066118.51,257900938.88,170001448.03,71549067.82,220330539.57,151591105.92,88412041.81,27707983.07,102616035.43,66008189.08,55642155.53,49392675.18
常用指标,营业总收入,10143223378.12,45104844200.13,31662606469.69,20509357782.99,8977911730.21,37040952138.72,25397421789.27,16183334477.3,6492396169.32,30419925397.64,20121204085.32,12450888302.52,4781730120.48,23008312443.12,16240936078.04,10396553539.07,4778176035.54,17943256595.29,13347819219.66,8274106006.44,3412719337.66,11511316766.18,8098481092.53,4784043444.36,1547534852.4,7390370858.4,4908300995.86,2718925631.85,1099937381.46,5874357770.64,3939037417.96,2472708273.75,975254510.43,4777295690.69,3129624425.7,1937009821.32,781883580.96,3660045212.97,2453239756.26,1464766513.04,567698658.1,2770529879.66,1871274514.41,1111789948.76,454845718.65,2242550146.06,1593502411.42,1039649517.77,440863454.03,1725868253.8,1162662020.98,701498562.38,286905779.71,1193186614.1,860950935.91,528313222.7,213819647.39,1054026834.36,789887920.75,500680260.0,208255117.88,674603994.31,468210579.1,277082381.34,100846715.29,303928851.48,200812338.11,194847739.06,159393290.75
常用指标,营业成本,9060026771.58,39868509575.03,27817441336.18,17857284484.35,7854328763.48,32806044535.55,22278166879.08,14176350168.34,5821625253.53,26278782349.27,17142337126.18,10650348512.71,4279591274.84,19783507576.71,13830403601.41,8816964540.05,4163338428.75,15152791501.35,10925941627.45,6685518006.7,2783331573.66,9505306548.94,6665308075.69,4072903525.73,1435187120.53,6612888291.38,4411439274.66,2414732792.98,993653397.21,4959565032.0,3317528660.18,2065005600.45,832353403.78,3987598703.13,2593979073.53,1642066755.25,684614646.76,2858018427.16,1879779298.3,1141389420.02,468090313.94,2072192632.51,1370939706.42,829910293.47,351497765.01,1628589635.61,1170571312.58,766455764.42,340702464.64,1211897203.53,804464218.03,486131500.09,205468141.55,882120859.75,626520229.3,394104382.21,165364417.05,701805922.96,498177781.4,308978312.55,132117517.08,455771350.09,310202313.1,183799488.72,74803160.38,209959008.45,142173181.09,144949484.75,113217017.79
常用指标,净利润,1022833839.31,5172693917.11,4317384286.93,3004674214.76,1343497173.01,4346397042.07,3414976682.06,2147948588.52,823479475.43,4775571577.6,3345242260.45,2090025192.16,752293499.71,4324493099.1,3106648212.34,1994622316.43,719970994.21,3680924533.89,2599849839.07,1643190437.12,684812600.79,2181697584.96,1567671441.86,812583052.53,184785855.39,1010140798.97,714692636.08,433030461.64,140254740.15,1208720772.0,831149190.85,514840175.23,202404278.13,1091364762.41,745341943.94,444312209.24,177545809.75,980170451.17,717594253.19,402644859.93,142455462.82,833966920.64,602475626.81,342193012.37,131271064.95,690062598.06,485240165.89,316308961.26,126137324.26,569134399.31,410177427.59,226939288.12,77734426.08,320172314.6,243942833.08,143438191.58,58910489.98,346438705.72,262505584.38,171010470.05,71702956.79,221168688.12,152182698.0,88752782.04,27551760.54,102674102.62,65660830.04,55341239.67,55260823.12
常用指标,扣非净利润,1045687470.08,4950505396.54,3888104374.94,2671442967.88,1233790310.77,4035832165.85,3134738154.75,2068488355.12,791559022.67,4071177195.45,3046179811.45,1867428397.43,624894694.91,3389133196.35,2729880008.76,1744488193.85,697548619.01,2918331533.6,2417303119.11,1523097447.87,624958869.51,1913091002.36,1427109110.26,701857179.55,148536112.51,810656636.39,565361396.19,343841753.32,101302970.93,1051199882.49,732403113.69,457724879.98,181109589.11,927828120.65,631553061.11,364365955.58,148529598.25,857227079.28,642753978.12,363380843.34,127677680.54,761479504.61,559219998.22,311146588.9,118095676.07,637569833.97,450374650.94,289622037.13,110790288.52,532408867.85,383179342.22,216229966.76,73995117.51,311054212.53,230352152.73,137532347.42,58275806.14,333413426.56,254036186.12,165751283.19,70435709.2,216293261.26,150135912.97,86993389.86,,99425449.6,,52609775.98,45828354.57
常用指标,股东权益合计(净资产),38173467118.39,37135200848.37,36098019220.64,30699413551.36,30027389138.35,28429130808.62,26904398754.98,26006078569.66,25858773068.34,25000991558.81,22920000496.8,21487356974.17,21287643186.67,20111545853.17,19300589350.17,17694271958.95,16979778026.67,16329652242.76,14614682995.54,14350255183.02,11760107349.31,11015660694.4,10281234142.1,9522419672.39,9214754180.0,8936375420.93,7471497088.68,6781951128.52,6813975887.82,6534796875.93,6165565635.71,5836946995.46,6006057032.38,5725475935.58,5384859061.56,5048996215.19,5248440867.81,4982293318.03,4688259115.54,4306737969.41,4440592013.83,4289827899.25,4076311779.36,3756261470.77,3783370614.06,3645933703.85,3413537461.5,3226305116.07,3372533251.87,3233637526.97,2940244791.52,2735889233.12,2796703012.2,2706025919.85,2630110647.3,2529413181.12,2577301379.13,2513850937.09,2429023441.08,2336371366.64,2367054979.7,2295350896.59,2226535279.42,304620030.51,,215867248.47,,126963145.85,85011906.18
常用指标,商誉,2090380774.02,2094586192.49,2155439032.88,2157924663.6,2153316169.89,2153558015.04,2172881594.61,2156930411.31,2158650199.05,2161297059.88,2220256950.55,1974703676.32,1974703676.32,1974703676.32,2043825222.22,2043825222.22,1920689165.15,1920689165.15,1994222132.96,1964170838.72,1964170838.72,1964170838.72,1964170838.72,1964170838.72,1964170838.72,1964170838.72,1154138801.71,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,311429559.48,309030282.85,275393796.05,275393796.05,275393796.05,275393796.05,37128842.57,37128842.57,37128842.57,37128842.57,37128842.57,37128842.57,37128842.57,84970.74,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,94051224.97,6681025417.16,3930659053.66,3020067332.25,262550980.59,7200440164.32,3856715361.66,1827740235.15,27198894.02,3369915897.12,1448720281.76,748367345.13,275714201.47,3200830470.94,2099652107.45,-180932668.42,-78016308.71,1766024032.95,629177326.5,385499799.43,276592197.41,1467347716.94,576932681.23,487784300.26,150465138.11,1361181323.1,561693379.87,198828820.5,21492247.42,471289817.62,185804020.29,-130348471.09,-94486215.33,491678218.04,304205804.39,235952320.86,4565160.0,420348137.24,193836437.79,-18924557.19,10002618.79,801807468.95,383172393.46,284558066.65,74533894.13,524225122.88,176192569.18,71786324.26,-45030033.35,452183777.73,334764042.51,231335930.78,73027204.11,263325386.97,178555414.48,113947601.42,173883.37,6105368.8,-58785602.87,-12761579.72,-24731277.46,147344151.85,92135850.94,52939072.61,11155329.64,86401204.37,48477320.07,47355767.04,36095083.06
常用指标,基本每股收益,0.37,1.87,1.58,1.1,0.49,1.6,1.25,0.79,0.3,1.78,1.25,0.78,0.28,1.64,1.17,0.75,0.27,1.37,0.96,0.61,0.25,0.81,0.87,0.45,0.1,0.58,0.39,0.24,0.08,0.71,0.48,0.3,0.12,0.65,0.44,0.27,0.11,0.59,0.43,0.24,0.09,0.51,0.37,0.21,0.16,0.85,0.6,0.39,0.16,0.72,0.52,0.29,0.2,0.82,0.62,0.37,0.15,0.87,0.66,0.44,0.33,1.26,0.94,0.55,,1.27,,0.69,0.61
