选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20141231,20131231,20121231
常用指标,归母净利润,502949305.92,4045416530.33,3210212165.01,2027879812.52,865970220.63,3323242749.9,2375297360.17,1367013499.87,557792077.38,555623916.73,368410638.54,153116890.75,198855972.86,990308727.22,2149468737.97,2269335437.45,896204454.11,4476187473.66,3518484331.36,2243549335.55,1040832170.26,2706109337.61,1726573374.87,990095933.55,445109124.07,465632238.67,135126461.42,75801380.95,49454973.86,144991902.55,247471811.31,155787222.76,42880033.52,137156318.0,100357752.98,58810124.22,35966747.94,141690919.38,106483615.41,69065686.76,28370446.58,115369792.17,97972041.23,127321099.45,86299130.19
常用指标,营业总收入,6414033079.02,28854805517.49,21782627742.87,13955815139.72,6472102098.4,25730639138.12,18908383806.32,12091406707.58,5643808881.3,21020641622.86,15081409103.31,8858460865.34,4335380842.17,20078179456.15,15382709795.17,11071714468.69,5538237003.29,24103509570.58,18314469970.78,12448143937.46,6211809017.73,19823965431.66,13968868790.9,8042878724.26,3816543985.76,13631670629.57,9405973403.4,5703421495.1,2646467818.64,9701902368.56,6721920196.65,1895428330.96,820275831.33,2405916266.81,1618232925.9,914527448.1,398244287.84,2160769529.87,1613373371.18,1044708249.29,462366525.86,1983271234.11,1407671632.94,1141460350.81,1005644824.39
常用指标,营业成本,5614317844.58,24091023072.35,18183839403.06,11686967104.49,5423699548.71,22109126801.15,16181228630.25,10453626131.55,5008917941.66,20260247846.7,14559184302.43,8693525906.83,4121676263.92,18298574185.8,13533793149.52,9352284117.05,4517617591.37,19479261810.8,14838497987.17,10146013012.26,5092086244.08,17062544243.64,11970553657.67,6901977563.56,3282642941.91,12603588009.01,8756482469.59,5301455711.28,2438204196.9,9210747634.28,6241425197.7,1682097800.73,756472027.45,2281790777.3,1532419489.75,874874097.56,375917288.06,2031303015.55,1512536884.93,974799343.04,430210828.1,1871291825.37,1305912087.74,1003240532.51,903296775.41
常用指标,净利润,493680572.36,4031687643.75,3199423491.03,2020392602.94,861555737.47,3284302206.55,2366344496.36,1360914496.54,554047847.19,543822830.19,360118652.34,147701182.75,194988072.61,958574884.83,2130491997.4,2258049943.03,889173652.1,4545881317.96,3580502321.91,2316494362.25,1078584833.2,2683121717.76,1707669084.48,976466977.51,446439818.3,705276510.69,378760162.76,265206563.64,137469319.88,136841163.0,228890350.03,144470816.17,38593859.17,123403995.55,90236395.17,52520987.64,32873002.61,131440204.95,100322616.87,65316495.0,27457743.15,107826681.58,97972041.23,127321099.45,86299130.19
常用指标,扣非净利润,615527525.46,3909518597.14,3060088730.12,1951351981.31,848301442.67,3056526805.13,2293046098.71,1372133124.87,565982178.85,138009609.54,129858148.25,-78961299.8,21964487.77,95793107.76,1254535481.89,1451210313.38,902179381.56,4002881410.48,3067823328.43,1965854213.94,944202864.02,2245073139.31,1586208633.43,927745680.6,436000225.06,334201677.11,61694332.82,18315373.2,48569404.45,132553764.37,240981228.25,151714657.42,40681894.29,120567028.45,88539144.28,47076537.34,24212201.47,127036400.0,98507381.02,63431219.68,28563282.4,106726800.0,85556400.0,67392300.0,46591600.0
常用指标,股东权益合计(净资产),33009992875.02,28153859120.96,27700433266.96,26187007650.77,25224600193.4,24202390100.95,22689064560.31,21742259394.4,21087143445.9,21494687630.37,18134665512.37,19006005495.34,18338527052.7,18101092789.17,19692212152.33,19511963490.57,17205404998.22,16304374745.19,14835160513.37,13721008452.55,13047188303.41,11525050451.1,10375405097.91,9884699866.84,9068040406.87,7955376712.81,7659878695.5,1678863309.32,1724888816.46,7873725351.1,1616735607.75,1453376776.85,1287148461.69,1190640877.98,1126514979.77,1079998835.17,829457676.11,808900375.0,,,,652138883.53,519649443.58,349875291.53,259698098.44
常用指标,商誉,3844893986.6,3618577023.19,3625117650.5,3629645777.1,3631317175.99,3632186985.62,3854246790.67,3864428679.85,3861716920.42,3860668032.34,3868071278.04,3870181093.61,3876673410.71,3169362464.81,3184834111.51,2986176377.95,2996674175.41,2998357116.65,3005447813.24,3005447813.24,3007651391.32,2799548286.4,2836737563.66,2836737563.66,2249275235.91,2249275235.91,2249275235.91,74585847.2,74585847.2,1909024744.54,74585847.2,74585847.2,74585847.2,74585847.2,85158447.94,74585847.2,74585847.2,74585847.2,,,,74585847.2,41860985.84,,
常用指标,经营现金流量净额,737078999.39,4119514939.45,2676153376.81,1888150247.66,1097915586.75,4771871581.03,3245316231.64,1821507798.9,1110348753.61,7536687722.22,5454413648.09,3130311716.36,1382860098.36,-1993297788.47,-2668563624.84,-1391237539.49,-797348153.77,2192411060.29,2510830453.99,1110009765.78,482416923.01,3344594067.54,378241042.98,209366493.2,-86831881.27,805335234.79,-244594420.91,46156748.33,-409155417.77,790006614.66,372039276.15,-291878763.56,-193332921.65,-271954275.88,-118030823.22,26635726.15,69678289.08,70116453.25,63037745.5,10265512.2,7160978.29,-46791551.35,19916590.16,44744752.06,-27591329.76
常用指标,基本每股收益,0.41,3.37,2.67,1.69,0.72,2.77,1.98,1.14,0.46,0.47,0.31,0.13,0.17,0.84,1.83,1.93,1.03,3.83,4.06,1.92,1.2,3.21,1.84,1.2,0.53,0.76,0.17,0.15,0.1,0.29,0.29,0.34,0.09,0.34,0.24,0.14,0.1,0.38,0.28,0.17,0.08,0.31,0.28,1.9,1.96
