选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150630,20141231,20140630,20140331,20131231,20130930,20130331,20121231,20111231,20110630,20101231,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20041231,20040630,20031231,20030630,20021231,20020630,20011231
常用指标,归母净利润,751157315.22,2412423938.67,1892004411.18,1148967585.63,555582922.16,1931881941.85,1264933805.07,784352341.09,447423004.8,1753537425.31,1330379184.93,911427235.74,487959256.02,1654188226.61,1156351147.8,727475315.9,323319247.35,2195682763.42,1588297770.32,878225234.58,420955579.2,1627166025.65,1027294998.12,654594668.52,319193627.46,967557059.43,708902225.34,481335091.55,273183310.85,736957357.88,561896499.64,401136356.98,200005835.44,1063507778.68,811777417.32,526780112.7,263921256.39,1240892309.04,979509043.02,518610419.37,198146510.47,1834457999.29,1027632072.11,750242395.43,228654076.63,110828900.0,403230607.26,277135700.0,93245100.0,169335232.93,300739469.88,171638405.56,618531783.04,249545023.66,616882996.09,267281391.89,416284728.88,219578991.04,1158733888.43,555549333.74,113132664.43,85357325.31,-719414902.64,-53154135.34,795525.31,14606625.99,8763174.56,1150816.19,34895206.1,52055080.64
常用指标,营业总收入,2359025663.39,8840865555.59,6788546141.81,6107009391.91,1675253662.85,6502821473.87,4071564536.33,8000213703.21,3882423873.09,17638225323.48,12621928105.24,8455670625.17,4930586230.29,16814110329.13,11584148488.1,7463488968.39,3133045905.04,16418113012.51,12078503369.15,7128532032.9,3260988127.48,10636513832.41,7091459300.35,4487836545.03,1884421857.29,5659478638.09,4108302284.08,2675539170.96,1246412426.18,3694801371.08,2613342437.44,1763970551.45,810776383.72,4610873972.96,3301819642.16,2074486045.17,1012654167.65,4594902987.59,3375424395.92,2113800489.03,958700152.8,6188903157.42,3310335056.32,3226844444.08,1400362473.56,470789800.0,1914709864.7,1250705900.0,398578300.0,1240110612.36,1315887650.59,673018112.74,1698518541.73,707533449.04,1720813495.13,726684404.8,842231291.14,481908894.18,2281308000.43,1083599698.56,384022817.62,187426168.8,139077707.72,134380452.06,108573644.76,197378993.45,94337031.37,166776461.69,119479605.94,225393782.96
常用指标,营业成本,1333529500.89,5381487749.12,4096200181.31,4559155591.93,973745293.63,4071995394.06,2508510648.13,7042104430.2,3323258038.44,15426806933.49,10915927094.76,7269375725.39,4275315526.28,14707836785.5,10067361167.61,6507380620.85,2710489241.13,13526909715.03,9994123667.63,5984942362.98,2698413195.76,8463506322.25,5710089943.25,3608134367.91,1449489168.17,4364298969.49,3158217943.47,2038769181.54,882705008.22,2713933577.69,1870925232.9,1227690579.25,546288744.9,3209905289.78,2233157150.71,1373856134.31,663036832.81,2969356376.11,2051693350.56,1415972132.15,692784461.17,3673093310.46,1901002108.56,2227628402.52,1098173419.13,319793100.0,1359928794.31,870873800.0,271606300.0,1013636984.34,923154898.08,443029491.11,885406854.13,384376782.49,730047790.17,276993126.54,490100328.96,187812084.44,628186257.6,432266404.66,204325298.48,102373074.17,780827488.57,180266273.67,97195109.17,165475718.48,82094465.43,146668317.77,67580843.44,166745452.37
常用指标,净利润,823485779.19,2842732765.0,2230018516.44,1289088363.7,566890013.38,2006942573.15,1309056282.95,814740534.56,457824391.76,1823772206.68,1374377725.26,941898582.73,506043136.3,1701523370.27,1165910665.77,735172668.29,323319247.35,2195682763.42,1588297770.32,878225234.58,420955579.2,1627166025.65,1027294998.12,654594668.52,319193627.46,967557059.43,708902225.34,481335091.55,273183310.85,736957357.88,561896499.64,401136356.98,200005835.44,1063507778.68,811777417.32,526780112.7,263921256.39,1240999462.08,979509043.02,518610419.37,198146510.47,1834338303.77,1027632072.11,750242395.43,228590388.04,110828900.0,403230607.26,277135700.0,93245100.0,169335232.93,300739469.88,171638405.56,618531783.04,249545023.66,616882996.09,267281391.89,416284728.88,219578991.04,1158733888.43,555549333.74,113132664.43,85357325.31,-722754520.21,-53154135.34,795525.31,14606625.99,8763174.56,1150816.19,34895206.1,52055080.64
常用指标,扣非净利润,753970691.01,2388427952.69,1866581768.43,1132968636.03,554847435.31,1911629982.52,1246473316.94,777114910.69,440330772.54,1741915996.61,1313211835.29,896937571.92,476676401.02,1638053543.56,1137241876.16,711640876.04,322487318.56,2103130141.14,1505220437.57,843615214.12,415078143.59,1581487695.64,983150470.94,637563521.06,312693928.42,949593775.18,697702858.25,469698653.07,264973882.1,712299574.2,550395987.75,391579950.98,193581655.5,1047108572.43,796935473.1,513932623.37,259993549.55,1225483854.04,966679959.39,532626838.79,,1823885436.83,1020783876.94,739138528.22,,,391606171.51,,,150152644.51,,,,,,,,,,,,,,,,,,,,
常用指标,股东权益合计(净资产),48404197087.5,47329230632.07,46994372103.64,46144490661.37,36988469738.94,36524386201.64,29264437881.25,28684351003.6,28775306292.54,28271200543.68,27814287398.17,27394820904.51,27767283573.59,27308793066.95,26782272805.83,26996670356.16,24157248839.87,23836850045.61,23233180938.12,23026976345.73,19772527509.41,19349183024.81,18750557902.69,15210878420.51,15175739861.13,14855640009.2,14678373068.45,14450535895.66,14478069185.67,13664167036.07,13599264684.79,13466577214.44,13685954818.57,13513891234.11,13141621377.03,12849054809.16,9826636982.53,9565498901.73,,8840491224.09,8652430356.61,8449116259.83,7584287582.1,6555548462.4,6003153851.26,5863736800.0,5753847916.69,5632015900.0,5441565900.0,5347353210.75,5175585444.81,5174497811.38,3812409759.25,3433235293.29,3201910699.19,2836857039.77,2864255647.88,2678730281.53,2955328042.61,2182750264.23,561006343.33,497479532.31,-187173224.24,528890384.43,581279757.49,582007919.77,574579990.75,565816816.19,,564666000.0
常用指标,商誉,682009149.34,682009149.34,682009149.34,682009149.34,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845300.0,19845342.58,19845300.0,19845300.0,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,19845342.58,,19845342.58,,,,,,,,,,,
常用指标,经营现金流量净额,6771060571.44,-3289744751.82,5449125706.33,-1016967339.77,-1331817103.28,6287600355.51,7989488599.66,-3033644157.84,3292570342.26,5910256097.99,10566073770.7,7473409846.55,1032888666.21,523055429.94,-1951191294.01,4427895440.6,1127850456.75,1725699427.21,3495667025.14,1335580905.25,2583848119.77,-911593026.88,-2520279232.99,3270996906.65,4835022379.31,406222689.05,2026395767.08,1775184831.0,6915524263.4,-1827851564.32,-680516289.27,-854280244.05,1659305648.1,-11007414537.05,-6136431443.52,-1112389695.71,-1174481956.13,-5891247386.88,-7512049473.92,-4022850457.35,-3959442109.85,3639972892.94,20991887889.28,8235753856.21,817004819.25,,-1330222047.53,,,-1183300276.09,-4197536930.93,,-95254010.14,,5800833486.29,,-998611074.7,,5453134328.89,,1153792456.82,,,,,,,-719761230.28,,
常用指标,基本每股收益,0.17,0.53,0.42,0.25,0.12,0.49,0.33,0.2,0.12,0.46,0.36,0.24,0.13,0.43,0.3,0.19,0.08,0.58,0.42,0.24,0.12,0.47,0.3,0.2,0.1,0.29,0.21,0.14,0.08,0.22,0.17,0.12,0.06,0.34,0.26,0.18,0.09,0.41,0.33,0.17,0.07,0.61,0.34,0.25,0.08,,0.13,,,0.06,,,,,,,,,,,,,,,,,,,,
