选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231
常用指标,归母净利润,10667000000.0,52849000000.0,39052000000.0,24641000000.0,11949000000.0,55805000000.0,43382000000.0,28012000000.0,14564000000.0,59694000000.0,48269000000.0,33279000000.0,18612000000.0,69648000000.0,59152000000.0,41162000000.0,18982000000.0,50084000000.0,40770000000.0,26026000000.0,11611000000.0,39170000000.0,33562000000.0,20658000000.0,9807000000.0,43250000000.0,37088000000.0,24243000000.0,12587000000.0,43867000000.0,35278000000.0,22977000000.0,11633000000.0,45037000000.0,35649000000.0,24315000000.0,12235000000.0,22712000000.0,17307000000.0,9828000000.0,4607000000.0,16144000000.0,17193000000.0,12078000000.0,5859000000.0,37419000000.0,29632000000.0,21546000000.0,10373000000.0,45678000000.0,34318000000.0,24401000000.0,11513000000.0,48506000000.0,36555000000.0,25181000000.0,11206000000.0,44991000000.0,34323000000.0,21962000000.0,10524000000.0,37853000000.0,28716000000.0,18836000000.0,8921000000.0,30276000000.0,24720000000.0,15976000000.0,7463000000.0,25959000000.0,21938000000.0,14146000000.0,6763000000.0,20497000000.0,14921000000.0,9854000000.0,4631000000.0,16620000000.0,8069000000.0,14700000000.0,7887000000.0
常用指标,营业总收入,70397000000.0,294916000000.0,213151000000.0,138109000000.0,69585000000.0,339788000000.0,255475000000.0,169121000000.0,88162000000.0,343074000000.0,252467000000.0,169442000000.0,87042000000.0,344533000000.0,250489000000.0,165579000000.0,83902000000.0,335640000000.0,233044000000.0,143979000000.0,67608000000.0,233263000000.0,166103000000.0,105016000000.0,51077000000.0,241871000000.0,177849000000.0,116365000000.0,57011000000.0,264101000000.0,194084000000.0,127380000000.0,62979000000.0,248746000000.0,182535000000.0,120518000000.0,61062000000.0,183127000000.0,124803000000.0,78723000000.0,39402000000.0,177069000000.0,134814000000.0,90001000000.0,41292000000.0,253081000000.0,190442000000.0,129197000000.0,60929000000.0,283797000000.0,199703000000.0,128662000000.0,60994000000.0,254575000000.0,178367000000.0,121468000000.0,59994000000.0,209225000000.0,154411000000.0,101151000000.0,47509000000.0,157662000000.0,113240000000.0,71668000000.0,33575000000.0,121312000000.0,88153000000.0,57083000000.0,27157000000.0,107133000000.0,77511000000.0,49282000000.0,23788000000.0,82107000000.0,60083000000.0,38857000000.0,18489000000.0,65186000000.0,29533000000.0,52242000000.0,39267000000.0
常用指标,营业成本,54277000000.0,223649000000.0,157756000000.0,103108000000.0,53081000000.0,256760000000.0,192918000000.0,129023000000.0,66190000000.0,252052000000.0,186251000000.0,123468000000.0,62588000000.0,244970000000.0,173536000000.0,113315000000.0,57439000000.0,257743000000.0,174949000000.0,107844000000.0,50821000000.0,171126000000.0,119061000000.0,74857000000.0,37403000000.0,178311000000.0,125757000000.0,82047000000.0,40640000000.0,191893000000.0,138580000000.0,91099000000.0,45591000000.0,179664000000.0,130863000000.0,86445000000.0,43945000000.0,144099000000.0,94750000000.0,60646000000.0,30527000000.0,145619000000.0,104811000000.0,68959000000.0,31414000000.0,193896000000.0,144062000000.0,96254000000.0,45623000000.0,214306000000.0,147816000000.0,93052000000.0,44254000000.0,187163000000.0,127569000000.0,86853000000.0,43074000000.0,143642000000.0,103898000000.0,66561000000.0,31525000000.0,103761000000.0,72084000000.0,44505000000.0,20967000000.0,77645000000.0,53716000000.0,34233000000.0,16713000000.0,71857000000.0,47691000000.0,29940000000.0,14772000000.0,52049000000.0,37797000000.0,24132000000.0,11662000000.0,40960000000.0,18172000000.0,31214000000.0,27713000000.0
常用指标,净利润,13312000000.0,62783000000.0,46922000000.0,29628000000.0,14662000000.0,65999000000.0,51096000000.0,33129000000.0,17300000000.0,69598000000.0,56281000000.0,38688000000.0,21263000000.0,81696000000.0,69154000000.0,47832000000.0,22482000000.0,59134000000.0,47926000000.0,31022000000.0,14066000000.0,47265000000.0,40125000000.0,24813000000.0,11750000000.0,51540000000.0,43893000000.0,28870000000.0,14829000000.0,54041000000.0,43215000000.0,28016000000.0,14162000000.0,54050000000.0,42444000000.0,28568000000.0,14243000000.0,29536000000.0,23506000000.0,13677000000.0,6564000000.0,23264000000.0,23607000000.0,16479000000.0,7851000000.0,47053000000.0,36965000000.0,26318000000.0,12634000000.0,55707000000.0,41990000000.0,29110000000.0,13911000000.0,56552000000.0,42415000000.0,29202000000.0,13254000000.0,51806000000.0,39666000000.0,25614000000.0,12232000000.0,43358000000.0,33101000000.0,21826000000.0,10350000000.0,34745000000.0,27966000000.0,18126000000.0,8649000000.0,29156000000.0,24879000000.0,16025000000.0,7621000000.0,23933000000.0,17669000000.0,11807000000.0,5496000000.0,19392000000.0,9190000000.0,17049000000.0,9344000000.0
常用指标,扣非净利润,10712000000.0,48589000000.0,38704000000.0,24312000000.0,11705000000.0,60125000000.0,46034000000.0,29481000000.0,16460000000.0,62868000000.0,47811000000.0,32970000000.0,18529000000.0,70337000000.0,58407000000.0,40510000000.0,18617000000.0,50036000000.0,40369000000.0,25562000000.0,11583000000.0,38165000000.0,31934000000.0,20356000000.0,9542000000.0,41119000000.0,35369000000.0,22682000000.0,11346000000.0,46065000000.0,35725000000.0,23017000000.0,11639000000.0,45104000000.0,35028000000.0,23776000000.0,12113000000.0,23374000000.0,17488000000.0,9922000000.0,4673000000.0,15109000000.0,16395000000.0,11647000000.0,5628000000.0,36591000000.0,29472000000.0,21439000000.0,10330000000.0,44897000000.0,33747000000.0,24057000000.0,10973000000.0,47530000000.0,36528000000.0,25048000000.0,11239000000.0,44877000000.0,34287000000.0,21961000000.0,10373000000.0,37525000000.0,28328000000.0,18654000000.0,8718000000.0,30439000000.0,24836000000.0,16022000000.0,7921000011.0,26985000000.0,22102000000.0,14306000000.0,6489000000.0,19834000000.0,,9866000000.0,,16568000000.0,,14794000000.0,7946000000.0
常用指标,股东权益合计(净资产),555883000000.0,481451000000.0,486264000000.0,470095000000.0,512884000000.0,496645000000.0,492853000000.0,472370000000.0,499413000000.0,478370000000.0,470288000000.0,452144000000.0,483664000000.0,459319000000.0,468335000000.0,444987000000.0,469395000000.0,445451000000.0,438889000000.0,421279000000.0,439833000000.0,425130000000.0,423943000000.0,414872000000.0,427345000000.0,415619000000.0,414739000000.0,401599000000.0,404602000000.0,404450000000.0,401549000000.0,386389000000.0,389524000000.0,374627000000.0,367209000000.0,353064000000.0,396422000000.0,379904000000.0,374197000000.0,366850000000.0,365360000000.0,358157000000.0,361283000000.0,356862000000.0,362354000000.0,359598000000.0,347262000000.0,338882000000.0,343389000000.0,329537000000.0,322963000000.0,313356000000.0,317413000000.0,309390000000.0,291616000000.0,277585000000.0,277053000000.0,265279000000.0,251115000000.0,235319000000.0,238631000000.0,234302000000.0,219837000000.0,207846000000.0,206998000000.0,196757000000.0,190094000000.0,180766000000.0,183205000000.0,171535000000.0,165536000000.0,156319000000.0,150409000000.0,152285000000.0,,87525000000.0,,88735000000.0,,73125000000.0,40081000000.0
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,17363000000.0,75059000000.0,65253000000.0,45794000000.0,20538000000.0,91086000000.0,81474000000.0,51890000000.0,27708000000.0,89687000000.0,74720000000.0,46349000000.0,29203000000.0,109734000000.0,91090000000.0,58363000000.0,28436000000.0,94350000000.0,67528000000.0,40219000000.0,19614000000.0,81289000000.0,71540000000.0,53720000000.0,29984000000.0,63106000000.0,56757000000.0,41043000000.0,30964000000.0,88248000000.0,67822000000.0,31937000000.0,11810000000.0,95152000000.0,83814000000.0,47637000000.0,24983000000.0,81883000000.0,62174000000.0,38207000000.0,15225000000.0,55406000000.0,37025000000.0,32189000000.0,10482000000.0,69069000000.0,62570000000.0,32081000000.0,6035000000.0,54288000000.0,36353000000.0,18783000000.0,13963000000.0,74611000000.0,57844000000.0,35380000000.0,17152000000.0,73219000000.0,73135000000.0,53718000000.0,24411000000.0,60912000000.0,51563000000.0,33188000000.0,12865000000.0,55927000000.0,40995000000.0,29154000000.0,18014000000.0,44226000000.0,32922000000.0,22468000000.0,9591000000.0,29935000000.0,25893000000.0,14154000000.0,7580000000.0,24565000000.0,11490000000.0,26806000000.0,21397000000.0
常用指标,基本每股收益,0.53,2.66,1.965,1.24,0.601,2.809,2.183,1.41,0.733,3.004,2.429,1.675,0.937,3.505,2.977,2.072,0.955,2.521,2.052,1.31,0.584,1.97,1.687,1.039,0.493,2.174,1.865,1.219,0.633,2.205,1.774,1.155,0.585,2.264,1.792,1.222,0.615,1.142,0.87,0.494,0.232,0.812,0.864,0.607,0.295,1.881,1.49,1.083,0.522,2.297,1.725,1.227,0.579,2.439,1.838,1.266,0.563,2.262,1.726,1.104,0.529,1.903,1.444,0.947,0.449,1.522,1.243,0.803,0.398,1.337,1.103,0.711,0.326,1.066,,0.542,,0.909,,0.881,0.526
