选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20141231,20131231,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,20090630,20081231,20071231,20061231,20051231,20031231,20021231
常用指标,归母净利润,3590018000.0,12312825000.0,10567377000.0,7012588000.0,3564170000.0,12288156000.0,10485188000.0,6970829000.0,3551958000.0,12141958000.0,10400723000.0,6927665000.0,3500275000.0,10974378000.0,8979723000.0,5847370000.0,3112999000.0,9697866000.0,7667683000.0,5117973000.0,2412274000.0,8160671000.0,6302583000.0,4329852000.0,2411446000.0,8845647000.0,6748903200.16,4276135559.3,2281310483.65,7308149000.0,5757009961.58,3812184000.0,1910813428.43,6769082000.0,4958180828.02,3354713914.5,1659224565.76,5902491000.0,4455371977.28,3214828196.29,2085017806.22,5633520000.0,3679185000.0,4848224000.0,4215122000.0,3724416000.0,3031168000.0,1991652000.0,923738000.0,3187001000.0,2899574000.0,1628209000.0,552635000.0,2219629000.0,1971205000.0,411844637.86,740804719.14,372156743.07,398441303.04,327566643.94,68414180.54,
常用指标,营业总收入,6640876000.0,25870489000.0,19831464000.0,13444151000.0,6560097000.0,26641344000.0,20483847000.0,13917062000.0,7084730000.0,26413798000.0,20414567000.0,13885801000.0,6832482000.0,25627270000.0,19537054000.0,12865983000.0,6356499000.0,24164319000.0,18152168000.0,12020501000.0,5829175000.0,22039556000.0,16672989000.0,11256137000.0,5770628000.0,21271299000.0,15202829273.83,10130387464.64,4983868160.4,20145482000.0,14161953100.3,9743089000.0,4587750453.75,17920775000.0,12050327160.18,8083364516.05,3704586101.1,15696639000.0,10341944961.23,7562805164.61,3778186598.08,15284657000.0,10396016000.0,14151303000.0,11188340000.0,10870670000.0,7818931000.0,5239726000.0,2560018000.0,9027067000.0,6553466000.0,4281604000.0,2110017000.0,6377360000.0,5027289000.0,2410499251.96,4076435476.37,3412197881.41,2709739594.15,1520484484.77,-108161895.26,
常用指标,营业成本,2199514000.0,10881350000.0,6814030000.0,4780456000.0,2175500000.0,11645434000.0,7553361000.0,5286566000.0,2695411000.0,12149648000.0,7995773000.0,5751430000.0,2388223000.0,11952647000.0,8214600000.0,5546438000.0,2431605000.0,11996390000.0,8537595000.0,5624824000.0,2848470000.0,12208801000.0,9032357000.0,5991086000.0,2860215000.0,10602965000.0,7780741432.93,5000828826.65,2255534490.28,11447240000.0,7104071497.34,5173278000.0,2195572522.97,9766283000.0,5851655401.32,4030976656.78,1773260790.09,8473324000.0,4941945227.95,3751674316.54,1389160596.63,8189105000.0,,8173342000.0,6072025000.0,6590059000.0,4208735000.0,2893289000.0,1554718000.0,6151854000.0,3949281000.0,2838947000.0,2020259000.0,4064859000.0,2679606000.0,1914835679.18,5081810898.61,3677284816.87,3103658240.91,1600752968.43,50100307.76,
常用指标,净利润,3668932000.0,12649418000.0,10813748000.0,7172379000.0,3640249000.0,12607609000.0,10714547000.0,7142853000.0,3635200000.0,12487375000.0,10703696000.0,7150737000.0,3601208000.0,11393177000.0,9316329000.0,6052241000.0,3213746000.0,10046919000.0,7935849000.0,5296655000.0,2497776000.0,8418573000.0,6571347000.0,4545613000.0,2466083000.0,8938347000.0,6748903200.16,4276135559.3,2281310483.65,7124708000.0,5757009961.58,3815573000.0,1910813428.43,6663001000.0,4958180828.02,3354713914.5,1659224565.76,5976490000.0,4455371977.28,3214828196.29,2085017806.22,5807440000.0,,5012995000.0,4317142000.0,3655844000.0,3008867000.0,1997386000.0,923738000.0,3202199000.0,2899574000.0,1628209000.0,552635000.0,2225844000.0,1969017000.0,411844637.86,740804719.14,372156743.07,398441303.04,327566643.94,68414180.54,
常用指标,扣非净利润,3577604000.0,12045064000.0,10516582000.0,6993414000.0,3541370000.0,11840393000.0,10046560000.0,6555123000.0,3145534000.0,11523415000.0,9885111000.0,6434520000.0,3494580000.0,10950581000.0,8959851000.0,5826283000.0,3100576000.0,9550939000.0,7541120000.0,5003247000.0,2328279000.0,8062120000.0,,,,8206314000.0,,,,7212931000.0,,,,6480455000.0,,,,5757619000.0,,,,5535869000.0,,4706538000.0,4087913000.0,3498531000.0,,,,2247375000.0,,,,,1869174000.0,,,,,,,
常用指标,股东权益合计(净资产),136118202000.0,132280294000.0,130212674000.0,131016404000.0,129089711000.0,127981831000.0,123627216000.0,122393896000.0,121274473000.0,116358495000.0,113862254000.0,110801167000.0,109272624000.0,105715647000.0,104306975000.0,100367815000.0,100365430000.0,97331437000.0,97446429000.0,85811468000.0,82833168000.0,80471896000.0,73774269000.0,77263307000.0,74461251301.14,74206115000.0,68653337325.81,66103585050.94,66000439197.35,64801605000.0,56242551892.82,56198729000.0,53369300628.42,53016904000.0,50132370853.1,48070507121.11,47668788357.97,47693665000.0,44456684049.93,43091399319.34,43203576052.41,43326477000.0,,38143511000.0,32988616000.0,29600068000.0,28210824000.0,26806635000.0,26026577000.0,25066345000.0,24964703000.0,24098465000.0,,23225810000.0,13068881000.0,11876584216.11,11643112015.45,8626538331.61,6486962306.63,6153529508.78,207908726.17,149335963.63
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,7281519000.0,-11371368000.0,21698052000.0,6821766000.0,17774795000.0,51202997000.0,30920069000.0,32585205000.0,29594890000.0,39166570000.0,24037311000.0,21251607000.0,-1600227000.0,125030843000.0,58677497000.0,52758183000.0,44327465000.0,-1147481000.0,13275419000.0,11360914000.0,-1694921000.0,-13840496000.0,-3705532000.0,11670560000.0,-14890064000.0,7137869000.0,12917753126.14,16752032333.36,-586339172.43,-5293186000.0,-19175478878.88,-19616453000.0,-7978651812.24,-2323390000.0,7929554983.71,23143011168.53,15081172969.62,53974258000.0,57425002286.88,15379160326.14,,58293597000.0,,15758284000.0,22735375000.0,6483292000.0,,,,5306811000.0,,,,672949000.0,5880308000.0,,5992831616.26,3578820114.41,7832154268.95,,,
常用指标,基本每股收益,0.37,1.28,1.1,0.73,0.37,1.27,1.09,0.72,0.37,1.26,1.08,0.72,0.36,1.14,0.93,0.61,0.32,1.08,0.87,0.59,0.28,0.94,,0.5,0.28,1.02,,,,0.91,,,,0.85,,,,0.74,,,,1.13,,0.97,0.84,0.74,0.61,0.4,0.18,0.64,,,0.11,,,,0.2,0.12,0.12,0.11,,
