选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331
常用指标,归母净利润,2740733564.01,9765358959.88,8575941319.43,5951814953.25,3022684973.61,10838120422.43,9988596663.77,7110987477.61,3604826497.6,10724570116.68,9699653266.13,6958915466.46,3486250765.27,9963793122.97,8789469064.78,5901975375.42,2851637051.54,9764174706.56,8742226358.58,5498143474.68,2374379541.38,9562307621.17,8184662486.09,5205219112.59,1532816802.67,9465700355.79,8298333285.16,5022584904.83,2518133739.76,8702632650.82,6779659559.23,4566356980.23,2485298070.62,9564092697.56,8809461132.45,6237566606.51,3387563833.89,7364426999.05,6496983393.15,3766340254.73,1937461895.83,6713620392.57,5420877751.73,3043866347.96,1491830002.21,5628045246.59,4576744926.93,2603909689.92,1370085371.47
常用指标,营业总收入,16319425061.99,75696558973.53,59722893845.5,39167179350.15,18812052068.93,78944669623.05,62268595233.25,39375785365.25,19181426872.25,82548643150.32,59842382632.11,39275824322.89,18288822249.36,82822403586.43,58415026775.88,36622093484.82,17177711032.09,80678744757.95,59134848695.07,36865672287.3,17148253459.92,70584710557.13,49895215499.91,31506671856.77,13746502852.29,60875176254.9,43138752057.62,26522681415.95,12875622313.0,50827919184.43,36374589117.77,23010404277.65,10927491471.26,45633453920.64,33515743412.45,21416612981.76,10019631562.49,33026794633.05,20086472182.61,13080140022.49,6864911997.35,26839713787.24,16294721867.05,9599962323.05,4188457735.79,20853123498.43,15179071407.78,9720075431.26,4420536939.59
常用指标,营业成本,12082735755.59,61719544489.95,46507506538.24,29880902991.21,13823997957.26,60613588572.93,46635077951.03,28609730222.39,13792480318.73,64523641930.65,43662386519.37,27732987507.87,13005514900.36,67016148131.28,44912635814.58,27224819959.21,12687553819.1,65165075653.69,45649211104.64,28434305371.09,13327471355.34,56868511803.92,37980328090.61,24134283859.3,11164232610.42,48010939833.2,31854561316.75,20247704960.37,9636927639.66,38622338136.86,26605105761.73,16910696410.5,7850884222.11,35453223768.85,23725141821.56,15361784509.58,7166219086.18,25806937023.94,13419140101.54,8872394750.07,4358196135.99,20077892887.4,10839532978.19,6581448306.18,2676777978.57,15057572006.82,10246784953.08,6694940568.95,3096736854.23
常用指标,净利润,4065474080.41,14731144165.0,12887368757.11,8830223880.27,4737779575.66,17468130646.66,15502383426.57,10850980238.7,5359776364.53,17045771635.63,15306551008.25,10909720903.58,5224441589.57,15241537775.97,13093016598.62,8849747955.83,4263667424.1,15723810291.12,13920260252.94,8670410582.5,3808829160.29,14875636682.69,12561039816.67,7861451563.26,2432112320.91,14785240122.64,12763629677.06,7425559314.79,3938896658.88,13681677330.13,10965956299.9,7022824387.05,3670693873.29,12724187560.67,11844126068.02,8111512275.86,4477381082.12,9119329157.26,8006384828.3,4611842270.71,2505220947.52,8044356987.58,6416065669.91,3479782586.01,1733588720.17,6763565567.9,5469264714.27,3145870961.6,1595762710.01
常用指标,扣非净利润,2658362609.91,9113038280.87,8179508011.22,5609283260.31,2928005222.93,10712824003.96,9737798615.85,6959731986.32,3482573313.89,10612850808.51,9650415523.13,6952486668.33,3480096214.21,9769646093.41,8543200964.04,5724735515.7,2814980582.54,9729903014.45,8619581490.38,5432437421.6,2337141209.77,9408261508.4,8067925314.96,5142932759.77,1504386148.49,9086300827.55,8017696073.88,,2351475800.0,8609512900.0,6721300274.75,,,7974020400.0,,,,7245670200.0,,,,6433020174.57,,,,,,,
常用指标,股东权益合计(净资产),180357633304.34,176214327200.42,175159013922.93,173715589322.39,174327728587.67,182944741054.66,170903730683.28998,168259275253.02,168427992762.83002,165303946859.07,164644279439.87003,162493646395.24997,160906888042.52,157932951925.93,157195357575.2,153468316057.28998,153393808306.92,150950296902.06,150197460640.04,143547476642.44,144069963643.21,141630606257.91,140410229878.69,136999661112.5,136938445173.39,135293867491.46,133712440879.13,114816186567.53,115543305973.75,113125650107.21,112286414557.26,106976976375.31,107655011730.13,100899210222.31,96029041518.81,91767390452.22,91005019173.21,80027815900.4,83775560780.25,80168469581.04,79818200338.47,83213845845.16,76406362260.66,71466534375.49,61407147691.85,59400262800.12,41050288673.36,38601695153.28,26916669625.86
常用指标,商誉,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,419242673.32,,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39,12142701.39
常用指标,经营现金流量净额,3477521980.8,29970529392.01,20792177275.64,11316632119.94,2411901194.53,37505728041.7,25820398997.06,12789004652.64,5584115647.6,33119894272.61,26997797062.71,15679972549.89,4460418797.08,31368408488.65,24328787492.92,12936515886.58,3944891218.5,34911101289.22,26788116606.67,15735475882.69,7438028014.38,30154840523.14,25123939835.62,15006857087.04,5994863036.14,30598898947.45,24557715363.69,14819994232.85,6252811183.54,28409570575.29,23144425114.12,14207679281.71,6161154135.18,26870816946.78,20664609481.3,12813748741.51,5814495504.01,16790635123.23,13803514350.3,7775776018.61,3420622689.8,8302865086.75,8866824083.26,3861855969.26,2129366242.24,10954214465.72,8206100843.15,4428644292.91,2195268302.81
常用指标,基本每股收益,0.054,0.193,0.1698,0.118,0.06,0.215,0.1978,0.141,0.071,0.212,0.1921,0.138,0.069,0.197,0.1741,0.117,0.056,0.193,0.1731,0.109,0.047,0.189,0.1621,0.103,0.03,0.201,0.1804,0.111,0.055,0.191,0.1492,0.1,0.033,0.21,,,,0.162,,,,0.148,,,,,,,
