选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20181231,20171231
常用指标,归母净利润,384040571.26,3206670242.12,2435490163.47,1670596211.27,761920359.87,3840329037.87,2843249603.2,1878347841.43,787491329.11,3200210711.17,2286969572.37,1455668492.2,481148592.99,3228024888.72,2445542266.04,1561853237.86,648207475.13,2767861131.8,1997088511.45,1290556986.72,576714488.75,1878588293.45,1317579667.78,774714652.45,405302484.41,1821085058.35,1422591300.0,1532102970.95,1106296943.05
常用指标,营业总收入,4314565742.73,24980125148.09,18679602486.47,12660864433.32,5353142750.48,24006393622.27,17511327847.28,11471959565.16,4764940411.98,20113741026.09,14308274564.63,9211712661.61,3661009920.32,20569267348.44,15373963078.35,9898522771.66,4124141262.12,17469576228.77,12634286913.08,8194529635.96,3702499669.41,13931137966.93,10308088811.59,6930799022.85,3435710362.19,15165661300.47,,12388480165.62,10009183924.06
常用指标,营业成本,3871269577.57,20644591820.09,15425568020.83,10423802836.19,4417797121.52,19016291407.72,13806495231.69,9007340533.73,3767271274.27,15951365860.52,11403352996.78,7333892040.49,3052568557.22,16329458972.39,12181573906.16,7821162319.78,3290880747.86,13653843639.6,9867887387.95,6362288631.78,2882701773.5,11535405297.83,8654120549.59,5920664620.59,2915427682.25,12934610299.45,,10433643524.97,8594920918.53
常用指标,净利润,384850978.64,3206629939.93,2437133883.96,1671135234.91,763187865.6,3836185784.16,2843772591.8,1878198168.2,787506053.84,3200212140.53,2286921395.61,1455668492.2,481148592.99,3228024888.72,2445542266.04,1561853237.86,648207475.13,2767861131.8,1997088511.45,1290556986.72,576714488.75,1878588293.45,1317579667.78,774714652.45,405302484.41,1821085058.35,1422591300.0,1532475302.26,1109646614.58
常用指标,扣非净利润,362235613.59,3256563155.1,2499543452.03,1683393952.66,750906464.53,3780806561.34,2803134311.08,1844833708.57,776903100.91,3181737922.46,2252365790.97,1436437361.69,472730071.87,3165171045.07,2402840413.69,1529626229.03,637803404.44,2761338665.94,1997102947.63,1298304200.48,578540548.11,1875821500.0,1315122700.0,777485100.0,404591867.58,1748725300.0,1349647800.0,1316800.0,2341000.0
常用指标,股东权益合计(净资产),16405223972.41,16250153378.37,15596685925.82,16166188836.54,18114397158.75,17443193573.41,16381673154.05,15389383627.79,15785243633.32,15116090808.6,14284029970.49,13549488343.54,13592404389.62,13195432564.18,12730600978.35,11503799469.86,11564197565.28,10926758254.94,10201880076.16,10635801798.76,6341356996.1,5741403431.43,5331959500.0,4994612229.25,,4168282500.43,,1474863450.74,3841861050.57
常用指标,商誉,124654394.93,126625258.13,128007024.19,128963631.47,129316729.44,129500484.51,126239732.79,128390748.01,127817864.56,127596277.57,136845030.13,131419339.08,124981840.86,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,499717499.72,3743180887.85,3762891818.44,1564243238.17,1211449425.71,4617054463.4,4251420903.09,1722423042.03,1072684730.42,3694392819.25,3231701749.77,1387717752.41,739215311.06,3503368596.07,3173768300.53,1102964564.33,376803163.53,2422966947.08,1745010181.14,732984487.5,425815105.26,2978166963.68,2717354076.89,1614684385.04,703986502.23,2288315481.37,1965375200.0,1731954656.88,1234985121.0
常用指标,基本每股收益,0.33,2.75,2.09,1.43,0.65,3.29,2.44,1.61,0.67,2.74,1.96,1.25,0.41,2.77,2.1,1.34,0.56,2.45,1.79,1.19,0.55,1.79,,0.74,0.39,3.42,,39.7,28.67
常用指标,每股净资产,14.047588,13.915254,13.353763,13.842634,15.511398,14.937318,14.024009,13.174068,13.513198,12.946878,12.239998,11.610529,11.647304,11.30714,10.908826,9.857583,9.909338,9.363117,8.74197,9.113797,6.039387,5.468003,,4.756773,,3.969792,,13.90568,95.83968
常用指标,每股现金流,0.428206,3.207524,3.224414,1.340396,1.038088,3.956344,3.643034,1.47594,0.919181,3.165717,2.769238,1.189132,0.633432,3.002029,2.719595,0.945128,0.322881,2.076235,1.495295,0.628092,0.405538,2.836349,,1.537794,,2.179348,,16.329652,31.274234
常用指标,净资产收益率(ROE),2.35,18.97,14.13,9.44,4.29,23.77,17.98,11.96,5.1,22.8,16.55,10.52,3.59,27.25,20.8,13.67,5.76,29.97,22.8,17.03,9.56,36.78,,17.01,9.27,67.75,,33.81,27.87
常用指标,总资产报酬率(ROA),2.070063,18.71408,13.536461,9.046948,4.102816,23.643457,18.007269,12.162836,5.145765,22.473451,16.187842,10.157981,3.443122,24.97949,17.923991,11.666555,5.043992,28.719912,21.539719,13.935133,7.665929,24.294963,,10.157937,,26.988452,,26.345038,19.974156
常用指标,毛利率,17.874644,21.88782,21.955614,21.845822,22.89706,26.803005,27.808773,28.229291,28.373415,25.586894,25.268687,24.602937,23.342246,25.858676,25.894488,26.323706,25.645476,27.234762,27.873831,28.633092,29.345049,24.817343,,22.729221,23.872956,23.480073,,24.216416,23.112784
常用指标,销售净利率,8.919807,12.836724,13.047032,13.199219,14.256818,15.97985,16.239617,16.372078,16.527091,15.910576,15.983208,15.802365,13.142509,15.693436,15.907038,15.778649,15.717392,15.843893,15.806895,15.749006,15.576354,13.484815,12.781997,11.177854,11.796759,12.00795,12.836513,12.370163,11.086284
常用指标,期间费用率,7.573289,4.507363,4.506993,4.154806,5.391246,6.000424,6.636794,6.729654,7.4187,4.86958,4.941516,4.187453,6.669674,5.229602,5.112306,5.318677,5.415299,5.376155,5.962444,6.25403,7.186132,7.598104,,8.13434,8.707323,8.747915,,8.420819,8.976027
常用指标,资产负债率,28.410227,27.572738,33.755368,36.541047,22.939661,23.375873,24.778739,27.214093,20.391786,22.269608,23.968647,30.250813,23.270313,22.880045,32.715683,38.430709,29.473792,32.464675,33.236649,31.515802,40.278762,41.042979,,48.716624,,56.639045,,80.542196,44.259715
每股指标,基本每股收益,0.33,2.75,2.09,1.43,0.65,3.29,2.44,1.61,0.67,2.74,1.96,1.25,0.41,2.77,2.1,1.34,0.56,2.45,1.79,1.19,0.55,1.79,,0.74,0.39,3.42,,39.7,28.67
每股指标,稀释每股收益,0.33,2.75,2.09,1.43,0.65,3.29,2.44,1.61,0.67,2.74,1.96,1.25,0.41,2.77,2.1,1.34,0.56,2.45,1.79,1.19,0.55,1.79,,0.74,0.39,3.42,,39.7,28.67
每股指标,摊薄每股收益_最新股数,0.329083,2.747789,2.086966,1.43153,0.652888,3.29077,2.436374,1.609552,0.674799,2.742254,1.959699,1.247359,0.412295,2.766088,2.09558,1.338348,0.555447,2.371774,1.711301,1.105875,0.494185,1.609758,1.129031,0.663851,0.347302,1.560484,1.219015,1.312856,0.947983
每股指标,摊薄每股净资产_期末股数,14.047588,13.915254,13.353763,13.842634,15.511398,14.937318,14.024009,13.174068,13.513198,12.946878,12.239998,11.610529,11.647304,11.30714,10.908826,9.857583,9.909338,9.363117,8.74197,9.113797,6.039387,5.468003,,4.756773,,3.969792,,13.90568,95.83968
每股指标,调整每股净资产_期末股数,12.936915,12.815615,12.236245,12.738737,14.454576,13.993466,13.145369,12.303286,12.718872,12.149935,11.456655,10.803276,10.854576,10.69012,10.375026,9.361592,9.498234,8.971613,8.435912,8.805664,5.697676,5.12353,,4.3855,,3.650438,,10.916248,88.36494
