选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,20151231,20141231
常用指标,归母净利润,298252927.57,1291017682.24,1093263532.76,789462519.57,443739215.86,1957596837.74,1585514287.73,1120906084.06,527437488.06,1858475302.54,1418317652.9,963396859.3,414065833.05,1263558415.71,986721149.78,585090212.65,273902632.86,957979585.07,708913425.63,425472296.31,170759168.7,439748783.82,290434298.49,147292865.48,43066525.64,305519840.87,220316202.62,128541670.2,52178400.0,122854839.34,82193507.18,53377015.21,17652010.85,28419404.94
常用指标,营业总收入,633766192.14,2452617161.44,1864965981.58,1299182486.26,663474487.0,3025668449.47,2375558559.03,1656909962.41,808088120.34,2869347231.89,2170298285.58,1459483208.71,630121089.65,1938838363.7,1489444489.63,884913642.76,430712581.75,1447872001.48,1023097508.89,633460872.93,259354621.48,709290197.0,464438206.43,241900261.4,79186987.05,557715652.79,395591696.74,240167698.98,,321011015.33,222489964.13,140732063.57,111817498.02,75124088.77
常用指标,营业成本,280505133.46,1147753595.45,740410222.07,476096006.08,192012507.09,854228667.73,595718330.31,405448993.43,192633344.11,756663664.82,554216390.91,379382876.27,176301626.1,525415803.0,356184545.42,216579600.81,118034530.76,369523791.42,234742212.64,150613173.44,71235394.16,223700579.89,142083338.9,83866662.82,33964842.52,216749939.76,143673442.0,93748035.34,,179189278.83,129787589.3,81204566.12,86327179.1,42509718.87
常用指标,净利润,301030902.64,1301514412.53,1107371002.16,791214516.29,443999419.94,1956336914.25,1585192075.59,1121351925.58,528090559.82,1854917409.94,1415730325.27,961144604.72,412966292.42,1267584834.28,986544556.72,585090207.31,273902631.31,957514372.99,708448215.3,424979030.61,165818698.08,433389772.48,285689194.18,143856189.04,42228990.56,297971945.88,214407420.32,124914680.32,51162900.0,116129287.67,76733164.38,53105343.29,17652010.85,28419404.94
常用指标,扣非净利润,298448448.4,1098747266.23,976376851.65,721860020.79,401528493.18,1871694735.68,1530482561.31,1088820685.62,528497864.28,1831328790.94,1395696996.63,933956025.65,387087745.92,1197352350.7,965301518.98,570651766.05,265531731.17,914421058.03,670078230.35,410883098.52,162383867.77,424232869.64,280309236.7,140976181.29,40262800.0,296774221.66,,126270000.0,,120782380.23,79308696.5,50655100.0,44121700.0,26979600.0
常用指标,股东权益合计(净资产),8455182035.23,8164620295.68,7983733482.63,8033898512.04,8393051596.08,7950117012.92,7585105866.86,7130667002.07,7019579990.85,6485038823.43,6625677576.94,6358184131.8,6391681402.79,5945780672.23,5583806198.88,5158923755.74,5305580035.07,5029731790.24,4784497888.45,4501028703.76,4276492871.23,4531224173.15,4383523594.85,806556820.48,704929600.0,662700631.44,,484743365.88,,404739483.99,328310196.32,265493698.94,151662815.65,88058205.08
常用指标,商誉,1640979522.84,1640979522.84,1651171641.35,1594050990.0,278235931.65,278235931.65,278568687.77,278568687.77,244891105.88,244891105.88,244891105.88,244891105.88,244891105.88,244891105.88,0.0,,,0.0,,,,,,,,,,,,,,1980074.79,,
常用指标,经营现金流量净额,252020539.85,1324231592.64,1072574907.01,654876062.17,332896327.15,1927174523.41,1534936899.79,1150199968.63,536865762.3,1954070643.13,1465740492.59,976694129.07,427008805.0,1193935203.61,949361462.07,561297505.79,240340450.1,942779508.0,671892622.78,437740198.35,154835447.05,425677596.15,258746301.2,115283658.98,-8157653.1,309715080.14,215119374.82,118517698.21,39041300.0,135496573.93,84158823.89,54997798.69,48345751.03,27949754.19
常用指标,基本每股收益,0.99,4.28,3.63,2.62,1.47,6.5,5.26,3.72,1.75,6.15,6.56,4.45,1.91,5.84,4.56,2.7,1.27,4.43,3.28,1.97,0.79,4.51,3.2,1.64,0.48,3.39,,1.428,,1.365,0.913,0.618,,
常用指标,每股净资产,26.010534,25.063284,24.42457,24.640886,27.230504,25.767563,24.571737,23.06661,31.807313,29.339722,29.985258,28.747374,28.896868,27.020365,25.664655,23.843343,24.521177,23.245852,22.112774,20.80273,19.799756,37.718936,36.476719,8.958071,,7.321483,,5.355059,,4.426819,3.611765,2.920726,12.891017,8.80582
常用指标,每股现金流,0.832872,4.376293,3.544623,2.16422,1.100148,6.368886,5.075217,3.803097,2.481354,9.03157,6.774544,4.514208,1.973603,5.51828,4.387878,2.594275,1.110835,4.357457,3.105438,2.023202,0.715638,3.54141,2.152631,1.280929,,3.441278,,1.316863,,1.505517,0.935098,0.611086,4.109286,2.794975
常用指标,净资产收益率(ROE),3.86,17.01,14.18,10.1,5.53,28.01,23.11,16.62,7.97,30.09,23.04,15.97,6.85,23.73,18.93,11.49,5.3,20.54,15.39,9.38,3.76,25.31,32.11,20.11,6.33,44.01,,29.2,,35.17,28.44,29.93,16.88,37.5
常用指标,总资产报酬率(ROA),3.943353,17.615303,15.085101,10.707761,6.107379,30.061329,25.116097,18.240055,8.797783,32.918191,24.95109,17.277275,7.515808,25.869541,20.918321,12.955755,6.086065,22.712266,17.319354,10.721616,4.105088,18.69892,12.671358,20.473752,,58.114329,,29.27874,,33.339482,26.405524,25.903975,19.699776,32.259199
常用指标,毛利率,92.489468,92.698062,93.361904,93.435769,93.851385,94.638656,94.80402,94.914138,94.546612,95.094082,95.300554,95.413704,95.292425,94.846834,94.61059,94.388409,94.451099,93.69633,93.542719,93.248927,92.498746,91.805634,91.53861,90.223447,,92.63074,92.567942,92.103724,,89.34122,86.147561,87.1936,91.31171,93.725257
常用指标,销售净利率,47.498731,53.06635,59.377544,60.900953,66.920345,64.658006,66.729235,67.677299,65.350615,64.645972,65.232062,65.855132,65.537608,65.378571,66.603052,66.782874,65.030745,66.120025,69.245424,67.088442,63.935123,61.101897,61.512853,59.469216,53.328197,53.427215,54.199171,52.01144,51.05395,36.176106,34.488371,37.73507,15.786447,37.829949
常用指标,期间费用率,35.436338,38.181683,31.81359,28.877042,21.931231,22.209719,19.264341,18.792905,17.844619,20.929127,20.336597,20.905126,22.827168,21.4562,18.073104,18.375114,21.396748,18.758087,16.06824,16.574208,19.593133,22.828784,21.634876,24.281901,,30.860679,28.250131,30.354729,,43.241397,42.879791,43.223,65.720624,47.565788
常用指标,资产负债率,7.433741,8.34557,8.200359,8.343365,3.704465,4.680413,4.338744,4.496544,3.897266,5.360514,5.02341,4.725958,4.361794,4.997437,4.270763,4.378911,4.146089,4.466909,4.00224,3.636762,3.168992,2.189767,2.640209,7.206532,6.285244,10.884916,,11.422464,,12.697613,17.178117,15.409028,12.152278,16.365194
每股指标,基本每股收益,0.99,4.28,3.63,2.62,1.47,6.5,5.26,3.72,1.75,6.15,6.56,4.45,1.91,5.84,4.56,2.7,1.27,4.43,3.28,1.97,0.79,4.51,3.2,1.64,0.48,3.39,,1.428,,1.365,0.913,0.618,,
每股指标,稀释每股收益,0.99,4.28,3.63,2.62,1.47,6.5,5.26,3.72,1.75,6.15,6.55,4.45,1.91,5.84,4.56,2.7,1.27,4.43,3.28,1.97,0.79,4.51,3.2,1.64,0.48,3.39,,1.428,,1.365,0.913,0.618,,
每股指标,摊薄每股收益_最新股数,0.98566,4.266528,3.612994,2.608999,1.46646,6.469425,5.239774,3.704347,1.743064,6.14185,4.687226,3.183814,1.368396,4.175781,3.278975,1.953028,0.925654,3.165312,2.342802,1.406092,0.564321,1.453272,0.959821,0.48677,0.142325,1.009675,0.728096,0.424801,0.172438,0.406008,0.271631,0.176399,0.058336,0.093919
