选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231
常用指标,归母净利润,-5952156227.34,-88556470495.64,-28015835676.94,-11946573688.12,-6246208543.03,-49478429211.96,-17943298450.09,-9852499598.84,-361967511.52,12162684368.86,13621477419.62,9870472245.91,1445811341.87,22688551801.52,17093336590.71,12251269055.05,1429295356.15,22524033383.22,16688796291.88,11046937585.87,1292286264.34,41515544941.31,19862827129.73,12507519556.5,1249359312.96,38872086881.32,18240745065.0,11841752171.43,1120626569.29,33772651678.61,13984559799.91,9123743200.32,894878011.08,28051814882.36,11091000884.88,7302723984.96,695411556.91,21022606256.56,8262381011.76,5351309986.08,833232885.76,18119406249.27,6854457908.3,4846279065.45,650232416.58,15745454144.7,6458133425.96,4809238120.15,1529479377.61,15118549405.78,6160218880.98,4556304906.89,1613904228.33,12551182392.23,5079887062.17,3725085079.33,1395936766.18,9624875268.23,3583910174.21,2977854653.1,1205138559.33,7283127039.15,3272003908.45,2812498573.2,1126579449.19,5329737727.0,2957592238.84,2524392406.54,768764018.98,4033170027.89,2276541800.2,2061055712.25,718133261.64,4844235494.21,1916886797.17,1667999940.76,612349282.31,2297883766.18,1453369549.89,1270578625.71,410236887.0,1350362816.78,871793126.89,795052559.21,251914627.73,878006255.08,385102117.46,314749490.22,104934487.02,542270658.17,272919533.99,206815288.08,40928049.02,382421274.06,187079504.7,142156920.25,30555992.96,373747217.73,170459524.96,301231499.63,114586654.39,229142287.45,85359240.45,202092921.45,82505757.26,187123995.02,65676901.56,149663316.45,53601041.26,147452376.33,64178474.51,173367919.72,75806066.87,153405297.2,81813264.78,70024056.26
常用指标,营业总收入,28927889365.26,233432768960.43,161388415447.04,105323304409.14,37994649925.08,343176440712.96,219894827698.98,142778764079.8,61594149065.84,465739076702.2301,290308491288.95,200892590067.22,68474007399.21,503838367358.76,337673241644.88995,206916289449.72,62667074774.2,452797773974.14,271485774926.48,167110935244.56,62264095939.36,419111677714.12,241491467190.53,146349506729.71002,47774342784.96,367893877538.94,223914757487.12,139320076841.33,48374630775.09,297679331103.19,176022139199.75003,105974537269.94,30825615283.99,242897110250.52,117100503696.73,69810477567.49,18589228819.05,240477236923.34,117054800129.06,74795294306.29,14611312019.58,195549130020.9,79596209996.91,50266797992.53,8894338157.14,146388004498.44,63139592563.49,40961902094.71,9497216581.95,135418791080.35,63415318186.37,41390345567.72,13999905876.13,103116245136.42,46128221600.95,30722991215.82,10345911610.85,71782749800.68,29308369223.23,19988838077.14,7970255508.29,50713851442.63,22380429859.16,16766330449.76,7504969754.53,48881013143.49,29543838457.46,21808652427.82,8164318688.66,40991779214.96,22541912977.14,17255013019.21,6400435839.58,35526611301.94,14173465879.06,11096520942.19,4114138824.22,17918331517.79,8508702432.0,6669718005.02,2303871599.0,10571422566.61,5568966131.76,4344575523.91,1890648974.94,7693149826.83,3488463472.68,2472532803.34,1032098673.15,6384672633.46,3270102898.87,2191714171.16,782487747.59,4591085627.67,2356191931.02,1502910310.15,550349863.2,4454000246.08,2440600148.73,3882939558.17,1435858655.96,2924621301.92,1016635697.2,2281149527.48,921224398.68,1966711582.11,829470534.14,1189214310.44,512115706.59,1515464942.37,653851844.3,1249663007.64,370022681.9,1091758858.9,467453712.88,661356211.38
常用指标,营业成本,31892354853.35,242421186362.41,167600034578.72998,108066524873.88,42248142685.23,349850152570.62006,224614207005.19,145557651601.55002,61849559614.69,435658346640.3501,264551849697.7,182281254995.34,65218858881.96,455011051482.74,300792729077.02,183084123913.71,59223885616.85,403110113966.74,242190992903.31003,147879355720.3,58696131876.22,350513340623.53,203753344602.32,122408509780.76,43064380756.37,294321076571.79004,181628494354.33,112258430222.58,41830936635.1,234433806290.64,143594964490.64,86465521664.5,27503227889.84,198323839985.1,99799946344.1,57668666741.88,17289943782.9,206467293987.86,103513671150.55,66233091162.02,13349692012.63,165988260802.07,68723619495.55,42463554178.34,8086334073.44,125578920876.15,55214173734.39,35417670139.08,8209714274.81,112162068455.31,53960019125.37,34674141967.7,11641557150.02,83023173062.97,38638284843.23,25181340052.78,8423986177.68,56716379546.64,23783476901.17,15602924379.16,6307071301.08,39581842880.99,17872514768.76,13136949443.01,6029802523.28,41122442525.36,24837033896.31,17778062447.79,6966013386.12,34855663288.39,18871375326.74,13947015728.89,5363943355.71,28059491714.41,11200738055.08,8546748043.72,3282171995.22,14663532290.33,6594561942.46,4952297789.2,1777939589.0,8528623095.51,4244618485.0,3210599982.38,1514841765.49,6421661722.05,2900830581.77,1993820818.14,866771342.37,5561272858.4,2891233815.5,1904516312.88,720229548.16,4062517300.03,2115959941.05,1325194467.54,508592088.21,4157430942.15,2208489997.79,3436558368.05,1279960946.94,2618777517.52,899973561.32,2020054708.54,814458609.23,1813817302.04,,1081473770.98,,1361898034.14,,1115838439.8,,1055528669.79,,633539164.63
常用指标,净利润,-6091604755.82,-91810091101.49,-28236658916.01,-10864982511.25,-6415198525.25,-48703934402.33,-16398110547.69,-8520745012.81,331290344.62,20455558414.74,21027345000.6,15168214330.75,2833713594.33,37612558798.7,27286850129.28,18130910588.84,2787518052.06,38069527018.02,24604349453.41,16173518847.56,2507050675.82,59298116444.53,30071542918.04,18629194388.09,2430274852.9,55131614572.09,28590417007.79,19285677369.24,3205934375.29,49272294534.61,21797798192.69,13522600620.31,1779485774.48,37208387330.07,14816527230.91,10052989450.35,1109170821.05,28350255480.66,11290253073.2,7094630598.39,1249823432.78,25949438026.31,9538624020.08,6789481869.25,908026223.47,19287524028.08,7604997410.84,5492479926.52,1638330423.87,18297549871.24,7477143891.72,5335891298.59,1789369229.66,15662588423.06,6146172156.57,4535477635.91,1530546766.23,11599606211.77,4106349002.67,3252517534.32,1189964720.77,8839610505.04,3825645658.41,3160820888.92,1175955159.11,6430007538.69,3669981960.35,3100227254.79,888542552.19,4639869152.73,2634320361.16,2306670070.14,741729795.71,5317500817.82,2090598444.43,1800864980.15,616108912.17,2422997051.18,1456485386.89,1276745766.71,411114129.0,1433425711.84,889093798.22,813192444.76,248901014.43,912653719.73,398601575.66,333571003.74,110005143.63,565890614.8,275016411.48,209215714.39,39616409.04,398048307.64,187079504.7,142156920.25,30554811.6,381969284.35,178049170.7,311177265.88,119896317.27,240126889.47,86692984.86,211196234.1,85961480.33,201877727.02,72196912.6,154175149.39,53601041.26,166896385.24,63149283.0,175968245.3,77072057.73,160920609.29,82100569.69,72975795.73
常用指标,扣非净利润,-5334173713.54,-85917363120.34,-26486137179.55,-11591023199.53,-6038699619.35,-45393719289.83,-14467604594.34,-7613049208.23,-1674616092.64,9793841193.09,11960563865.35,8702699763.64,645628377.53,19762103017.38,16500332177.34,11720990962.68,1092556476.72,22381781882.05,16286809462.66,10727286571.01,1157179444.16,40237711134.26,18889318112.36,12114207886.28,1017202995.38,38314387512.31,18175562558.38,11749678942.31,1128443791.31,33490078355.0,13946432686.3,9096648908.14,825909677.02,27279538697.37,10595510254.26,7123504445.3,676188911.45,20929278864.67,8093232721.59,5335845153.1,805115190.87,17615950216.12,6664728667.95,4814204105.35,628665189.14,15576596101.66,6202959469.66,4561343579.45,1530765419.18,15113721585.36,6119302256.69,4536753831.66,1615472700.4,12511303092.59,5063652639.56,3680771877.92,1360382887.91,9566931546.48,3530915310.14,2946808141.24,1186061835.94,6984394617.27,3088033351.12,2653033053.51,1078090738.12,5232336866.7,2878657440.24,2523877456.32,772826491.53,4060585300.93,2281471778.36,2061293163.35,722120772.84,4790833311.17,1905528291.55,1654828357.53,611964696.49,2067878243.04,1272967180.46,1133141007.92,320990416.25,1351178612.29,870981259.14,794546122.19,252121181.93,889165465.77,386095101.4,318713131.39,105063987.25,527202240.44,273835078.39,209145037.79,42645674.89,389191474.65,190642446.79,143079153.57,,190618052.89,167777027.66,271737819.87,110602600.0,213437021.35,,,,,,,,,,,,,,
常用指标,股东权益合计(净资产),228061984693.62,235860058036.69,301030072579.18005,321160542961.06,329974412835.25,338854662483.74005,374358441702.97,385057205367.08,399533386477.65,402933530947.26,407127393376.22,402644482157.24,397505858255.52,405636829963.55,405968478784.61,391708562002.6,393309709697.18005,392772776525.09,374930444545.18005,363720759382.82,355432004867.47003,349844473343.22,302642412322.42,291256107051.21,274111126411.95,270579115412.96,244851895300.25,232467538807.46,236189411971.9,235620729997.58,215891759596.23,205784151722.72,195337402384.51,186673939158.29,167725291863.39,161157756356.52,161986016323.0,161676571281.0,143533581584.8,138174047997.91,138748883501.05,136309617321.02,121125218809.56,117799856665.22,116203522783.62,115893616919.97,106182513358.85,105719879892.84,101750971736.38,105439423398.63,94366538723.51,88065482216.2,84626427238.47,82138194988.1,71640862330.44,69833973675.23,69120706636.88,67832538547.03,59553752171.98,57807482626.91,56129244459.47,54586199642.41,49336733183.19,48419808777.8,47393510587.29,45408512454.07,42364149718.91,41804941695.13,39732353198.1,38818549481.2,36851653027.98,35823003455.4,35479856285.04,33919523029.04,29456226233.07,18237390306.93,17951210296.51,17453503546.99,11775387374.64,11617001985.03,10211932757.6,8581223228.07,7008836346.94,6897069524.73,6661321122.91,6304447542.07,5791534531.02,5725050777.35,5492707118.04,4760460394.55,4453454344.82,4322312828.45,3466380254.44,3552653817.51,3322187524.65,3266666743.79,3157065513.48,3126082290.11,3106135425.2,2965644960.7,2887901948.17,2146310711.04,2153407081.97,2101854021.19,2031017133.62,1987577353.94,1576865991.77,1505126489.25,1421385679.43,1362256804.88,1172711743.7,1147891358.78,974157473.85,930305220.68,,237208729.72
常用指标,商誉,5701779501.78,5703660521.23,5708536321.66,5709922335.99,5538288313.41,5540441585.68,5529130718.71,5539204072.88,5537867559.06,5408770448.41,5414067003.19,5413299745.25,5400800865.99,5402285881.35,5395504311.22,5395504311.22,5398474067.79,3822322807.59,1423920327.52,201689835.8,208298154.14,206342883.92,215252976.06,224336320.0,225103577.94,220920784.68,225499582.03,217604250.38,211961192.02,217109245.26,217480499.1,209312914.63,197482292.29,206342883.92,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,201689835.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-2163425441.93,-988124860.96,-5889347829.66,-3038704592.78,-5792568806.59,3799847632.35,-4847650023.78,-5176325811.1,-9421419428.01,3912323920.11,235323600.88,1864499635.13,7001300467.87,2750449478.44,-4175709127.55,8288020493.16,-13259189892.38,4113160948.2,1219687037.31,6781560273.77,16879434478.49,53188022243.81,33380868586.36,22605962036.88,-2953862229.68,45686809515.08,1734412256.24,8853110066.35,-26712603541.4,33618183388.52,-25731174684.45,-4255092906.29,-27753653226.06,82322834216.5,16706237885.25,21850160718.36,-9523936365.94,39566129021.69,42985894837.63,25797213427.97,-10726129132.78,16046020691.5,-4682998199.92,-6808355734.53,-15344421452.01,41724819113.36,17204500325.05,3432682161.49,-5579130508.35,1923868889.89,-12060759405.31,-9792399309.57,-2383260770.37,3725958472.52,-3490551173.49,2819195756.85,1280120650.55,3389424571.92,-1495378788.53,3825848847.41,-1975209083.64,2237255451.45,-1207363590.0,-9514421178.97,-6800224121.57,9253351319.55,11241209259.63,9821584634.72,3684640137.2,-34151830.4,-1989140049.57,-1488888722.76,-1419962635.15,-10437715815.8,-5909449130.45,-2978922683.9,-3237626139.27,-3024121481.87,-4303268849.01,-3198738756.07,-1722876262.04,857045601.65,-471902071.17,-954516641.78,-928059063.71,1048590341.97,-1204688533.6,-1282647730.54,-1375094395.49,-1478383770.29,-1300204707.25,-210001959.23,-556011264.79,128843264.54,,-208247028.22,,-1204549247.74,-724980940.43,86048365.05,-303204721.43,42785873.01,-265108224.38,-140274509.15,,,,,,,,,,,,
常用指标,基本每股收益,-0.4989,-7.4453,-2.3578,-1.0075,-0.5268,-4.1727,-1.5132,-0.8309,-0.0305,1.03,1.1585,0.8431,0.1251,1.96,1.4734,1.05,0.1229,1.94,1.436,0.9509,0.1112,3.62,1.741,1.11,0.1105,3.47,1.631,1.06,0.102,3.06,1.267,0.83,0.081,2.54,1.005,0.66,0.063,1.9,0.748,0.48,0.075,1.64,0.62,0.44,0.059,1.43,0.59,0.44,0.139,1.37,0.56,0.41,0.15,1.14,0.46,0.34,0.13,0.88,0.33,0.27,0.11,0.66,0.298,0.26,0.1,0.48,0.269,0.23,0.07,0.37,0.207,0.187,0.105,0.73,0.29,0.25,0.14,0.39,0.37,0.33,0.11,0.26,0.256,0.233,,0.392,,0.143,,0.403,0.196,0.159,,0.606,,0.225,,0.592,0.27,0.4829,,0.42,,0.407,,0.476,,0.47,,,0.23,0.71,0.31,0.91,,
