选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180630,20171231,20161231,20151231,20141231,20131231
常用指标,归母净利润,-42983830.73,-398267667.27,-173421950.63,-144038127.02,-52776946.91,106235425.64,266649096.74,260480462.16,125708151.18,1247679723.81,1808364213.46,1702358148.94,1244917930.85,4735795243.51,3943806575.29,2692941161.01,1330905062.11,2021467667.66,1188201003.78,721508507.1,289216473.07,676997342.76,466704007.75,243820267.1,70436605.79,208864316.07,125043955.27,85034999.64,40245909.29,293067757.74,109098220.3,150406562.68,148188701.64,122545564.48,118460141.6,79825675.95
常用指标,营业总收入,523344880.88,1818967457.87,1498369947.13,843561860.09,400625153.87,2245403245.65,1948111396.63,1366045101.74,752512644.03,5510782512.9,4968894713.9,4163641154.7,2886602037.7,11185188715.34,8650520680.6,5929727558.46,3171223475.09,5750329074.69,3595987672.4,1963973902.56,824023699.18,2354256829.93,1599242930.6,843715896.65,310899408.18,1183754229.77,830305134.86,523634547.1,250540144.64,982686707.83,452061715.24,949524531.26,844082335.0,680713659.99,596233752.41,499060636.25
常用指标,营业成本,518061923.75,2322416853.65,1780002318.88,1020748464.07,464970086.22,2395621317.62,1928979981.89,1289398978.35,672195652.14,3878716787.18,3075745677.38,2242973767.22,1422907029.18,5747908505.12,3933165363.44,2614106489.5,1474946299.21,3404115460.81,2174404668.58,1143980498.38,480374250.72,1587661119.29,1047064360.44,573921536.69,243204104.84,1004050875.48,703024428.97,446197392.94,208088833.55,834325030.31,401399222.82,808730878.7,712808396.32,552530746.55,473314901.28,397313159.49
常用指标,净利润,-44887263.69,-413963529.44,-173891354.56,-145492229.78,-54141986.42,109094522.37,270486136.27,263596610.58,129783656.69,1246504389.95,1811765538.11,1709329395.58,1252742514.19,4863301154.03,4039308595.96,2779233274.97,1386767882.04,2079214206.82,1213632779.81,728069853.45,290188646.53,681815180.31,470519298.67,247315128.48,70774315.49,210301490.38,125278573.89,85633573.79,39783072.4,292876102.63,109710324.77,150358600.34,131478296.41,109676686.73,118460141.6,79859775.78
常用指标,扣非净利润,-64602901.66,-622669164.2,-307618892.32,-242605985.91,-105032198.13,-186442703.9,40996003.75,63520625.14,49270400.25,1078220725.48,1672444173.23,1623174034.86,1202021729.81,4514393498.06,3848289901.83,2650038287.64,1314953275.95,1945591656.31,1154759009.23,692496017.94,281123924.8,617027072.93,447436433.61,228962474.73,56709100.0,165109200.0,102200828.58,68425374.1,35672100.0,118815000.0,41096200.0,111480500.0,132617900.0,118450800.0,100333600.0,73109700.0
常用指标,股东权益合计(净资产),11988185628.96,12033072892.65,12273145067.53,12302467635.99,12393817879.35,12447959865.77,12609351479.67,12736151824.75,13003445373.96,12883657250.03,13494658504.9,13388551586.64,13777634371.17,12564891856.98,11745358776.77,10679871908.84,5949258801.73,4562490919.69,3686909492.68,3201685636.9,2872204429.97,2580392712.87,2369129831.23,2145925661.04,1651503748.05,1580729432.56,,,,1370427942.18,1187262164.32,898991839.55,959704339.21,730917773.31,580318352.52,382058210.92
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644327.05,4644327.05,4644327.05,4644327.05,,
常用指标,经营现金流量净额,-232044236.63,89754043.1,7284554.67,-66553405.56,-85972930.66,355081646.69,197795259.27,128547517.42,9280280.41,1537822927.19,891075081.56,166121691.21,-313683356.17,4132592572.73,3112862205.52,1720576755.62,448101537.24,1681947606.84,633335352.83,377065170.68,76771570.08,468206484.4,213263627.32,120298900.34,-35205703.57,272680549.14,108765637.55,36606225.88,-14467018.52,208307316.65,58836198.45,146969323.57,129401335.49,156613606.63,132425299.94,97829103.42
常用指标,基本每股收益,-0.03,-0.31,-0.14,-0.11,-0.04,0.08,0.21,0.21,0.1,0.99,1.43,1.34,1.38,3.79,4.44,2.19,2.19,2.3,1.96,0.82,0.48,1.15,1.13,0.6,0.18,0.54,0.32,0.22,0.1,0.78,0.28,0.42,0.41,0.34,0.33,0.23
常用指标,每股净资产,9.349645,9.383641,9.555953,9.57912,9.651257,9.692973,9.81977,9.896441,10.10585,10.014609,10.493257,10.406775,14.994608,13.620633,12.752043,11.586265,9.549934,7.357484,5.984812,5.216746,6.556461,5.889448,5.404531,4.8905,4.17758,3.996973,,,,3.461423,2.989707,2.431693,2.461391,1.932916,6.747887,4.631008
常用指标,每股现金流,-0.183522,0.070985,0.005757,-0.052606,-0.067956,0.280669,0.156344,0.101361,0.007317,1.212596,0.702625,0.130989,-0.346201,4.561004,3.435562,1.898943,0.738174,2.770736,1.043317,0.621153,0.177056,1.079812,0.491844,0.277442,-0.090271,0.69918,,,,0.534121,0.150862,0.406891,0.358253,0.433592,1.539829,1.185807
常用指标,净资产收益率(ROE),-0.36,-3.3,-1.42,-1.18,-0.43,0.85,2.12,2.05,0.99,9.97,13.7,12.7,9.6,56.19,59.41,44.69,25.93,58.2,35.78,25.23,10.72,32.1,26.04,13.25,4.38,14.36,8.85,6.11,2.89,26.3,11.69,15.6,19.4,20.4,26.84,22.81
常用指标,总资产报酬率(ROA),-0.419292,-3.302269,-1.284971,-0.913086,-0.383233,0.49865,1.645222,1.70391,0.814619,8.766777,12.287717,11.854423,8.574126,48.036513,42.331036,30.916832,20.212385,44.169078,30.460083,20.820358,9.096104,27.030929,20.659645,11.205567,3.769363,10.948327,,,,17.077064,7.265149,11.792851,12.098767,14.368536,18.907886,16.874747
常用指标,毛利率,69.857803,49.321419,53.581936,60.352332,66.551484,66.195616,71.82784,73.169337,73.053336,85.625914,88.093286,90.248165,91.607474,89.536054,89.574605,89.200753,89.702602,85.779759,86.109729,85.216503,84.387215,81.21948,80.28409,78.705829,71.603268,72.04957,71.244097,70.919517,69.412026,72.617478,71.334639,70.386088,72.730619,74.327696,76.179593,76.623908
常用指标,销售净利率,-8.576994,-22.75816,-11.605368,-17.247369,-13.514375,4.858571,13.884531,19.296332,17.246707,22.619371,36.462143,41.053715,43.398518,43.479831,46.694398,46.869493,43.729743,36.158177,33.749636,37.071259,35.216055,28.960951,29.421377,29.312607,22.764377,17.765637,15.088257,16.35369,15.878921,29.803608,24.268882,15.835146,15.576477,16.112014,19.86807,16.002018
常用指标,期间费用率,67.851149,75.818377,71.496614,80.042888,82.062287,71.856864,70.11343,66.715329,61.988467,55.394707,49.473645,43.594393,40.484956,40.466189,34.599581,32.856722,35.849787,44.513834,46.151357,42.989934,42.289683,48.126084,45.286586,46.191645,49.553404,56.08729,55.239374,55.307565,52.004715,56.707331,57.979093,54.910036,56.079252,54.19228,54.194617,53.842416
常用指标,资产负债率,12.882869,14.31911,14.596396,13.609336,14.347226,15.258873,14.451232,14.87885,16.404957,18.016805,18.036913,18.742526,20.1476,22.579999,22.808282,23.964595,34.762055,35.2466,32.789175,27.372917,26.483576,26.351904,25.615795,24.133479,24.741787,26.984378,,,,24.480395,34.605714,45.706228,34.016546,25.441861,27.95592,37.05571
每股指标,基本每股收益,-0.03,-0.31,-0.14,-0.11,-0.04,0.08,0.21,0.21,0.1,0.99,1.43,1.34,1.38,3.79,4.44,2.19,2.19,2.3,1.96,0.82,0.48,1.15,1.13,0.6,0.18,0.54,0.32,0.22,0.1,0.78,0.28,0.42,0.41,0.34,0.33,0.23
每股指标,稀释每股收益,-0.03,-0.31,-0.14,-0.11,-0.04,0.08,0.21,0.21,0.1,0.99,1.43,1.34,1.38,3.79,4.44,2.19,2.19,2.3,1.96,0.82,0.48,1.15,1.13,0.6,0.18,0.54,0.32,0.22,,0.78,0.28,0.42,0.41,0.34,0.33,0.23
每股指标,摊薄每股收益_最新股数,-0.033995,-0.314987,-0.137158,-0.113918,-0.04174,0.08402,0.210891,0.206012,0.099421,0.986781,1.430223,1.346383,0.984597,3.745509,3.11913,2.129829,1.052604,1.598765,0.93974,0.570636,0.228739,0.535432,0.369113,0.192835,0.055707,0.165189,0.098896,0.067253,0.03183,0.231785,0.086285,0.118955,0.117201,0.09692,0.093689,0.063133
每股指标,摊薄每股净资产_期末股数,9.349645,9.383641,9.555953,9.57912,9.651257,9.692973,9.81977,9.896441,10.10585,10.014609,10.493257,10.406775,14.994608,13.620633,12.752043,11.586265,9.549934,7.357484,5.984812,5.216746,6.556461,5.889448,5.404531,4.8905,4.17758,3.996973,,,,3.461423,2.989707,2.431693,2.461391,1.932916,6.747887,4.631008
每股指标,调整每股净资产_期末股数,8.164989,8.254283,8.524475,8.589451,8.758137,8.807964,9.095068,9.15136,9.39169,9.320298,9.812189,9.760061,14.380229,13.034727,11.77341,10.76962,8.634484,6.721492,5.382574,4.609328,5.851025,5.172391,4.678791,4.097597,3.294548,3.090812,,,,2.617873,2.224774,1.603943,1.598471,1.674059,5.964875,3.84021
每股指标,每股净资产_最新股数,9.349645,9.383641,9.56147,9.584651,9.656828,9.698569,9.82544,9.926295,10.136336,10.044819,10.524911,10.438168,10.745217,9.760619,9.138183,8.30278,4.584961,3.532357,2.873332,2.50458,2.248416,2.019676,1.853383,1.677106,1.288568,1.23286,,,,1.06767,0.92217,0.694663,0.703147,0.552177,0.458969,0.302167
每股指标,每股经营现金流,-0.183522,0.070985,0.005757,-0.052606,-0.067956,0.280669,0.156344,0.101361,0.007317,1.212596,0.702625,0.130989,-0.346201,4.561004,3.435562,1.898943,0.738174,2.770736,1.043317,0.621153,0.177056,1.079812,0.491844,0.277442,-0.090271,0.69918,,,,0.534121,0.150862,0.406891,0.358253,0.433592,1.539829,1.185807
每股指标,每股现金流量净额,0.061825,-0.539431,-0.049954,-0.485001,-0.404067,-1.38851,-1.001721,-0.630664,-0.039614,-1.105146,-1.208415,-1.170695,-0.907103,4.162864,3.579761,4.369525,0.317229,1.172713,-0.02773,0.009982,-0.263938,1.253667,1.155973,1.143134,-0.177294,0.177825,,,,-0.4418,0.425309,0.151178,0.104572,-0.288276,1.619673,0.047199
每股指标,每股企业自由现金流量,,-0.019879,,-0.174597,,0.627386,,0.339881,,1.100979,,0.733146,,-2.570384,,-3.435965,,0.023766,,0.159174,,-0.859763,,-0.737623,,0.679462,,,,-0.199308,,0.081071,,,,
每股指标,每股股东自由现金流量,,-0.000462,,-0.207281,,0.610667,,0.284582,,1.130966,,0.736025,,-2.564596,,-3.463947,,0.291877,,0.157846,,-0.72923,,-0.577643,,0.679462,,,,-0.705324,,0.685573,,,,
每股指标,每股未分配利润,5.370657,5.404653,5.579261,5.602487,5.674623,5.71634,5.877714,5.858555,6.071965,5.972842,6.513194,6.429607,9.493711,8.119736,7.562396,6.181857,7.383335,5.190885,3.875279,3.106479,4.002087,3.335075,2.920042,2.406012,2.230418,2.049811,,,,1.571381,1.175689,0.967387,0.672389,0.423788,3.795028,2.670902
每股指标,每股资本公积金,2.4107,2.4107,2.481588,2.48153,2.48153,2.48153,2.48153,2.630828,2.611734,2.611734,2.623389,2.61668,4.115521,4.115521,4.114865,4.114865,0.734425,0.734425,0.734425,0.735159,1.029223,1.029223,1.029299,1.029299,0.441085,0.441085,,,,0.441085,0.441085,0.061637,0.507743,0.298691,1.258848,0.387405
每股指标,每股盈余公积金,0.568286,0.568286,0.567958,0.567958,0.567958,0.567958,0.533382,0.532084,0.532084,0.532084,0.433166,0.433166,0.606293,0.606293,0.289542,0.289542,0.432173,0.432173,0.375107,0.375107,0.52515,0.52515,0.455188,0.455188,0.506076,0.506076,,,,0.448956,0.372932,0.402668,0.281258,0.210437,0.694011,0.5727
每股指标,每股留存收益,5.938944,5.97294,6.14722,6.170446,6.242582,6.284299,6.411096,6.39064,6.60405,6.504927,6.946361,6.862773,10.100004,8.72603,7.851938,6.4714,7.815508,5.623058,4.250386,3.481586,4.527237,3.860225,3.375231,2.8612,2.736494,2.555887,,,,2.020338,1.548621,1.370055,0.953647,0.634225,4.489039,3.243602
每股指标,每股营业收入,0.41391,1.438609,1.184367,0.666782,0.316668,1.77485,1.539859,1.077146,0.593367,4.345333,3.918047,3.283092,3.185846,12.344719,9.54729,6.544442,5.224076,9.472735,5.923806,3.235328,1.900423,5.429559,3.68829,1.945839,0.797177,3.035267,,,,2.519709,1.159132,2.628805,2.336883,1.884589,6.93295,6.049219
