选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20091231,20081231
常用指标,归母净利润,7760054120.3,20338750797.53,14279657200.87,8671260077.51,3946025081.1,13532035002.94,8272917557.72,5417259340.41,2071690611.96,8249711872.51,2443115073.41,703144213.69,317121315.82,6066946564.19,5305930223.59,4147930309.56,1792062256.48,5106017249.81,3558157949.42,2408598438.7,1007464715.66,2328787511.92,1609504257.69,1007820700.18,448129593.18,1857014210.98,1244135605.1,807990808.81,321846690.39,4635583953.16,4136840896.02,3122510222.14,1547182488.9,2727796169.73,1616440000.0,835139000.0,597220400.0,998040580.75,583502400.0,511906300.0,141091827.38,761160070.18,640919051.48,463024467.83,304530072.31,1824255286.97,1465109883.31,1004883580.25,377319717.46,1174203715.57,902362920.28,604890267.1,210578129.78,1050304676.57,929773042.95,720672367.58,281435519.33,1118175996.91,873386110.55,573124358.33,266773462.42,1020691889.73,495094787.38,1640901065.16
常用指标,营业总收入,66403195123.35,206683649050.43,145485212034.86,94772503770.2,46005929071.08,213028664834.79,154754604829.36,102818431688.56,46121379515.86,186268971920.54,131682242978.12,86726255654.19,44283515685.33,172990857221.36,132468519975.36,91766808748.95,44524843547.77,173862586154.82,126558604943.52,84815930336.26,39915601697.31,112981018624.55,80306361455.73,46743857426.26,22382525359.85,68676565008.79,33409050982.82,9978669307.74,4478113985.73,25962862773.77,20083814004.36,14059795748.04,7432136592.84,24147557764.1,17706532000.0,11654941000.0,5782530300.0,6949571006.97,3496036400.0,2259851600.0,1157332634.76,4196839621.19,3174663752.57,2269257230.22,1184311684.33,6662382123.45,5212533693.07,3706264957.22,1632541316.38,5536469246.73,3993691384.56,2689732751.26,1124732357.11,5710893904.27,4435651425.92,3033114111.64,1541868845.54,6099651578.23,4894067336.51,3187019446.53,1463289922.1,4496966550.62,3132808825.82,5563746309.49
常用指标,营业成本,54223182544.08,164451013691.6,119406066209.56,78964362723.5,37903173404.8,187362391592.61,135157459448.52,89019210935.05,42703435521.03,177115447407.4,128632364674.79,86609335260.17,43915532712.1,162246417529.62,123359077186.01,83050643333.25,38549482760.75,161808822844.14,117816999262.5,77686108379.7,36596220236.0,108328837499.8,78032523010.85,47951278525.39,24546358007.86,69261920764.53,32518650395.84,9416775542.06,4582665640.66,19126609929.68,14230230465.19,9419271088.7,4857971397.31,18403779439.93,13981537000.0,9260619000.0,4317828000.0,6419005296.16,2959856100.0,1822462100.0,971581521.22,3583392970.38,2731954327.25,1977572120.06,910525484.27,5056838660.01,3895258972.85,2819033333.28,1293247048.48,4908196214.52,3242801031.49,2165226332.67,916862948.17,4814218971.59,3609502540.85,2392537076.62,1211501495.42,4706712588.34,3796535564.19,2446245239.32,1110447935.1,3175811537.57,2522533048.69,3132622170.79
常用指标,净利润,8823576731.21,24027407307.59,16488452601.22,9843025525.06,4410453403.73,15459442489.95,9522001311.38,6330391543.37,2332069634.29,8530622628.84,2273910401.58,615196557.78,272975317.57,7191700827.37,6225796938.22,4818068797.8,1884103757.95,5427613342.56,4216546635.6,2833275871.51,1224823998.14,2478640545.02,1707653636.0,1002148928.86,420388575.89,1765848377.85,1178146688.08,773490604.62,255575195.83,5150041506.24,4678301362.93,3600925555.74,1853119178.79,3595615427.82,2292991000.0,1369447000.0,998700400.0,1019238434.2,568212100.0,501562400.0,134667335.85,703108354.97,598353578.04,437495855.13,291677108.71,1800201784.04,1445954219.25,993342366.12,370784329.15,1084910812.77,832706167.38,554574090.37,202506613.57,1016375675.72,919305374.29,715843311.27,283742790.33,1156161777.47,919966476.28,608241858.19,281400850.62,1056834805.7,526390215.5,1848812168.72
常用指标,扣非净利润,7485958752.45,20407254770.72,14536938974.28,8723864267.23,3927893805.54,13118825942.69,8551951327.78,5625355302.75,2091340863.16,6232811345.95,1355358471.86,219977157.83,65706188.35,6066908349.5,4703815925.11,3466057986.65,1681067551.32,4103233118.22,1914066244.72,1401022073.13,503258262.86,1090576448.35,753710259.0,507764801.78,209663660.36,746685213.05,869588538.19,697558648.53,148359925.11,4560178551.23,4133423000.0,3174531000.0,1557957400.0,3125343700.0,1956398800.0,1159120200.0,575025596.4,907668359.56,660730748.62,367532204.37,118584108.29,745236424.23,641751200.71,437112276.74,274134685.14,1357168067.06,1084707183.79,710740845.6,288927539.67,969423776.16,809335358.83,549206503.24,183234537.97,877939958.52,784238722.15,589912439.74,,1117905554.56,,,,1008469545.09,477673198.04,
常用指标,股东权益合计(净资产),107303536902.14,99786727040.72,94728090465.75,89046706871.86,90039741724.18,85942236144.77,78030075913.4,75914930510.57,74680660777.62,71962174207.31,67033772713.7,63404573512.29,60941442590.69,62037416699.14,61161848079.91,56019475244.65,49456696984.57,48264212337.07,48351038304.01,46965642609.04,47374775888.48,47334855003.41,48959032251.93,49537992645.68,49599245126.09,49495596093.26,49046428894.02,48001195446.34,49192596694.86,49597935311.53,49967372000.0,47882248000.0,46693612300.0,45909134277.58,44882995700.0,26400808600.0,34926211328.15,34336926967.37,18281748651.64,17772941013.27,18031750566.63,17816691071.26,17790650166.5,14696109159.1,15332105692.44,15144533646.27,13622354721.67,13161766970.27,13387771337.78,12892652306.75,12632720872.57,12335531745.21,12599885218.35,12371394148.65,12808495719.25,12007388472.25,11563119140.44,11258987107.99,11062906232.41,10688767118.73,12381195378.88,11700390385.05,11002942681.1,11645085329.7
常用指标,商誉,420223729.53,426867726.99,431525812.96,434750641.71,435940973.98,436560432.61,425568078.49,432819388.33,430888134.96,430141140.73,436038143.96,438831780.91,417326849.47,422968781.5,431179644.9,407591631.99,385534046.28,387204155.33,393866372.16,392329871.83,399083185.52,396265256.07,551266885.1,573077223.22,660264217.87,659468043.85,647140455.82,683532320.75,660173082.41,674886645.02,877605000.0,844104000.0,802198400.0,833594422.85,1066750300.0,1088850700.0,1108925868.86,892326161.92,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,11329218827.44,20843060708.78,15864160180.24,12008668320.34,1313844803.84,32386655541.72,17280881606.79,10779292189.63,5477822704.96,15542003495.74,10099780928.04,8761937139.74,4643002834.66,15453761072.68,10805720899.93,8501505218.15,-1098206574.81,6190648051.98,2514763641.12,1318661759.73,2569906910.68,8492453630.2,9660164870.15,4251397720.59,5887743222.1,1704827883.87,1402583365.31,2229813554.56,476366543.57,9434533590.15,8195408376.82,5411708826.56,2571731476.07,8428811927.59,5666457000.0,3481411000.0,1427245400.0,2914826436.05,865557600.0,534957500.0,264806530.63,1358771923.4,1675549841.47,1249295959.9,-78962309.21,3635047137.17,1808261613.41,1244030571.91,497770618.07,1371714375.8,1100412457.06,1063821457.28,370174721.45,1606167150.09,992627965.69,803330659.34,560478239.57,1028148666.05,451929810.56,8344287.92,-5161135.1,60599949.36,533536759.34,2014327655.78
常用指标,基本每股收益,0.36,0.95,0.67,0.41,0.18,0.63,0.39,0.25,0.1,0.38,0.114,0.03,0.015,0.28,0.248,0.193,0.084,0.24,0.165,0.112,0.047,0.11,0.075,0.047,0.021,0.09,0.058,0.037,0.015,0.21,0.192,0.145,0.072,0.14,0.09,0.05,0.04,0.06,0.0346,0.03,0.01,0.05,0.041,0.0304,0.02,0.12,0.2886,0.2,0.07,0.23,0.1778,0.1192,0.04,0.21,0.19,0.15,0.06,0.23,0.18,0.12,0.05,0.21,0.1,0.34
常用指标,每股净资产,4.153726,3.853143,3.631196,3.386252,3.426877,3.241919,2.922539,2.824155,2.823078,2.710292,2.47271,2.397316,2.304633,2.347238,2.354524,2.152375,1.897313,1.844754,1.827214,1.775304,1.789693,1.800608,1.869099,1.885818,1.889366,1.889083,1.861742,1.822872,1.887334,1.895847,1.910793,1.83133,1.801844,1.766598,1.725917,1.107875,1.144837,1.109601,1.056036,1.025613,1.040705,1.027611,3.075446,2.762126,2.922239,2.882797,2.581903,2.489665,2.497932,2.399106,2.344042,2.281686,2.32274,2.273669,2.353036,2.286308,2.192695,2.130797,2.082109,2.014445,2.364906,2.308267,2.190791,2.304498
