选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20161231,20151231,20141231
常用指标,归母净利润,2329658005.0,8135775409.0,7570044518.0,5068767098.0,2628580553.0,11668487164.0,10637075305.0,7560737744.0,3159898674.0,11582226085.0,9834303940.0,6441990849.0,2571117273.0,9607174094.0,8102334072.0,5287652288.0,2105071901.0,8001553606.0,6662883207.0,4344429645.0,1715036341.0,6657676062.0,5363155897.0,3453628126.0,1313277159.0,4680646750.0,3671181813.0,2369090559.0,1005701549.0,3719236169.0,2896638727.0,1871690313.0,807191051.0,2589154751.0,1993952159.0,1600457016.0,909879632.0,1359671100.0
常用指标,营业总收入,8352015912.0,33282159404.0,25833906543.0,16743003854.0,8237179005.0,36725749548.0,29484805493.0,20530596799.0,9372811209.0,34931900884.0,27303797964.0,18475773496.0,8364281841.0,30365643811.0,23295830669.0,15355576079.0,6943108994.0,25269580818.0,19391512275.0,12778347633.0,5781049735.0,21025846389.0,16063658639.0,10564367033.0,4741266531.0,16555991314.0,12379459320.0,8205572179.0,3905926079.0,13753357469.0,10279809885.0,6808388237.0,3236282868.0,11173795364.0,8344921050.0,9031723194.0,8013109726.0,7835717600.0
常用指标,营业成本,5905265678.0,23608910747.0,17055866071.0,10992966764.0,5312791042.0,24096446217.0,17867270338.0,12390670510.0,6073471557.0,21991204875.0,16548221666.0,11451529589.0,5572679803.0,19826760259.0,14437026207.0,9563702026.0,4630030820.0,16667539189.0,12115799891.0,8020306567.0,3978391572.0,13900565864.0,10275460849.0,6831028621.0,3386716810.0,11395778858.0,8392134108.0,5642120657.0,2823886942.0,9818338483.0,7213124602.0,4808060650.0,2397114588.0,8523321559.0,6272570352.0,7587792818.0,7286255537.0,6855569800.0
常用指标,净利润,2426538126.0,8451471405.0,7813893576.0,5232692188.0,2692551030.0,11739966642.0,10702649922.0,7575938532.0,3161790726.0,11578413404.0,9835525670.0,6443212579.0,2572339003.0,9610716815.0,8105784813.0,5290284763.0,2106972682.0,8004045870.0,6665326712.0,4345500866.0,1715532489.0,6659603292.0,5364283260.0,3453919656.0,1313773101.0,4684816799.0,3673652024.0,2369960143.0,1005954994.0,3725741910.0,2902045218.0,1875762218.0,809180162.0,2601191059.0,2005086423.0,1612184575.0,940504561.0,1394790900.0
常用指标,扣非净利润,2296470040.0,8068550808.0,7462681541.0,4949323103.0,2530581109.0,11442036083.0,10436944470.0,7379931633.0,3037009378.0,11433734957.0,9685933222.0,6340698652.0,2529128371.0,9525117528.0,8003679421.0,5247093656.0,2072184897.0,7850417234.0,6544194653.0,4309386555.0,1695726614.0,6539656430.0,5264820442.0,3366126661.0,1252861016.0,4614981760.0,3623287106.0,2328510715.0,998068688.0,3690674343.0,2845455453.0,1841788394.0,777646500.0,2580053100.0,,1781417600.0,1339576900.0,1330019200.0
常用指标,股东权益合计(净资产),44845563266.0,43011320053.0,44244806287.0,44021420142.0,43557630794.0,40758177564.0,42013579642.0,43652503869.0,36430608572.0,33346039764.0,36821362106.0,33503454773.0,34671992124.0,31999112163.0,30219649030.0,27209388694.0,28049723794.0,26968045991.0,25815978210.0,24568691384.0,25013674110.0,23290381508.0,22061066954.0,20212764728.0,19928191854.0,18617050290.0,17627279937.0,16317674917.0,16172239127.0,15178316283.0,8597504693.0,,7435417640.0,6654126669.0,,4600745617.0,6538010468.0,9661816200.0
常用指标,商誉,11207360044.0,11404095043.0,11464532536.0,11505586367.0,11220257801.0,11093184471.0,11205807085.0,11147493818.0,4976781054.0,5061690541.0,4507438073.0,4637423017.0,4417372947.0,4403193037.0,4244778791.0,4186920463.0,4157212991.0,4218327427.0,4352269763.0,1213770406.0,1232633950.0,1224558695.0,1272938933.0,1318638920.0,1319588883.0,1301115503.0,1411990729.0,1378368838.0,1354416209.0,1376418022.0,1379132200.0,,1278860254.0,1320607718.0,,1389141308.0,1313924624.0,1309246100.0
常用指标,经营现金流量净额,1381035479.0,10144968535.0,7272860295.0,3922092201.0,1494408057.0,12432041281.0,11072880996.0,8495794956.0,2864694162.0,11062025295.0,7770665653.0,4483129148.0,1333357505.0,12141147876.0,6741514564.0,4076887598.0,869750366.0,8998649175.0,6096983983.0,3523055793.0,1110538731.0,8870109849.0,5990309778.0,4209290815.0,1419859741.0,4721794915.0,3284343314.0,2098621543.0,466541684.0,4034585376.0,2451550112.0,1504903251.0,432599002.0,3300366919.0,2243878842.0,3039526487.0,2023902707.0,1741478600.0
常用指标,基本每股收益,1.9225,6.7147,6.2481,4.184,2.1698,9.6356,8.7808,6.2446,2.6107,9.5586,8.1216,5.3187,2.126,7.9402,6.6955,4.3682,1.7375,6.5868,5.4816,3.5736,1.4107,5.4765,4.4116,2.8409,1.0803,3.8502,3.02,1.9488,0.8273,3.34,2.65,1.71,0.74,2.37,,1.61,0.98,1.47
常用指标,每股净资产,33.082087,31.418698,32.411965,32.200028,31.82834,29.573684,30.594385,32.040801,29.835987,27.288238,30.369601,27.63305,28.580749,26.377213,24.909619,22.427485,23.120771,22.170763,21.223138,20.198277,20.564783,19.14765,18.137101,16.617417,16.372377,15.294269,14.481505,13.405395,13.28627,12.468892,7.840855,,6.762902,6.050619,,4.131107,18.209669,26.63925
常用指标,每股现金流,1.139053,8.367388,5.998525,3.234871,1.232561,10.253725,9.132714,7.007179,2.362748,9.12376,6.409106,3.697604,1.099729,10.013801,5.56028,3.362544,0.717354,7.402084,5.01524,2.897985,0.913503,7.29635,4.927492,3.462466,1.167944,3.884041,2.701626,1.726278,0.383766,3.318758,2.240718,,0.395395,3.016537,,2.778128,5.782579,4.975653
常用指标,净资产收益率(ROE),5.96,21.58,19.64,13.26,7.06,32.58,28.68,20.69,9.12,33.64,28.34,18.65,7.72,33.38,28.4,18.67,7.61,31.92,26.49,17.43,7.1,32.29,26.53,17.53,6.82,27.91,22.33,14.69,6.43,42.16,38.33,25.8,11.52,46.72,,28.0,10.0,15.0
常用指标,总资产报酬率(ROA),4.285642,16.73361,15.388604,10.270836,5.319975,24.935298,22.862637,15.752077,7.212868,27.509941,23.146656,15.517326,6.065228,25.844342,23.159328,15.67131,6.300316,25.278793,22.021419,14.641752,5.661342,25.240489,21.038027,14.212496,5.372641,22.71722,16.768439,12.276446,5.880409,23.738974,21.83978,,6.675555,21.978016,,15.146414,8.381757,10.653568
常用指标,毛利率,61.870083,60.315561,61.95303,61.667459,62.525829,63.111659,64.868266,66.253289,65.963987,66.160706,66.117919,65.596958,66.396648,64.152614,64.301103,64.130135,65.10223,65.006482,65.604494,65.571435,65.025011,64.966479,66.836189,65.962478,64.518952,65.238823,65.212474,65.233431,65.80037,66.572538,66.900326,67.648487,68.398599,67.029898,67.469485,64.621901,62.215641,63.428265
常用指标,销售净利率,29.053322,25.393398,30.246658,31.253007,32.68778,31.966581,36.298865,36.900722,33.733643,33.145672,36.022555,34.873844,30.753853,31.649968,34.795002,34.45188,30.346242,31.674628,34.372392,34.006751,29.675103,31.673413,33.393907,32.694052,27.709328,28.296806,29.675383,28.882326,25.754583,27.08969,28.230533,27.550752,25.003381,23.279386,24.027626,17.850243,11.737073,17.800423
常用指标,期间费用率,31.445054,30.080966,26.801534,26.14273,25.790381,27.632893,24.398769,25.523102,29.68727,28.067236,25.670748,26.575858,32.009072,28.299037,25.184363,25.383302,30.643208,29.849466,26.973525,27.263451,32.800484,30.043659,29.830159,29.743324,34.913688,32.789062,31.751007,32.681672,36.593405,36.563452,35.647529,36.746049,40.603779,41.701777,40.936762,46.06361,47.718208,49.36769
常用指标,资产负债率,24.77439,27.427592,25.344277,25.101337,25.370117,28.044444,27.061639,27.996702,28.332618,30.44214,26.346549,29.526948,28.597796,31.545726,27.45526,29.575724,26.832777,29.223342,27.531513,27.536515,28.614674,30.07233,28.342227,31.786234,28.096612,27.374026,27.99062,28.778422,26.982195,29.818996,47.402179,,48.750047,53.913808,,64.538827,47.1165,33.738604
每股指标,基本每股收益,1.9225,6.7147,6.2481,4.184,2.1698,9.6356,8.7808,6.2446,2.6107,9.5586,8.1216,5.3187,2.126,7.9402,6.6955,4.3682,1.7375,6.5868,5.4816,3.5736,1.4107,5.4765,4.4116,2.8409,1.0803,3.8502,3.02,1.9488,0.8273,3.34,2.65,1.71,0.74,2.37,,1.61,0.98,1.47
每股指标,稀释每股收益,1.9224,6.7145,6.2479,4.1839,2.1698,9.633,8.7776,6.2413,2.6091,9.5577,8.1185,5.3157,2.1247,7.9369,6.6955,4.3682,1.7375,6.5868,5.4816,3.5736,1.4107,5.4765,4.4116,2.8409,1.0803,3.8502,3.02,1.9488,0.8273,3.34,2.65,1.71,0.74,2.37,,1.61,0.98,1.47
