选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20081231,20071231
常用指标,归母净利润,1951116531.21,10007143581.45,7473638450.89,5426234154.45,2620973436.7,12020193928.57,8777834771.48,6295699368.08,2996171101.82,12948524884.06,9490629899.5,6778469045.22,3020531236.75,11434951361.39,8613677099.12,6097061470.7,2778879648.37,9864439336.38,7259018430.93,5116520651.44,2631186451.9,7987168430.79,5863073957.44,3879869975.16,1675522426.23,7239615758.25,5817680378.17,3959180994.29,1956257436.02,7695143139.57,6050930484.75,4057301976.0,1918968945.91,7414331416.37,5720306823.47,3716752656.19,1705935686.48,6771812477.87,5355657291.17,3456351537.9,1617002851.71,5236477973.31,4958494416.54,3291674433.93,1568045217.55,6951980462.07,4864330008.07,3238719172.91,899418277.32,4553826228.27,3213046194.67,2220579063.89,800957658.44,4127030129.72,2881144478.65,2014431615.8,721084775.29,3619081683.57,2574684390.97,1820327404.37,3619081683.57,2911068980.7,2126103121.93,1294297309.39,528413924.23,2289727561.21,1265727597.7,1818910050.17
常用指标,营业总收入,145237333379.11002,646237283223.3201,439552859678.21,293055092818.75,142760042240.3,634732354204.98,426794182829.71,285642396888.96,140473543944.72,609843810421.17,421400574489.52,281747766845.39,133475098803.21,572612947196.02,397092804104.18,266027329064.44,132597751556.66,565652671690.16,386918507505.66,250811341567.17,121428294075.96,401955481174.69,258564932787.62,161060038713.96997,65384957047.47,348793299764.92,231518151747.04,147652421031.83002,70305402567.79,295280350952.02,195900410686.15,126888318864.17,61933025488.06,266957783689.49,186821600436.57,120494590834.14,53272609794.56,238968357568.9,164411927170.15002,105595850012.17,48869531367.25,210921291493.09,144933140564.96,93724102548.54,43388846591.71,189940562591.22,132020686512.83,85601289328.39,33402626150.57,144838511529.0,105051046113.85,65990680831.46,27860076636.26,127055849631.0,88301551614.97,55189032060.52,24200005946.42,113470881101.36,77604834367.0,50684935816.95,113470881101.36,101494483481.09,64745479010.5,40719986043.97,17455032933.22,75540174116.61,60795039694.52,50621543240.19
常用指标,营业成本,141925959288.51,625147219345.1901,426361339745.49,283306003328.63,138083142888.64,608357385331.9299,410646944425.89,273390700595.56,134194292959.47,584212416123.42,404413225464.6,269676615116.82,128202969697.82,550258776328.31,381134390605.04,254661250630.52,127254702973.98,544557013503.04,371735108855.05,239960175379.77,116583091456.76,383903686439.81,246063322156.6,152910286155.54,61960626320.38,333108399492.02,219307707007.35,139668148579.23,67183726657.72,280985378507.43,186498947146.55,120193217890.59,59278510248.14,257081445397.63,179491516547.0,115672473560.88,51151628869.96,229685781250.43,157443644528.7,100736953508.72,46856073118.67,203709669813.88,138357784962.15,89298186781.67,41509929524.28,181057054601.18,125961568224.15,81477551609.98,32240612753.34,138771311217.33,100780658439.97,63019478281.14,26933129769.1,121836946521.68,84700076878.01,52736108788.35,23319338830.82,108722281714.46,74273976691.68,48381961116.05,108722281714.46,97584433574.88,62108408625.42,39109286232.86,16901089499.22,72308899852.17,58989256795.74,48543158290.08
常用指标,净利润,2656051815.18,13111176032.43,10111653752.24,7179508994.95,3498141540.78,15830871488.75,11793705942.88,8364144523.29,3965052524.71,17145559523.06,12296393962.03,8714206706.59,3875847318.97,15683062852.32,12115432060.46,8591918329.89,3871045659.69,14864085079.34,10538038216.53,7296500254.53,3634208492.37,12735814476.26,8849453528.06,5331155067.14,2074811043.9,10601703251.01,7983598271.04,5416202230.97,2613678378.08,9923629706.84,7188556275.39,4918108169.92,2279654019.91,8110825947.63,6158813236.4,4027304066.83,1928273941.19,7586156097.88,5854899964.74,3934924332.16,1710994330.41,5803399559.48,5415916517.14,3532084676.78,1636320253.19,7437070218.89,5128952092.89,3367460356.8,960185550.03,5196124260.92,3587204357.81,2423022219.41,810149289.38,4393955207.84,3074266708.31,2084993263.84,742052420.86,3941072640.32,2920363616.76,1996853247.02,3941072640.32,3225875317.88,2390096137.68,1368518996.71,538912208.48,2532881298.49,1412131594.72,1934839855.44
常用指标,扣非净利润,1895618702.8,8422607731.29,6529055713.62,4821112171.32,2597994725.05,11096813378.62,7916908528.44,6233320156.85,3020649881.04,11713150134.42,9249685243.74,6599779673.92,2981437252.74,10350511347.59,6992079686.09,4721537897.99,2433942323.2,8094787192.79,6127442381.74,4323388525.18,2364498456.24,5286983516.19,5677489745.97,3837942218.58,1407431527.75,6390289356.55,5149716367.51,3615809299.92,1833923803.95,6902714788.46,5521577245.8,3809172598.08,1901543250.26,6843438333.32,5565980203.86,3591165620.95,1618543938.85,6577962230.16,5254180539.95,3385312065.4,1567789114.56,4004057715.62,3953815633.38,2298033754.07,962561401.15,4636643369.04,3269482333.89,2135231737.57,899226579.08,4527014421.76,3200540955.84,2220711832.92,801695139.44,3860386582.86,2780909658.37,1938773091.53,731378942.48,3740977630.74,2532976035.01,1790163492.49,,2880817193.06,,,,2256088406.54,1236662991.69,
常用指标,股东权益合计(净资产),283994367253.44,281681545658.74,278160700436.87,273550850227.53,272712185552.54,271613540412.63,270027158622.41,265907722921.3,264632280620.27,259705032530.69,264966561196.06,266900594574.21,245991613984.92,240350411214.28,225862578626.79,221223369004.09,213764319912.42,258357944961.7,237793536244.29,234613943659.4,226873120517.89,223909338352.56,209404442799.49,202523610363.28,200102741490.84,194641693076.59003,159097200533.18,152401228647.91,145730339227.56,142871159083.27,130490576086.7,126587795993.17,123008971957.06,119434082558.69,110292039865.78,107294220516.65,88643495140.46,85748753452.03,81217611809.97,78321772846.52,74843435660.92,69717673009.59,65921797008.79,57170151591.5,48777351143.1,58375358091.83,43221665760.14,41600736061.27,42373041806.61,41643012871.55,39040888999.03,37752075314.41,35614288927.8,34835086623.79,33817409884.99,33378260856.05,32442573740.27,31595835670.15,30702852544.87,16619889375.56,14314834279.84,13631706211.59,12995207020.58,11906615698.99,10626654364.2,12293699425.9,9896267809.57,8633365018.55
常用指标,商誉,369721362.83,369721362.83,369721362.83,369721362.83,369721362.83,369721362.83,384296056.63,384296056.63,384296056.63,384296056.63,384296056.63,375696031.99,375696031.99,375696031.99,363962769.36,363962769.36,363962769.36,365068769.36,578098704.08,578098704.08,529970497.37,529970497.37,855428692.0,933443985.87,995867767.56,995867767.56,1073130105.91,1073441871.44,1067693042.88,1067693041.88,1112634935.52,1112634935.52,1112742342.43,1112634935.52,1103727592.16,1103727592.16,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,1098322839.26,349655093.64,349655093.64,349655093.64,349655093.64,349655093.64,349655093.64,349655093.64,349655093.64,310215093.64,349655093.64,310215093.64,349655093.64,310215093.64,349655093.64,349655093.64,39440000.0
常用指标,经营现金流量净额,-44119565087.51,30696651139.0,-37032258293.71,-51195664078.72,-40532807150.83,24547897899.67,-46914109534.98,-46627079213.52,-39082475533.17,22244745115.04,-35923395993.12,-39299871209.56,-32963111411.74,30831702520.74,-17928935806.98,-22333180833.26,-18181727749.33,21247944588.7,-18067111880.25,-24596934008.22,-21694977325.04,42963346255.9,1210844570.48,-10638803155.68,-9040863814.51,9493155139.04,-12069010073.73,-10714558930.53,-7978168262.9,19183407287.2,-8005224302.48,-13447541512.49,-14288141598.07,5679226475.23,-9876612777.46,-13624166261.08,-10022719963.31,28937155427.84,6132189213.04,1206288628.51,-1535341125.14,10687689243.83,2143761288.45,-698280618.3,-281994618.62,10515843325.51,3018480902.46,-204922068.37,1114926636.49,5397931875.34,-887847832.49,-2334764476.98,-2259998472.84,2232721469.37,-1075410685.8,-1742315337.04,-1034744020.04,5804337217.1,1355390660.64,1442498028.9,5804337217.1,2675086893.67,241836719.54,-2372999789.97,301286760.57,4512947308.94,4410183227.9,3081609759.15
常用指标,基本每股收益,0.1112,0.5276,0.4092,0.2924,0.1462,0.635,0.4848,0.3428,0.168,0.6801,0.5275,0.3778,0.1705,0.6828,0.5557,0.3978,0.1811,0.5792,0.4663,0.3331,0.1714,0.4632,0.3681,0.2562,0.1106,0.4567,0.3627,0.2588,0.1279,0.4842,0.3767,0.2652,0.1254,0.4821,0.3718,0.2605,0.124,0.4714,0.3685,0.2513,0.1176,0.3807,0.3605,0.2393,0.114,0.5054,0.3537,0.2355,0.0937,0.4744,0.3347,0.2313,0.0834,0.4299,0.3001,0.2098,0.0751,0.4924,0.39,0.2758,0.4921,0.4411,,0.1961,,0.3501,,
