选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20081231,20071231
常用指标,归母净利润,2064416127.86,9304211536.74,8002441338.46,5666339869.26,3136994872.4,8777342050.34,8933543965.95,5881857941.41,3058910909.24,10623826706.6,9327163586.15,6042234992.51,3023133804.99,9010346636.48,8033463581.49,5439201510.84,2885052513.7,8216509034.73,6675980997.22,4633020776.21,1882000193.27,5995452045.08,5015686314.84,3059649499.64,1063739740.62,4757609715.32,3683912278.25,2598128951.43,1387594865.99,4736862826.82,3799720494.15,2579053513.0,1218730110.1,4533315975.94,4116263392.59,2561388909.77,1226458595.29,4488673837.74,3761461651.98,2497395677.6,1009757245.98,3781151703.98,3444174638.06,2472884452.88,1155598706.05,2471741965.73,1766343680.05,987370185.05,585445286.96,2475933518.56,1696385522.25,1157560245.12,530559547.14,2109179600.51,1842920498.36,1303994736.27,541719991.18,2126382016.22,1963033319.44,1172691014.27,688491069.61,2176351711.77,1653326609.19,902200579.8,424390630.47,1812952583.52,1508108760.6,315686121.23
常用指标,营业总收入,18924861299.78,82075495244.95,61634676202.74,40972997115.04,20272701537.69,77272058526.64,56985795719.8,37441126976.74,17988347736.71,74957180264.96,56089262265.54,36297844094.25,17893494221.82,71285600843.64,52702967872.36,34572467790.41,17099460204.21,62695062465.44,46434231768.83,30067740726.81,13926736506.58,52276451960.21,37898720895.61,23887980839.43,10904550196.51,47261491749.69,33885733309.77,21988105366.64,10739118901.92,39305402286.52,28155369920.52,17926062370.9,8255269969.45,33828957561.42,25501125208.37,16334066559.97,7997053219.71,30008741670.83,21951669843.58,14130981013.99,6681835357.43,26202031122.49,19962127963.96,12893261717.42,6362619102.82,18800743680.86,13310096934.74,8453210528.32,4385569190.34,18080929983.64,13007717781.89,8154142973.89,4127478261.0,17750431901.51,13267418196.25,8297850593.6,4297225156.47,15616592969.63,11779308635.11,7387759549.67,3742998778.35,14343903453.21,9976697758.58,6235542787.53,3437257650.35,13418390234.14,13340020683.77,10807887992.36
常用指标,营业成本,14379960215.03,61890130859.29,44235241648.24,28819149077.23,13468585252.22,57500145062.51,39478755096.48,25636542086.52,11872492326.76,55170216904.63,38531863249.25,24987870175.91,11984260746.45,53867855261.11,36941609179.79,23725364755.69,11004310765.79,47005265217.96,33354036280.08,21009334436.41,9882427325.08,39862908186.05,27957801296.41,17959983403.8,8541613509.04,38042883728.74,26912318641.8,17049426324.85,7919424623.22,30569914020.17,20967807224.07,13264080250.22,6023605849.58,26632201840.97,19083401582.1,12439294648.32,6065566393.88,23949392183.0,16930465152.91,10945670720.93,5248874842.97,20192629886.7,14592097605.46,8966192425.3,4330173254.83,14742117511.71,10427311505.21,7048664693.95,3408005417.08,15108672252.02,10619192069.09,6698821113.16,3196703491.93,14621371497.81,10623659721.47,6585167232.94,3337868198.35,12256161075.74,8564259397.45,5723504411.21,2691717193.0,10405794081.07,6937723630.95,4800179526.86,2449948561.72,10443487596.76,11158973522.74,9043352350.72
常用指标,净利润,4139467323.76,17970577667.0,15496829870.48,11102658529.58,6169932785.39,16553095062.63,16312713514.59,10839935304.19,5645108595.71,19410620722.4,16749528175.74,10829974492.02,5403892625.8,16322859203.71,14512164972.13,9837618004.37,5361703794.21,14331905854.18,11767768353.46,8104855916.03,3480630695.37,10947139206.15,8892637387.82,5326355311.39,1972053283.0,8649497011.13,6731423854.86,4775852709.55,2601380501.33,8536410163.91,6920268341.98,4677597180.41,2182585586.72,8113928930.72,7298679549.81,4529973293.52,2182431302.26,8108361253.51,6767236384.55,4449051834.35,1828953768.73,7108763610.34,6298988051.9,4483152988.94,2159145861.59,5156965465.44,3705590509.75,2069733675.16,1226544712.81,5120915768.46,3532822226.25,2325458526.75,1198063994.29,4572512766.57,3917395077.36,2643987229.62,1141791699.07,4408995984.75,3968573732.63,2348041455.02,1362282071.5,4371112287.46,3315980367.61,1771901704.84,856638517.19,3641701972.4,3018826463.64,1713100037.82
常用指标,扣非净利润,2036928966.29,9147550856.73,7958193718.82,5631262882.61,3133300538.09,8569314128.82,8866324133.14,5821654034.83,3043504084.12,10396409868.77,9142252191.34,5887904080.6,3017843956.14,9034900593.23,8021264696.75,5418790039.98,2883698448.64,7835341227.3,6421109485.92,4401118293.32,1792873152.14,5898099549.91,4830363586.7,2903426878.88,1016898844.79,4394971421.54,3691988479.07,2607747574.21,1401783663.99,4805155556.92,3877440243.03,2573332453.14,1220480735.27,4506523971.62,4094010000.77,2540962129.49,1210549598.74,4227629200.42,3492172103.75,2226161422.37,941411665.89,3716121718.91,3357445701.12,2418826700.2,1153480200.0,2367619340.85,1720918348.64,,,1888748197.96,,,,1975269624.05,,,,2002065936.53,,,,,,,,,,
常用指标,股东权益合计(净资产),237434780234.54,232225745100.17,223821067414.15,216250828311.71,216730104532.74,209367959844.07,187202919584.34,172700121244.84,168589120079.77,162798002691.35,155409227015.04,149725416428.15002,153496886881.09,147961121740.26,148386496933.23,142519108917.21,138381905331.99,125555427281.95,122168604801.73,117435630018.98,118889325924.9,116489675569.81,99738452242.89,90556603808.25,92284303228.29,93245202837.45,88093893842.35,85917507881.35,86234355752.19,83570598028.39,82163086694.68,78948395376.45,80308903708.99,77935775995.75,75818190860.76,72218290112.43,74086810399.04,71725764895.5,69819187127.12,67371126743.46,67162294178.03,65335153539.16,63708122538.77,61500575256.52,48540993300.0,46564483684.46,43759280421.05,41514136148.34,42734430441.72,41500603584.88,40240911840.37,38319940084.54,36303493042.06,35425006933.25,31971287562.57,30438591123.93,28314097598.35,26906282623.94,27641906015.94,25367801663.89,23852391944.27,26607889206.2,26343858664.33,21999801088.27,19999180280.45,20718916433.76,17676767790.26,15000364855.83
常用指标,商誉,5418885467.77,5418885467.77,5770571214.74,5770571214.74,5770571214.74,5770571214.74,5973757218.74,5973757218.74,5663940355.34,5610570203.0,4598795018.87,4562956980.03,3936893410.65,3936893410.65,2268881077.35,2247099217.1,2111905444.89,2111905444.89,1979805079.79,1979805079.79,1622926812.68,1622926812.68,1178295061.37,1178291058.94,765165772.19,804103830.59,319397985.12,233570338.87,127231316.81,61668624.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,8130955167.16,37408396868.53,30266329129.73,18723658421.31,5737704455.13,40720532971.06,32844795592.53,19570770332.99,9483193668.69,43126075120.59,34341268832.99,21943610346.08,9584826921.88,46697817465.34,33904931961.98,21671806379.13,10245556659.55,35608016616.66,27981436722.02,16568731187.09,6072510929.13,31127766899.27,22711199777.11,12183356727.79,5993860175.97,26665010020.54,23142596017.22,14559343267.92,5488167357.04,23407917662.79,18510722755.69,10685673193.45,4625196782.71,19820662305.12,15250410507.67,9527085494.64,4789755138.23,18521029063.97,14253314561.48,8613509905.72,3382756277.43,16963898517.89,13677131681.79,9452496649.3,4385010929.24,9543160228.93,7150166752.51,3703114960.2,2045897373.74,9329246004.13,6009833098.07,4574691652.38,1742598712.26,11428454671.24,9121735332.84,5555000427.84,2598704083.02,10392815018.01,6704274608.84,4883996774.45,2681115015.8,7213445161.22,4115227486.12,2991004351.78,1255124210.08,8658971842.7,8529839312.13,6338629441.11
常用指标,基本每股收益,0.1,0.453,0.389,0.275,0.152,0.463,0.472,0.311,0.162,0.554,0.486,0.314,0.157,0.468,0.422,0.289,0.16,0.45,0.367,0.255,0.107,0.379,0.322,0.197,0.068,0.306,0.237,0.167,0.089,0.304,0.244,0.166,0.078,0.291,0.264,0.165,0.079,0.288,0.242,0.16,0.065,0.278,0.27,0.212,0.099,0.226,0.15,0.09,,0.235,,,,0.256,,,,0.287,,,,,,,,,,
