选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20091231,20081231
常用指标,归母净利润,945458305.81,9865280190.16,8634963010.77,6336939113.25,1751178715.35,12659777358.87,10399269305.52,7057573305.01,3219099770.95,7021559679.84,4994858282.93,1361287795.74,174233291.21,8266041808.18,8160385895.88,5600501901.48,1633906526.09,6726093883.72,4944935070.04,3528617024.84,1639467616.33,5362490194.32,2587213985.01,1146142722.9,-650144083.77,4496874893.92,2917446118.41,1517169113.68,773283049.9,5207313967.76,3926557079.57,3695799261.39,2080990964.01,5027297997.74,2879480753.36,2419755449.46,1954688155.04,10551158884.21,7208582917.15,4925601514.99,2396104310.21,8059332452.64,6208581115.01,4717052784.6,2535906367.4,8041535517.6,5586247869.89,3954313743.49,2005418338.88,8223648390.71,6172209374.12,4087332094.33,1896341218.37,5692448955.93,3841508843.68,2353515940.6,1093715172.47,3426195112.78,2551225336.48,1811803710.01,875390548.64,2700734577.09,1442246365.74,869900929.0,1003358112.58,514124320.62
常用指标,营业总收入,45109342077.97,222824238516.25,153581875551.64,92334633193.51,40019080365.54,202193779642.49,142252336280.94,91427688543.6,42859436851.56,173212076757.96997,119503550583.08,69971117162.78,29038525580.9,137339985187.76,99480352533.86,62134116007.85,33619299404.63,136404663038.67,90797258492.46,61928368916.17,31116975830.4,103307607209.7,62143459463.53,35929193647.85,12416141251.87,96210688818.8,62578209983.94,41376679277.69,22627226455.43,99229987202.2,66644948656.77,48678448851.44,26572916603.37,101169488827.86,63428752614.16,41255663824.84,23318875686.5,98615702427.24,63454083317.12,41672184888.84,20879654967.99,76033142505.96,52655696932.0,37144776238.53,19338781215.26,62599104189.86,42586645579.77,28527373341.19,14735111929.05,56784314344.3,40774891252.38,26416838569.72,12755034286.0,43159966648.39,29463526297.34,18287571441.06,8730917675.52,30089476665.0,21377217831.42,14199713682.5,6953055594.59,22986072045.16,15193980903.22,9454194025.0,12814600837.67,8424640424.11
常用指标,营业成本,44380051766.3,215587879531.62,147227185432.34,88506893718.65,38599801101.2,192183841905.52,133579958855.74,85708821595.99,40537209158.65,167708263971.33,115188739399.24,69188920908.37,29378873474.07,130586969054.06,92570968258.55,57440540407.91,32734450627.72,131878091797.32,87137424520.53,58998921517.4,29889621027.16,98843343071.83,60091245753.59,35061611555.84,13560443378.62,91408986015.92,59382188183.3,39638320021.55,21751223902.25,92992242195.51,62124914156.43,44252445025.64,23966917788.24,95777405781.8,60300577263.98,38561752739.62,21056236897.82,86369570981.65,54928308837.6,35872855696.75,17963898398.17,66850601965.87,45426248743.37,31574004590.92,16281337097.93,53383205956.11,35881393391.76,23829901261.71,12317686075.6,47168072151.97,33412232329.0,21579156474.77,10513807806.38,36526361438.74,24869288746.71,15475020650.92,7402682851.48,26105111467.73,18301212104.79,12085484846.3,5916213929.85,20072605815.64,13327409050.77,8337219878.0,11977034860.99,7908142900.96
常用指标,净利润,945458305.81,9865280190.16,8634963010.77,6336939113.25,1751178715.35,12660012515.78,10400323076.0,7058398793.31,3218523864.05,7022812723.95,4997210142.31,1362667897.89,175642700.17,8252807609.55,8149045394.73,5591881900.33,1631853776.37,6725014517.95,4944935070.04,3528617024.84,1639467616.33,5362490194.32,2587213985.01,1146142722.9,-650144083.77,4530732870.3,2951304094.79,1551027090.06,793024291.13,5247639134.5,3958791828.7,3716535455.91,2086959970.3,5043386456.53,2893342874.53,2428945809.25,1958748957.59,10553954644.48,7212522912.71,4928254701.32,2397327363.67,8060364756.76,6209460370.54,4717307539.54,2535778798.76,8041196445.17,5585602653.22,3954200004.74,2005197231.73,8232131707.61,6178759821.9,4091677594.88,1898191231.88,5722071332.46,3868279505.96,2376801514.15,1106889595.51,3510652885.13,2616971469.37,1863062382.3,900551340.19,2827083867.75,1515960671.99,910138726.0,1052685611.73,552141386.29
常用指标,扣非净利润,482039098.04,6058981700.0,5475190264.89,3581423243.2,1469047346.34,9735248300.0,8373581436.19,5651339835.38,2024325461.23,4833698800.0,3807441976.61,749476918.41,-216996763.35,4476525100.0,4340060982.1,2058740500.0,1303131633.41,4202743000.0,3652923351.87,2841990421.17,1335330989.51,3836319400.0,1877310140.77,802452263.9,-748808688.96,3986751000.0,2589326191.87,1241068226.35,643462453.45,3888772100.0,3629044678.33,3578275369.1,2124841311.71,4298196900.0,2437921937.25,2092988779.55,1826700880.88,10353626721.67,7059435534.85,4824833842.08,2357269934.11,7651985800.0,5952381780.69,4601476285.91,2504137096.17,7716881700.0,5502711705.11,3901586405.42,1990637196.91,7987260000.0,6076358497.77,4013749048.72,1853932750.92,5519360870.34,3785070158.91,2319819349.04,1085321746.94,3312377099.16,2488066773.03,,867611146.6,2632583783.43,,,958580733.03,461434803.54
常用指标,股东权益合计(净资产),88538633911.48,87892041477.23,86426348979.46,84450401524.9,82661850472.02,78993169519.14,77340243906.59,73934808029.79,71798394318.18,68508783945.19,65750408053.37,62359530029.82,63336961408.8,65215908115.3,71315578899.18,69699892358.37,64838929568.05,62128482772.84,58988980226.74,59431834963.53,56546035661.84,57341847584.19,54540157469.57,53276386139.34,53517152076.93,54399229916.9,52991605598.15,51476905702.92,53589051137.62,52688587490.87,51462594087.94,51292933037.24,51317842873.44,49257961650.46,47030403491.44,46583150280.44,49371514191.82,47353644518.2,43958271217.16,41658833654.51,40820737019.55,38386916401.54,33521076229.05,35792470428.8,36051078455.76,33518446101.23,31133054750.56,29525292322.47,30011857488.66,28007996843.4,25985988225.6,23898905998.6,23541560640.24,21643369408.36,19789589118.74,18298111126.93,18070967708.79,17021503743.73,16130506185.88,11481006701.43,11300287316.41,10400305581.7,,,7838159962.2,7017440466.18
常用指标,商誉,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.77,27763359.75,27763359.77,27763359.75,27763359.77,,,,,,,,,,,,4391332.13,6555045.13,6555045.13,2163713.0,2163713.0,4972730.46,4972730.9,4972730.9,4972730.9,4972730.46,4972730.9,4972730.46,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,2163713.0,,,2163713.0,2163713.0
常用指标,经营现金流量净额,3271054200.78,40355401297.93,21386307349.86,9214751944.11,-8980143836.11,27771483801.77,14172525070.64,9356889322.72,-2634303567.26,17753789028.71,-1870532207.63,-2436189836.95,-8204257916.44,12311254519.44,4587144690.09,8164218672.39,-11472383039.04,35315673246.13,16676886634.58,15109778752.15,213153761.9,5181232925.84,-259665682.18,9516544165.59,524578239.05,13972302434.79,9906193968.94,6112616730.97,-1735743530.51,19697825948.4,16458677998.74,14950829736.32,-978132975.55,-1059294783.95,7101215946.66,8338899649.27,-5372436535.7,8835406234.02,6594119552.12,4375700213.91,-165686386.24,10033690411.71,10025742265.78,7277045371.22,1611167128.57,6095784407.4,6604349560.79,5162772458.71,1578438193.04,9039043397.56,7838876272.69,4953260185.0,1525546819.79,4336970802.21,4023586830.75,2432211432.14,503132021.55,4448742617.37,4058194427.04,2906791233.24,500490564.38,3191471980.18,2505409354.89,570098000.0,1303689044.45,826121759.58
常用指标,基本每股收益,0.11,1.16,1.01,0.74,0.21,1.49,1.22,0.83,0.38,0.82,0.59,0.16,0.02,0.91,0.89,0.61,0.18,0.73,0.54,0.39,0.18,0.59,0.28215,0.12,-0.07,0.49,0.31964,0.16622,0.08472,0.5705,0.4302,0.40492,0.228,0.5508,0.31548,0.2651,0.21416,1.16,0.7898,0.53966,0.26252,0.883,0.6802,0.51681,0.27784,0.88105,1.8361,1.2997,0.65915,2.70299,2.0287,1.34,0.62,1.87,1.26,0.77,0.36,1.22,0.93,0.66,0.32,0.99,,,0.37,0.19
