选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231
常用指标,归母净利润,1116593729.35,3315494470.04,2373917151.34,1568858834.77,706862256.32,3902593305.73,3048892829.6,2224242854.35,1065362337.51,3575898630.37,2927222865.37,1709585668.15,781651348.05,6289374659.11,5534281811.9,4509699998.86,2429060743.36,7270896741.97,5611872113.18,3801184689.31,1576024623.6,1798376502.03,1290557908.26,904063853.77,429590016.27,2453030877.47,1912377944.89,1308885547.63,642255953.77,3019652962.34,2534570945.55,1680056059.05,734085801.04,1222051795.52,847827166.54,545510003.29,313827230.44,875490486.04,644673784.53,489994564.95,221608181.33,904649382.86,768551276.8,526063609.8,245363714.15,804427991.86,621546288.54,411795266.73,195347453.59,489522777.33,324768265.72,190000167.42,96899717.75,451565349.57,326996725.83,218592736.97,79262324.8,354696581.25,277275100.25,261018738.14,107420439.68,254139516.79,145519359.19,139488238.02,95798234.93,425102826.36,331552007.97,230793084.87,93458054.1,382105351.04,358222612.17,256371423.34,115111932.7,325492220.13,231620171.19,149750190.41,63984063.99,234356314.99,159353134.21,111518183.19,47540959.06,175547000.64,95945461.94,75612783.66,46577361.56,126136753.85,74254594.15,45458665.77,25070232.82,78760295.92,46615598.55,34463371.22,17213015.74,45955077.89,31314942.98,23950516.63,33574820.16,21790171.07,34382107.37,47197216.88
常用指标,营业总收入,8343592884.31,30968875947.12,23552406170.79,15763647150.22,7771601919.12,34226018627.13,25179962867.92,16975315405.23,7978040671.96,27259886885.51,19345988446.53,12358870097.06,6053331079.78,30245283380.3,23008774445.99,16533761872.65,8115448579.5,26744385345.25,18234762446.75,11612499408.13,5003437442.42,13114959474.65,9043075683.01,5993214626.18,2958978373.47,14190478407.87,10610575022.85,7075622619.67,3542546369.9,14356817454.99,10848709584.86,6997069181.21,3438428590.32,10408071378.76,7232397016.83,4714476343.23,2459004098.05,7701060175.5,5511335428.66,3880498660.52,1873516811.75,8651296129.53,6866883809.72,4673398117.84,2182701350.74,9710121856.35,7161678535.05,4702324857.26,2269044480.65,8469413659.55,5969394460.38,3644156895.19,1730906005.11,7003119191.75,5019455145.82,3054252669.19,1351136074.37,5195467162.56,3845178686.72,2778204978.61,1363527666.92,4737750863.89,3356892649.49,2283234911.78,1146942635.67,3997894916.79,2886273557.87,1888540632.59,864529551.73,3443663114.31,2596835216.78,1856572307.3,857295588.04,2867837333.93,1936401621.92,1219747612.99,563357346.82,1814899591.78,1366594341.3,888740540.2,395442682.37,1352342639.45,984850995.01,661069727.29,353798882.36,994203534.81,704721307.09,436336189.04,219092263.03,653182447.31,495102088.15,332588815.8,166968798.79,453361948.68,319473379.02,218319017.86,381884658.03,183653687.56,393086653.51,398068231.57
常用指标,营业成本,6960494235.41,26808473660.56,20422148132.27,13710167495.18,6865841946.01,29327105380.25,21222337656.11,14070223713.41,6574462417.52,22808044624.74,15967546846.34,10378294697.21,5143637430.9,22691232214.19,16569636902.69,11256529820.37,5276325517.5,18213271856.72,11641280862.17,7144993375.34,3149209196.7,11021717222.87,7559370659.81,4959408489.51,2424971608.41,11346974928.58,8399882978.83,5554248684.35,2794043574.36,10725394662.71,7803674071.93,5021758029.1,2572513753.55,8959491823.28,6234703344.68,4071912057.2,2089893323.39,6665638292.56,4752692603.03,3300530830.99,1612362889.71,7587951192.6,5963601230.23,4057196327.21,1895501257.43,8755556819.91,6428183607.31,4215879158.29,2038273257.04,7894164658.58,5590340037.93,3424608244.01,1618163489.27,6474274749.53,4635413073.22,2797556470.62,1259149898.44,4784435577.24,3520110010.67,2472441843.39,1237852538.35,4447511153.45,3188838208.12,2119430945.22,1034262501.6,3498023698.01,2495994459.74,1616431215.58,757506069.81,2990960811.15,2177440525.04,1519245834.66,706905371.32,2446833722.98,1591310392.37,996353361.01,468295966.36,1520167197.98,1130072971.93,723077440.97,324842339.63,1149843689.33,852431164.67,554899420.92,290592385.82,841305302.23,593949288.92,368230571.18,181721142.11,555333440.89,425232624.74,280667276.81,140737243.35,399469366.39,280901290.47,190619105.92,337239558.74,156804510.48,341884104.89,327624624.28
常用指标,净利润,1194272067.36,3655642692.7,2619449131.11,1731238151.61,772522045.53,4178200915.78,3279775220.09,2387017347.04,1136659292.6,3622425138.5,2925004770.41,1707680259.37,780068834.93,6287522851.21,5532831697.22,4508406037.71,2428652914.91,7270444236.0,5611353195.33,3800975694.49,1575896589.47,1798473835.79,1290557908.26,904063853.77,429590016.27,2453030877.47,1912377944.89,1308885547.63,642255953.77,3019652962.34,2534570945.55,1680056059.05,734085801.04,1222051795.52,847827166.54,545510003.29,313827230.44,875490486.04,644673784.53,489994564.95,221608181.33,904649382.86,768551276.8,526063609.8,245363714.15,804427991.86,621546288.54,411795266.73,195347453.59,489522777.33,324768265.72,190000167.42,96899717.75,451565349.57,326996725.83,218592736.97,79262324.8,354696581.25,277275100.25,261018738.14,107420439.68,254139516.79,145519359.19,139488238.02,95798234.93,425102826.36,331552007.97,230793084.87,93458054.1,382105351.04,358222612.17,256371423.34,115111932.7,325492220.13,231620171.19,149750190.41,63984063.99,234356314.99,159353134.21,111518183.19,47540959.06,175547000.64,95945461.94,75612783.66,46577361.56,126136753.85,74254594.15,45458665.77,25070232.82,78760295.92,46615598.55,34463371.22,17213015.74,45955077.89,31314942.98,23950516.63,33574820.16,21790171.07,34382107.37,47197216.88
常用指标,扣非净利润,1112802620.71,3288381850.72,2355842879.89,1559025016.33,703113957.51,3869931928.25,3058812032.67,2236340715.92,1068201278.3,3703481360.8,2903378005.18,1692433383.49,775523759.48,6416661355.9,5480676646.16,4477094327.45,2410958645.04,7211549441.29,5596126954.21,3791444356.81,1571274684.36,1764472647.08,1256968293.05,877713926.14,421989246.95,2404142981.45,1878882150.67,1292681104.47,636252238.9,3011194056.21,2535973067.9,1681060996.3,734655443.3,1230846951.55,846822547.87,544716667.96,313179526.61,876982951.69,643854361.99,492069616.15,221602008.45,901182237.46,765702504.76,522259532.69,243656872.98,804105153.66,622333285.18,412827658.24,196155540.07,487411929.82,320641926.07,186616353.49,95831138.47,448517767.87,325835422.48,217731000.56,78188249.54,348363150.25,276104132.08,260012816.55,106823859.28,246107600.24,142714942.37,138946574.92,95778113.96,423526597.92,331314150.87,230869921.93,93457047.2,351366478.13,356867370.73,254477956.25,113518411.99,309782711.57,231165619.67,149556794.19,63691124.91,233796921.8,158366513.25,110891472.26,47302229.63,174499460.54,95112166.95,75337133.08,46555549.51,126634471.5,74225292.17,45630763.97,25038651.02,80670779.03,46814850.48,34789741.13,17575142.15,36164881.23,25770000.0,18486802.08,,17988948.66,,
常用指标,股东权益合计(净资产),36618034156.09,35150442492.99,34676712384.17,33940270050.5,33612702269.33,32827773284.92,32543867177.81,31636853976.99,31587108986.72,30437608327.93,29426770804.95,28186590001.47,28940861070.13,27920861080.99,26738045228.71,25545207022.5,25148974687.25,22705467447.53,20774489983.53,18961564735.7,17225648587.22,15648714117.98,14963995902.85,14574784203.83,14662926184.95,14231190946.54,13675054135.56,13070261173.34,12725760488.34,12067947919.07,11582166134.58,10727252504.66,10024305337.75,9289259245.23,8886555542.48,8585023366.36,8475711646.15,8161145540.71,7925658788.55,7773019525.57,7599564646.63,7374528154.67,7239059785.48,6997230636.6,6859911061.57,6612796921.81,6414079794.3,6204970022.23,6064394324.55,5868658929.95,5707640238.09,5714148216.55,5620731703.03,5522179902.62,5402983881.71,5297348229.68,5156065811.55,5070614553.05,4993410445.09,5040511709.94,4886913411.48,4779492971.8,2857808814.2,2851777693.03,2854762689.94,2758964455.01,2665480228.4,2566434529.03,2476894682.75,2383436628.65,2359553889.78,2257702700.95,2116443210.31,2006535273.98,1912663225.04,1830793244.26,1778077117.84,1714093053.85,1055452230.81,1007612220.26,968892645.66,923629386.6,844027847.91,823695803.44,767990381.35,738113019.78,685981035.32,657185106.94,661846673.99,636776441.17,604631743.8,592479516.47,575366131.69,578056145.59,563244851.9,555880425.55,172955783.59,,167919560.56,
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,890668396.41,4197555233.55,3298844906.74,2331495955.11,930375592.8,4968115816.5,3891477329.61,2908410986.77,1130744553.55,4715319211.3,3528375725.7,2377385527.68,800406615.53,6999469230.44,5955626908.08,4445565939.29,2301979145.11,4922987008.09,3384387626.74,2239399146.54,1067897757.54,2994781387.64,2167164886.44,1500434718.77,558197343.08,3736038989.65,2725199308.37,2042549045.68,1280152626.4,3940722336.26,3099038602.51,1888783516.54,826006275.01,1711455111.16,1039642185.86,751568434.18,215230331.53,997192500.1,829631141.85,728780249.85,474452628.44,2408934800.92,1984950394.5,1289397701.41,768039612.01,1606549742.56,1117552615.16,830378660.04,485574244.39,1386820985.45,1264900922.49,710002176.04,431655625.79,505144488.42,229160501.71,154818142.9,72497217.01,347534031.99,198353663.26,250935837.08,187713800.28,257343804.22,210439761.81,164747321.66,143750888.11,509016908.69,428795372.31,442270123.99,187571715.25,615647405.46,543322367.23,482529523.81,276269295.5,420174057.53,383407879.14,169356917.16,119435122.6,220613349.43,173405001.26,105058500.94,45768218.87,235292658.91,132899439.07,98380628.54,44804644.94,113804231.99,66069331.21,48818437.79,50647056.63,29727854.5,48188964.18,44780378.57,15483695.54,49477356.44,,37775407.87,44584781.49,,1849698.12,
常用指标,基本每股收益,0.526,1.563,1.119,0.739,0.334,1.841,1.436,1.048,0.502,1.689,1.379,0.805,0.368,2.965,2.61,2.128,1.15,3.439,2.657,1.794,0.969,0.85,0.793,0.428,0.264,1.508,1.176,0.805,0.395,1.864,1.564,1.037,0.451,0.754,0.523,0.337,0.194,0.54,0.398,0.302,0.178,0.73,0.62,0.422,0.257,0.844,0.652,0.432,0.205,0.513,0.341,0.199,0.102,0.474,0.343,0.229,0.083,0.372,0.29,0.274,0.11,0.342,0.29,0.28,0.193,0.857,0.669,0.466,0.189,0.76,0.723,0.517,0.232,0.646,0.701,0.453,0.194,0.709,0.636,0.445,0.19,0.701,0.383,0.302,0.186,0.755,,0.272,,0.472,,0.206,,0.276,0.25,,0.31,,0.32,
