选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231
常用指标,归母净利润,927621853.77,4062891412.1,3242356551.79,2109940161.19,903416215.84,3099165128.06,2301970695.56,1514515444.75,647742424.05,2920992940.01,2159631223.77,1394760848.85,601262668.34,2573344179.92,1627645903.3,1003187335.23,452994753.44,1684044407.47,1293171513.97,823881221.7,360076304.91,1462158821.57,1092248543.27,643481717.35,211359665.77,1421204236.13,1056299089.77,692968498.78,258685946.5,1292349782.17,1023391459.78,677056092.91,248311450.44,1235952056.18,979010039.39,609724530.68,219765346.37,990947219.56,778494035.34,399405562.87,131062945.28,605406896.32,509145577.93,328482327.93,127053244.24,560586634.14,461945185.13,240157322.98,91507211.32,323353825.36,263809879.71,189246046.05,78642481.27,271295190.61,259119143.47,187069864.29,81509264.8,365883868.22,291508112.89,204730509.36,100192597.02,315405486.22,240442061.61,160600131.76,72021916.64,237853879.87,158058638.61,94495840.64,33012468.78,258096913.02,196485639.62,140764535.29,57721939.58,130669705.12,38702016.45,28287980.69,10998711.8,46149582.86,36490291.86,27086479.04,12071451.93,44764159.73,34422635.23,28199757.17,10267586.25,42072363.87,34322991.42,23080237.92,27713568.03,16463468.92
常用指标,营业总收入,7773555419.29,31011744510.27,24029313453.31,16262787448.45,7669450484.82,27947164515.93,20562897141.85,13676072161.08,6439558590.31,24557802066.59,18975778199.5,12528920625.59,5678755521.9,21347549741.0,15598985732.35,10159952995.52,4803574775.23,16020809805.52,11719880371.31,7674081761.69,3408216862.74,12109833368.44,8593215985.99,5318178626.77,2483672660.52,11287489442.23,8620823767.08,5831107028.08,2781115361.52,10835990677.51,8265188428.73,5590333729.82,2577547334.62,9581243801.58,7189648369.0,4854655210.96,2141522982.12,7656330842.41,5821782366.84,3418091340.5,1508213816.39,6160817657.55,4797483592.95,3330259437.51,1504207042.89,6560026621.55,5126411697.26,3157857022.65,1425714546.33,5274170938.03,3903299808.19,2696151872.56,1158819403.31,3826346179.77,2922517201.79,2116004708.52,871371729.58,4186894183.44,3200002157.88,2124294351.58,897501473.61,3113068106.07,2208031643.98,1425080523.69,601852736.68,2040387287.1,1486027356.61,940020383.34,367472016.62,2443970300.77,1971082296.1,1546530703.96,807262733.09,2634161101.99,655886172.07,489905721.22,222338030.2,619622973.69,490234062.55,366530323.34,175146243.77,494833429.89,389315629.1,301889431.49,135882609.28,364901199.98,287539565.25,210039443.09,213224962.26,136302174.76
常用指标,营业成本,6682627062.75,26398930272.26,20304194091.87,13738258613.34,6617395338.45,24243018159.23,17836885184.27,11770455716.86,5575318510.8,21011657641.34,16224929588.54,10680635898.54,5018103114.97,18482154912.56,13392914300.05,8827805669.58,4285238156.92,14151191300.33,10257509173.03,6735994919.86,2988670817.78,10592665388.4,7482528844.03,4658848422.13,2184098415.12,9747723876.16,7380681618.78,5050671056.89,2523464996.62,9323681393.84,7048064306.25,4786084645.19,2309889516.43,8204404643.14,6065068503.15,4148446685.27,1894299555.84,6620861019.64,4951821778.65,2955270307.32,1356721223.98,5467979829.97,4226043814.66,2956214411.95,1344154892.17,5889959691.51,4589890224.93,2833782910.45,1285734057.48,4912010727.4,3579651570.98,2454666666.8,1059268619.88,3517581453.89,2611449772.85,1871960718.85,769393580.89,3664101511.32,2751617384.05,1828159578.07,756519707.74,2676924026.37,1862152738.01,1183104797.18,500356088.49,1734121911.58,1291688637.34,827641112.55,330261526.5,2138313451.24,1739883440.1,1371010739.91,723762867.62,2440087946.66,593909613.31,445789297.61,205573607.51,552299744.99,437007611.31,327292732.76,157039711.82,434452773.07,340189021.61,259519574.43,118718880.34,313712792.59,244168642.96,179842923.96,179393601.92,112375559.63
常用指标,净利润,950867700.26,4106689867.43,3289082041.12,2138111211.44,923470482.08,3111725802.34,2319523229.84,1521665652.17,646153478.31,2933714738.99,2198069104.16,1414494515.73,608556460.28,2608051624.02,1649952196.01,1014835254.94,453981307.38,1704824537.64,1311970699.37,836477079.52,363853179.44,1473323351.98,1097823095.64,640867524.19,211161663.5,1433815038.76,1056521000.59,688461499.43,261655690.9,1311307234.62,1037804704.98,685915883.38,252347018.34,1250880476.28,993387477.13,618413469.72,222815904.01,995316041.07,784387738.72,403404312.04,131254524.07,608352368.92,514474147.58,331118137.38,127867091.83,561649374.91,463501395.18,240889792.59,91527009.38,323251452.7,263991439.14,189413707.51,78510310.43,284544585.66,273138152.89,201378202.66,96704035.5,435412090.7,347409629.4,243039847.12,114984801.54,379149712.59,290383654.08,194581338.92,85883164.56,287075461.6,189695801.9,111728526.58,38443156.27,290979877.96,220497342.13,162076830.32,63714100.97,152048557.35,38702016.45,28287980.69,10998711.8,46149582.86,36490291.86,27086479.04,12071451.93,44764159.73,34422635.23,28199757.17,10267586.25,42072363.87,34322991.42,23080237.92,27713568.03,16463468.92
常用指标,扣非净利润,985709560.79,3958316943.01,3083251395.59,2010145139.81,853305418.85,3117935212.81,2248024206.05,1526827093.52,670999127.69,2917029188.01,2222776401.06,1467390266.69,556696354.35,2291450453.44,1752186031.98,1030047529.5,402392543.26,1487491274.21,1166466183.69,719771655.78,321171217.99,1270609746.53,957176123.74,582191161.67,266958886.61,1351335040.19,1050779176.72,641841146.76,210125785.8,1294769254.99,1021213233.73,674378199.87,239077324.92,1085279719.5,816921760.91,490768297.3,162604854.85,777507706.56,646942937.56,385196094.2,124938888.36,547285944.06,502436734.54,277210014.04,101354165.76,471739883.94,350086579.53,241138122.48,100553301.35,312151382.25,264384780.39,193597108.7,75752930.14,226661258.04,230710276.39,177190802.52,64970914.97,347228952.97,297454691.17,197005853.72,100218688.74,291769968.0,224370541.23,157666171.45,65991465.81,219518968.5,134579232.41,79903191.95,22579471.14,70988739.57,58716739.34,47947622.9,19738374.17,49752021.34,41037609.96,30617331.35,11356649.98,42950908.43,35661722.33,26289185.69,12131376.41,45627331.26,34674415.12,28387704.23,,42332757.35,,,27417897.08,16983790.32
常用指标,股东权益合计(净资产),32937196859.33,32040229502.58,31898566624.04,29311656740.74,20473475195.83,19519643523.43,18680831815.36,18258882891.08,18422830888.25,18063707624.36,17417634304.08,14078261284.53,13850320360.8,13119300190.82,12157367992.51,11794948401.1,11700445711.46,11252590608.73,10846551636.21,10544631212.87,10529786684.93,10152752771.03,9700674050.54,9600144954.59,9579901896.79,9365418465.72,9055039202.89,8676701981.25,8813286595.32,8700076671.94,8451844285.33,8301302533.58,8166315482.37,7925245364.46,7693322594.03,5362005857.66,5558120045.13,5930937384.74,5223331635.95,4938220415.6,4842039246.19,4687627924.74,4186730917.83,3765912707.78,3684072352.74,3744040994.18,3448426129.37,3275382162.94,3228460897.59,3154993501.72,3107220798.26,3029306152.74,2982044410.42,2930658960.88,2902270182.55,2816704582.09,2851758548.01,3023396160.11,2913514448.92,2808523961.05,2829681445.47,2714960011.0,1659628388.33,1562857892.96,1491331674.75,1410874085.16,1315678000.54,1233642720.57,1316832824.72,1278547899.25,474549480.51,464524361.99,436547843.22,1069530808.66,429178459.91,418764424.15,424075155.26,413076443.46,399081335.63,389773944.43,398892602.49,386821150.56,377933216.06,371710338.0,,152888672.02,,,119116308.15,99602740.12
常用指标,商誉,,,,,,,6482752.08,6583577.4,6684402.72,6785228.04,6886053.36,6986878.69,7591830.61,7591830.61,7591830.61,7591830.61,7591830.61,7591830.61,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,31959091.6,,,31959091.6,,,,,133758620.05,129814350.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,1105790187.12,5090762717.98,3058283516.66,1275406870.7,467558178.15,4366630948.36,1993484855.83,1161629876.17,107817235.95,3723964354.63,2363640073.77,1718673593.61,735871707.43,2509666490.56,1056630906.28,761013129.16,125930521.34,1555819103.29,1160606172.92,825216623.26,189951485.75,2087343783.11,1570209057.74,1104651449.42,519305066.0,1900163604.6,1127214833.04,830554910.93,281558083.16,1287595477.72,560424036.33,181547923.55,-72917024.11,664090911.44,575096429.4,289564150.25,98806815.16,1507379258.59,1085206581.16,688983244.46,260404508.24,819129163.25,517784782.3,237503775.15,40363815.62,694687900.86,480226052.99,-66630862.59,-101704794.28,277912503.27,43198480.01,21241900.25,-45321130.97,312530742.29,168585426.75,31404733.82,31115659.67,483608940.72,174660659.25,93701108.69,17324302.43,314794135.26,274984983.94,250024965.56,90767585.29,230898778.65,274761002.65,208792329.98,-39591915.03,97605196.27,-189445976.78,-64891052.76,-30311817.34,249843646.07,77829909.53,35622867.58,-15456359.05,27582609.31,44309100.52,46573222.46,-13449630.75,59405705.86,60935768.21,51394256.61,,67227366.72,,,,
常用指标,基本每股收益,0.22,1.03,0.84,0.57,0.24,0.84,0.61,0.4,0.17,0.81,0.59,0.39,0.17,0.72,0.46,0.28,0.13,0.47,0.36,0.23,0.1,0.41,0.31,0.18,0.06,0.4,0.38,0.19,0.09,0.47,0.48,0.25,0.12,0.6,0.48,0.3,0.11,0.49,0.38,0.22,0.07,0.34,0.29,0.19,0.07,0.32,0.26,0.16,0.12,0.42,0.34,0.24,0.13,0.46,0.44,0.31,0.14,0.62,0.49,0.34,0.34,1.19,0.91,0.61,0.27,0.9,0.6,0.36,0.125,0.95,0.512,0.42,0.17,0.43,0.342,0.25,0.1,0.41,0.323,0.24,0.11,0.46,,0.2496,,0.51,,,0.33,0.2
