选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,20151231
常用指标,归母净利润,521446986.96,3686410571.89,2284111472.98,1620509774.4,561678908.5,3494725837.36,2358597314.66,1599063876.43,604490948.26,3477326647.54,2566083697.03,1823846746.52,677962651.12,3633640258.62,2601196845.33,1934084073.92,648016868.11,3274672689.28,2409215855.8,1840504747.38,586246461.93,3819046319.02,2652145209.96,1774925442.85,504688841.19,3815874901.39,2812283039.65,2267893086.86,676450474.26,3408545542.62,2440712643.4,1984028544.45,621420962.89,3222483597.72,3045000334.08,2521873862.26
常用指标,营业总收入,6495492102.72,34677342703.76,21841639285.04,14729610611.89,6733566880.03,32643648716.87,20939821082.89,14332258705.32,6547480136.78,37087421909.11,24684253263.34,16666226171.84,7503134045.5,40219614549.44,26944773894.9,18383362437.75,6941051579.25,38358297108.78,25334693307.89,17864747289.3,6571740629.36,40124476710.76,23924374284.37,14620778851.32,5149712076.31,41646286792.57,28120912037.64,20511577842.86,7885358465.48,40012601322.24,25548555188.58,18907062293.51,6865605711.58,34585933621.04,29770196558.84,24498173891.39
常用指标,营业成本,5852962486.46,30103929134.97,18964738698.67,12640293055.56,5956677019.27,28198501537.42,17854370460.91,12177432969.98,5796129469.47,32520733946.25,21438865837.89,14407855435.02,6715041882.01,35476209041.72,23733946107.12,15961504820.73,6171609409.51,34340429353.84,22329806968.78,15626866910.0,5828103506.25,35526041582.65,20671131707.79,12495996849.36,4522218601.6,37220022565.63,24824903381.92,17906065515.05,6986233892.93,35589030164.38,22493567976.99,16499909326.27,6078975781.47,30628108487.34,26129830618.4,21568823362.66
常用指标,净利润,615961768.27,4246862395.3,2631865149.75,1861766594.47,652303752.78,4068944547.97,2722463925.88,1859319831.54,712787783.12,4014834682.22,2951159986.62,2108586567.96,776657331.91,4100643861.73,2948255040.66,2192590789.15,738954833.47,3692910086.32,2670540779.06,2036739148.41,665058353.81,4239420196.99,2914762923.3,1959856925.16,559115785.15,4177048356.04,3041391798.68,2437413941.01,744090233.49,3716795257.87,2645453285.45,2115784215.31,679534254.45,3437194263.53,3198481906.23,2658829816.85
常用指标,扣非净利润,501593842.37,3420779222.23,2203213611.2,1558511840.27,556904183.25,3268375928.61,2273106474.18,1560294219.45,594368032.17,3266204579.74,2455990446.15,1714426935.25,662574796.18,3416830555.97,2522033057.71,1881314263.17,643473040.27,3123863726.28,2334127536.73,1771582249.39,574915960.28,3578794910.78,2582235058.83,1740428904.21,488841569.48,3501282304.33,2577570793.68,2060496200.6,655248439.39,3295190700.0,2374717145.34,1925107052.25,,3091815600.0,2834683100.0,
常用指标,股东权益合计(净资产),53105723103.34,52470851755.71,50930202940.42,50498361790.63,51123144926.27,50435802325.76,49421317753.54,48935945184.61,49629629805.48,48874835029.9,48316660432.43,47497073672.1,48141128645.63,47277735000.57,46169644228.39,45706152622.59,46108171274.66,45371375921.46,41635835163.63,43768340538.28,44923707004.09,44297337514.4,43103364065.79,42409665941.14,43223238991.85,42724677581.02,41744345747.92,30681864810.88,30985917279.1,30272081549.18,,,,25224597616.0,22690472276.39,19735181566.49
常用指标,商誉,262891028.58,262891028.58,262891028.58,262891028.58,262891028.58,262891028.58,283042528.58,283042528.58,283042528.58,283042528.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,305324128.58,,,,267894196.21,267894196.21,267224850.32
常用指标,经营现金流量净额,-1391918143.04,-1294106603.18,-3750436480.8,-4405436307.68,-3996015804.0,5236128730.31,3400521960.21,2972717564.11,2082321318.72,2058033862.99,-800975967.86,-871102628.48,-1307374461.57,2082161660.88,-184912689.2,-1091172765.94,-1014920672.61,2768701491.06,345439532.93,-425939991.41,-1276606868.03,3007375953.08,-668101304.17,-972052222.39,-1145721633.49,3371360784.87,339359379.28,-130168310.24,-1107082379.52,-1586789943.14,-1938440935.18,-1656918255.52,-370950030.25,-886018363.82,2935057735.13,2763336255.42
常用指标,基本每股收益,0.05,0.34,0.22,0.15,0.05,0.32,0.22,0.15,0.06,0.32,0.24,0.17,0.06,0.33,0.25,0.18,0.06,0.3,0.22,0.16,0.06,0.34,0.24,0.16,0.04,0.38,0.29,0.25,0.07,0.38,0.27,0.23,0.07,0.37,0.35,
常用指标,每股净资产,4.52179,4.470621,4.351055,4.281843,4.355289,4.298941,4.210997,4.136803,4.21741,4.156361,4.085574,4.010231,4.078604,4.015836,3.929965,3.865167,3.909752,3.848764,3.771879,3.717582,3.806583,3.754877,3.653972,3.57234,3.660579,3.618532,3.593605,3.022407,3.042131,2.970299,,,,2.732599,2.463832,2.143763
