选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20191231,20181231,20171231
盈利能力,销售净利率,-4.56587,0.505435,0.139731,-1.165966,-3.159539,0.435286,0.188925,-1.434332,-5.366422,2.768426,2.476877,2.073871,1.13979,4.973416,4.65964,4.591871,2.136745,5.640495,5.975781,5.955731,2.16179,9.654131,9.503183,8.511783,6.688306,3.60102,-0.272538
盈利能力,成本费用利润率,-4.885831,0.016026,-0.073596,-1.481198,-3.428454,0.346217,-0.043545,-1.812391,-5.15789,2.896148,2.701937,2.230946,1.206315,5.532146,5.271852,5.093744,2.38898,6.508714,,6.977947,2.429868,11.624492,11.736911,,7.920212,4.430057,0.423897
盈利能力,营业利润率,-4.988463,0.094585,-0.071868,-1.487494,-3.630331,0.393858,0.013703,-1.754366,-5.290278,2.760016,2.535283,2.208929,1.220518,5.159681,4.886083,4.695927,2.303136,6.093956,6.468829,6.520322,2.365925,10.498333,10.632681,9.524169,7.192005,4.266899,-0.057903
盈利能力,总资产净利率_平均,-1.164039,0.814754,0.39471,-0.580816,-0.863745,0.929811,0.392677,-0.814469,-1.509573,3.480393,2.385953,1.374458,0.410108,7.608275,5.189427,3.316428,0.750516,9.658156,7.506304,5.008226,,14.706687,10.501442,,9.150472,4.31993,-0.233941
盈利能力,总资产净利率_平均(含少数股东损益),-1.233044,0.701081,0.14157,-0.749439,-0.967809,0.702678,0.216938,-0.948167,-1.590956,3.17278,2.152364,1.207171,0.323934,7.426815,5.102009,3.28842,0.735779,9.585086,7.506304,4.957298,,14.663893,10.463192,,9.115342,4.129678,-0.284778
成长能力,归母净利润,-349890694.42,206113321.54,98886567.14,-142598739.12,-197688316.74,180378471.38,75944304.98,-154328498.65,-277477788.94,533896394.81,352309717.26,202603463.55,60649706.9,973320003.95,672308044.48,429999105.96,95394997.64,944779223.35,715586157.21,459022891.14,78257246.55,1258631372.96,878589800.0,478485100.0,712010017.23,306598915.57,-15691776.56
成长能力,营业总收入,8117452606.11,35089898380.66,25382706171.28,15780736577.54,7010697880.51,31316390335.09,22207753211.15,12525833470.81,5449386077.01,17580687278.09,12831401561.85,8580297451.95,4203024989.82,19103690330.76,14185273873.21,9285269585.84,4376835940.47,16623208728.13,11974771746.07,7628872186.74,3554070219.54,12999294468.75,9211541498.82,,10604725119.66,8139253067.76,7008791219.53
成长能力,净利润,-370632400.57,177356807.79,35467636.11,-183998137.98,-221505795.78,136315880.33,41956209.79,-179662149.56,-292437060.92,486708317.82,317818088.46,177944340.83,47905696.48,950106001.36,660982783.5,426367664.53,93521837.27,937631338.08,709877478.97,454355162.48,76831565.08,1254968992.67,878589800.0,478485100.0,709276469.25,293096187.29,-19101676.74
成长能力,扣非净利润,-359918730.9,41926345.76,-59461991.14,-266512294.68,-216016925.35,72465865.32,-3719178.04,-210436411.85,-284313382.51,461754324.66,258608314.29,143118816.34,36205277.87,837899325.09,593910084.3,389044450.8,78593357.99,868390916.4,662204300.0,423840951.59,69819282.75,1106333932.61,783270359.17,395121700.0,657626844.67,280327045.12,-136978691.65
成长能力,营业总收入增长率,15.786655,12.049626,14.296596,25.985521,28.65115,78.129499,73.073479,45.983674,29.653906,-7.972297,-9.544209,-7.592371,-3.971155,14.921797,18.459659,21.712218,23.149956,27.877776,29.997478,35.710204,,22.580211,,,30.291133,16.129198,
成长能力,归属母公司净利润增长率,-76.991083,14.26714,30.209325,7.600514,28.755264,-66.214705,-78.44388,-176.172685,-557.50887,-45.146879,-47.59698,-52.882817,-36.42255,3.020894,-6.047924,-6.322949,21.899251,-24.935986,-18.552867,-4.067463,,76.771582,,,132.228485,2053.882751,
收益质量,经营活动净现金/销售收入,-0.424041,-0.006897,-0.063427,-0.030361,-0.262046,0.023674,-0.034683,-0.029613,-0.253714,0.049619,-0.028206,-0.102666,-0.229908,0.052993,-0.048907,-0.06671,-0.283305,0.038933,-0.01123,-0.073119,-0.154473,0.109448,0.096024,0.084619,0.106197,0.026201,-0.054702
收益质量,经营性现金净流量/营业总收入,-0.424041,-0.006897,-0.063427,-0.030361,-0.262046,0.023674,-0.034683,-0.029613,-0.253714,0.049619,-0.028206,-0.102666,-0.229908,0.052993,-0.048907,-0.06671,-0.283305,0.038933,-0.01123,-0.073119,-0.154473,0.109448,0.096024,0.084619,0.106197,0.026201,-0.054702
收益质量,成本费用率,104.155105,99.345235,99.587513,100.875993,102.346455,98.964825,99.577954,101.467689,105.033478,97.384394,97.95455,98.404113,99.566782,95.419565,95.397777,95.291856,97.720242,94.11599,,93.70202,97.551974,91.012124,90.278499,,92.39206,93.63355,100.048673
收益质量,期间费用率,11.939014,10.547115,10.981117,11.500896,12.666759,11.42064,11.860039,14.029035,15.730273,16.645234,17.155058,17.16492,17.82192,16.679978,16.868243,16.17281,17.215608,18.785094,,18.312077,18.585766,18.236992,18.222449,,19.267966,17.973509,23.129783
收益质量,销售成本率,92.216091,88.79812,88.606395,89.375096,89.679695,87.544185,87.717915,87.438654,89.303204,80.739159,80.799492,81.239193,81.744861,78.739586,78.529533,79.119045,80.504634,75.330895,,75.389942,78.966208,72.775132,72.056049,,73.124093,75.66004,76.91889
收益质量,经营活动净现金/归属母公司的净利润,,-1.174235,-16.280869,,,4.110237,-10.142201,,,1.63392,-1.027301,-4.347927,-15.932651,1.040123,-1.031918,-1.440536,-12.998381,0.685035,-0.187934,-1.215229,-7.015437,1.130394,1.006767,0.994141,1.581715,0.695578,
收益质量,所得税/利润总额,,-3074.581283,,,,-27.04142,,,,1.842677,6.415367,5.533132,5.103612,5.784205,7.348825,5.398763,8.471657,7.921425,,8.912561,8.799998,8.748507,10.312696,,8.600319,13.187001,164.262322
财务风险,流动比率,1.647949,1.571996,1.595191,1.594348,1.857419,1.890477,1.955031,1.972322,1.953316,2.656245,3.286777,3.195855,2.935214,2.696086,2.454898,2.504614,2.658284,1.74318,,1.762505,,1.804882,1.735472,,1.568483,1.322528,1.448379
财务风险,速动比率,1.0618,1.029864,1.135037,1.145177,1.423623,1.485551,1.538254,1.564178,1.542953,2.505834,3.047385,2.988139,2.751305,2.549491,2.294316,2.358069,2.499886,1.604448,,1.59804,,1.654956,1.563373,,1.421418,1.189919,1.287418
财务风险,保守速动比率,0.84738,0.87328,0.889623,1.039895,1.201763,1.385659,1.396989,1.446507,1.378345,2.387493,2.767728,2.709897,2.506108,2.428516,2.101999,2.248874,2.284017,1.532473,,1.438987,,1.468514,1.40479,,1.238523,1.043808,1.053997
财务风险,资产负债率,58.397678,61.029532,60.640098,60.044294,53.911352,53.990379,54.201541,53.581977,50.885543,32.130912,28.176674,28.943839,30.583343,33.412356,36.393645,36.389963,36.496863,52.240431,,51.311807,,54.928621,57.255074,,59.399981,65.488268,66.055855
财务风险,权益乘数,2.5329,2.413858,2.392861,2.37061,2.187649,1.835732,1.839809,1.821117,1.763859,1.487938,1.447532,1.455714,1.466027,1.690308,1.743533,1.736183,1.741937,2.127454,2.142319,2.109224,,2.302043,2.369905,,2.620823,2.884274,2.915005
