每股指标,每股盈余公积金,0.510519,0.510519,0.464702,0.464702,0.464702,0.464702,0.430231,0.430231,0.430231,0.430231,0.389065,0.389065,0.389597,0.389065,0.361222,0.356123,0.356089,0.35561,0.325822,0.325822,0.325822,0.325385,0.287959,0.287959,0.287959,0.28757,0.259287,0.259287,0.265487,0.265146,0.232347,0.232347,0.232347,0.232055,0.192672,0.192672,0.192672,0.192444,0.146077,0.146077,0.146077,0.145909,0.101041,0.101041,0.116095,0.11597,0.065122,0.065122,0.084659,0.084659,,0.063411,,0.063411,0.014108,0.080273
每股指标,每股留存收益,2.695949,2.62531,2.528422,2.375119,2.483341,2.40321,2.324666,2.117836,2.210345,2.074976,2.033185,1.795736,1.6692,1.588514,1.763915,1.73469,1.75188,1.699182,1.895642,1.911444,2.031832,1.950056,1.889817,1.729198,1.748014,1.70303,1.657922,1.575572,1.712096,1.630263,1.615146,1.511772,1.551849,1.506807,1.444697,1.342514,1.466058,1.395037,1.3653,1.241936,1.314089,1.204121,1.106561,0.980217,1.190495,1.082076,0.938203,0.833428,1.085661,0.953358,,0.731213,,0.801065,0.508508,1.728371
每股指标,每股营业收入,1.168057,5.932994,4.386265,2.645432,1.312729,6.563114,4.944218,2.995427,1.493329,7.157663,5.183653,3.112085,1.31625,5.980772,4.540614,2.641262,1.346706,5.225708,3.706524,2.190322,1.063155,3.800133,2.712875,1.640953,0.639336,3.997631,2.915701,1.904047,0.969901,4.164026,3.164412,2.041894,0.949414,3.763835,2.763365,1.663816,0.806723,2.880487,2.109353,1.311914,0.596793,2.918082,2.109295,1.437438,0.814428,3.732257,2.564854,1.632158,1.015103,5.9213,,2.996639,,5.858236,5.669232,11.010624
每股指标,每股营业总收入,1.168057,5.932994,4.386265,2.645432,1.312729,6.563114,4.944218,2.995427,1.493329,7.157663,5.183653,3.112085,1.31625,5.980772,4.540614,2.641262,1.346706,5.225708,3.706524,2.190322,1.063155,3.800133,2.712875,1.640953,0.639336,3.997631,2.915701,1.904047,0.969901,4.164026,3.164412,2.041894,0.949414,3.763835,2.763365,1.663816,0.806723,2.880487,2.109353,1.311914,0.596793,2.918082,2.109295,1.437438,0.814428,3.732257,2.564854,1.632158,1.015103,5.9213,,2.996639,,5.858236,5.669232,11.010624
每股指标,每股息税前利润,0.082924,0.769734,0.667566,0.363505,0.125142,0.851408,0.743921,0.430108,0.187049,0.794788,0.703699,0.31891,0.115825,-0.126882,0.078655,0.053856,0.058557,-0.123165,0.19129,0.241142,0.117447,0.659132,0.557684,0.322032,0.067837,0.520957,0.42814,0.281275,0.125794,0.470993,0.427396,0.270258,0.078626,0.496811,0.417228,0.261789,0.109054,0.732731,0.658269,0.47849,0.172794,0.881327,0.68316,0.471834,0.194345,0.873704,0.611582,0.418333,0.218131,1.228631,,0.706718,,0.940619,0.650513,1.685239
盈利能力,净资产收益率(ROE),1.23,10.1,8.34,4.69,1.45,11.07,9.57,5.68,2.65,10.14,9.29,4.45,1.63,-2.92,0.72,0.62,0.98,-1.27,3.33,3.6,1.53,9.22,7.98,4.67,0.87,6.87,5.75,3.96,1.71,6.64,6.09,3.89,0.94,7.24,6.26,3.91,1.67,10.85,10.09,7.32,2.62,13.88,11.55,8.3,2.88,15.3,11.41,8.14,3.29,20.04,17.25,10.49,3.53,13.92,8.92,10.31
盈利能力,摊薄净资产收益率,1.227486,9.838983,8.298798,4.762541,1.436906,10.575403,9.30021,5.719194,2.608782,9.672568,8.856081,4.347834,1.609512,-2.987227,0.721709,0.623485,0.974079,-1.348333,3.369782,3.66047,1.508953,8.968783,7.889945,4.752288,0.87409,6.686047,5.750494,4.038108,1.684624,6.58904,6.082028,3.938431,0.936911,7.122031,6.337558,4.108231,1.573856,10.762658,10.088178,7.47627,2.599814,12.534088,10.428379,7.365875,2.833691,13.707212,11.028127,8.0944,3.23933,15.909792,,10.862489,,12.583528,9.244927,9.744199
盈利能力,净资产收益率_平均,1.232698,10.04771,8.395723,4.775687,1.450895,11.019589,9.609593,5.77202,2.650164,10.137935,9.277032,4.441338,1.62986,-2.921899,0.718235,0.623097,0.977176,-1.307574,3.35081,3.654634,1.530072,9.214972,8.00127,4.731733,0.872546,6.841778,5.837264,4.06707,1.713321,6.609088,6.128994,3.900571,0.939694,7.215436,6.356755,4.06728,1.576924,11.010946,10.291298,7.481182,2.623716,14.067977,11.550555,8.097529,2.875277,14.967024,11.377486,8.204731,3.286424,17.987076,,10.711453,,13.562983,8.913182,9.744199
盈利能力,净资产收益率_平均_扣除非经常损益,1.207851,9.597533,8.163955,4.572683,1.296942,10.247011,9.164405,5.324222,2.566927,9.577803,8.8092,4.190339,1.345447,-3.557341,0.354381,0.278417,0.656652,-1.708369,2.994593,3.37054,1.400724,8.961315,7.772297,4.610154,0.997167,6.749533,5.779825,4.067836,1.565171,6.090423,5.660207,3.78702,0.999852,7.10872,6.16415,3.934135,1.514505,10.842923,10.183271,7.353761,2.578812,13.762049,11.349204,7.976805,2.862272,14.527908,11.129858,8.031683,3.2689,17.879343,,10.386444,,12.895303,7.685197,7.657639
盈利能力,摊薄净资产收益率_扣除非经常损益,1.202745,9.398157,8.069705,4.560096,1.284436,9.833966,8.869355,5.275493,2.526844,9.138148,8.409477,4.10212,1.328649,-3.646895,0.356095,0.27859,0.654571,-1.770886,3.011547,3.375924,1.38139,8.712414,7.664157,4.63018,0.998931,6.585655,5.693908,4.038868,1.538956,6.061205,5.616833,3.823779,0.996891,7.002448,6.145535,3.973746,1.511559,10.584183,9.982284,7.348932,2.555319,12.247079,10.24659,7.256059,2.820874,13.287683,10.788103,7.923679,3.222057,15.794468,,10.532898,,11.964064,7.971236,7.657639
