选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20121231,20111231
常用指标,归母净利润,790899567.77,2618384303.84,1958519092.37,1237137884.03,532651401.44,2190449376.24,1603287677.19,1025546198.66,432978973.88,1580985985.13,1142102844.1,731154772.78,319992380.5,1504705950.9,1242716579.05,939293552.28,497535135.99,2010811421.49,1706852248.87,1078959432.31,489755903.98,1439562592.82,1002060697.95,556100321.83,184636577.88,871260778.33,667409382.03,468885369.17,228923201.45,1318729254.19,931903060.96,551849594.75,251633131.9,1083443382.33,699428643.63,429887590.29,232319020.81,1059186427.44,769173845.3,503564049.74,224873154.81,873640588.12,637238883.83,384945510.8,164588044.38,648266986.51,503603823.4,319643300.48,127767793.77,566290429.87,408599408.21,551893782.74,413694676.13
常用指标,营业总收入,2680993393.34,9007153894.11,6508368850.01,4148795081.35,1833140973.45,7374990821.2,5380779711.85,3427405750.28,1563615326.25,5726688546.9,4105809876.22,2629189429.7,1189111190.1,5149386936.28,3953718189.8,2893682301.98,1401514345.68,6218042006.78,4586368694.11,2875759089.92,1308965700.85,3993974641.28,2747517835.72,1649230035.82,601650057.06,2726451719.14,1996928230.37,1362286574.39,746707496.85,3750072862.64,2835839612.03,1776530676.35,806272222.42,3129801620.19,2112307375.07,1308357252.98,676817001.18,2887507920.99,2138724010.72,1455677143.83,666796342.21,2489224909.2,1850794025.43,1196546292.69,548470558.04,2200398451.64,1669533416.67,1088445669.8,473245342.23,2023864882.47,,2103304090.2,1696499546.08
常用指标,营业成本,1815266356.25,6419358385.16,4529483422.32,2925025830.07,1331441374.38,5183845007.36,3743188311.12,2387220027.44,1134105159.07,4417865082.52,3111513040.13,1981440502.24,925636287.45,3756142910.81,2757447113.9,1951235364.7,930491693.23,4072253010.28,2742555814.47,1669139933.72,806817574.31,2476954581.15,1712430328.87,1092027049.51,439582628.93,1900629702.57,1351174861.65,910313015.37,514865918.72,2287141610.87,1743192057.74,1116286552.15,523893108.71,2015230582.79,1384934068.38,874318229.31,438116170.24,1823362686.81,1357557265.45,935009682.87,429773494.17,1550822360.32,1135865304.18,763881856.52,366903540.29,1457335375.55,1086047969.64,717646036.66,323864422.25,1362100408.57,,1457392148.11,1208222539.64
常用指标,净利润,790805130.26,2616980154.49,1957938593.36,1237084530.39,532895055.67,2190233758.58,1603712531.48,1026411440.62,433665648.63,1583150590.62,1143533766.33,731965278.34,320529131.86,1506103182.8,1244256589.12,940413484.33,498021711.23,2013312036.19,1709244080.33,1080484209.59,490519751.73,1441626498.34,1003647812.75,557146935.46,185393947.15,874074765.57,669467414.51,470109831.86,229498525.56,1323624068.41,935019894.41,554164003.36,252710331.14,1085833322.38,701592579.36,430205819.14,232569023.75,1059834072.19,769638931.12,503818392.13,225076339.48,875762510.92,638747288.6,385839183.8,165123050.87,650029276.55,504689522.62,320322033.08,127891020.0,567824641.36,409747578.07,554863599.85,417658351.86
常用指标,扣非净利润,721784297.3,2248942354.95,1706420842.95,1066504180.55,448808911.47,1932207242.08,1437070263.45,913519230.05,378067506.62,1221203459.6,878099049.4,569323794.85,240202982.51,1220560953.01,1042381825.18,809246125.39,419707356.43,1828156777.2,1569687379.87,978731355.08,419167761.79,1246735797.43,916145912.44,498484929.65,157859250.29,794975041.94,614071976.42,426406144.59,214500882.77,1284098599.34,870767549.33,524231428.45,248647208.8,1003240947.6,616379275.51,368092227.62,200229981.96,915307372.99,662714410.35,441887425.59,201123679.34,797486473.19,605351675.22,365836745.29,152999292.85,630836876.37,442251301.25,278012000.0,113958500.0,558638500.0,399346151.63,545688500.0,403387100.0
常用指标,股东权益合计(净资产),22400978110.87,21663042434.46,21006089565.51,20287470253.2,20420308553.19,19871768295.58,19310129335.26,18697017565.25,18643938245.21,18239100490.55,17766400153.08,17384677976.03,17426944504.18,17103411874.31,16805708478.17,16504421606.05,16681940983.56,16191573491.08,12025356128.36,11423099112.03,11300244047.38,10813584797.79,8235866280.55,7806023088.43,7751116908.59,7509920113.02,7301350594.04,7108422831.12,7281900922.62,7022850106.73,6627594404.42,6183299474.41,6192737703.16,5935483932.79,5553180437.9,5238507393.56,5380679745.39,5143834690.59,4850119323.43,4529370447.64,4542752020.56,4308147251.68,4180313017.43,3808678900.46,3803843919.25,3637338306.89,2146751596.1,1978424503.96,1809072154.98,1796427756.08,,1468820250.8,1041248098.23
常用指标,商誉,239491443.81,248711480.85,251719393.36,253751848.33,235444653.89,227275574.22,236365751.59,231382764.0,231754064.46,237347249.15,229063409.77,237887827.81,226333336.57,224171021.94,211073314.55,211653153.11,213957407.38,218034397.23,226204607.61,231417861.53,231953713.02,242354396.69,254978450.07,253659495.98,253572896.29,253790463.44,251786897.25,253839172.51,245516416.98,254823095.61,260142125.47,248464939.02,251267333.89,253361823.67,211512954.55,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,156685303.42,2877609076.65,1990456334.4,1127709424.84,242589002.71,2403122345.06,1506489076.2,771851293.55,185462016.3,1718967962.8,1129721028.48,875870042.1,317519532.11,2073873553.34,1388634632.92,755642864.75,472823284.78,1154322229.5,1221422353.45,866676398.43,395160613.56,1174900930.13,602495256.4,466557039.18,252968133.01,1714660335.75,1500985364.22,982523073.39,707412732.33,1539470346.59,895455223.39,513106258.38,275033871.85,977182883.78,727528197.45,617242891.31,432705261.7,948009171.79,661198496.82,330078336.02,366532643.52,528670244.97,246337117.54,174012758.65,69570235.27,705567896.68,393121869.06,296275816.58,195940040.78,644968929.63,399349705.23,356376586.78,401081524.38
常用指标,基本每股收益,0.41,1.37,1.02,0.65,0.28,1.14,0.84,0.54,0.23,0.82,0.6,0.38,0.17,0.79,0.65,0.49,0.26,1.1,0.94,0.59,0.27,0.82,0.58,0.32,0.11,0.5,0.39,0.27,0.13,0.76,0.54,0.32,0.15,0.63,0.41,0.25,0.14,0.62,0.45,0.29,0.13,0.51,0.74,0.22,0.1,0.84,0.62,0.39,0.33,1.48,,1.44,1.08
