选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160630,20151231,20141231,20131231
常用指标,归母净利润,1348715888.89,4610171908.56,4012365445.14,2503519083.18,1328834936.51,5322235002.26,4160475750.39,2708361425.77,1293427188.45,6766648808.34,4362606346.4,2810766003.45,1349407335.81,4861499347.71,3644871353.89,2353510003.54,1092050625.5,4972822293.35,4022196944.27,2731959547.61,1236204885.0,2222601821.55,1246301000.02,-241136265.11,-719142956.2,4346953764.68,3328486588.95,2301220809.01,1027533953.11,3910056977.32,3030708752.32,2011911266.54,878818769.54,3368195002.99,2810419938.72,1737572758.03,846094823.56,2938634981.19,1346019647.05,3281393668.41,2716633054.04,2211814176.25
常用指标,营业总收入,3556530103.95,13360481923.55,8703208429.26,5663192874.31,2802710647.48,12711004049.53,9076817183.98,5984081437.63,3021523137.67,9731355008.25,6575351918.91,4282692437.59,2025990680.0,8297090007.26,5515639617.97,3562109501.65,1742021334.99,8626031576.35,5994561106.61,3885750532.71,1938695877.71,7068918714.74,4393843860.54,2338626515.08,878840338.88,8292216434.56,5677273271.55,3687931591.29,1708461480.69,6759340168.24,4514149162.5,2728166405.67,1323697628.61,5340664303.94,3726866549.05,2455380616.63,1108126801.09,5053238252.18,1595888790.48,4585271886.67,4448681917.95,2464505254.62
常用指标,营业成本,3210837289.79,11934485964.53,7538045226.56,4955406822.0,2373178549.21,11117530393.18,7612590134.85,5113791938.25,2627755673.95,8104977754.27,5351263937.72,3531931836.3,1688017757.89,7139630708.63,4562454954.96,2938518470.68,1394870846.2,6656287619.76,4297073274.96,2776378120.2,1454557532.87,6251361827.52,4088352913.29,2684439504.46,1169776002.98,6386490145.64,4285094080.19,2794122597.25,1309563064.94,5064109886.32,3275701783.92,1915189322.17,941871801.35,3773287834.59,2489073712.0,1698467116.85,769517487.63,3669815875.42,895673660.34,3487935431.83,3203843027.24,1447319329.44
常用指标,净利润,1496886406.66,5106771802.61,4423132728.74,2845400400.91,1500434850.79,5936140410.85,4708058859.77,3028949859.2,1440540946.35,7216133359.43,4709112184.64,3028064702.99,1445212774.16,5252840524.48,3971774549.32,2585922165.1,1202430837.33,5541159230.75,4507297359.77,3060710755.19,1371842712.3,2577307122.65,1433946853.05,-217902235.65,-719661487.93,4886757945.91,3695498221.11,2549766093.66,1149750651.44,4371051177.28,3360307168.58,2244507592.76,978021638.06,4018915652.62,3319087763.03,2063542887.39,982503524.6,3569038287.27,1705103823.18,3843010378.55,3283879205.12,2712395592.4
常用指标,扣非净利润,1346528427.99,4526681620.35,3944429413.22,2486904843.93,1322854021.07,4857504293.63,4132294442.38,2689962035.5,1292474973.19,5094998905.92,4321856280.95,2790079570.78,1338514697.13,3854190776.39,3302790499.22,2022083169.55,1078268695.37,4844506068.08,3915920245.45,2642604129.48,1222271586.18,1805698824.02,865582000.73,-612494065.22,-719675347.84,4201242682.53,3303548686.53,2257630502.67,1016468246.9,3711939355.31,2997160706.49,1980921231.58,875444285.0,3314117792.51,,1722232529.21,837191573.71,,,,,
常用指标,股东权益合计(净资产),93002508961.74,91631266021.44,89681176624.67,88362164462.64,90222792557.14,88781850494.34,86762923929.76,85708029027.1,87761538441.55,82138231610.2,69630233450.04,68144722731.17,69183698348.82,67674178795.54,66326361981.23,63075959033.81,64228538897.41,63320657884.59,62498541248.91,61249473130.68,61040985060.62,59733731425.01,56046341406.11,52629265399.48,53163712777.03,53998796992.46,53009035615.49,51910135200.32,52180215841.3,49799160637.25,49878664097.14,48920495739.55,47357215606.76,46361122358.59,,43671635763.85,43936088320.69,43278703424.29,29914483341.48,33131753148.11,30565119122.61,25770096049.81
常用指标,商誉,,0.0,,,,0.0,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,18970982.26,21351101.12,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,1220864216.5,6511290313.31,4666432532.86,2914588863.05,1354251267.99,7120773359.51,5148674832.67,3024731341.15,1436093540.73,4437621274.0,3102738899.76,1963382049.01,717567797.02,3878052758.41,2462929491.19,1204766068.58,303383572.45,4616253085.96,3397468126.03,1827219809.1,741095571.22,3216272581.77,927617627.4,395435167.81,240709551.02,4316700857.98,2156296744.4,1443504150.9,721975583.57,3683496349.05,2114430398.89,1151925023.63,72705021.87,2979392745.98,2125070924.23,1217994879.83,548619456.17,2306003369.88,1170437599.21,2334685770.54,2521304251.31,1288793126.5
常用指标,基本每股收益,0.1945,0.6557,0.5723,0.3684,0.1893,0.7681,0.5929,0.3857,0.1839,1.0553,0.6813,0.4398,0.2109,0.7528,0.5638,0.3635,0.1681,0.7681,0.6235,0.424,0.191,0.3533,0.2017,-0.039,-0.1164,0.7036,0.5376,0.3725,0.1663,0.6323,0.4905,0.3256,0.1422,0.599,,0.309,0.1505,0.667,,,,
