选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20181231,20171231,20170930,20161231,20160331,20151231,20141231,20131231,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,20051231
常用指标,归母净利润,1040089057.28,3714396619.2,4312889063.25,3815195092.4,2446780116.92,6109507165.97,5092273491.19,4036302008.91,2419080979.78,7174124131.49,5436184327.05,4516621924.7,2419395387.24,7114445126.12,6146765936.66,5024060760.14,2264001115.56,6442257096.68,4519255077.36,3686791174.01,1607453856.61,3610991283.59,2811297730.38,2078332901.09,987334251.32,2839735773.59,2175843080.31,2708569637.26,2429720972.14,1935688276.17,1533959479.86,325000000.0,1264000000.0,584000000.0,411000000.0,395086000.0,252223293.29,189089171.81,84852911.93,1120155622.38,307304640.6,148970660.95,56478939.69,95700570.86,148752911.72,69823288.7,31973896.65,239545222.83,62942168.47,145109113.79,91256502.01,48261519.26
常用指标,营业总收入,6948044201.27,28399420251.56,21280343043.89,14735816204.92,7628320608.76,29717044357.67,21771529420.89,15066136731.31,7902142296.56,26501574113.98,19289043293.68,13703723334.87,6853129450.44,23812176257.98,17406286458.35,12129271830.33,5788736223.24,16417133208.95,11739897825.39,8345177500.89,3812417665.76,11314932063.2,8098241231.77,5635406775.43,2664506371.28,8956644467.55,6461219782.93,7382911880.02,6780849991.24,5034724860.95,5176105253.54,1009000000.0,4115000000.0,3341000000.0,2441000000.0,1465844500.0,1021851734.01,709170140.98,245843123.52,1298139819.28,869894713.96,451602471.5,201256794.13,890249694.45,674130758.58,365810303.16,121823204.03,4196313023.45,2628540224.81,3445645153.36,3089768532.85,2639470154.3
常用指标,营业成本,5639147077.9,23066440280.71,16365326499.05,10722766201.98,5310198751.2,20695982880.17,14722466143.64,9721095057.99,4725570693.49,18013534698.12,12925173211.46,8451946949.7,4126508281.67,15550370644.11,10558786667.42,6603989179.44,3271827376.12,10536481750.14,7165465435.82,4574881932.88,2145202915.62,7540349378.2,5148660194.25,3345639545.0,1680517240.35,5999744843.03,4217272851.33,5081129217.91,4962516047.74,3612813235.21,3983576572.32,792000000.0,3437000000.0,3064000000.0,2072000000.0,1321874700.0,864327383.79,594711301.44,205763070.29,1287922272.43,608037767.92,373735301.16,173617464.22,1187566438.2,604399760.24,370996804.79,136267312.36,4173186836.09,2624583525.2,3486512770.8,3103410319.57,2676443779.49
常用指标,净利润,1264902807.17,4122805873.81,4742139930.7,4169802472.05,2715615693.63,7454582875.1,6243752034.71,4828718085.85,2887909389.23,8262990285.77,6194606491.97,5100540544.26,2769296081.26,8343894160.95,6963081227.84,5715869546.97,2571459986.49,6957721182.98,4851141923.86,3933720698.29,1607453856.61,3941435042.14,3021606238.89,2229631207.26,1061796683.76,3050940239.1,2331215800.33,2828132032.89,2559354925.76,2057477019.45,1691598278.9,352000000.0,1440000000.0,696000000.0,505000000.0,520711400.0,340611865.47,232948409.92,98301154.71,1338524862.53,436733867.51,199956672.44,80914724.85,177311046.49,210420657.61,87920291.36,38338623.42,294248583.97,81078131.4,161455660.09,100005303.23,54821139.88
常用指标,扣非净利润,1039829468.87,3146841187.22,3747767441.98,3200201496.47,2084541822.81,6055514102.01,5089077265.77,4037567894.44,2420313233.5,7008579848.95,5350701775.84,4416956964.91,2389788219.75,7168276391.45,6157247523.68,4986960181.07,2264282137.7,5066844221.75,4024547747.79,3293949040.71,1486845511.9,3481693458.17,2663333900.0,,946389500.0,2622945700.0,1934499400.0,2602522800.0,2168727700.0,,1483937000.0,,,,,,,,,,,,,,,,,,,,,
常用指标,股东权益合计(净资产),110165671701.8,108758906312.14,108395201763.06,106788217621.83,107173464024.03,103724183300.6,101112367298.93,99858277272.2,99563694288.16,95435711290.2,92822199284.13,91410546539.87,91033489374.0,88109331638.5,86546865279.33,84735002192.06,79888740451.85,78120301518.01,73043852345.14,72954172452.94,48292184000.14,46435468052.0,44927138344.57,44125261101.41,42992952913.69,41695528200.56,40939877714.02,43179207359.9,27587371020.4,22529148490.94,23662680008.15,16896000000.0,16428000000.0,13434000000.0,11161000000.0,9057865300.0,8151610008.25,7829439477.2,6398768176.1,6305912906.89,4307171221.3,4184131527.08,4102969587.05,4037113545.4,4568996773.09,4496996017.39,4463948579.74,4674077291.74,4314940598.38,4044539732.71,3138362630.37,2979766488.22
常用指标,商誉,1500608756.79,1500608756.79,1602221046.88,1602221046.88,1602221046.88,1602221046.88,1716773540.02,1716773540.02,1716773540.02,1723429265.15,1667193069.94,1667193069.94,1667193069.94,1667193069.94,1636000756.48,1636000756.48,1545403917.74,1545403917.74,810993459.67,810993459.67,686380534.95,686380534.95,281044259.74,281044259.74,281044259.74,281044259.74,281044259.74,392620822.03,392620822.03,348333955.93,392620822.03,384000000.0,348000000.0,262000000.0,268000000.0,88648000.0,18000000.0,18000000.0,,,,,,,13270884.32,,,20664340.0,,,,
常用指标,经营现金流量净额,3881181706.1,20937957450.71,17220973895.14,8246856681.82,4146426673.89,18894913878.1,14239738856.9,8115501863.67,4418491575.2,14428207150.97,11651857213.38,7025298072.48,3723476890.94,16808647859.71,9553708552.86,5768398219.09,1646487361.3,8830607140.22,5523736536.88,3881068060.93,1915810489.63,8976264717.66,4090960430.54,2186642116.65,991507420.24,6121870403.69,3281563004.77,5071519629.59,4689303420.31,2726598831.09,3845824024.96,372000000.0,2292000000.0,1656000000.0,1283000000.0,570439900.0,306329372.75,242979592.36,20609351.89,491272416.99,174229239.75,84209040.17,12624085.63,262204927.74,144614781.77,26705360.34,7679436.14,444060864.04,36016135.29,20591430.84,82563556.65,-60045491.9
常用指标,基本每股收益,0.0364,0.1298,0.1508,0.1333,0.0855,0.2135,0.1779,0.141,0.0845,0.2506,0.1899,0.1578,0.0845,0.2487,0.2148,0.1762,0.0792,0.2653,0.1921,0.176,0.0747,0.1805,0.1406,0.1039,0.0494,0.142,0.1088,,,,,,,,,,,,,,,,,,,,,,,,,
