选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231
常用指标,归母净利润,847375292.29,2235569970.18,1632283985.93,1159070379.72,525326047.97,1411778923.59,978077107.79,593154006.13,223408387.27,450909813.13,233757367.54,81855802.84,19720699.27,1299378059.37,998955645.32,680956480.43,306098537.77,829137544.38,512449943.3,307846788.0,134117550.34,1103683466.93,877768411.96,601524666.96,262988317.7,932858391.73,743509898.07,450827200.56,225740428.46,736878438.21,563319794.95,316628507.07,158946500.0,346915961.58,92804284.98
常用指标,营业总收入,1460718316.43,5456316783.63,4057688490.81,2633456481.08,1222209473.93,3638911068.29,2570870287.06,1664977789.21,737262933.17,2285738498.23,1525166613.42,927616181.62,419527893.03,3672258476.69,2880827029.06,1927334132.29,900423154.51,2562017472.42,1592696435.66,724463317.63,299529716.12,1823665555.45,1468451314.55,1089576668.42,495752476.11,1737734714.98,1384346338.27,879178620.77,404717097.14,1757664583.13,1251195059.64,709130871.28,,1227514932.7,844944635.26
常用指标,营业成本,812573582.51,3400837066.07,2575089984.86,1549271337.24,723308043.99,2345174927.11,1629531145.7,1074073285.33,496770965.83,1709405164.67,1167491653.48,769438670.88,362835408.2,2743256536.75,2060780717.4,1383281538.87,635714275.46,1901463566.8,1216491117.38,514549460.93,217606866.5,1021123829.24,765636381.26,535796648.9,259316404.19,787760896.77,588069317.1,449281948.84,184377908.37,1000736364.52,662838544.32,384953412.06,,939836352.65,756044737.5
常用指标,净利润,829725360.22,2129635949.96,1576364498.29,1112376100.89,503718732.28,1340736124.5,976378674.9,593154173.02,223408575.46,451147481.14,233994817.71,81948852.06,19720742.46,1299371688.28,998966115.58,680957071.06,306098537.77,829137544.38,512449943.3,307846788.0,134117550.34,1103683466.93,877768411.96,601524666.96,262988317.7,932858391.73,743509898.07,450827200.56,225740428.46,736878438.21,563319794.95,316628507.07,158946500.0,346915961.58,92804284.98
常用指标,扣非净利润,603835353.11,2021628734.94,1467423889.47,1091385758.7,502602549.26,1248290398.82,873823486.1,544275277.38,219635469.6,369932113.14,155795957.96,3812023.94,295934.36,883144528.39,766073502.35,493067665.53,230595635.55,617398698.55,360690471.63,177747195.31,74156919.47,759689579.0,683439720.2,521726996.3,218306402.05,834953602.96,714923929.92,431319030.82,215807800.0,698445900.0,551544229.72,304444900.31,151705200.0,274374300.0,3154000.0
常用指标,股东权益合计(净资产),20775477898.36,12871155850.07,12257090639.69,12060349452.73,11941708896.17,11396505564.91,10547030611.25,10170009093.02,10214466258.23,10206619452.87,10134891688.74,10129929982.69,9981530122.1,9927255022.56,9652637650.0,9047059126.84,8766783891.7,8390699376.46,8379816084.42,8127785775.19,8307600398.97,8070250686.4,7943266923.3,7736324643.46,7681668596.26,7329724350.67,7162801049.91,4076867757.64,4055229800.0,3615749764.93,,,,1187007652.99,883023903.92
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,626635472.56,2022020556.92,1600671441.66,1058689019.33,188245990.36,1691321506.14,1260711853.37,819502483.46,354848215.59,731249699.11,362313824.41,146285689.7,-64132548.78,688835385.81,509463400.23,617991509.65,258745383.89,680414534.55,349170781.83,253890660.81,128421273.26,1000111569.0,791154084.97,641025530.41,272493585.61,868962637.0,638518627.9,360983787.16,87466133.99,969147001.68,739570056.69,574849764.83,141141000.0,226831376.34,387084764.96
常用指标,基本每股收益,0.73,1.97,1.44,1.02,0.46,1.25,0.87,0.52,0.2,0.4,0.21,0.07,0.02,1.15,0.88,0.6,0.27,0.73,0.45,0.27,0.12,0.98,0.78,0.53,0.23,0.88,0.71,0.44,0.22,0.87,0.68,0.4,,0.46,0.12
