选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20170630,20161231,20151231,20141231
常用指标,归母净利润,26841456.09,441236300.09,285740366.04,180510342.32,70444084.04,454492823.77,480862124.85,406464647.97,108215323.57,348770555.15,406061494.44,266219871.25,141405161.76,922805449.03,526315173.52,284440974.46,125251860.27,572304982.46,373724790.31,255077153.93,103806635.27,488789159.48,335800941.73,191069440.28,86684443.22,446422541.18,306164675.26,208440488.14,96213320.76,418258688.97,250149832.85,167635139.82,389457007.18,127351546.2,437643691.88,514475885.27,512931214.33
常用指标,营业总收入,542414493.94,2644781668.57,1852147993.16,1220524999.05,538607018.43,2541123963.72,1758030358.88,1147864217.43,544403891.04,2615695858.73,1861746545.38,1224628027.28,596552541.86,2733338839.14,1918230515.12,1253112660.16,591124603.26,2634240069.27,1850443801.38,1236885265.08,583649850.82,2710300289.88,1909271609.49,1260666029.13,608371363.46,2734192645.93,1931948516.63,1312388939.61,657973888.7,2693985489.42,1949512819.73,1286071485.13,2620834739.07,1240700077.73,2475936522.09,2389714480.7,2430101996.08
常用指标,营业成本,476516075.06,2066384504.9,1431271116.09,930945639.12,418428565.51,1990838119.69,1314045441.2,828749215.27,374909247.57,1867485831.6,1337624311.35,876055551.53,404531610.69,1991938409.29,1336966428.55,872610217.99,413514465.67,1926230428.06,1349199334.89,906676433.61,443823870.12,2036556924.76,1465250620.63,969700962.85,456124496.2,1952107990.32,1391592430.73,925017917.5,446268028.91,1723968605.87,1211357436.63,810672906.52,1758527920.76,873759250.26,1741213115.84,1447966728.84,1514387581.67
常用指标,净利润,42093014.25,529606212.22,335096759.3,219419954.37,97052223.96,567817987.48,556825102.28,462379682.99,138877459.59,509008049.2,521534891.02,340528161.88,174846654.48,1087232321.3,647815798.03,366896283.59,162764975.9,727481079.01,483460721.24,322188947.09,136102828.81,646179447.06,436192955.49,253597289.69,118858317.6,689839851.59,485149847.72,362140693.83,168383330.58,745471771.94,407214721.8,257728151.43,722485813.94,290389229.63,762883932.02,829665027.78,817695800.16
常用指标,扣非净利润,26233967.98,392270617.32,274451795.74,172422018.31,69875542.95,231583273.34,282157931.39,208681077.87,107171198.83,269105138.75,347395607.53,232278931.77,130092062.3,474853037.42,421406663.93,271784105.42,123157291.44,526771296.99,345367712.35,231281529.57,100322617.28,410724753.54,260412622.77,157471684.56,84519566.97,408497129.58,295031748.71,198865662.48,95568655.13,436795800.12,290775827.87,179852826.24,389253082.39,,305843442.16,,
常用指标,股东权益合计(净资产),20178100977.53,20249240003.49,20180863148.38,20046510069.33,20148984491.88,20054135205.97,19775975003.61,19805636508.75,19602423208.63,19471771508.06,19548514812.64,19473148177.38,19271190172.86,19209798131.58,18940412392.34,16192353142.06,15873183195.37,15775104289.26,15442289329.07,15531285323.06,15583057279.72,15422813696.71,15446814841.96,15567550558.68,15554960712.16,15310024895.67,15190297044.17,14963930388.74,,13539268652.12,,,12657008162.73,12489180385.22,12603108884.3,10963960291.57,9998119167.72
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-37552257.46,1366790412.52,646518314.69,301353270.67,23643495.44,1827900134.95,740319621.42,301823447.98,80325886.86,1792678523.8,715416471.91,351966945.91,-58908325.44,1471097732.91,421739121.29,-36022762.2,59287820.51,2269138639.35,788355737.59,311133949.96,15042278.83,2044045557.98,1145138409.12,532841387.52,197669686.25,1963313127.71,1150889938.28,648332208.84,199225667.36,2114401079.7,1404745603.07,820352923.43,1899220379.46,592122809.94,1663564609.5,1882117003.66,2310677494.6
常用指标,基本每股收益,0.0064,0.1044,0.0676,0.0427,0.0167,0.1076,0.1138,0.0962,0.0256,0.0826,0.0961,0.063,0.0335,0.2286,0.1316,0.0709,0.0313,0.1431,0.0934,0.0638,0.026,0.1222,0.084,0.0478,0.0217,0.1175,0.082,0.0579,0.0267,0.1162,0.0695,0.0466,0.1082,0.0354,0.1216,0.1429,0.1425
