选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231
常用指标,归母净利润,1454494000.0,5840294000.0,3156126000.0,2801838000.0,1611677000.0,8396167000.0,3604277000.0,2781881000.0,1480915000.0,7986116000.0,3073299000.0,2657791000.0,1124386000.0,7824139000.0,4193863000.0,2807509000.0,960166000.0,6504102000.0,3360557000.0,2353650000.0,824578000.0,4670576000.0,1987910344.82,885713000.0,-300121183.22,5112258711.94,3187308379.81,2206486103.77,712841396.29,4702510531.06,3296864493.12,2252596675.67,682955741.17,5200294271.75,3401448835.52,2259223000.0,690273337.18,4262953600.0,3102945480.31,2210115000.0,604513694.96,4235671000.0,3468428527.03,1622624205.66,2261570000.0
常用指标,营业总收入,102018018000.0,452929608000.0,323544477000.0,212091238000.0,100370574000.0,436712757000.0,295138721000.0,194261759000.0,97403938000.0,406031848000.0,285312963000.0,192120219000.0,88515648000.0,366395814000.0,241784367000.0,158286934000.0,71275956000.0,322318565000.0,209587362000.0,141545737000.0,61305991000.0,270327662000.0,172152138659.5,105597203000.0,35851344158.99,247290987426.77,159193233709.96997,110044651968.42,46391895667.76,224034346584.0,151038814270.59003,101520113885.52,44387625685.85,234370109518.34,162635351829.95,107293986000.0,47261986394.2,222171024800.0,143865225693.96,92489587000.0,40693243171.21,207378541000.0,133452606919.51,86819757201.29,183823961000.0
常用指标,营业成本,99131223000.0,437118437000.0,314392581000.0,205137399000.0,97312784000.0,420769222000.0,286612391000.0,187236471000.0,94409058000.0,390455510000.0,276973389000.0,185718137000.0,86163653000.0,353061270000.0,235427080000.0,154472759000.0,69231009000.0,308222995000.0,201486734000.0,136243019000.0,59140666000.0,258900161000.0,166167051773.52,102556200000.0,35522306103.36,238493539381.15,153147547960.38,105909108681.12,44862987157.15,216574514440.58,145336676599.98,97616687371.15,43057904059.32,227458437099.24,157128207706.37,100830751000.0,45962685684.48,215174090800.0,138718790648.56,88586287000.0,39537252730.85,198780236000.0,128735815513.79,84201540152.2,178444609000.0
常用指标,净利润,2306513000.0,9755625000.0,6088938000.0,4803032000.0,2613766000.0,11823775000.0,6105473000.0,4546121000.0,2349778000.0,11255507000.0,5728126000.0,4534400000.0,1841548000.0,10422184000.0,6245587000.0,4073338000.0,1781852000.0,9597544000.0,6478277000.0,4375431000.0,1863127000.0,8636943000.0,4575851073.82,2205056000.0,246759088.69,9634114140.84,6426997219.25,4376470216.86,1623361541.72,8814133561.15,6093489258.32,4139360418.8,1537566293.9,9003390246.23,5948123422.11,3942524000.0,1305273715.43,7420242400.0,4920013229.55,2844499000.0,1032439159.82,6470363000.0,4863255723.42,2761431096.62,4294638000.0
常用指标,扣非净利润,1295157000.0,4628439000.0,2625186000.0,2521383000.0,1385696000.0,6526279000.0,2845998000.0,2327618000.0,1117223000.0,7162814000.0,2885032000.0,2348254000.0,1022782000.0,5706785000.0,2827785000.0,1752087000.0,837498000.0,5071829000.0,2747189352.56,,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,股东权益合计(净资产),218179997000.0,209618280000.0,209658097000.0,209128744000.0,208213772000.0,205829079000.0,192605042000.0,191997562000.0,190963340000.0,188252879000.0,177776738000.0,177891010000.0,172321557000.0,167467384000.0,161642596000.0,152555087000.0,151459542000.0,149734000000.0,140756959117.96,147752091696.95,142690810089.23,137928857000.0,121655357324.5,115810372923.18,112748721885.17,113290353704.07,100977794869.56,103768882584.78,96321447743.83,95163857326.01,93550452307.82,91711610485.23,92633447921.35,79855710888.3,83605107277.15,78685584000.0,75873144150.36,73988998800.0,77690518469.89,64588540000.0,62065712973.6,60792372000.0,47912003236.83,47243869890.47,47747548000.0
常用指标,商誉,2829029000.0,2829029000.0,2847466000.0,2847466000.0,2624844000.0,2624844000.0,2631708000.0,2631164000.0,2631164000.0,2626544000.0,2625589000.0,2598187000.0,2598015000.0,2198256000.0,2309863000.0,2309863000.0,2159444000.0,2161575000.0,2140396886.23,2140396886.23,2140396886.23,2140397000.0,2358444028.35,2025715536.65,1575799806.55,1575799806.55,1576496315.0,1576496315.0,1576496315.0,1576496315.0,1429860187.67,1376857123.02,1375110464.61,1375110464.61,1400800942.93,1400801000.0,1287917665.93,1287917700.0,779958200.84,779958000.0,744273104.94,779958000.0,792264981.37,138503149.25,69808000.0
常用指标,经营现金流量净额,-23721628000.0,11549705000.0,-9110250000.0,-13400893000.0,-14509148000.0,11027252000.0,-12518358000.0,-14514997000.0,-16193463000.0,9486032000.0,-14747034000.0,-13631597000.0,-15450458000.0,7936761000.0,-18552362000.0,-13792961000.0,-14301677000.0,8844178000.0,-8664871000.0,-11010748000.0,-12431661000.0,6490100000.0,-8982317751.85,-9343180000.0,-11900279662.79,10963563955.54,-6567768685.82,-7459588592.3,-5969612932.37,5058776750.88,-7720931624.2,-16737159248.29,-16843343921.73,5632559612.63,-5820531923.29,-7313600000.0,-10758688532.51,4668059300.0,-9173345914.55,-11034000.0,-6482051063.21,-3834192000.0,-8074224000.0,-7661721949.51,1256998000.0
常用指标,基本每股收益,0.034,0.13,0.07,0.063,0.037,0.19,0.08,0.063,0.034,0.18,0.07,0.06,0.025,0.18,0.09,0.063,0.021,0.19,0.1,0.076,,0.15,,0.03,,,,,,,,,,,,,,,,,,,,,
常用指标,每股净资产,2.698235,2.674073,2.63129,2.614243,2.604665,2.566759,2.474479,2.484227,2.46513,2.421729,2.28708,2.289447,2.25078,2.216144,2.142727,2.095201,2.053776,2.031573,1.959634,2.01651,1.982234,1.962562,1.863963,1.825747,1.811038,1.836909,1.769013,1.730155,1.715333,1.686609,1.66301,1.622226,1.647856,1.630672,1.582319,1.534159,1.510881,1.478771,1.430196,1.476851,1.431104,1.418099,1.422804,1.382214,1.415873
