选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20200930,20191231,20181231
常用指标,归母净利润,-113970263.53,-455140256.17,-393812643.76,-294468226.53,-151280445.14,-625347147.32,-342759507.16,-238129943.62,-74808468.7,-329439799.58,-206898328.59,-103785259.0,-72179159.11,51752026.33,73048006.35,88763251.79,36422454.24,236804803.48,118975137.54,90164524.37,62514983.92,71798490.78,12058900.0,193121570.09,7903337.29
常用指标,营业总收入,134904672.46,635320567.72,350693437.27,243512941.83,124955396.95,504257187.54,307780631.08,219586897.86,119997881.69,505694383.12,394307074.71,307888303.16,118085837.09,738657855.87,483762764.25,347615127.82,181478293.44,1201253983.94,774694278.41,562851516.84,288423402.95,1082320993.24,,485629263.56,193244980.34
常用指标,营业成本,243045516.73,984176376.07,677880699.75,475350413.22,245292507.98,975415436.15,671046551.77,462321406.25,209571643.1,981749684.84,739365016.78,511235667.23,222997200.4,891802076.68,591400823.3,369508069.45,166972631.74,1023270216.73,703640795.38,506986160.08,246526512.27,1005171568.57,,374262087.06,189489042.86
常用指标,净利润,-113970263.53,-455140256.17,-393812643.76,-294468226.53,-151280445.14,-625347147.32,-342759507.16,-238129943.62,-74808468.7,-329439799.58,-206898328.59,-103785259.0,-72179159.11,51752026.33,73048006.35,88763251.79,36422454.24,236804803.48,118975137.54,90164524.37,62514983.92,72237361.28,12497800.0,192288305.28,7753060.55
常用指标,扣非净利润,-115241059.58,-508267600.0,-431461746.4,-319681386.87,-157120752.54,-664725300.0,-370686055.14,-260397313.01,-81000449.34,-441860100.0,-302870747.77,-175184400.0,-95628267.6,-156777800.0,-122006818.69,-26098738.8,10161000.0,169986100.0,64007600.0,52551900.0,36979400.0,200998000.0,117305600.0,113015900.0,2067900.0
常用指标,股东权益合计(净资产),2398598320.62,2506583088.97,2555773190.94,2654305382.05,2791084555.3,2936397075.21,3211055904.81,3315113194.33,3473471544.32,3548924859.68,3694225824.76,3805124501.84,3824309546.87,3890520780.75,3903175238.43,3912922558.64,1434674969.35,1392284589.88,1265239200.0,1230175061.27,,1129433800.0,,888296171.08,300118929.71
常用指标,商誉,,,,,,,,,,,,,,,,,,,,,,,,,
常用指标,经营现金流量净额,-106081555.65,-347892732.84,-446631747.17,-322797205.6,-143594192.4,-335010148.19,-266296220.73,-177652840.45,-8728297.9,-410327447.87,-281718241.3,-157877815.69,-170385454.19,-769046197.74,-448225595.46,-170806963.88,-189815343.14,3839063.53,-45421924.51,-32142856.81,-63488811.42,117034954.48,-151503700.0,139527474.13,22860582.43
常用指标,基本每股收益,-0.28,-1.14,-0.98,-0.74,-0.38,-1.56,-0.86,-0.59,-0.19,-0.82,-0.52,-0.26,-0.18,0.14,0.2,0.25,0.1,0.66,,0.25,0.17,0.2,,0.62,0.03
常用指标,每股净资产,5.981541,6.25083,6.373499,6.619215,6.96031,7.322685,8.00762,8.267115,8.662023,8.850186,9.212533,9.489088,9.536931,9.702046,9.733604,9.757911,3.985208,3.867457,,3.417152,,3.137316,,3.033342,1.196237
常用指标,每股现金流,-0.264542,-0.867562,-1.113794,-0.80498,-0.35809,-0.835436,-0.66408,-0.443024,-0.021766,-1.02326,-0.702539,-0.39371,-0.424901,-1.91782,-1.117769,-0.425952,-0.527264,0.010664,,-0.089285,,0.325097,,0.476642,0.091478
常用指标,净资产收益率(ROE),-4.65,-16.73,-14.34,-10.53,-5.28,-19.29,-10.14,-6.94,-2.13,-8.84,-5.45,-2.7,-1.67,1.96,3.25,6.15,2.58,18.8,,7.64,,7.1,,45.25,2.68
常用指标,总资产报酬率(ROA),-3.738753,-13.362739,-12.083368,-8.928982,-4.419377,-17.485418,-10.346177,-7.031962,-2.237818,-9.024094,-5.994225,-3.320405,-2.006707,1.079993,2.122582,3.041721,1.955837,13.439505,,6.149694,,6.834672,,23.654669,1.286487
常用指标,毛利率,34.870788,47.0576,42.368925,42.44349,37.996634,31.038904,29.965349,29.672156,30.742326,36.06044,35.785973,35.91327,37.038658,47.091014,49.370874,54.962866,61.00269,53.746459,,47.549693,43.300591,48.727436,,57.28944,62.65209
常用指标,销售净利率,-84.482072,-71.639465,-112.295413,-120.925082,-121.067555,-124.013531,-111.364872,-108.444513,-62.341491,-65.146027,-52.471371,-33.708737,-61.124315,7.006224,15.099964,25.534922,20.069868,19.713133,15.357683,16.019238,21.674726,6.674301,1.815708,39.595699,4.012037
常用指标,期间费用率,114.542568,101.572563,135.153737,137.137421,133.801962,124.011232,147.435268,139.750631,104.983956,129.548837,122.588362,101.257344,124.926617,67.274939,71.040368,60.787597,52.521289,38.392669,,37.072247,28.13894,40.980736,,33.592515,59.877439
常用指标,资产负债率,20.258892,20.724686,18.425784,16.208877,15.616177,16.042572,13.844748,12.025953,11.620187,13.695329,14.395054,11.775481,11.453017,10.938249,10.629366,12.004165,27.80313,30.017704,30.332442,29.014305,,31.810539,,24.697355,45.275623
每股指标,基本每股收益,-0.28,-1.14,-0.98,-0.74,-0.38,-1.56,-0.86,-0.59,-0.19,-0.82,-0.52,-0.26,-0.18,0.14,0.2,0.25,0.1,0.66,,0.25,0.17,0.2,,0.62,0.03
每股指标,稀释每股收益,-0.28,-1.14,-0.98,-0.74,-0.38,-1.56,-0.86,-0.59,-0.19,-0.82,-0.52,-0.26,-0.18,0.14,0.2,0.25,0.1,0.66,,0.25,0.17,0.2,,0.62,0.03
每股指标,摊薄每股收益_最新股数,-0.284215,-1.135013,-0.982076,-0.734334,-0.377257,-1.559469,-0.854761,-0.59384,-0.186554,-0.821545,-0.515955,-0.258816,-0.179997,0.129057,0.182164,0.221354,0.090829,0.590535,0.296696,0.224849,0.155897,0.179048,0.030072,0.481599,0.019709
每股指标,摊薄每股净资产_期末股数,5.981541,6.25083,6.373499,6.619215,6.96031,7.322685,8.00762,8.267115,8.662023,8.850186,9.212533,9.489088,9.536931,9.702046,9.733604,9.757911,3.985208,3.867457,,3.417152,,3.137316,,3.033342,1.196237
每股指标,调整每股净资产_期末股数,4.549488,4.790179,4.899605,5.18487,5.599928,5.960297,6.578639,6.911783,7.452468,7.674543,8.05181,8.403912,8.647808,8.843686,8.9775,9.014728,3.250299,3.151347,,2.841956,,2.681737,,2.692797,0.837805
