报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,6973207418.79,3156406212.26,2589738225.94,179623872.43,194293563.34,,,,721422781.72,2567415103.4,1845992321.68,2105293611.41,350449906.6,,,1049055095.46,-222272903.78,113205280.35,-76575.75,50173917.12,3153531786.57,39935483.64,3035150283.0,,78446019.93,,,,3819675632.22,207050.15,,17364.0,,3819865318.37,548659502.43,3271205815.94,3271205815.94,,3270564508.47,641307.47,,,43769662.17,43769662.17,258052916.04,,,258052916.04,,-214283253.87,6907183.5,,47840493.68,,1063669.22,,,,-270094600.27,,,3314975478.11,3314334170.64,641307.47,0.36,0.36,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:29:46
20251231,24971732131.98,11478359633.22,8892616024.45,1027889206.16,873064199.8,,,,1939810170.78,9447673268.64,7507863097.86,12400043472.79,1387678017.45,,,-1227207662.03,32353343.85,287233227.96,15629508.16,45510437.25,10931290363.9,148364318.94,10517973256.92,,259687978.12,,,5264809.92,14040441768.08,54373426.41,,18542343.17,,14076272851.32,1758181343.43,12318091507.89,12318091507.89,,12349522678.95,-31431171.06,38345082006.62,,-1593328952.31,-1593328952.31,-452209919.09,,884138.85,-453094057.94,,-1141119033.22,-33215838.78,,-872953691.17,,-1515186.43,,,,-233434316.84,,,10724762555.58,10756193726.64,-31431171.06,1.35,1.35,定期报告,是,20260328,CNY,合并期末,2026-03-27T20:29:16
20250930,18243581542.77,8264240261.19,6599868615.78,509527086.2,653149974.07,,,,1278108375.16,6882071335.46,5603962960.3,9675567331.09,1119085094.12,,,-1222142374.27,-24089409.59,230912119.46,792955.01,40192284.72,8266757575.34,104747289.98,8183694749.72,,-23534081.46,,,1849617.1,9976823967.43,542589.59,,1429077.86,,9975937479.16,1101814313.25,8874123165.91,8874123165.91,,8871429271.43,2693894.48,,,-1483662009.18,-1483662009.18,-507036678.24,,,-507036678.24,,-976625330.94,-20857084.32,,-834923569.77,,-2289094.13,,,,-118555582.72,,,7390461156.73,7387767262.25,2693894.48,0.97,0.97,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:59:10
20250630,10520128421.2,4891752228.79,3733236652.07,402272310.72,439887376.02,,,,630019171.77,4534211164.85,3904191993.08,6543535074.36,725944052.75,,,-1694029186.01,-9697600.99,119988596.42,831105.74,37729031.12,4835311755.54,61292554.53,4788532671.84,,-15763543.11,,,1250072.28,5684816665.66,504034.85,,1411678.36,,5683909022.15,495959984.54,5187949037.61,5187949037.61,,5185896191.47,2052846.14,38345082006.62,,-996116068.29,-996116068.29,-258207927.82,,-295158.36,-257912769.46,,-737908140.47,-6091486.74,,-641964610.8,,1568430.54,,,,-91420473.47,,,4191832969.32,4189780123.18,2052846.14,0.56,0.56,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:28:24
20250331,4712949021.97,2518327920.74,1965760726.41,186703926.19,221718748.05,,,,208329260.97,2314518383.18,2106189122.21,3310215440.67,370502011.75,,,-1427301964.38,-6029808.44,89230436.79,51600.85,20126134.77,2219153372.44,33445189.42,2185794433.21,,-341450.19,,,255200.0,2493795649.53,1015937.77,,303734.34,,2494507852.96,185859984.7,2308647868.26,2308647868.26,,2307627966.26,1019902.0,,,-905022216.39,-905022216.39,-167996358.09,,,-167996358.09,,-737025858.3,-11709238.19,,-699050978.3,,-3984027.82,,,,-22281613.99,,,1403625651.87,1402605749.87,1019902.0,0.25,0.25,定期报告,未审计,20260430,CNY,合并期末,2025-04-28T17:38:18
20241231,20891398043.11,8377795379.99,6183028877.36,856469042.51,717269088.89,,,,1133870936.6,10019520676.9,8885649740.3,9900347537.71,1483017816.64,,,1110123535.94,121605755.75,178893682.78,5521830.89,63239383.45,9663733749.83,118725819.05,9652214384.63,,-113299712.7,,,6093258.85,11227664293.28,14259518.94,,22432222.41,,11219491589.81,829520538.31,10389971051.5,10389971051.5,,10385872410.71,4098640.79,33493517212.85,,1473444030.33,1473444030.33,384105573.08,,252770.42,383852802.66,,1089338457.25,48129793.71,,912258758.01,,3321860.63,,,,125628044.9,,,11863415081.83,11859316441.04,4098640.79,1.13,1.13,定期报告,是,20260328,CNY,合并期末,2025-03-27T22:24:07
20240930,14279272406.54,5054918879.24,3673383007.04,419046671.44,502380492.82,,,,679853340.83,7338135083.13,6658281742.3,5055610151.57,1121466064.46,,,3232238458.39,93467419.18,106469131.63,5490985.74,51224039.96,6715019142.82,71252960.06,6754883268.41,,-112378440.86,,,1261355.21,7564253263.72,8681408.4,,12774476.17,,7560160195.95,407592938.86,7152567257.09,7152567257.09,,7149509482.88,3057774.21,,,505707819.18,505707819.18,91050605.57,,,91050605.57,,414657213.61,34182103.45,,410771866.27,,4792034.49,,,,-35088790.6,,,7658275076.27,7655217302.06,3057774.21,0.77,0.77,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T18:03:02
20240630,9595157988.18,3507887240.92,2577137362.12,284592504.74,340285551.52,,,,467033560.2,5031862313.65,4564828753.45,1766854030.14,751389457.99,,,3737667102.32,17969567.31,50229859.78,116225.1,47400402.41,4622761904.93,49625876.8,4534242933.27,,37693094.86,,,1200000.0,4972396083.25,8678339.58,,12794600.4,,4968279822.43,218317562.95,4749962259.48,4749962259.48,,4747695567.68,2266691.8,33493517212.85,,506359182.18,506359182.18,-96066555.92,,,-96066555.92,,602425738.1,29176407.55,,531641877.44,,3559669.41,,,,38047783.7,,,5256321441.66,5254054749.86,2266691.8,0.51,0.51,定期报告,未审计,20250829,CNY,合并期末,2024-08-30T21:13:34
20240331,4298673959.4,1705519588.28,1319246326.24,88055713.67,155150398.72,,,,119032816.75,2597940381.71,2478907564.96,-242494161.71,349173936.0,,,2640698507.45,22912490.22,22933918.93,116225.13,29954574.35,2024215439.19,26879581.98,2042662783.46,,-45326926.25,,,,2274458520.21,8588815.53,,11533067.48,,2271514268.26,113224618.03,2158289650.23,2158289650.23,,2157223258.83,1066391.4,,,184186577.21,184186577.21,-98272188.55,,,-98272188.55,,282458765.76,14137345.41,,265486362.41,,3125484.09,,,,-290426.15,,,2342476227.44,2341409836.04,1066391.4,0.23,0.23,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T18:33:36
20231231,19821213073.58,8277455739.71,5530826876.11,1301574732.39,712889680.67,,,,1452398422.9,10975823121.53,9523424698.63,6201242869.95,1534458353.95,-338062.36,,2063288429.19,57847091.32,1662234620.27,4636814.14,102109086.1,10522826088.61,112555506.58,8747730854.57,,187816077.73,,,1474723649.73,9298386984.97,2661227.07,,5355752.87,,9295692459.17,526605621.75,8769086837.42,8769086837.42,,8763959184.96,5127652.46,28794772095.26,,187866942.26,187866942.26,-152265952.86,,,-152265952.86,,340132895.12,13271590.57,,243221391.83,,554584.11,,,,83085328.61,,,8956953779.68,8951826127.22,5127652.46,0.94,0.94,定期报告,是,20250328,CNY,合并期末,2024-03-28T22:28:08
20230930,14871134663.02,6133834117.18,4278823709.32,745866597.38,549002029.76,,,,1306752510.62,8148862453.89,6842109943.27,4748151453.42,1144110332.08,-338062.36,,1114364011.5,25329377.67,1444290881.63,1565450.96,96846860.04,7959777009.72,77348146.38,6434035169.35,,147704161.36,,,1300689532.63,6911357653.3,2143187.74,,768490.97,,6912732350.07,507390677.09,6405341672.98,6405341672.98,,6401520883.21,3820789.77,,,137548509.7,137548509.7,-6774487.95,,,-6774487.95,,144322997.65,10485643.61,,-17510993.56,,-951800.99,,,,152300148.59,,,6542890182.68,6539069392.91,3820789.77,0.69,0.69,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T18:03:02
