报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,7695568554.1,3595118926.78,2377330895.98,612041658.34,364057893.68,,,,363711472.12,2389890855.02,2026179382.9,2050912675.57,-242507.27,,,1411277332.54,97296811.3,51287335.12,150963.34,125813037.33,3029257449.95,36583739.59,3044434976.31,,-52311165.14,,,549899.19,4666311104.15,1037674.92,,4652518.44,,4662696260.63,992757959.42,3669938301.21,3669938301.21,,3667406478.67,2531822.54,,,-81299622.41,-81299622.41,157285128.75,,,157285128.75,,-238584751.16,,,-24458143.67,,-90830768.67,,,,-123295838.82,,,3588638678.8,3586106856.26,2531822.54,0.44,0.44,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:39:44
20251231,23321714460.73,13166864556.93,7970452944.89,3129174861.65,1345201515.47,,,,1095015702.34,8856060230.22,7761044527.88,8354896641.25,3262512.45,,,339821460.26,45733618.37,227248355.33,-2959546.3,95093672.55,11494949557.82,162898516.39,11019562515.3,,299391561.91,3729462.11,,9367502.11,11826764902.91,4575423.72,,94643258.75,,11736697067.88,2282673650.08,9454023417.8,9454023417.8,,9439423821.46,14599596.34,30238990192.08,,475181609.55,475181609.55,706762623.94,,,706762623.94,,-231581014.39,5127.82,,-252048624.9,,137746733.1,,,,-117284250.41,,,9929205027.35,9914605431.01,14599596.34,1.09,1.09,定期报告,是,20260327,CNY,合并期末,2026-03-26T21:58:41
20250930,17289286297.97,9088499755.04,5757054839.75,1846263553.82,950872049.22,,,,673071222.03,6458751157.48,5785679935.45,7459438349.19,3395335.77,,,-604876519.64,6153413.28,573860802.93,884375.01,92254900.13,8764126310.7,102200413.72,8054458595.48,,182358863.92,3730610.76,,421377826.82,8525159987.27,3557051.77,,14230349.94,,8514486689.1,1415285365.76,7099201323.34,7099201323.34,,7088639471.04,10561852.3,,,148262863.77,148262863.77,472561086.01,,,472561086.01,,-324298222.24,5127.82,,-348578020.7,,86494673.17,,,,-62220002.53,,,7247464187.11,7236902334.81,10561852.3,0.82,0.82,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:58:22
20250630,10739893576.57,5386820915.83,3343957402.47,1122552000.18,660857298.04,,,,237440461.69,4126964606.76,3889524145.07,4609123075.96,1662320.05,,,-6911090.13,59100535.98,367218249.19,831058.5,86270369.55,5404721374.71,61636417.18,4975643820.76,,94236218.35,3645445.07,,269559473.35,5335172201.86,2152646.85,,13315688.55,,5324009160.16,807936688.71,4516072471.45,4516072471.45,,4508536107.4,7536364.05,30238990192.08,,484512579.1,484512579.1,561690635.53,,,561690635.53,,-77178056.43,5127.82,,-119774886.34,,110058946.74,,,,-67467244.65,,,5000585050.55,4993048686.5,7536364.05,0.52,0.52,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:33:16
20250331,4742593553.05,2596348397.23,1736063244.09,357978689.93,333135852.54,,,,46576749.21,2016472927.57,1969896178.36,1978563972.14,250844.73,,,-33643261.58,74468793.16,43985684.24,786251.82,35506966.83,2639564490.32,27108018.32,2430782488.66,,178938625.53,2217079.24,,518278.57,2103029062.73,720193.45,,1148831.65,,2102600424.53,256216515.46,1846383909.07,1846383909.07,,1842645806.07,3738103.0,,,93341446.27,93341446.27,278778543.45,,,278778543.45,,-185437097.18,,,-301702876.58,,130507226.96,,,,-14241447.56,,,1939725355.34,1935987252.34,3738103.0,0.2,0.2,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:13:10
20241231,19052706802.04,10141198709.14,5817636024.83,2490402951.9,1343227951.96,,,,785790090.01,8682791467.76,7897001377.75,7635852965.65,8317537.09,,,135520562.7,75116759.09,143744694.81,159334.05,135323686.59,10269140913.11,120549472.69,10031498350.84,,90597600.07,18581568.51,,7913921.0,8783565888.93,4045774.39,,97373547.25,,8690238116.07,1454710452.43,7235527663.64,7235527663.64,,7223221368.58,12306295.06,29149025641.32,,598081904.19,598081904.19,169845285.73,,,169845285.73,,428236618.46,6947.38,,414478362.11,,-73629233.88,,,,87380542.85,,,7833609567.83,7821303272.77,12306295.06,0.79,0.79,定期报告,是,20260327,CNY,合并期末,2025-03-27T20:53:44
20240930,13172653118.96,6487991617.23,3743408598.67,1496737608.13,924769337.87,,,,447768814.95,6415853301.73,5968084486.78,3492097782.31,6686652.01,,,1833427270.04,74456055.02,718483224.36,296181.48,118132173.57,8300528041.41,70066772.91,7713466081.38,,-128822307.1,13985879.02,,631831615.2,4872125077.55,3035069.75,,35817973.44,,4839342173.86,533610951.2,4305731222.66,4305731222.66,,4297351482.78,8379739.88,,,180153647.05,180153647.05,54907632.75,,,54907632.75,,125246014.3,6947.38,,237939980.98,,-90339902.16,,,,-22361011.9,,,4485884869.71,4477505129.83,8379739.88,0.45,0.45,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:28:13
20240630,8954999182.41,4375044277.88,2517480593.46,1001912895.11,641555084.6,,,,380787267.34,4364607329.98,3983820062.64,2252177807.18,6220972.84,,,1284597169.55,60701142.92,515779415.55,-487081.03,86399183.02,5752841516.8,47467520.93,5153427534.21,,93937031.65,6391752.02,,451617677.99,3202157665.61,1672807.78,,13000910.48,,3190829562.91,327720765.82,2863108797.09,2863108797.09,,2857677144.16,5431652.93,29149025641.32,,287581130.95,287581130.95,22714778.54,,,22714778.54,,264866352.41,6947.38,,266772077.29,,-29024304.63,,,,27111632.37,,,3150689928.04,3145258275.11,5431652.93,0.3,0.3,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T18:33:02
20240331,4294338313.98,2109123968.55,1254126168.4,447999585.93,278264624.7,,,,161704831.94,2208662622.84,2046957790.9,-943034972.31,-400255.04,,,2449222062.98,48758105.15,431052355.81,-153854.95,37665816.81,2970967771.54,19995909.43,2568243180.57,,-39561101.05,2556487.29,,419733295.3,1323370542.44,239600.45,,1457193.96,,1322152948.93,91329009.18,1230823939.75,1230823939.75,,1227846471.91,2977467.84,,,142631134.54,142631134.54,3599822.1,,,3599822.1,,139031312.44,,,146386073.73,,-8693214.25,,,,1338452.96,,,1373455074.29,1370477606.45,2977467.84,0.12,0.12,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T17:28:02
20231231,23243300216.19,12070099999.19,5563144136.91,4796422234.65,1313682110.85,,,,1711819572.16,10117898126.73,8406078554.57,4620663434.39,7372906.1,,,2228454126.87,54903262.99,2368685144.07,2008805.1,186665871.42,13744749172.26,130307817.64,11471627434.33,,-130343022.92,8416917.77,,2264740025.44,9498551043.93,4875673.88,,1131657788.16,,8371768929.65,1324423002.56,7047345927.09,7047345927.09,,7034486447.93,12859479.16,27189874742.36,1407294.18,270412035.21,270412035.21,-25635602.04,,,-25635602.04,,296047637.25,33894.33,,419301767.21,,-184715465.14,,,,61427440.85,,,7317757962.3,7304898483.14,12859479.16,0.78,0.78,定期报告,是,20250328,CNY,合并期末,2024-03-28T21:18:19
