报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,4872243931.14,4872243931.14,,,,,,4466873562.23,3508203414.73,,,,,,,,,34713142.16,484319358.83,137113445.21,277245205.11,25278996.19,10017122.14,,42434132.54,41142314.4,,,,-172866.56,,,,28007233.14,-10475228.12,-21350070.5,,,443813569.41,19148657.23,,2246465.18,,460715761.46,32823379.43,,427892382.03,427892382.03,,398291444.04,,29600937.99,-1951904.09,-1951904.09,,,,,,-1951904.09,,,,,,,,,-1951904.09,,,425940477.94,396339539.95,29600937.99,0.1901,0.1887,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T20:02:05
20251231,21386059440.13,21386059440.13,,,,,,18723697870.47,15143323875.5,,,,,,,,,156100535.23,2091638784.07,467926372.07,901740149.51,-37031845.91,28417890.43,,80042647.78,79224969.36,,,,677818.88,,,,209119739.58,-104212560.99,-189437672.88,,5300654.85,2663852196.88,60402496.86,,33479801.76,,2690774891.98,341029791.32,,2349745100.66,2349745100.66,,2161521950.25,,188223150.41,-215516.65,-328205.29,,,,,,-328205.29,,,,,,,,,-328205.29,,112688.64,2349529584.01,2161193744.96,188335839.05,1.0238,1.0208,定期报告,是,20260328,CNY,合并期末,2026-03-27T20:38:18
20250930,15837781712.37,15837781712.37,,,,,,13700340369.35,11134361212.5,,,,,,,,,110795463.65,1400618092.82,332067893.59,770207456.42,-47709749.63,15704996.43,,60391515.23,60883414.68,,,,1087239.68,,,,120227391.61,-65672596.72,-81915261.91,,4334192.59,2175893823.5,40574647.31,,13896652.08,,2202571818.73,318342209.88,,1884229608.85,1884229608.85,,1736768805.18,,147460803.67,-298747.2,-298747.2,,,,,,-298747.2,,,,,,,,,-298747.2,,,1883930861.65,1736470057.98,147460803.67,0.8478,0.816,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T19:28:06
20250630,11183481970.09,11183481970.09,,,,,,9409399330.37,7791889571.11,,,,,,,,,67780307.56,883462186.66,213408574.01,495790287.9,-42931596.87,10265213.39,,38154278.0,38961943.42,,,,191063.04,,,,98090376.87,-51405318.92,-104408742.83,,232097.24,1754936393.12,28942700.88,,9033494.24,,1774845599.76,235829692.68,,1539015907.08,1539015907.08,,1436843988.19,,102171918.89,-1931.89,-1931.89,,,,,,-1931.89,,,,,,,,,-1931.89,,,1539013975.19,1436842056.3,102171918.89,0.7037,0.6758,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T21:14:05
20250331,4838670554.5,4838670554.5,,,,,,4107392593.05,3462623192.07,,,,,,,,,30234612.21,327195276.78,86894490.95,221750071.09,-21305050.05,3464308.51,,19792808.84,19792808.84,,,,136473.6,,,,41255994.36,-3231021.29,-47972388.64,,,741259828.32,11802159.24,,2520054.32,,750541933.24,77707500.26,,672834432.98,672834432.98,,639869007.13,,32965425.85,-196824.15,-196824.15,,,,,,-196824.15,,,,,,,,,-196824.15,,,672637608.83,639672182.98,32965425.85,0.3071,0.3016,定期报告,未审计,20260425,CNY,合并期末,2025-04-29T01:22:06
20241231,20685528503.12,20685528503.12,,,,,,17127454906.67,13113573722.24,,,,,,,,,135878021.0,2251722013.1,487866673.53,1234583776.52,-96169299.72,28174285.33,,54674171.83,58053538.59,,,,-1825898.69,,,,308511239.68,-87017968.31,-102998853.85,,-48615.39,3729367671.72,53350541.77,,18529856.03,,3764188357.46,216268359.36,,3547919998.1,3547919998.1,,3354288683.06,,193631315.04,-1379963.48,-374155.39,,,,,,-374155.39,,,,,,,,,-374155.39,,-1005808.09,3546540034.62,3353914527.67,192625506.95,1.6091,1.5793,定期报告,是,20260328,CNY,合并期末,2025-03-28T21:02:04
20240930,14094996310.89,14094996310.89,,,,,,11282668367.12,8941719277.87,,,,,,,,,77658181.16,1243737779.26,289316971.67,795665551.75,-65429394.59,19485349.67,,38346245.9,39392705.31,,,,-2501443.01,,,,213195044.5,-67852680.88,-107986312.54,,-50076.95,2885478720.79,39485930.22,,5409980.16,,2919554670.85,264966735.4,,2654587935.45,2654587935.45,,2513059914.54,,141528020.91,-928522.74,-922192.31,,,,,,-922192.31,,,,,,,,,-922192.31,,-6330.43,2653659412.71,2512137722.23,141521690.48,1.2019,1.1825,定期报告,未审计,20251030,CNY,合并期末,2024-10-29T20:02:04
20240630,9197213461.57,9197213461.57,,,,,,7340013506.29,5781502238.88,,,,,,,,,46318772.3,836075982.09,188136477.27,544559749.99,-56579714.24,14189077.41,,32795145.98,34316777.1,,,,-2692506.05,,,,143979358.7,-41380424.13,-51911022.99,,-40942.68,1937949564.11,20565499.21,,3641931.86,,1954873131.46,192566554.47,,1762306576.99,1762306576.99,,1668172500.62,,94134076.37,-988138.77,-1002437.85,,,,,,-1002437.85,,,,,,,,,-1002437.85,,14299.08,1761318438.22,1667170062.77,94148375.45,0.793,0.7866,定期报告,未审计,20250830,CNY,合并期末,2024-08-27T20:47:04
20240331,4013364008.24,4013364008.24,,,,,,3148007701.73,2586642834.44,,,,,,,,,20182812.05,314819227.22,73140368.53,186025046.67,-32802587.18,8372967.98,,11356100.34,13626232.11,,,,-2518726.46,,,,53590619.24,-5555172.43,-29976810.01,,-48196.32,892204120.87,13543207.1,,2478402.9,,903268925.07,109185834.71,,794083090.36,794083090.36,,750886082.59,,43197007.77,-206013.37,-212235.14,,,,,,-212235.14,,,,,,,,,-212235.14,,6221.77,793877076.99,750673847.45,43203229.54,0.3645,0.3546,定期报告,未审计,20250429,CNY,合并期末,2024-04-26T19:52:05
20231231,20074439569.16,20074439569.16,,,,,,16485223616.12,12465870113.91,,,,,,,,,116699788.48,2197255902.72,523380822.6,1332859645.33,-150842656.92,37520802.14,,175026655.04,179783006.13,,,,-13632155.88,,,,113140230.05,-79005776.89,-98925310.51,,438043.54,3686257638.39,51665160.07,,4155964.08,,3733766834.38,198004395.59,,3535762438.79,3535762438.79,,3339290323.66,,196472115.13,2885210.52,5765.7,,,,,,5765.7,,,,,,,,,5765.7,,2879444.82,3538647649.31,3339296089.36,199351559.95,1.6163,1.5615,定期报告,是,20250329,CNY,合并期末,2024-03-15T20:37:05
