报告日,营业收入,已赚保费,其中:保险业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,银行业务利息净收入,银行业务利息收入,银行业务利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,资产管理费收入,投资收益,对联营企业和合营企业的投资损失,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑收益,其他业务收入,资产处置收益,其他收益,营业支出,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保单红利支出,分保费用,手续费及佣金净支出(保险业务),营业税金及附加,业务及管理费,财务费用,研发费用,减:摊回分保费用,资产减值损失,信用减值损失,其他资产减值损失,其他业务成本,营业利润,加:营业外收入,减:营业外支出,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,148536000000.0,138881000000.0,138881000000.0,,,,7800000000.0,7800000000.0,915000000.0,,,,,21975000000.0,2841000000.0,1000000.0,,-21125000000.0,-238000000.0,1081000000.0,23000000.0,139000000.0,135861000000.0,,120692000000.0,5600000000.0,,,,,,176000000.0,1411000000.0,,,,,-97000000.0,,863000000.0,12675000000.0,22000000.0,892000000.0,11805000000.0,-220000000.0,12025000000.0,12025000000.0,,8814000000.0,3211000000.0,,,2041000000.0,1560000000.0,931000000.0,,,1150000000.0,,629000000.0,-191000000.0,,361000000.0,,-2000000.0,,,,-39000000.0,,481000000.0,14066000000.0,10374000000.0,3692000000.0,0.2,0.19,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:38:03
20251231,669044000000.0,570717000000.0,570717000000.0,,,,31851000000.0,31851000000.0,3300000000.0,,,,,44936000000.0,13891000000.0,24000000.0,,16144000000.0,-308000000.0,5277000000.0,64000000.0,363000000.0,594107000000.0,,527170000000.0,28936000000.0,,,,,,507000000.0,6787000000.0,,,,,1175000000.0,3000000.0,3895000000.0,74937000000.0,294000000.0,725000000.0,74506000000.0,11473000000.0,63033000000.0,63033000000.0,,46646000000.0,16387000000.0,186946000000.0,,3202000000.0,2740000000.0,2280000000.0,94000000.0,-43000000.0,2401000000.0,,460000000.0,-800000000.0,,-11460000000.0,,27000000.0,,,,-42000000.0,,462000000.0,66235000000.0,49386000000.0,16849000000.0,1.05,1.04,定期报告,是,20260327,CNY,合并期末,2026-03-26T20:58:03
20250930,520990000000.0,431339000000.0,431339000000.0,,,,21352000000.0,23727000000.0,2375000000.0,,,,,39063000000.0,12160000000.0,,,22827000000.0,-173000000.0,3925000000.0,40000000.0,242000000.0,443191000000.0,,386096000000.0,19289000000.0,,,,,,342000000.0,4991000000.0,,,,,3000000.0,2000000.0,3522000000.0,77799000000.0,154000000.0,225000000.0,77728000000.0,14327000000.0,63401000000.0,63401000000.0,,46822000000.0,16579000000.0,,,5274000000.0,4215000000.0,287000000.0,37000000.0,,422000000.0,,3928000000.0,94000000.0,,-10514000000.0,,1000000.0,,,,-26000000.0,,1059000000.0,68675000000.0,51037000000.0,17638000000.0,1.06,1.05,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:48:03
20250630,324014000000.0,280250000000.0,280250000000.0,,,,14163000000.0,15834000000.0,1671000000.0,,,,,22909000000.0,8179000000.0,,,2358000000.0,-87000000.0,2530000000.0,35000000.0,185000000.0,281521000000.0,,246201000000.0,11274000000.0,,,,,,238000000.0,3211000000.0,,,,,-16000000.0,2000000.0,1923000000.0,42493000000.0,111000000.0,136000000.0,42468000000.0,6580000000.0,35888000000.0,35888000000.0,,26530000000.0,9358000000.0,186946000000.0,,-5571000000.0,-4433000000.0,162000000.0,37000000.0,-74000000.0,157000000.0,,-4595000000.0,-330000000.0,,-708000000.0,,-1000000.0,,,,-26000000.0,,-1138000000.0,30317000000.0,22097000000.0,8220000000.0,0.6,0.59,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:44:02
20250331,156589000000.0,136111000000.0,136111000000.0,,,,7930000000.0,7930000000.0,838000000.0,,,,,12218000000.0,2842000000.0,,,-472000000.0,-33000000.0,749000000.0,7000000.0,79000000.0,135966000000.0,,118263000000.0,4838000000.0,,,,,,94000000.0,1317000000.0,,,,,-35000000.0,,873000000.0,20623000000.0,34000000.0,54000000.0,20603000000.0,3149000000.0,17454000000.0,17454000000.0,,12849000000.0,4605000000.0,,,-2980000000.0,-2240000000.0,-1572000000.0,,17000000.0,-530000000.0,,-668000000.0,94000000.0,,-6853000000.0,,-1000000.0,,,,-6000000.0,,-740000000.0,14474000000.0,10609000000.0,3865000000.0,0.29,0.29,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:48:04
20241231,621972000000.0,537709000000.0,537709000000.0,,,,27631000000.0,30876000000.0,3245000000.0,,,,,25139000000.0,13720000000.0,13000000.0,,23774000000.0,64000000.0,3949000000.0,85000000.0,376000000.0,551328000000.0,,492837000000.0,26156000000.0,,,,,,319000000.0,5431000000.0,,,,,-1754000000.0,248000000.0,2859000000.0,70644000000.0,275000000.0,301000000.0,70618000000.0,12798000000.0,57820000000.0,57820000000.0,,42869000000.0,14951000000.0,153603000000.0,,-7679000000.0,-6860000000.0,3413000000.0,-217000000.0,248000000.0,4015000000.0,,-10273000000.0,1020000000.0,,15706000000.0,,-160000000.0,,,,15000000.0,,-819000000.0,50141000000.0,36009000000.0,14132000000.0,0.97,0.96,定期报告,是,20260327,CNY,合并期末,2025-03-27T21:17:01
20240930,469576000000.0,403765000000.0,403765000000.0,,,,20153000000.0,22454000000.0,2301000000.0,,,,,17489000000.0,9092000000.0,6000000.0,,22746000000.0,-167000000.0,3020000000.0,43000000.0,226000000.0,410544000000.0,,361176000000.0,18905000000.0,,,,,,209000000.0,4925000000.0,,,,,-458000000.0,1000000.0,1174000000.0,59032000000.0,179000000.0,159000000.0,59052000000.0,10461000000.0,48591000000.0,48591000000.0,,36331000000.0,12260000000.0,,,-4782000000.0,-4150000000.0,2921000000.0,-77000000.0,20000000.0,2986000000.0,,-7071000000.0,372000000.0,,6366000000.0,,-59000000.0,,,,-6000000.0,,-632000000.0,43809000000.0,32181000000.0,11628000000.0,0.82,0.82,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T20:07:27
20240630,292307000000.0,261629000000.0,261629000000.0,,,,13227000000.0,14801000000.0,1574000000.0,,,,,10744000000.0,5645000000.0,-1000000.0,,2741000000.0,64000000.0,2128000000.0,35000000.0,165000000.0,257328000000.0,,227518000000.0,10452000000.0,,,,,,142000000.0,3380000000.0,,,,,-380000000.0,,873000000.0,34979000000.0,72000000.0,82000000.0,34969000000.0,4514000000.0,30455000000.0,30455000000.0,,22687000000.0,7768000000.0,153603000000.0,,-6091000000.0,-5129000000.0,1973000000.0,-77000000.0,30000000.0,2558000000.0,,-7102000000.0,276000000.0,,7212000000.0,,-38000000.0,,,,10000000.0,,-962000000.0,24364000000.0,17558000000.0,6806000000.0,0.51,0.51,定期报告,未审计,20250828,CNY,合并期末,2024-08-28T20:32:02
20240331,138778000000.0,126172000000.0,126172000000.0,,,,6369000000.0,7204000000.0,835000000.0,,,,,2494000000.0,2405000000.0,,,2072000000.0,12000000.0,683000000.0,18000000.0,123000000.0,124933000000.0,,111371000000.0,4533000000.0,,,,,,40000000.0,1278000000.0,,,,,-214000000.0,-1000000.0,421000000.0,13845000000.0,36000000.0,32000000.0,13849000000.0,1786000000.0,12063000000.0,12063000000.0,,8963000000.0,3100000000.0,,,-6749000000.0,-5492000000.0,1680000000.0,,-3000000.0,1747000000.0,,-7172000000.0,187000000.0,,4038000000.0,,-49000000.0,,,,,,-1257000000.0,5314000000.0,3471000000.0,1843000000.0,0.2,0.2,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:22:03
20231231,553097000000.0,503900000000.0,503900000000.0,,,,25918000000.0,29379000000.0,3461000000.0,,,,,25601000000.0,14939000000.0,3000000.0,,-9912000000.0,228000000.0,3422000000.0,166000000.0,313000000.0,518804000000.0,,473436000000.0,29039000000.0,,,,,,285000000.0,6252000000.0,,,,,1428000000.0,190000000.0,2264000000.0,34293000000.0,373000000.0,236000000.0,34430000000.0,2964000000.0,31466000000.0,31466000000.0,,22773000000.0,8693000000.0,141138000000.0,,-3393000000.0,-2940000000.0,349000000.0,-79000000.0,-15000000.0,492000000.0,,-3289000000.0,-112000000.0,,5062000000.0,,100000000.0,,,,24000000.0,,-453000000.0,28073000000.0,19833000000.0,8240000000.0,0.51,0.51,定期报告,是,20250328,CNY,合并期末,2024-03-26T19:47:02
