报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,10587503120.0,10587503120.0,,,,,,8303355704.0,6266940346.0,,,,,,,,,136842497.0,,,375680973.0,1523891888.0,1591520831.0,,343012822.0,343012822.0,,,,,,,,13859793.0,-235237.0,-27900732.0,,165935.0,2613049997.0,13676327.0,,8478203.0,,2618248121.0,284730951.0,,2333517170.0,2333517170.0,,2061318117.0,,272199053.0,40941109.0,40941109.0,62484873.0,,,62484873.0,,-21543764.0,,,,,,,,,-21543764.0,,,2374458279.0,2102259226.0,272199053.0,0.05,0.05,定期报告,未审计,20260421,CNY,合并期末,2026-04-20T20:22:05
20251231,38980388748.0,38980388748.0,,,,,,31678483966.0,23540910619.0,,,,,,,,,506129119.0,,,1573913194.0,6057531034.0,5995275493.0,,2161206387.0,2151775565.0,,,,590000.0,,,,638891916.0,-824023904.0,-24104068.0,,-5529155.0,9248935958.0,289961954.0,,302588870.0,,9236309042.0,1116889585.0,,8119419457.0,8119419457.0,,7262870120.0,,856549337.0,61563353.0,61563353.0,19331793.0,,-1556.0,19333349.0,,42231560.0,,,,,,,,,42231560.0,,,8180982810.0,7324433473.0,856549337.0,0.18,0.18,定期报告,是,20260421,CNY,合并期末,2026-04-20T20:22:05
20250930,29479177215.0,29479177215.0,,,,,,21910329337.0,16158717486.0,,,,,,,,,373692907.0,,,899024377.0,4478894567.0,4475361339.0,,1931942266.0,1921535549.0,,,,,,,,378673313.0,-480246827.0,1565005.0,,-1374460.0,9399407175.0,117980514.0,,87068651.0,,9430319038.0,1060777379.0,,8369541659.0,8369541659.0,,7705024182.0,,664517477.0,69753501.0,69753501.0,35802490.0,,-1556.0,35804046.0,,33951011.0,,,,,,,,,33951011.0,,,8439295160.0,7774777683.0,664517477.0,0.19,0.19,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T16:56:04
20250630,19996646085.0,19996646085.0,,,,,,13769058650.0,9994062706.0,,,,,,,,,248674877.0,,,594414614.0,2931906453.0,2923169143.0,,1419649912.0,1410209467.0,,,,,,,,274874133.0,-244373804.0,-64246053.0,,,7613491623.0,73538326.0,,19085971.0,,7667943978.0,885610438.0,,6782333540.0,6782333540.0,,6239694508.0,,542639032.0,43747111.0,43747111.0,4492309.0,,-1556.0,4493865.0,,39254802.0,,,,,,,,,39254802.0,,,6826080651.0,6283441619.0,542639032.0,0.17,0.17,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T19:10:03
20250331,9628119935.0,9628119935.0,,,,,,6802325042.0,4985780542.0,,,,,,,,,116551908.0,,,268409077.0,1431583515.0,1417664104.0,,727107045.0,727107045.0,,,,,,,,67436348.0,-251849.0,-31653846.0,,,3588432591.0,38446322.0,,5210348.0,,3621668565.0,476197631.0,,3145470934.0,3145470934.0,,2921573855.0,,223897079.0,-12039013.0,-12039013.0,-4496760.0,,-1556.0,-4495204.0,,-7542253.0,,,,,,,,,-7542253.0,,,3133431921.0,2909534842.0,223897079.0,0.08,0.08,定期报告,未审计,20260421,CNY,合并期末,2025-06-27T00:58:04
20241231,33967750888.0,33967750888.0,,,,,,25531908117.0,18308466527.0,,,,,,,,,390243331.0,,,1367338104.0,5465860155.0,5481696539.0,,1686546711.0,1674801522.0,,,,-206912.0,,,,537576916.0,-164719282.0,-93455386.0,,-4473160.0,10397111658.0,277285580.0,,184743888.0,,10489653350.0,1010039639.0,,9479613711.0,9479613711.0,,8831054314.0,200386036.0,648559397.0,285197.0,285197.0,61999160.0,,-13116.0,62012276.0,,-61713963.0,,,,,,,,,-61713963.0,,,9479898908.0,8831339511.0,648559397.0,0.24,0.24,定期报告,是,20260421,CNY,合并期末,2025-06-27T14:06:08
20240930,24938269102.0,24938269102.0,,,,,,17674450116.0,12513513459.0,,,,,,,,,282866292.0,,,830007184.0,4048063181.0,4028064927.0,,1537844886.0,1530966243.0,,,,1903088.0,,,,379101902.0,-86106682.0,-64590006.0,,-339759.0,9031632415.0,142663268.0,,96047066.0,,9078248617.0,963783655.0,,8114464962.0,8114464962.0,,7691649852.0,,422815110.0,6069638.0,6069638.0,47840603.0,,-13116.0,47853719.0,,-41770965.0,,,,,,,,,-41770965.0,,,8120534600.0,7697719490.0,422815110.0,0.21,0.21,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T16:56:04
20240630,17268493646.0,17268493646.0,,,,,,11294758225.0,7945407555.0,,,,,,,,,181976084.0,,,541114933.0,2626259653.0,2626237180.0,,1163876840.0,1157553925.0,,,,1903088.0,,,,247746601.0,-9052731.0,-69538599.0,,-25772.0,7308644848.0,77814122.0,,31903425.0,,7354555545.0,786197802.0,,6568357743.0,6568357743.0,,6221919232.0,19801980.0,346438511.0,-24530020.0,-24530020.0,12779067.0,,-13116.0,12792183.0,,-37309087.0,,,,,,,,,-37309087.0,,,6543827723.0,6197389212.0,346438511.0,0.17,0.17,定期报告,是,20250827,CNY,合并期末,2024-09-01T11:02:03
20240331,8286280017.0,8286280017.0,,,,,,5532474365.0,3936308274.0,,,,,,,,,72351552.0,,,207251569.0,1316562970.0,1314116702.0,,466376564.0,466376562.0,,,,,,,,81021822.0,,-26381294.0,,-140831.0,3274681913.0,39096893.0,,12346011.0,,3301432795.0,380551969.0,,2920880826.0,2920880826.0,,2758979142.0,14039791.0,161901684.0,,-32878185.0,-24363285.0,,-13116.0,-24350169.0,,-8514900.0,,,,,,,,,-8514900.0,,,2888002641.0,2726100957.0,161901684.0,0.08,0.08,招股说明书/意向书,未审计,20250627,CNY,合并期末,2025-06-27T00:58:04
20231231,29580128992.0,29580128992.0,,,,,,20141572179.0,14195512529.0,,,,,,,,,296003364.0,,,1124435989.0,4525620297.0,4521137769.0,,2070436019.0,2031409794.0,,,,1959141.0,,,,415341115.0,-432026515.0,-94940772.0,,-713293.0,11398612508.0,139545200.0,,195107249.0,,11343050459.0,1205103317.0,,10137947142.0,10137947142.0,,9619770057.0,83835596.0,518177085.0,42307039.0,42307039.0,-29196047.0,,3899.0,-29199946.0,,71503086.0,,,,,,,,,71503086.0,,,10180254181.0,9662077096.0,518177085.0,0.26,0.26,招股说明书/意向书,是,20250627,CNY,合并期末,2024-05-03T18:27:02
