报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,2664642053.23,1782633011.34,945935824.23,71634205.55,650513502.56,,,,315344104.4,1247632484.01,932288379.61,782256787.19,-21037532.18,,,-386147880.63,25622729.55,157809.69,4113672.12,140661819.57,1465347753.22,15368571.28,1454781626.15,,-7995050.69,,,3192606.48,1199294300.01,96006.64,,4654525.67,,1194735780.98,167344503.93,1027391277.05,1027391277.05,,785676458.1,241714818.95,,,-128626290.21,-88247688.74,-32426134.78,,,-32426134.78,,-55821553.96,,,25785398.83,,-423991.66,,,,-81182961.13,,-40378601.47,898764986.84,697428769.36,201336217.48,0.0863,0.0863,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:59:31
20251231,11841384174.21,6371193863.41,2944280089.26,630337963.0,155676945.18,,,,1585203196.95,5033939773.04,3448736576.09,3860955227.47,6812121.68,377215.55,,-123576202.04,40579101.62,4972738.94,844736.28,101211511.58,7652852076.35,76501508.01,7488873497.62,,78745353.22,-4398606.08,,13130323.58,4188532097.86,8526808.19,,32989987.34,,4164068918.71,450276267.73,3713792650.98,3713792650.98,,2870360059.54,843432591.44,11853226251.58,,-320125832.42,-330434272.54,43554555.01,,,43554555.01,,-373988827.55,,,-275496701.79,,-1839752.7,,,,-96652373.06,,10308440.12,3393666818.56,2539925787.0,853741031.56,0.3161,0.3161,定期报告,是,20260328,CNY,合并期末,2026-03-27T20:33:05
20250930,9277206846.17,4458709936.07,2160811759.9,416132990.17,114587541.14,,,,1243902183.56,3788252517.8,2544350334.24,3102907372.23,8060524.96,377215.55,,333430590.77,35306253.49,3615680.05,2789190.12,96545639.88,5705790349.39,55443250.73,5609642875.68,,34174874.29,-941430.13,,7470778.82,3571416496.78,1960217.43,,13496337.76,,3559880376.45,361892683.7,3197987692.75,3197987692.75,,2521099634.39,676888058.36,,,-263991154.35,-290136448.04,2579807.62,,,2579807.62,,-292716255.66,,,-233190563.93,,-1367422.68,,,,-58158269.05,,26145293.69,2933996538.4,2230963186.35,703033352.05,0.2804,0.2804,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:13:47
20250630,5404203234.22,2659423074.62,1242089054.45,219134092.72,74977056.87,,,,821950220.69,2568174440.86,1746224220.17,2166912883.46,6947690.23,377215.55,,-400175445.75,56795984.16,3211167.53,229771.16,95855578.35,3595028570.24,39706094.79,3532953947.43,,14668833.57,2704339.64,,4995354.81,1809174663.98,681049.88,,11157345.93,,1798698367.93,75975059.84,1722723308.09,1722723308.09,,1330137269.83,392586038.26,11853226251.58,,-64599274.59,-72265386.09,38317081.79,,,38317081.79,,-110582467.88,,,-48362932.96,,-671467.2,,,,-61548067.72,,7666111.5,1658124033.5,1257871883.74,400252149.76,0.1473,0.1473,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T19:09:00
20250331,2348998816.71,1376087355.94,662965596.29,125316431.04,512209700.76,,,,324958527.49,1229335811.11,904377283.62,1339845529.67,12408087.5,24610.13,,-723999863.33,12086617.36,1532108.51,34617.33,18453923.74,1627767742.61,17807553.99,1624958099.8,,-13505496.15,-3647374.52,,2154959.49,721231074.1,337899.3,,767775.1,,720801198.3,23530508.46,697270689.84,697270689.84,,516322013.21,180948676.63,,,-536756808.55,-553438410.85,-7444367.04,,,-7444367.04,,-545994043.81,,,-524621624.23,,-124830.34,,,,-21247589.24,,16681602.3,160513881.29,-37116397.64,197630278.93,0.0568,0.0568,定期报告,未审计,20260430,CNY,合并期末,2025-04-25T17:28:28
20241231,9784170146.86,5272918711.78,2130288945.62,700687951.76,159457613.9,,,,1418521489.04,5011464402.11,3592942913.07,2278321983.33,20349822.35,4499451.34,,545395286.29,2957126.78,8043509.84,1412464.02,256599575.78,6702492594.35,64517911.33,6584817322.28,,36325242.78,2065396.36,,14766721.6,3081677552.51,16308811.4,,16799089.11,,3081187274.8,184581084.28,2896606190.52,2896606190.52,,2164048119.86,732558070.66,11840625721.18,,630504956.35,594496270.83,40228819.28,,,40228819.28,,554267451.55,6307361.31,,489057543.47,,2754000.51,,,,56148546.26,,36008685.52,3527111146.87,2758544390.69,768566756.18,0.2385,0.2385,定期报告,是,20260328,CNY,合并期末,2025-04-25T18:44:07
20240930,6628544901.87,3491703028.03,1311869389.61,441600547.45,115603947.05,,,,878897169.42,3542091200.08,2663194030.66,-938990010.61,18002599.63,4244765.42,,3145341790.85,3916401.91,6744372.38,1313898.69,39618251.2,4830187003.46,44773826.81,4776844205.54,,-3035372.5,-267410.33,,11871753.94,1798357898.41,11768624.01,,4593319.61,,1805533202.81,-38903845.1,1844437047.91,1844437047.91,,1320068057.54,524368990.37,,,234579986.11,203251687.59,17468362.65,,,17468362.65,,185783324.94,-16256.09,,196974742.21,,1179027.04,,,,-12354188.22,,31328298.52,2079017034.02,1523319745.13,555697288.89,0.1438,0.1438,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T17:43:46
20240630,4195827708.27,2349816758.42,925464013.06,262755071.47,76274811.78,,,,595191851.47,2383245228.17,1788053376.7,-970072107.95,17642494.14,4244765.42,,2181204481.65,-1245567.93,4591554.07,-184837.79,36525576.33,2939044979.86,32485597.91,2894197577.05,,-15655118.19,22335412.34,,5681510.75,1256782728.41,9497139.69,,1613330.21,,1264666537.89,-11664869.18,1276331407.07,1276331407.07,,941743725.43,334587681.64,11840625721.18,,270900648.01,245772117.3,11678056.25,,,11678056.25,,234094061.05,-16256.09,,216589442.37,,511555.75,,,,17009319.02,,25128530.71,1547232055.08,1187515842.73,359716212.35,0.103,0.103,定期报告,未审计,20250830,CNY,合并期末,2024-08-30T16:59:08
20240331,2376916655.23,1155075770.1,467247850.7,116002776.23,35930140.81,,,,278378984.78,1189576802.62,911197817.84,-1601865096.31,7103944.51,,,1937960204.19,-308668.9,572367176.92,216741.31,35091543.14,1917709772.71,10227761.41,1341976622.86,,2212912.31,-2256966.84,,565549442.97,459206882.52,9260238.25,,799306.31,,467667814.46,-20184885.77,487852700.23,487852700.23,,328204971.32,159647728.91,,,130130738.57,116631167.15,9054481.79,,,9054481.79,,107576685.36,,,107565139.81,,109153.25,,,,-97607.7,,13499571.42,617983438.8,444836138.47,173147300.33,0.035,0.035,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T18:39:06
20231231,10627163242.97,6150205565.77,2253447564.9,1043724371.17,148188717.62,,,,1821071244.03,5238288322.0,3417217077.97,75615585.56,59318011.23,,,584354375.79,15288261.31,1792251122.18,441665.54,187935422.79,7663844150.38,70231157.75,5797634266.76,,2795579.33,2333209.72,,1790849936.82,2963319092.59,5925509.14,,17152811.54,,2952091790.19,284224439.27,2667867350.92,2667867350.92,,1964371034.08,703496316.84,11754033907.47,,225778847.78,176900581.61,26958348.62,,,26958348.62,,149942232.99,-6307361.31,,118712413.29,,592070.17,,,,36945110.84,,48878266.17,2893646198.7,2141271615.69,752374583.01,0.2261,0.2261,定期报告,是,20250426,CNY,合并期末,2024-04-26T18:39:06
