报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,7077226141.69,7077226141.69,,,,,,7056171792.26,6305151749.13,,,,,,,,,68938975.09,99219652.38,61058282.92,383940107.71,137863025.03,119148535.23,,14116669.27,16183380.4,-2066711.13,,,-35000000.0,,,,53246167.03,108176.4,17425140.1,,-337119.39,70613382.84,2333348.68,,7255487.86,,65691243.66,46487703.15,,19203540.51,19203540.51,,2559274.0,,16644266.51,-1082187.52,-1041784.26,-878130.64,,,-878130.64,,-163653.62,,,,,,,-163653.62,,,,-40403.26,18121352.99,1517489.74,16603863.25,0.001,0.001,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T17:22:03
20251231,46331495671.4,46331495671.4,,,,,,45772949875.15,42107683732.6,,,,,,,,,351130256.69,773477689.35,308403560.79,1604853844.26,627400791.46,612871054.27,,348753208.49,89828193.96,-14733747.62,,,-8000000.0,,,,406192173.83,-210001103.14,-174157632.51,,41220862.64,962553305.56,37494057.3,,92622296.74,,907425066.12,169716405.22,,737708660.9,737708660.9,,634328156.8,,103380504.1,-2758907.68,-2743970.22,-2683465.96,1190988.07,336591.08,-4211045.11,,-60504.26,,,,,,,-60504.26,,,,-14937.46,734949753.22,631584186.58,103365566.64,0.24,0.24,定期报告,是,20260402,CNY,合并期末,2026-04-01T19:20:03
20250930,22912209398.24,22912209398.24,,,,,,22741583870.43,20450590917.24,,,,,,,,,195624613.68,409430136.86,196421266.87,1048704090.41,440812845.37,431315753.66,,84891280.89,76006919.34,-58487.65,,,-18000000.0,,,,201845435.83,-8258518.08,-147033227.75,,452919.51,284523418.21,34083436.85,,58770818.56,,259836036.5,69719470.65,,190116565.85,190116565.85,,107961715.9,,82154849.95,-1074065.38,-1074065.38,-1074065.38,,,-1074065.38,,,,,,,,,,,,,,189042500.47,106887650.52,82154849.95,0.04,0.04,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:34:05
20250630,14098413064.22,14098413064.22,,,,,,13985307167.62,12553422838.09,,,,,,,,,145088535.85,213993325.49,124397383.44,692458114.43,255946970.32,259269134.48,,58554401.29,58588950.83,-34549.54,,,-4000000.0,,,,110501291.77,-4623553.03,-80662951.24,,70057.6,192945142.99,20267116.71,,20298208.52,,192914051.18,41822558.05,,151091493.13,151091493.13,,91777883.87,,59313609.26,-817632.28,-817632.28,-817632.28,,,-817632.28,,,,,,,,,,,,,,150273860.85,90960251.59,59313609.26,0.03,0.03,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T17:28:05
20250331,6164858155.55,6164858155.55,,,,,,6222770711.9,5562274857.66,,,,,,,,,46734318.78,79488949.1,58867694.76,359474902.8,115929988.8,118864571.16,,22888740.46,24964194.92,-4788962.6,,,-24000000.0,,,,86560997.37,4615037.29,36485448.01,,32901.53,68670568.31,8952573.87,,7325655.1,,70297487.08,35167886.51,,35129600.57,35129600.57,,7511371.77,,27618228.8,-751027.3,-751027.3,-751027.3,,,-751027.3,,,,,,,,,,,,,,34378573.27,6760344.47,27618228.8,0.0028,0.0028,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T18:12:07
20241231,47879700739.8,47879700739.8,,,,,,46655897062.28,43063744497.28,,,,,,,,,265444592.51,995228553.25,293404685.87,1581287122.04,456787611.33,504437675.56,,164545072.97,160002199.04,-4399975.27,,,-52000000.0,,,,188505511.24,-252567222.68,-208094398.91,,18688538.47,1082881178.61,84674796.79,,31834017.54,,1135721957.86,152435067.96,,983286889.9,983286889.9,,860291114.25,,122995775.65,-48270448.05,-48270448.05,-48270448.05,-46458523.56,-1234742.36,-577182.13,,,,,,,,,,,,,,935016441.85,812020666.2,122995775.65,0.32,0.32,定期报告,是,20260402,CNY,合并期末,2025-04-01T19:32:04
20240930,25956397704.3,25956397704.3,,,,,,25158929850.53,23065963466.84,,,,,,,,,206046653.45,336414994.85,205321710.96,1045931104.88,299251919.55,317893642.87,,118921185.49,119770809.26,-9792472.96,,,-35000000.0,,,,88193948.8,15173490.3,-89043028.16,,17314493.42,913027943.62,64255473.28,,21489740.18,,955793676.72,138600557.01,,817193119.71,817193119.71,,726159154.01,,91033965.7,-2083949.68,-2083949.68,-2083949.68,,,-2083949.68,,,,,,,,,,,,,,815109170.03,724075204.33,91033965.7,0.27,0.27,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:07:18
20240630,18547849719.66,18547849719.66,,,,,,17900219789.32,16619738621.44,,,,,,,,,123759458.74,186828597.8,124691155.58,695630500.62,149571455.14,178647664.59,,80990135.63,87503539.62,-6513403.99,,,-1000000.0,,,,58633308.45,6093381.67,-77968081.65,,2077648.76,716456323.2,57054527.02,,7776338.32,,765734511.9,106280475.82,,659454036.08,659454036.08,,594734685.16,,64719350.92,-2645954.5,-2645954.5,-2645954.5,,,-2645954.5,,,,,,,,,,,,,,656808081.58,592088730.66,64719350.92,0.22,0.22,定期报告,未审计,20250828,CNY,合并期末,2024-08-30T19:27:04
20240331,6272295886.18,6272295886.18,,,,,,6176487331.86,5610824558.68,,,,,,,,,47140248.6,45129453.71,57852702.34,356787157.37,58753211.16,73629046.36,,38597564.55,44128036.43,-5530471.88,,,12000000.0,,,,33379588.0,7580727.27,-9540910.73,,39247.5,177864770.91,43239785.0,,2960532.44,,218144023.47,32347381.78,,185796641.69,185796641.69,,154854528.8,,30942112.89,-1275114.95,-1275114.95,-1275114.95,,,-1275114.95,,,,,,,,,,,,,,184521526.74,153579413.85,30942112.89,0.0581,0.0581,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T20:57:03
20231231,43733881854.98,43733881854.98,,,,,,41996896079.08,39100044775.54,,,,,,,,,268184742.38,553447465.55,260364083.71,1567007150.42,247847861.48,295983113.2,,407032742.33,143238914.19,-8597365.31,,,-145000000.0,,,,156679266.29,-363128924.53,-117542764.56,,9737588.27,1684763683.7,63122142.64,,39318882.59,,1708566943.75,189555667.41,,1519011276.34,1519011276.34,,1421421585.27,,97589691.07,6823739.35,6823739.35,6823739.35,-5315184.14,-526920.25,12665843.74,,,,,,,,,,,,,,1525835015.69,1428245324.62,97589691.07,0.53,0.53,定期报告,是,20250402,CNY,合并期末,2024-03-29T20:17:03
