报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,32022404528.27,32022404528.27,,,,,,30480333352.53,25963528460.55,,,,,,,,,2816576011.25,252313629.24,80385406.26,257752066.19,1109777779.04,1101587659.63,,16560884.2,544233.15,,,,98689752.03,,,,151882511.21,-3327186.04,46286004.67,,-40569.23,1852122572.58,6543316.97,,2859925.89,,1855805963.66,407931045.72,,1447874917.94,1447874917.94,,1432428907.29,,15446010.65,96522932.7,96522932.7,,,,,,96522932.7,,,,,,,121046137.77,,-24523205.07,,,1544397850.64,1528951839.99,15446010.65,0.22,0.21,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T22:30:02
20251231,125587320327.07,125587320327.07,,,,,,127476312916.9,112064001076.77,,,,,,,,,8541116791.02,969268392.97,317926218.98,1028992464.56,4555007972.6,4621677028.5,,174584093.62,5069799.12,,,,-36125582.02,,,,1366685314.55,-424188991.21,-60183991.87,,603224692.82,-264997053.94,57474893.04,,45453960.87,,-252976121.77,-371870223.59,,118894101.82,118894101.82,,133746317.81,,-14852215.99,-25460974.68,-25460974.68,1828845.0,,,1828845.0,,-27289819.68,,,,,,,5742387.14,,-33032206.82,,,93433127.14,108285343.13,-14852215.99,0.02,0.02,定期报告,是,20260429,CNY,合并期末,2026-04-28T22:30:02
20250930,92161591513.77,92161591513.77,,,,,,93381761179.55,83021643353.73,,,,,,,,,5491780070.4,492015469.5,225669803.34,713845688.97,3436806793.61,3499264277.2,,199871727.64,794832.25,,,,-53107176.71,,,,1186361783.6,-323380602.82,-5829924.91,,-526085.81,-216779944.79,32481258.34,,20411563.5,,-204710249.95,-314422378.18,,109712128.23,109712128.23,,126412044.13,,-16699915.9,-16110531.09,-16110531.09,,,,,,-16110531.09,,,,,,,675918.57,,-16786449.66,,,93601597.14,110301513.04,-16699915.9,0.02,0.02,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:16:09
20250630,60916418734.57,60916418734.57,,,,,,61595437132.59,54738693841.81,,,,,,,,,3610789045.97,329015932.61,150971524.91,479889847.97,2286076939.32,2330154324.38,,-1688443.62,457008.02,,,,71361227.0,,,,1066978311.94,-218627947.5,-7071882.7,,-430709.05,231502158.05,23135032.67,,11751736.7,,242885454.02,-145131148.4,,388016602.42,388016602.42,,386245051.32,,1771551.1,-47999628.51,-47999628.51,,,,,,-47999628.51,,,,,,,-42395422.64,,-5604205.87,,,340016973.91,338245422.81,1771551.1,0.06,0.06,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:36:07
20250331,30309373926.52,30309373926.52,,,,,,30687964806.74,27311228439.87,,,,,,,,,1753824662.56,168826342.93,80893990.22,241438686.86,1131752684.3,1158756612.51,,8937634.15,506134.33,,,,26008242.95,,,,781557917.85,-118208457.75,3007506.65,,-438040.89,322273922.74,9279722.61,,5447639.43,,326106005.92,-22988092.83,,349094098.75,349094098.75,,341165717.89,,7928380.86,-1518820.64,-1518820.64,,,,,,-1518820.64,,,,,,,,,-1518820.64,,,347575278.11,339646897.25,7928380.86,0.05,0.05,定期报告,未审计,20260429,CNY,合并期末,2025-04-29T02:44:06
20241231,137674557166.85,137674557166.85,,,,,,141590267612.8,126062118131.07,,,,,,,,,8406769217.11,832022384.44,334382120.56,1081209219.11,4873766540.51,4996149469.46,,159381677.96,-364514.73,,,,39709845.02,,,,972010521.45,-727353586.34,-9045777.49,,10478873.82,-3470528891.53,69587586.75,,312741116.02,,-3713682420.8,-1429808775.98,,-2283873644.82,-2283873644.82,,-2296841255.74,,12967610.92,13557776.77,13557776.77,1743285.0,,,1743285.0,,11814491.77,,,,,,,,,11814491.77,,,-2270315868.05,-2283283478.97,12967610.92,-0.35,-0.35,定期报告,是,20260429,CNY,合并期末,2025-04-29T02:46:07
20240930,108301384933.75,108301384933.75,,,,,,110307649387.29,99004851465.5,,,,,,,,,5976620648.59,689351791.43,237925731.71,759042110.08,3639857639.98,3707796316.97,,115072815.94,-1909893.16,,,,81023528.58,,,,378045082.37,-597800407.68,-16908670.39,,23395147.5,-2023436957.22,39718069.39,,309288215.33,,-2293007103.16,-848157800.84,,-1444849302.32,-1444849302.32,,-1419062479.87,,-25786822.45,-20457232.44,-20457232.44,,,,,,-20457232.44,,,,,,,,,-20457232.44,,,-1465306534.76,-1439519712.31,-25786822.45,-0.21,-0.21,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:08:08
20240630,72833561598.67,72833561598.67,,,,,,72675487214.56,65102318637.41,,,,,,,,,4050570169.75,472476489.53,152836805.01,473999875.43,2423285237.43,2467947309.6,,122088869.07,-3571499.26,,,,8258021.78,,,,258232684.9,-580066394.73,-23065385.17,,49172806.5,-7305013.54,28538183.49,,2515621.99,,18717547.96,-285247329.83,,303964877.79,303964877.79,,318574372.31,,-14609494.52,-2552469.68,-2552469.68,,,,,,-2552469.68,,,,,,,,,-2552469.68,,,301412408.11,316021902.63,-14609494.52,0.05,0.05,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T21:17:03
20240331,36738885261.85,36738885261.85,,,,,,36420111698.05,32739676869.22,,,,,,,,,1980926795.07,225891622.08,81674358.14,222350966.4,1169591087.14,1230402202.7,,139705245.41,-5043640.1,,,,-27686630.66,,,,138547509.01,-504441689.29,-10698252.54,,6588542.16,60788287.89,26130669.4,,496041.27,,86422916.02,-157774137.51,,244197053.53,244197053.53,,246888251.61,,-2691198.08,1635076.36,1635076.36,,,,,,1635076.36,,,,,,,,,1635076.36,,,245832129.89,248523327.97,-2691198.08,0.04,0.04,定期报告,未审计,20250429,CNY,合并期末,2024-04-29T21:42:03
20231231,140439738058.63,140439738058.63,,,,,,138637079389.23,124613404201.31,,,,,,,,,8659867481.86,671302694.89,334162820.96,864410563.34,3493931626.87,3587807476.21,,-43147112.0,-26185529.82,,,,1568194.25,,,,593658304.83,-2210198657.58,-14812224.53,,114136383.46,243863557.83,104361753.13,,37254595.85,,310970715.11,-400223038.96,,711193754.07,711193754.07,,717031594.87,,-5837840.8,1069608.07,1069608.07,988590.0,,,988590.0,,81018.07,,,,,,,,,81018.07,,,712263362.14,718101202.94,-5837840.8,0.11,0.11,定期报告,是,20250429,CNY,合并期末,2024-04-25T21:17:04
20230930,103676731056.82,103676731056.82,,,,,,100378764003.83,90258786502.73,,,,,,,,,6640777232.83,419805545.52,237714179.9,543182214.37,2278498328.48,2353384045.13,,-19233987.43,-16253125.55,,,,6830700.83,,,,532275958.81,-966502268.86,-14193619.4,,70915401.1,2908059238.04,80076719.41,,17368192.29,,2970767765.16,437351036.47,,2533416728.69,2533416728.69,,2535684560.79,,-2267832.1,15512185.1,15512185.1,,,,,,15512185.1,,,,,,,,,15512185.1,,,2548928913.79,2551196745.89,-2267832.1,0.38,0.36,定期报告,未审计,20241031,CNY,合并期末,2023-10-27T16:37:05
