报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,17190000000.0,11825000000.0,25018000000.0,13193000000.0,1398000000.0,2876000000.0,1478000000.0,,,,70000000.0,,2174000000.0,,1555000000.0,70000000.0,,,1210000000.0,458000000.0,-2000000.0,57000000.0,9007000000.0,262000000.0,4190000000.0,,4285000000.0,39000000.0,,,,231000000.0,8183000000.0,11000000.0,,5000000.0,,8189000000.0,2019000000.0,,6170000000.0,6170000000.0,,5992000000.0,178000000.0,,,,,,,,,,,,,,,,,,,,-295000000.0,,,,,,,-295000000.0,,,-102000000.0,,28000000.0,,,,-221000000.0,,5875000000.0,5699000000.0,176000000.0,0.22,0.22,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:38:05
20251231,62514000000.0,44459000000.0,101633000000.0,57174000000.0,3752000000.0,5943000000.0,2191000000.0,,,,1677000000.0,,11759000000.0,,2894000000.0,1677000000.0,,,-1255000000.0,2023000000.0,-40000000.0,139000000.0,45985000000.0,755000000.0,20062000000.0,,24249000000.0,131000000.0,,,,788000000.0,16529000000.0,44000000.0,,444000000.0,,16129000000.0,2568000000.0,,13561000000.0,13561000000.0,,12931000000.0,630000000.0,52396000000.0,,65327000000.0,,,1219000000.0,,2800000000.0,,,,963000000.0,,61308000000.0,,,4284000000.0,,56061000000.0,-3722000000.0,-3722000000.0,33000000.0,,,33000000.0,,-3755000000.0,,,-2891000000.0,,-319000000.0,,,,-545000000.0,,9839000000.0,9212000000.0,627000000.0,0.44,0.44,定期报告,是,20260331,CNY,合并期末,2026-03-30T20:30:06
20250930,48931000000.0,34438000000.0,77927000000.0,43489000000.0,3085000000.0,4396000000.0,1311000000.0,,,,1394000000.0,,8142000000.0,,1658000000.0,1394000000.0,,,234000000.0,1585000000.0,-27000000.0,80000000.0,33315000000.0,554000000.0,12939000000.0,,19244000000.0,,,,,578000000.0,15616000000.0,27000000.0,,374000000.0,,15269000000.0,3112000000.0,,12157000000.0,12157000000.0,,11668000000.0,489000000.0,,,,,,,,,,,,,,,,,,,,-3882000000.0,-3882000000.0,13000000.0,,,13000000.0,,-3895000000.0,,,-3200000000.0,,-376000000.0,,,,-319000000.0,,8275000000.0,7788000000.0,487000000.0,0.42,0.42,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:26:05
20250630,33248000000.0,23046000000.0,52652000000.0,29606000000.0,2293000000.0,3108000000.0,815000000.0,,,,979000000.0,,6513000000.0,,812000000.0,979000000.0,,,-615000000.0,957000000.0,,75000000.0,23407000000.0,367000000.0,9375000000.0,,13300000000.0,,,,,365000000.0,9841000000.0,17000000.0,,163000000.0,,9695000000.0,1723000000.0,,7972000000.0,7972000000.0,,7667000000.0,305000000.0,52396000000.0,,60063000000.0,,,,,2342000000.0,,,,,,57721000000.0,,,4284000000.0,,53437000000.0,-2049000000.0,,13000000.0,,,13000000.0,,-2062000000.0,,,-1411000000.0,,-306000000.0,,,,-345000000.0,,5923000000.0,5619000000.0,304000000.0,0.28,0.28,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T20:40:04
20250331,17105000000.0,11981000000.0,26950000000.0,14969000000.0,1294000000.0,1665000000.0,371000000.0,,,,570000000.0,,3202000000.0,,275000000.0,570000000.0,,,-375000000.0,401000000.0,,32000000.0,8987000000.0,174000000.0,4360000000.0,,4284000000.0,,,,,169000000.0,8118000000.0,30000000.0,,108000000.0,,8040000000.0,1928000000.0,,6112000000.0,6112000000.0,,5949000000.0,163000000.0,,,,,,,,,,,,,,,,,,,,-3072000000.0,,,,,,,-3072000000.0,,,-3065000000.0,,89000000.0,,,,-96000000.0,,3040000000.0,2877000000.0,163000000.0,0.22,0.22,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T18:48:05
20241231,67650000000.0,45157000000.0,110697000000.0,65540000000.0,4487000000.0,5961000000.0,1474000000.0,,,,1769000000.0,,11338000000.0,,844000000.0,1769000000.0,,,3516000000.0,1319000000.0,18000000.0,46000000.0,50005000000.0,835000000.0,20462000000.0,,28195000000.0,,,,,513000000.0,17645000000.0,52000000.0,,118000000.0,,17579000000.0,1886000000.0,,15693000000.0,15693000000.0,,15186000000.0,507000000.0,49458000000.0,,64644000000.0,,,1466000000.0,,5315000000.0,,,,963000000.0,,57863000000.0,,,4504000000.0,,52396000000.0,2940000000.0,2940000000.0,57000000.0,,,57000000.0,,2883000000.0,,,3011000000.0,,-496000000.0,,,,368000000.0,,18633000000.0,18125000000.0,508000000.0,0.52,0.52,定期报告,是,20260331,CNY,合并期末,2025-03-28T20:15:04
20240930,52491000000.0,35587000000.0,85090000000.0,49503000000.0,3977000000.0,4782000000.0,805000000.0,,,,1303000000.0,,9242000000.0,,708000000.0,1303000000.0,,,1437000000.0,901000000.0,30000000.0,14000000.0,37063000000.0,606000000.0,14643000000.0,,21461000000.0,,,,,353000000.0,15428000000.0,27000000.0,,78000000.0,,15377000000.0,2053000000.0,,13324000000.0,13324000000.0,,12905000000.0,419000000.0,,,,,,,,,,,,,,,,,,,,739000000.0,739000000.0,23000000.0,,,23000000.0,,716000000.0,,,1129000000.0,,-319000000.0,,,,-94000000.0,,14063000000.0,13644000000.0,419000000.0,0.47,0.47,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T18:50:05
20240630,35279000000.0,23642000000.0,56890000000.0,33248000000.0,2784000000.0,3340000000.0,556000000.0,,,,828000000.0,,5590000000.0,,537000000.0,828000000.0,,,1898000000.0,527000000.0,,10000000.0,25511000000.0,422000000.0,9949000000.0,,14927000000.0,,,,,213000000.0,9768000000.0,16000000.0,,43000000.0,,9741000000.0,1498000000.0,,8243000000.0,8243000000.0,,7999000000.0,244000000.0,49458000000.0,,57457000000.0,,,,,5279000000.0,,,,,,52178000000.0,,,4504000000.0,,47674000000.0,1058000000.0,,23000000.0,,,23000000.0,,1035000000.0,,,962000000.0,,-173000000.0,,,,246000000.0,,9301000000.0,9057000000.0,244000000.0,0.29,0.29,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T19:40:04
20240331,18407000000.0,11818000000.0,28859000000.0,17041000000.0,1490000000.0,1726000000.0,236000000.0,,,,389000000.0,,3910000000.0,,358000000.0,389000000.0,,,562000000.0,232000000.0,,6000000.0,10743000000.0,199000000.0,5065000000.0,,5379000000.0,,,,,100000000.0,7664000000.0,7000000.0,,33000000.0,,7638000000.0,1611000000.0,,6027000000.0,6027000000.0,,5913000000.0,114000000.0,,,,,,,,,,,,,,,,,,,,268000000.0,,,,,,,268000000.0,,,76000000.0,,36000000.0,,,,156000000.0,,6295000000.0,6181000000.0,114000000.0,0.22,0.22,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:10:05
20231231,63704000000.0,47528000000.0,110253000000.0,62725000000.0,5040000000.0,6143000000.0,1103000000.0,,,,923000000.0,,8843000000.0,,420000000.0,923000000.0,,,294000000.0,630000000.0,11000000.0,435000000.0,46181000000.0,755000000.0,19088000000.0,,26113000000.0,,,,,225000000.0,17523000000.0,60000000.0,,91000000.0,,17492000000.0,1999000000.0,,15493000000.0,15493000000.0,,15048000000.0,445000000.0,44657000000.0,,59705000000.0,,,1471000000.0,,3347000000.0,,,,963000000.0,,54887000000.0,,,4466000000.0,,49458000000.0,1218000000.0,,23000000.0,,,23000000.0,,1195000000.0,,,1040000000.0,,62000000.0,,,,93000000.0,,16711000000.0,16265000000.0,446000000.0,0.57,0.57,定期报告,是,20250329,CNY,合并期末,2024-03-28T21:35:04
