报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,7354563884.74,2964357041.02,2701352500.51,105503590.01,115024812.56,,,,1279692235.59,3669299104.29,2389606868.7,1329422678.46,18232867.66,,,1658967847.77,51110471.16,28643897.74,474809.65,41894903.35,3298510673.72,37263790.53,3207766114.55,,34651921.06,-3698988.61,,22527836.19,4056053211.02,4136661.64,,6745382.07,,4053444490.59,733180045.18,3320264445.41,3320264445.41,,3320207445.86,56999.55,,,52094840.17,52094840.17,314290547.94,,,314290547.94,,-262195707.77,,,-80833868.62,,-3470417.85,,,,-177891421.3,,,3372359285.58,3372302286.03,56999.55,0.28,0.28,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:14:17
20251231,28302251724.47,10419509128.97,8845928886.76,829578342.39,517362284.79,,,,4482828193.13,13553700700.3,9070872507.17,15095065558.29,19909610.04,,,-1959159189.24,30453791.51,169345047.83,11757833.33,52451360.65,13845856470.63,174721127.24,12796066589.67,,778175199.96,-8817564.01,,105711117.77,14456395253.84,9722990.02,,52940254.6,,14413177989.26,1893444176.24,12519733813.02,12519733813.02,,12519718792.04,15020.98,32847781961.71,,-770330528.61,-770330528.61,752887770.81,4923869.3,,747963901.51,,-1523218299.42,,,-1619348160.14,,-66078081.63,,,,162207942.35,,,11749403284.41,11749388263.43,15020.98,1.03,1.03,定期报告,是,20260331,CNY,合并期末,2026-03-30T17:53:15
20250930,22750711256.24,7255493995.09,6305105240.56,475386497.93,395963198.04,,,,3206938180.68,9932552462.13,6725614281.45,11149143719.06,16436166.79,,,948698090.94,5143482.54,131726529.58,15501832.52,38065425.83,9460094944.48,122081986.42,9471704987.19,,-215961155.86,10755815.02,,71513311.71,13290616311.76,1531874.5,,37664035.02,,13254484151.24,2286082368.18,10968401783.06,10968401783.06,,10968310912.22,90870.84,,,-1090047143.06,-1090047143.06,541528172.44,,,541528172.44,,-1631575315.5,,,-1775821463.23,,2289766.93,,,,141956380.8,,,9878354640.0,9878263769.16,90870.84,0.92,0.92,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:23:14
20250630,13746548901.13,4251997468.43,3646949895.08,316358066.14,268176941.84,,,,1939804405.6,6558142991.29,4618338585.69,7255281009.24,4340396.19,,,147910419.53,1376975.38,98231647.43,15407497.95,36539477.57,6087766580.19,74237187.64,6180431998.71,,-241255524.76,29351037.84,,45001880.76,7658782320.94,982831.29,,24298957.66,,7635466194.57,1147574168.49,6487892026.08,6487892026.08,,6487815711.97,76314.11,32847781961.71,,113950571.44,113950571.44,884555997.61,,,884555997.61,,-770605426.17,,,-945080278.06,,-3421677.23,,,,177896529.12,,,6601842597.52,6601766283.41,76314.11,0.54,0.54,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T17:43:16
20250331,6358658422.36,2224985044.5,1921938407.11,151267560.82,130561639.82,,,,907938757.29,3252717051.39,2344778294.1,2733280127.82,781255.34,,,414799189.72,3703212.15,48293969.39,807929.59,24850191.9,2871823239.9,36192877.03,2816854144.41,,-14520473.52,10371517.38,,22925174.6,3486835182.46,97860.22,,8369455.11,,3478563587.57,462665466.61,3015898120.96,3015898120.96,,3015845560.34,52560.62,,,-1280184297.62,-1280184297.62,110590241.43,,,110590241.43,,-1390774539.05,,,-1393402526.79,,-2068293.44,,,,4696281.18,,,1735713823.34,1735661262.72,52560.62,0.25,0.25,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T16:54:04
20241231,22761598103.0,7371191632.96,6188661976.01,606323953.29,485012595.7,,,,3848625683.41,14056019737.62,10207394054.21,10982161840.58,-3760087.24,152161.91,,360864791.55,-62905320.03,182859345.15,3808802.57,74991326.81,12233728841.88,141184188.93,11414453847.83,,440812131.56,-1576392.17,,238855065.73,10527869261.12,1783032.43,,11021996.93,,10518630296.62,487708292.3,10030922004.32,10030922004.32,,10030837664.86,84339.46,30268996195.06,,4934348861.69,4934348861.69,2686156307.02,48306396.91,,2637849910.11,,2248192554.67,,,2065748726.46,,5003527.99,,,,177440300.22,,,14965270866.01,14965186526.55,84339.46,0.81,0.81,定期报告,是,20260331,CNY,合并期末,2025-03-28T18:53:44
20240930,15756494088.56,4447275739.8,3692913556.42,366013521.04,351264226.41,,,,2625915516.96,10470381140.74,7844465623.78,1478228481.64,-7911907.97,161291.62,,7080428010.38,-59607073.72,138110602.06,1146306.99,44996504.45,8363679306.0,89569021.31,8249694826.53,,-153677170.0,-3106732.28,,181199360.44,7392814782.56,658192.0,,-8095836.75,,7401568811.31,437610388.15,6963958423.16,6963958423.16,,6963658334.31,300088.85,,,2859256771.02,2859256771.02,1732437097.14,,,1732437097.14,,1126819673.88,,,812939309.17,,-9562705.44,,,,323443070.15,,,9823215194.18,9822915105.33,300088.85,0.55,0.55,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T16:39:05
20240630,9982275396.57,3043569641.28,2509800522.74,266131824.55,228202180.91,,,,1839139756.22,7121624812.98,5282485056.76,261184899.75,-10040287.45,,,4732956744.21,-37141367.94,100416158.96,159851.8,41989712.29,5404640115.64,51988898.91,5354185168.5,,-180786098.27,51961361.23,,127290785.27,4577635280.93,359457.2,,35637926.58,,4542356811.55,154306547.06,4388050264.49,4388050264.49,,4387819709.63,230554.86,30268996195.06,,2699264645.3,2699264645.3,1836159972.13,,,1836159972.13,,863104673.17,,,976999657.24,,-7740467.53,,,,-106154516.54,,,7087314909.79,7087084354.93,230554.86,0.35,0.35,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T20:43:05
20240331,7214073753.02,1474789382.75,1255728188.53,94853177.45,109434866.3,,,,929909823.62,3579577412.38,2649667588.76,-2280461014.71,-3121899.98,,,3906166119.84,-295021.42,3141935946.77,205524.99,41822991.18,5428368477.14,25815537.06,2394731339.83,,-125565133.74,-804370.32,,3134191104.31,1785705275.88,111977.11,,8962647.6,,1776854605.39,145300704.74,1631553900.65,1631553900.65,,1631459082.73,94817.92,,,907702448.56,907702448.56,623583687.94,,,623583687.94,,284118760.62,,,413540548.97,,327108.58,,,,-129748896.93,,,2539256349.21,2539161531.29,94817.92,0.12,0.12,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T19:23:11
20231231,33644082792.61,6554850555.99,5501526759.52,548227845.28,457052766.42,,,,4162723417.89,14448368662.17,10285645244.28,3135511668.38,-2316367.99,,,4520033074.22,-3370345.51,15172927772.45,14563778.02,86842871.17,25427819472.45,149679146.29,10372499019.65,,33501472.8,20122455.85,,14852017377.86,8216263320.16,2929378.02,,85544203.46,,8133648494.72,249639284.3,7884009210.42,7884009210.42,,7878769252.91,5239957.51,27974378903.16,,1502176168.59,1502176168.59,351030165.84,-21919316.37,,372949482.21,,1151146002.75,,,1160792174.9,,-10675179.07,,,,1029006.92,,,9386185379.01,9380945421.5,5239957.51,0.67,0.65,定期报告,是,20250329,CNY,合并期末,2024-03-28T19:53:12
