报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,69618000000.0,45675000000.0,102484000000.0,56809000000.0,11241000000.0,12351000000.0,1110000000.0,,,,-163000000.0,,1914000000.0,99000000.0,22000000.0,-163000000.0,,,3818000000.0,6870000000.0,167000000.0,96000000.0,39712000000.0,739000000.0,19198000000.0,,14197000000.0,13000000.0,,,,5565000000.0,29906000000.0,71000000.0,,61000000.0,,29916000000.0,3528000000.0,,26388000000.0,26388000000.0,,26162000000.0,226000000.0,,,,,,,,,,,,,,,,,,,,-4660000000.0,-4678000000.0,24000000.0,-4000000.0,,117000000.0,-91000000.0,-4702000000.0,,,-1949000000.0,,-391000000.0,,293000000.0,,-2939000000.0,18000000.0,21728000000.0,21484000000.0,244000000.0,0.3,0.3,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:30:13
20251231,265071000000.0,173075000000.0,419447000000.0,246372000000.0,38183000000.0,42713000000.0,4530000000.0,,,,-867000000.0,,24430000000.0,495000000.0,1812000000.0,-867000000.0,,,865000000.0,27779000000.0,957000000.0,649000000.0,161406000000.0,3082000000.0,77655000000.0,,54547000000.0,1895000000.0,,,,24227000000.0,103665000000.0,529000000.0,,431000000.0,,103763000000.0,7249000000.0,,96514000000.0,96514000000.0,,95622000000.0,892000000.0,348265000000.0,,443887000000.0,,,8640000000.0,,14425000000.0,,,,4870000000.0,,420822000000.0,1832000000.0,346000000.0,28441000000.0,,385572000000.0,-5583000000.0,-5634000000.0,815000000.0,2000000.0,,675000000.0,217000000.0,-6449000000.0,,,-5233000000.0,,-725000000.0,,-95000000.0,,-1974000000.0,51000000.0,90931000000.0,89988000000.0,943000000.0,1.08,1.08,定期报告,是,20260328,CNY,合并期末,2026-03-27T22:22:04
20250930,199645000000.0,128648000000.0,317493000000.0,188845000000.0,29398000000.0,32289000000.0,2891000000.0,,,,-724000000.0,,16780000000.0,333000000.0,1193000000.0,-724000000.0,,,3583000000.0,20642000000.0,887000000.0,431000000.0,124617000000.0,2178000000.0,60028000000.0,,42988000000.0,1128000000.0,,,,18295000000.0,75028000000.0,414000000.0,,225000000.0,,75217000000.0,4304000000.0,,70913000000.0,,,69994000000.0,919000000.0,,,,,,,,,,,,,,,,,,,,-3334000000.0,-3406000000.0,730000000.0,2000000.0,,544000000.0,237000000.0,-4136000000.0,,,-4691000000.0,,-453000000.0,,-86000000.0,,-406000000.0,72000000.0,67579000000.0,66588000000.0,991000000.0,0.8,0.8,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T19:50:05
20250630,133368000000.0,85247000000.0,213961000000.0,128714000000.0,20458000000.0,22429000000.0,1971000000.0,,,,203000000.0,,11989000000.0,242000000.0,560000000.0,203000000.0,,,944000000.0,13612000000.0,722000000.0,193000000.0,86456000000.0,1502000000.0,39933000000.0,,32814000000.0,531000000.0,,,,11676000000.0,46912000000.0,130000000.0,,132000000.0,,46910000000.0,455000000.0,,46455000000.0,46455000000.0,,46016000000.0,439000000.0,348265000000.0,,394281000000.0,,,8009000000.0,,14017000000.0,,,,1685000000.0,,372255000000.0,,,14630000000.0,,355968000000.0,181000000.0,56000000.0,942000000.0,-5000000.0,,756000000.0,331000000.0,-886000000.0,,,-946000000.0,,645000000.0,,192000000.0,,-112000000.0,125000000.0,46636000000.0,46072000000.0,564000000.0,0.59,0.59,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T20:40:04
20250331,66374000000.0,42604000000.0,107454000000.0,64850000000.0,11594000000.0,12551000000.0,957000000.0,,,,339000000.0,,5782000000.0,109000000.0,377000000.0,339000000.0,,,-748000000.0,6556000000.0,158000000.0,89000000.0,39019000000.0,736000000.0,20178000000.0,,12629000000.0,3000000.0,,,,5473000000.0,27355000000.0,66000000.0,,-112000000.0,,27533000000.0,1914000000.0,,25619000000.0,25619000000.0,,25372000000.0,247000000.0,,,,,,,,,,,,,,,,,,,,-3681000000.0,-3739000000.0,548000000.0,-1000000.0,,410000000.0,206000000.0,-4287000000.0,,,-4772000000.0,,-322000000.0,,19000000.0,,5000000.0,58000000.0,21938000000.0,21633000000.0,305000000.0,0.34,0.34,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T17:54:05
20241231,259826000000.0,169832000000.0,451712000000.0,281880000000.0,36914000000.0,40918000000.0,4004000000.0,,,,-5275000000.0,,27125000000.0,514000000.0,452000000.0,-5275000000.0,,,2453000000.0,26720000000.0,878000000.0,1179000000.0,156475000000.0,3075000000.0,77687000000.0,,52567000000.0,1640000000.0,,,,21506000000.0,103351000000.0,443000000.0,,319000000.0,,103475000000.0,9246000000.0,,94229000000.0,94229000000.0,,93586000000.0,643000000.0,326744000000.0,,420330000000.0,,,8787000000.0,,14123000000.0,,,,5632000000.0,,397420000000.0,1832000000.0,162000000.0,41365000000.0,,348265000000.0,11403000000.0,11537000000.0,1116000000.0,-16000000.0,,1494000000.0,-268000000.0,10421000000.0,,,14371000000.0,,-17000000.0,,-109000000.0,,951000000.0,-134000000.0,105632000000.0,105123000000.0,509000000.0,1.16,1.16,定期报告,是,20260328,CNY,合并期末,2025-03-21T20:40:04
20240930,196123000000.0,126796000000.0,340379000000.0,213583000000.0,29353000000.0,32278000000.0,2925000000.0,,,,-4775000000.0,,20504000000.0,400000000.0,377000000.0,-4775000000.0,,,3050000000.0,20198000000.0,471000000.0,526000000.0,123348000000.0,2309000000.0,59524000000.0,,44841000000.0,647000000.0,,,,16027000000.0,72775000000.0,288000000.0,,177000000.0,,72886000000.0,3474000000.0,,69412000000.0,,,68690000000.0,722000000.0,,,,,,,,,,,,,,,,,,,,5968000000.0,5627000000.0,196000000.0,-7000000.0,,727000000.0,-415000000.0,5431000000.0,,,8201000000.0,,158000000.0,,32000000.0,,-949000000.0,341000000.0,75380000000.0,74317000000.0,1063000000.0,0.84,0.84,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T21:25:03
20240630,132347000000.0,84234000000.0,228038000000.0,143804000000.0,21000000000.0,22933000000.0,1933000000.0,,,,-2725000000.0,,13914000000.0,307000000.0,104000000.0,-2725000000.0,,,2108000000.0,13404000000.0,377000000.0,35000000.0,84763000000.0,1571000000.0,39621000000.0,,33021000000.0,467000000.0,,,,10083000000.0,47584000000.0,203000000.0,,109000000.0,,47678000000.0,1853000000.0,,45825000000.0,45825000000.0,,45287000000.0,538000000.0,326744000000.0,,372031000000.0,,,8162000000.0,,13367000000.0,,,,1685000000.0,,350502000000.0,1832000000.0,,27849000000.0,,319174000000.0,5618000000.0,5423000000.0,270000000.0,,,768000000.0,-219000000.0,5153000000.0,,,6746000000.0,,-169000000.0,,307000000.0,,-27000000.0,195000000.0,51443000000.0,50710000000.0,733000000.0,0.56,0.56,定期报告,未审计,20250830,CNY,合并期末,2024-08-28T19:10:04
20240331,67059000000.0,41558000000.0,114704000000.0,73146000000.0,11879000000.0,12838000000.0,959000000.0,,,,-1172000000.0,,6481000000.0,93000000.0,39000000.0,-1172000000.0,,,1650000000.0,6624000000.0,9000000.0,30000000.0,39767000000.0,773000000.0,19613000000.0,,14424000000.0,174000000.0,,,,4783000000.0,27292000000.0,142000000.0,,85000000.0,,27349000000.0,2096000000.0,,25253000000.0,25253000000.0,,24988000000.0,265000000.0,,,,,,,,,,,,,,,,,,,,1181000000.0,1546000000.0,-313000000.0,-1000000.0,,-114000000.0,-198000000.0,2025000000.0,,,3920000000.0,,-307000000.0,,233000000.0,,-458000000.0,-365000000.0,26434000000.0,26534000000.0,-100000000.0,0.34,0.34,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T19:00:04
20231231,257595000000.0,164123000000.0,459861000000.0,295738000000.0,43004000000.0,47148000000.0,4144000000.0,,,,-3087000000.0,,26028000000.0,356000000.0,58000000.0,-3087000000.0,,,1189000000.0,24628000000.0,793000000.0,917000000.0,158164000000.0,3172000000.0,77369000000.0,,56908000000.0,1062000000.0,,,,19653000000.0,99431000000.0,419000000.0,,152000000.0,,99698000000.0,6446000000.0,,93252000000.0,93252000000.0,,92728000000.0,524000000.0,292861000000.0,,385589000000.0,,,9073000000.0,,14512000000.0,,,,5641000000.0,,362004000000.0,1832000000.0,217000000.0,27700000000.0,,326744000000.0,8300000000.0,8134000000.0,1192000000.0,33000000.0,,701000000.0,458000000.0,7137000000.0,,,6145000000.0,,1034000000.0,,-609000000.0,,2050000000.0,166000000.0,101552000000.0,100862000000.0,690000000.0,1.15,1.15,定期报告,是,20250322,CNY,合并期末,2024-03-27T20:10:04
