报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,3399890738.6,1951512542.29,1669523288.44,39661082.06,40189550.11,,,,503981769.09,1154780688.02,650798918.93,-36971493.18,0.0,,,925863964.38,-855589.86,28852793.09,15017438.89,12489313.9,1539067463.75,15676255.92,1508408813.14,,5156882.26,0.0,,9825512.43,1860823274.85,3435555.33,,3525432.64,,1860733397.54,366859576.34,1493873821.2,1493873821.2,,1486028590.88,7845230.32,,,137775343.07,137775343.07,119323599.88,,,119323599.88,,18451743.19,,,39471494.26,,-2717902.94,,,,-1567922.2,-16733925.93,,1631649164.27,1623803933.95,7845230.32,0.18,0.18,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:14:33
20251231,10503548205.5,6576047410.54,5578007013.61,166959850.85,209853594.15,,,,1742711713.95,4237497532.36,2494785818.41,1497743230.01,-19717457.18,,,597531463.58,-2014631.66,57455871.08,7908565.69,26164582.31,5724940588.71,88650401.34,5703054443.55,,-68343170.76,10048.15,,1568866.43,4778607616.79,4967894.1,,17164473.46,,4766411037.43,854428483.7,3911982553.73,3911982553.73,,3970059037.13,-58076483.4,15595190348.23,,-283620490.12,-283620490.12,514321064.4,,,514321064.4,,-797941554.52,,,-783225058.0,,-13735538.96,,,,-1831475.86,850518.3,,3628362063.61,3686438547.01,-58076483.4,0.48,0.48,定期报告,是,20260331,CNY,合并期末,2026-03-30T18:13:44
20250930,9081959397.0,4932087326.72,4165680845.71,130761592.96,172934935.64,,,,1210159010.48,3097753155.9,1887594145.42,3351202865.2,-19717457.18,,,-479361065.92,-1051018.9,41912397.46,5170213.85,21839668.11,4563900985.93,68156756.96,4466184131.82,,28558922.24,10048.15,,991126.76,4518058411.07,4702098.9,,3666015.31,,4519094494.66,807719036.92,3711375457.74,3711375457.74,,3799147351.15,-87771893.41,,,-591726231.02,-591726231.02,294425102.07,,,294425102.07,,-886151333.09,,,-873185956.87,,-11908046.5,,,,-1057329.72,,,3119649226.72,3207421120.13,-87771893.41,0.46,0.46,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T17:33:41
20250630,5663062267.68,2904758903.88,2332544013.33,99370006.54,127527112.22,,,,723642906.53,2025952407.04,1302309500.51,2085435527.29,-19717457.18,,,-101896869.39,-606538.44,27698155.27,4125506.49,19904676.05,2938923340.13,41488816.29,2901190516.55,,-3804095.45,10048.15,,38054.59,2724138927.55,4026428.67,,1428545.13,,2726736811.09,444640092.69,2282096718.4,2282096718.4,,2383741148.14,-101644429.74,15595190348.23,,-153691997.55,-153691997.55,552482266.4,,,552482266.4,,-706174263.95,,,-695954829.4,,-9079005.22,,,,-1140429.33,,,2128404720.85,2230049150.59,-101644429.74,0.29,0.29,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:13:41
20250331,2964282363.7,1516141616.33,1230591461.27,24843014.18,64073085.32,,,,361240964.86,1030197462.05,668956497.19,1225649764.88,-19717457.18,,,-163654552.1,-226970.95,13654008.66,2189182.57,9288349.45,1572027755.3,24074297.1,1554218727.95,,-6280947.99,0.0,,15678.24,1392254608.4,228080.55,,695086.56,,1391787602.39,213119884.11,1178667718.28,1178667718.28,,1195070571.69,-16402853.41,,,-666168724.49,-666168724.49,238713175.85,,,238713175.85,,-904881900.34,,,-899301453.2,,-5327086.36,,,,-253360.78,,,512498993.79,528901847.2,-16402853.41,0.15,0.15,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T15:43:36
20241231,7718404055.79,4928258206.73,4036431114.03,175953483.43,238186059.95,,,,1359170462.05,4250790775.55,2891620313.5,3269556100.14,-73223045.12,,,-1920656916.3,2099933.67,32304812.58,20972052.03,26699404.89,5473232921.46,68703706.06,5048471746.7,,350957825.62,113924.57,,4985718.51,2245171134.33,3070131.25,,29144952.91,,2219096312.67,52285987.77,2166810324.9,2166810324.9,,2207393645.91,-40583321.01,14321475418.78,,1317466691.42,1317466691.42,532631232.95,,,532631232.95,,784835458.47,,,780827639.8,,3195098.97,,,,179826.01,632893.69,,3484277016.32,3524860337.33,-40583321.01,0.27,0.27,定期报告,是,20260331,CNY,合并期末,2025-03-28T21:08:33
20240930,5432688200.97,2904357537.29,2296516406.45,147738828.28,175326888.66,,,,889269373.39,3104511518.33,2215242144.94,1984581545.74,-39128473.2,,,-401962461.16,-430404.87,24652806.73,13298061.28,18921742.57,3525231741.07,42233839.07,3444182551.71,,34923248.5,0.0,,3892101.79,1907456459.9,2187941.8,,17225416.91,,1892418984.79,-24657225.01,1917076209.8,1917076209.8,,1965273968.93,-48197759.13,,,399083869.23,399083869.23,320642435.96,,,320642435.96,,78441433.27,,,71805745.08,,6763152.34,,,,-127464.15,,,2316160079.03,2364357838.16,-48197759.13,0.24,0.24,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T15:58:19
20240630,3722310423.55,1968981681.57,1594847247.01,78667587.98,121940226.61,,,,534260243.7,2074237379.35,1539977135.65,1333689405.86,-27641196.41,,,-159044588.17,1010104.43,14883164.32,11876200.65,16654211.19,2376475771.77,29683880.65,2298172412.9,,46776785.61,,,1842692.61,1345834651.78,191059.48,,11487294.8,,1334538416.46,38970451.69,1295567964.77,1295567964.77,,1351117093.27,-55549128.5,14321475418.78,,384544540.9,384544540.9,210528806.15,,,210528806.15,,174015734.75,,,172159887.76,,1617269.48,,,,238577.51,,,1680112505.67,1735661634.17,-55549128.5,0.16,0.16,定期报告,未审计,20250830,CNY,合并期末,2024-08-22T18:24:03
20240331,1984787239.23,984463192.3,807600370.12,37909047.03,63150830.3,,,,241921668.79,1061882803.02,819961134.23,322227668.14,-11091286.13,,,410194662.08,1036494.85,6960523.45,6368477.56,11614552.06,1124129508.37,13436182.93,1131434817.74,,-20746209.28,,,4716.98,860657730.86,315245.11,,6704152.19,,854268823.78,78382498.22,775886325.56,775886325.56,,784306322.29,-8419996.73,,,170223106.29,170223106.29,69524993.77,,,69524993.77,,100698112.52,,,101548149.33,,-856082.62,,,,6045.81,,,946109431.85,954529428.58,-8419996.73,0.1,0.1,定期报告,未审计,20250430,CNY,合并期末,2024-04-22T16:39:00
20231231,7118747537.93,4008428618.74,3273648459.93,211237770.16,180559452.88,,,,1420530248.89,4391200039.36,2970669790.47,1135903713.96,-137821420.5,,,431216960.57,-609620.76,21125210.46,1876364.94,100276041.13,4902537129.83,53153059.89,5112621160.16,,-280747285.01,2799555.89,,14710638.9,2216210408.1,21220365.68,,14920083.18,,2222510690.6,-25335091.68,2247845782.28,2247845782.28,,2152451934.07,95393848.21,12514894742.45,,148076166.26,148076166.26,-4725652.58,,,-4725652.58,,152801818.84,,,146080158.85,,-350991.15,,,,93551.37,6979099.77,,2395921948.54,2300528100.33,95393848.21,0.26,0.26,定期报告,是,20250329,CNY,合并期末,2024-03-19T20:28:10
