报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,13137636263.36,13137636263.36,,,,,,11800615115.09,10598454911.38,,,,,,,,,37785231.98,371366457.55,128114079.16,416447887.25,248446547.78,141106122.55,,3687385.19,-1068408.45,,,,-6726607.92,,,,93211843.37,-103758576.15,6206988.4,,-5268719.17,1324373461.99,1101914.33,,10220133.45,,1315255242.87,191102251.49,,1124152991.38,1124152991.38,,1109892942.38,,14260049.0,-60382376.45,-60382376.45,,,,,,-60382376.45,,,,,,,-33211184.35,,-27171192.1,,,1063770614.93,1049510565.93,14260049.0,0.61,0.61,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T19:02:07
20251231,40124858839.52,40124858839.52,,,,,,38148363423.73,34472669748.77,,,,,,,,,136302303.72,1417226723.87,445146409.06,1414555307.76,262462930.55,443476258.0,,-9282244.32,-921784.97,,,,62022355.11,,,,362767797.18,-687900170.84,-63742824.35,,-371479536.46,1268880792.11,478428588.6,,56892612.84,,1690416767.87,297449230.14,,1392967537.73,1392967537.73,,1386066705.56,,6900832.17,76271691.34,76271691.34,45801392.07,2085004.19,,43716387.88,,30470299.27,,,,,,,40974107.22,,-10503807.95,,,1469239229.07,1462338396.9,6900832.17,0.79,0.79,定期报告,是,20260422,CNY,合并期末,2026-04-21T19:10:04
20250930,27070627389.75,27070627389.75,,,,,,25585917244.43,23338241422.02,,,,,,,,,94558713.29,928413674.59,263721320.68,888346217.65,72635896.2,294795675.75,,-9189886.67,-7069337.76,,,,7328861.98,,,,206060045.21,-166745851.82,7394602.39,,-24122439.23,1505435477.18,6281903.03,,9000917.02,,1502716463.19,279141770.7,,1223574692.49,1223574692.49,,1223277611.59,,297080.9,86471544.09,86471544.09,,,,,,86471544.09,,,,,,,31534960.67,,54936583.42,,,1310046236.58,1309749155.68,297080.9,0.7,0.7,定期报告,未审计,20251022,CNY,合并期末,2025-10-21T18:20:15
20250630,16955163898.89,16955163898.89,,,,,,16030744161.86,14650499235.9,,,,,,,,,63725956.0,581467466.93,157942605.07,547561939.49,29546958.47,198585725.04,,-6702003.08,-4073896.56,,,,2536226.77,,,,141318212.63,-89174069.11,3764627.53,,-14963024.24,961199707.53,5619440.36,,6326490.28,,960492657.61,201934636.13,,758558021.48,758558021.48,,758005980.61,,552040.87,112697346.88,112697346.88,,,,,,112697346.88,,,,,,,20553395.38,,92143951.5,,,871255368.36,870703327.49,552040.87,0.45,0.45,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T18:56:04
20250331,8602240027.91,8602240027.91,,,,,,8056258755.19,7386509909.13,,,,,,,,,37493838.97,275326675.54,75172569.57,274814509.17,6941252.81,100059283.9,,-5756481.87,-1997494.01,,,,496253.51,,,,77548707.75,-29196211.51,7724293.6,,-1902786.17,594895048.03,3138139.14,,1346996.26,,596686190.91,140159627.28,,456526563.63,456526563.63,,455862422.17,,664141.46,54398416.31,54398416.31,,,,,,54398416.31,,,,,,,22393227.45,,32005188.86,,,510924979.94,510260838.48,664141.46,0.27,0.27,定期报告,未审计,20260428,CNY,合并期末,2025-04-29T17:02:08
20241231,36770374347.58,36770374347.58,,,,,,34556547462.54,31615008629.39,,,,,,,,,167042863.87,1266812544.23,454017787.21,1112402085.44,-58736447.6,438226327.56,,-22034772.62,-398084.25,,,,-17898094.22,,,,523255832.55,-938687855.79,-44109673.59,,-234749852.86,1479602468.51,9260396.63,,21151029.02,,1467711836.12,382650922.07,,1085060914.05,1085060914.05,,1085641847.89,,-580933.84,47560204.56,47560204.56,,,,,,47560204.56,,,,,,,13125520.72,,34434683.84,,,1132621118.61,1133202052.45,-580933.84,0.64,0.64,定期报告,是,20260422,CNY,合并期末,2025-04-24T21:36:16
20240930,26466296272.31,26466296272.31,,,,,,25079263814.2,22852417764.3,,,,,,,,,133014597.82,954568421.78,306029550.33,736588141.01,96645338.96,317285152.83,,-54417043.95,3053493.61,,,,-11123261.56,,,,225223517.04,-158871143.35,-62379828.14,,-45821366.13,1279643332.02,3857691.85,,11098238.53,,1272402785.34,205551186.03,,1066851599.31,1066851599.31,,1067354218.05,,-502618.74,53053454.0,53053454.0,,,,,,53053454.0,,,,,,,40290383.17,,12763070.83,,,1119905053.31,1120407672.05,-502618.74,0.62,0.62,定期报告,未审计,20251022,CNY,合并期末,2024-10-28T18:52:04
20240630,16628586195.56,16628586195.56,,,,,,15860085715.7,14455695057.51,,,,,,,,,97314539.31,622223608.99,198461411.65,513932018.38,-27540920.14,229752660.54,,-48423970.21,-4311831.51,,,,-15065635.92,,,,176411848.89,-105585722.55,-57244335.3,,-34905446.22,683687218.55,4983059.69,,5571548.85,,683098729.39,124174716.66,,558924012.73,558924012.73,,560600936.27,,-1676923.54,-82463528.41,-82463528.41,,,,,,-82463528.41,,,,,,,-72795178.35,,-9668350.06,,,476460484.32,478137407.86,-1676923.54,0.33,0.33,定期报告,未审计,20250827,CNY,合并期末,2024-08-19T18:17:05
20240331,7744804604.28,7744804604.28,,,,,,7312430568.81,6691217022.58,,,,,,,,,35204505.88,253417603.85,74628448.25,262972079.64,-5009091.39,106270471.95,,-2133536.06,-1138774.87,,,,-425001.44,,,,46010532.22,-93518082.87,-29221136.72,,-6118647.3,346968163.3,1937787.73,,2638754.45,,346267196.58,56999473.72,,289267722.86,289267722.86,,289348487.81,,-80764.95,-28364080.55,-28364080.55,,,,,,-28364080.55,,,,,,,-46340616.69,,17976536.14,,,260903642.31,260984407.26,-80764.95,0.17,0.17,定期报告,未审计,20250430,CNY,合并期末,2024-04-24T17:52:05
20231231,33651205468.8,33651205468.8,,,,,,31334350168.82,28541641042.74,,,,,,,,,122969094.29,1161190274.48,362094101.76,957323918.86,189131736.69,463688943.5,,4158524.35,-10820910.91,,,,-9740779.67,,,,249881956.51,-438676762.78,-39436689.63,,-18240640.06,2064800908.7,141478735.8,,15191689.58,,2191087954.92,226037787.5,,1965050167.42,1965050167.42,,1964525269.65,,524897.77,-21688573.43,-21688573.43,,,,,,-21688573.43,,,,,,,39915469.78,,-61604043.21,,,1943361593.99,1942836696.22,524897.77,1.15,1.15,定期报告,是,20250425,CNY,合并期末,2024-04-17T20:37:06
