报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,23155089056.75,10270091095.02,4915140375.92,1207267509.26,3505220801.13,,,,1053184566.59,5936920202.06,4883735635.47,5802384792.03,250376075.74,,,6126738961.31,-389576282.23,196600537.59,-456888.49,96122274.93,9934923281.2,118356340.08,9328572511.1,,416754579.32,35492.09,,71204358.61,13220165775.55,8831912.34,,1885699.53,,13227111988.36,2768246200.76,10458865787.6,10458865787.6,,10216128310.91,242737476.69,,,-97807579.01,-86824033.49,869963469.48,,,868480245.71,,-956787502.97,-2961420.0,,-92532202.15,,-93266659.32,,,,-768027221.5,,-10983545.52,10361058208.59,10129304277.42,231753931.17,0.67,0.67,定期报告,未审计,20260425,CNY,合并期末,2026-04-24T17:38:11
20251231,74854368352.85,34847738217.01,14753461556.47,6336351703.46,12176744500.62,,,,1630420350.77,20235506728.5,18605086377.73,40272248119.11,509618875.9,,,-1158299209.08,-1568916475.08,623358477.03,3006971.78,204811901.31,34688917174.83,483574988.29,33114094162.21,,837009442.22,,,254238582.11,40165451178.02,85914442.62,,428462590.38,,39822903030.26,8816223539.98,31006679490.28,31006679490.28,,30076100951.5,930578538.78,99530377621.47,,-1262013596.35,-1252095840.04,-319732582.24,,21747881.45,-341821572.57,,-932363257.8,-3290803.06,,-567100776.47,,29541987.28,,,,-391513665.55,,-9917756.31,29744665893.93,28824005111.46,920660782.47,1.96,1.96,定期报告,是,20260327,CNY,合并期末,2026-03-26T19:53:52
20250930,55814696246.7,24561418588.63,10939083773.8,3689251707.18,8703007148.59,,,,764123471.15,14592798081.28,13828674610.13,32837574064.74,478941059.42,,,-756058761.42,-2198201733.69,454865165.92,2292020.39,148683430.98,25506583756.77,362821336.25,24344266484.8,,648088049.59,-30939533.57,,182347419.7,30308112489.93,83230778.76,,16637159.72,,30374706108.97,6459089718.09,23915616390.88,23915616390.88,,23158914572.54,756701818.34,,,-324917069.21,-319010485.59,224787822.84,,,224159876.75,,-543798308.43,7212108.3,,-477389077.12,,60941435.08,,,,-134562774.69,,-5906583.62,23590699321.67,22839904086.95,750795234.72,1.51,1.51,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T18:03:32
20250630,33039304701.06,14819205449.54,6402078880.99,2097920356.99,5443812874.29,,,,221756509.62,9505553030.02,9283796520.4,20898550853.62,325299919.4,,,-1520858749.81,-1822542258.62,304357413.4,2185659.85,136649823.46,15358216865.8,210733747.27,15324611924.13,,-269792279.64,-28544957.64,,121208431.68,17681087835.26,80718553.59,,15892016.63,,17745914372.22,3599683025.44,14146231346.78,14146231346.78,,13719079187.22,427152159.56,99530377621.47,,261225869.14,267618350.76,810996221.59,,,810366556.04,,-543377870.83,19948411.79,,-426906454.52,,-178446897.67,,,,42027069.57,,-6392481.62,14407457215.92,13986697537.98,420759677.94,0.89,0.89,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T18:48:25
20250331,16432092877.04,7296401374.85,3325009099.25,975557871.62,2563377858.13,,,,-201704175.21,4757574227.03,4959278402.24,14500827869.81,78723799.38,,,-5460480759.16,77062668.36,151627705.34,1592096.88,66766096.17,8128176607.13,98695355.9,7638451271.81,,322047212.44,-12929515.11,,68982766.98,8303916269.91,77874051.23,,430050.34,,8381360270.8,1556635406.49,6824724864.31,6824724864.31,,6608025797.06,216699067.25,,,39387282.74,40792720.0,429462600.88,,,428908163.34,,-388669880.88,3331597.5,,-360642089.41,,-53148282.07,,,,21788893.1,,-1405437.26,6864112147.05,6648818517.06,215293629.99,0.43,0.43,定期报告,未审计,20260425,CNY,合并期末,2025-04-29T16:43:18
20241231,58119003450.22,26081624664.11,10712763561.82,4159191856.95,10505938039.64,,,,1083779609.81,19941479819.24,18857700209.43,32708803888.5,117569441.57,,,-6155827369.22,3427890922.57,676486928.8,-3723353.27,299968158.92,29612787281.49,318622996.54,30084233738.63,,-1113515233.5,20976177.4,,302469602.42,28506216168.73,236129824.34,,323870733.51,,28418475259.56,5829018459.63,22589456799.93,22589456799.93,,21703696593.02,885760206.91,93449787059.61,,1308280.39,-834240.57,555526834.13,,1506035.37,543283470.83,,-556361074.7,19322630.8,,521380669.25,,-451703405.07,,,,-645360969.68,,2142520.96,22590765080.32,21702862352.45,887902727.87,1.41,1.41,定期报告,是,20260327,CNY,合并期末,2025-03-26T21:35:01
20240930,42059830771.98,18104284412.67,7154379239.84,2818764684.57,7478567943.36,,,,919350438.36,14745626573.39,13826276135.03,11321370922.1,165894347.46,,,10732583925.65,278252430.36,508895530.82,1439549.0,193653563.02,20045422320.21,221040007.5,20137649255.66,,-476611805.92,-22843432.08,,186188295.05,22014408451.77,17567792.71,,106741501.06,,21925234743.42,4474322580.21,17450912163.21,17450912163.21,,16798864246.61,652047916.6,,,-484936391.37,-478684862.7,726823258.69,,,744974090.79,,-1205508121.39,6655030.36,,305046469.21,,-429312012.32,,,,-1087897608.64,,-6251528.67,16965975771.84,16320179383.91,645796387.93,1.09,1.09,定期报告,未审计,20251025,CNY,合并期末,2024-10-29T16:53:17
20240630,27433010105.09,12008310080.41,4879646075.34,1735085894.46,4914304854.16,,,,1115991115.12,10324498721.23,9208507606.11,9209862448.58,218538646.84,,,3061655412.35,1499823133.17,364437780.73,3695201.71,169234933.02,13390237802.87,138248217.6,13476981193.67,,-350346710.52,4176518.75,,121178583.37,14042772302.22,15090559.23,,105888728.0,,13951974133.45,2970036278.6,10981937854.85,10981937854.85,,10569764458.88,412173395.97,93449787059.61,,288798442.13,291184004.76,1177990724.46,,,1179549215.2,,-886806719.7,10162282.9,,234123412.52,,-344112581.18,,,,-786979833.94,,-2385562.63,11270736296.98,10860948463.64,409787833.34,0.69,0.69,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T19:13:04
20240331,13754570045.36,5900634798.54,2441695662.01,869137919.91,2358338898.79,,,,325349004.3,5187153628.57,4861804624.27,2281853706.12,59937195.69,,,3237806308.78,872168011.48,1059661149.85,-349314.75,77446381.04,7120341943.31,75537905.88,6178177422.93,,-20888134.38,1139912.52,,886374836.36,6634228102.05,1655126.2,,4505611.48,,6631377616.77,1469233245.67,5162144371.1,5162144371.1,,4958574616.76,203569754.34,,,288650106.84,289785113.75,537449544.45,,,537906922.21,,-247664430.7,5182485.0,,139669638.14,,-270051585.41,,,,-122464968.43,,-1135006.91,5450794477.94,5248359730.51,202434747.43,0.32,0.32,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T16:53:15
20231231,60067992766.11,27201936531.31,10222605007.29,6293256117.21,9848549746.53,,,,4029090716.02,21608951183.94,17579860467.92,18913561707.79,641460652.44,,,3573683091.94,534699342.7,5426270589.61,563917.5,388186869.24,33954316840.16,357583877.09,28992491572.35,,-364836193.46,8288630.26,,4960788953.92,26113675925.95,173570333.56,,101793210.27,,26185453049.24,5646107820.23,20539345229.01,20539345229.01,,19720547412.84,818797816.17,85229292668.51,,916785510.98,900191983.04,67057547.16,,374734.26,49525536.01,,833134435.88,3626720.92,,144174574.55,,439337948.9,,,,245995191.51,,16593527.94,21456130739.99,20620739395.88,835391344.11,1.3,1.3,定期报告,是,20250327,CNY,合并期末,2024-03-26T21:43:01
