报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,443625080.51,78770222.27,72952913.7,724421.6,2328901.74,,,,84565938.03,207485475.89,122919537.86,578127563.63,,,,-300089886.28,-114562.14,422649.61,-13849.01,1957004.4,214254730.59,5447224.88,212121043.98,,-3992493.41,,,678955.14,229370349.92,14500000.64,,,,243870350.56,49005428.79,194864921.77,194864921.77,,195952685.87,-1087764.1,,,205357618.44,205357618.44,173921727.21,,,173921727.21,,31435891.23,,,35723118.11,,-4287226.88,,,,,,,400222540.21,401310304.31,-1087764.1,0.04,0.04,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T17:14:17
20251231,2433972457.23,419492625.03,262363408.05,138040725.17,9331180.66,,,,380108641.91,840542237.58,460433595.67,1294921446.26,,,,328296193.36,-159692.38,2123721.0,454268.99,8735253.06,860900776.51,11516950.18,887561430.69,,-40992260.95,87836.03,,2726820.56,1573071680.72,9521630.26,,13246971.05,,1569346339.93,346915284.62,1222431055.31,1221383741.74,1047313.57,1213553521.29,8877534.02,2836595789.2,,459427502.5,459427502.5,739974330.0,,,739974330.0,,-280546827.5,,,-278019005.93,,-2527821.57,,,,,,,1681858557.81,1672981023.79,8877534.02,0.26,0.26,定期报告,是,20260328,CNY,合并期末,2026-03-27T18:38:59
20250930,1762318981.84,235954331.76,197677365.15,24584527.61,7378478.63,,,,282269914.37,630359877.47,348089963.1,984989051.94,,,,253566584.32,-81768.27,1294231.28,261402.38,4065234.06,619811896.31,9547817.14,650352069.08,,-42223691.36,87836.03,,2047865.42,1142507085.53,9521650.06,,11457259.07,,1140571476.52,266653903.18,873917573.34,872870259.77,1047313.57,864476472.61,9441100.73,,,115038937.56,115038937.56,431524005.65,,,431524005.65,,-316485068.09,,,-313334491.58,,-3150576.51,,,,,,,988956510.9,979515410.17,9441100.73,0.18,0.18,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:59:10
20250630,1189261069.71,139522783.83,112844514.84,17186439.13,5828699.77,,,,171623124.88,406864645.64,235241520.76,696949429.03,,,,179452193.0,-32045.92,701485.57,151142.82,892956.5,391655162.59,5556905.54,427393192.86,,-42751682.12,87836.03,,1368910.28,797605907.12,9180123.17,,9022890.67,,797763139.62,130962942.68,666800196.94,665539973.99,1260222.95,670478001.07,-3677804.13,2836595789.2,,581441785.42,581441785.42,746936555.22,,,746936555.22,,-165494769.8,,,-163286492.21,,-2208277.59,,,,,,,1248241982.36,1251919786.49,-3677804.13,0.14,0.14,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:03:50
20250331,566157693.15,67347268.72,60207733.16,1761251.81,3239138.58,,,,79505379.62,204240699.44,124735319.82,359917505.73,,,,58391721.01,-11419.52,209598.35,-86984.18,884623.42,182549992.15,3289594.1,210369663.21,,-31799220.3,,,689955.14,383607701.0,12117.48,,,,383619818.48,89352099.34,294267719.14,294301595.47,-33876.33,295620962.49,-1353243.35,,,48889879.7,48889879.7,341328030.18,,,341328030.18,,-292438150.48,,,-287867100.88,,-4571049.6,,,,,,,343157598.84,344510842.19,-1353243.35,0.06,0.06,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T18:13:11
20241231,1766803885.41,288808628.03,210181743.59,41614964.17,24159987.87,,,,413021346.8,941012400.09,527991053.29,1118886247.48,,,,-62033885.38,112601.47,3750859.63,-29457.38,4287544.76,924284146.97,10857691.55,877763709.33,,31946930.81,,,3715815.28,842519738.44,5295284.42,,9800421.68,,838014601.18,75735979.89,762278621.29,766643068.44,-4364447.15,764018203.05,-1739581.76,2848668716.86,,1063463196.35,1063463196.35,802436425.19,,,802436425.19,,261026771.16,,,263919274.12,,-2892502.96,,,,,,,1825741817.64,1827481399.4,-1739581.76,0.16,0.16,定期报告,是,20260328,CNY,合并期末,2025-03-28T18:03:58
20240930,1624833871.88,184133407.84,116351705.29,41852879.26,14887212.56,,,,309582454.76,706834907.29,397252452.53,589160143.88,,,,358639049.11,-72553.32,181062935.01,-93670.68,2422105.28,887680998.03,7697892.35,639134188.76,,69620336.09,,,171228580.83,737152873.85,281914.42,,6156431.18,,731278357.09,93654249.43,637624107.66,636991815.16,632292.5,651996079.68,-14371972.02,,,510982445.67,510982445.67,496193416.61,,,496193416.61,,14789029.06,,,18470607.69,,-3681578.63,,,,,,,1148606553.33,1162978525.35,-14371972.02,0.14,0.14,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T15:43:02
20240630,1028011957.38,126836544.47,80414241.51,27850683.17,11335500.35,,,,213042672.93,476336614.85,263293941.92,483882262.63,,,,82006929.49,46398.35,121605345.98,-228162.4,819965.93,552252165.45,5135295.09,415119863.54,,22989679.8,,,109007327.02,475759791.93,201829.02,,5167196.45,,470794424.5,31445103.35,439349321.15,439933211.78,-583890.63,449221263.25,-9871942.1,2848668716.86,,444873231.26,444873231.26,320013988.4,,,320013988.4,,124859242.86,,,127797636.07,,-2938393.21,,,,,,,884222552.41,894094494.51,-9871942.1,0.1,0.1,定期报告,未审计,20250829,CNY,合并期末,2024-08-30T16:28:22
20240331,387780236.71,70016444.79,40549584.08,18117481.54,7119326.34,,,,105471428.44,239104509.64,133633081.2,121308435.77,,,,44972970.84,11829.61,45221849.2,-16755.02,794033.08,239320169.33,2666060.63,190586841.9,,5393753.93,,,40673512.87,148460067.38,201828.56,,184506.45,,148477389.49,28282153.53,120195235.96,120195235.96,,119567040.11,628195.85,,,173608087.51,173608087.51,119505226.25,,,119505226.25,,54102861.26,,,56199115.35,,-2096254.09,,,,,,,293803323.47,293175127.62,628195.85,0.03,0.03,定期报告,未审计,20250509,CNY,合并期末,2024-04-29T18:58:07
20231231,1200949979.43,288085802.07,172664095.55,55648224.54,40423431.38,,,,430505974.78,919728487.08,489222512.3,728826538.02,,,,-377470323.22,115258.29,120690182.96,-269893.73,10466440.26,927260536.59,9535552.96,864025037.07,,-33884191.85,,,87584138.41,273689442.84,11995909.77,,6685032.96,,279000319.65,-6678336.59,285678656.24,285678656.24,,312273727.94,-26595071.7,2986078792.41,,148033517.71,148033517.71,22851355.26,,,22851355.26,,125182162.45,,,111840365.37,,13341797.08,,,,,,,433712173.95,460307245.65,-26595071.7,0.07,0.07,定期报告,是,20250329,CNY,合并期末,2024-03-29T19:23:06
