报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,6197552000.0,5634512000.0,11297828000.0,5663316000.0,96593000.0,112229000.0,15636000.0,,,,5571000.0,,130141000.0,19715000.0,789000.0,5571000.0,,,313217000.0,5384000.0,7654000.0,4480000.0,2497386000.0,77491000.0,1408382000.0,,1011513000.0,,,,,,3700166000.0,2358000.0,,384000.0,,3702140000.0,545436000.0,,3156704000.0,3156704000.0,,3156704000.0,,,,,,,,,,,,,,,,,,,,,487183000.0,487183000.0,,,,,,487183000.0,,,439655000.0,,47528000.0,,,,,,3643887000.0,3643887000.0,,0.74,0.74,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T20:30:07
20251231,23602625000.0,20005808000.0,43649970000.0,23644162000.0,499762000.0,555636000.0,55874000.0,,,,-513614000.0,,3481774000.0,85242000.0,1317660000.0,-513614000.0,,,19446000.0,21962000.0,6414000.0,81073000.0,7918696000.0,287874000.0,5600014000.0,,2030808000.0,,,,,,15683929000.0,21002000.0,,37024000.0,,15667907000.0,2384415000.0,,13283492000.0,13283492000.0,,13283492000.0,,35636221000.0,,48919713000.0,,,1330280000.0,,2100000000.0,,,,,,45489433000.0,,,3776446000.0,,41438050000.0,-1570187000.0,-1570187000.0,-62111000.0,-62111000.0,,,,-1508076000.0,,,-1614215000.0,,106139000.0,,,,,,11713305000.0,11713305000.0,,3.07,3.07,定期报告,是,20260423,CNY,合并期末,2026-04-22T20:56:05
20250930,17760713000.0,14724851000.0,32547886000.0,17823035000.0,375137000.0,416567000.0,41430000.0,,,,-406193000.0,,3196193000.0,87756000.0,1308844000.0,-406193000.0,,,-184473000.0,15367000.0,580000.0,39251000.0,6501221000.0,213384000.0,4478339000.0,,1809498000.0,,,,,,11259492000.0,8847000.0,,9005000.0,,11259334000.0,1766795000.0,,9492539000.0,9492539000.0,,9492539000.0,,,,,,,,,,,,,,,,,,,,,-1598179000.0,-1598179000.0,-82501000.0,-82501000.0,,,,-1515678000.0,,,-1674806000.0,,159128000.0,,,,,,7894360000.0,7894360000.0,,2.24,2.24,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T19:22:03
20250630,12269651000.0,9766043000.0,21506311000.0,11740268000.0,247853000.0,274663000.0,26810000.0,,,,-242818000.0,,2266372000.0,51463000.0,728611000.0,-242818000.0,,,197494000.0,9141000.0,-775000.0,26341000.0,4401723000.0,150411000.0,2843589000.0,,1407723000.0,,,,,,7867928000.0,8447000.0,,3435000.0,,7872940000.0,1256373000.0,,6616567000.0,6616567000.0,,6616567000.0,,35636221000.0,,42252788000.0,,,,,-13063000.0,,,,,,42265851000.0,,,3776446000.0,,38489405000.0,-1002010000.0,-1002010000.0,-82501000.0,-82501000.0,,,,-919509000.0,,,-1027346000.0,,107837000.0,,,,,,5614557000.0,5614557000.0,,1.57,1.56,定期报告,未审计,20250827,CNY,合并期末,2025-08-26T21:44:04
20250331,5816960000.0,4803320000.0,10586124000.0,5782804000.0,109791000.0,123773000.0,13982000.0,,,,-182813000.0,,1074920000.0,25287000.0,370138000.0,-182813000.0,,,-19121000.0,5853000.0,-306000.0,25316000.0,2268498000.0,63332000.0,1340960000.0,,864206000.0,,,,,,3548462000.0,2590000.0,,1694000.0,,3549358000.0,537480000.0,,3011878000.0,3011878000.0,,3011878000.0,,,,,,,,,,,,,,,,,,,,,-1065864000.0,-1065864000.0,,,,,,-1065864000.0,,,-1108427000.0,,42563000.0,,,,,,1946014000.0,1946014000.0,,0.71,0.71,定期报告,未审计,20260423,CNY,合并期末,2025-04-28T21:38:13
20241231,22981527000.0,18460724000.0,42697378000.0,24236654000.0,709775000.0,761743000.0,51968000.0,,,,-648315000.0,,3623558000.0,102532000.0,1378567000.0,-648315000.0,,,691826000.0,18101000.0,12254000.0,113604000.0,7754968000.0,284032000.0,5499852000.0,,1958302000.0,12782000.0,,,,,15226559000.0,5512000.0,,66292000.0,,15165779000.0,2315546000.0,,12850233000.0,12850233000.0,,12858380000.0,-8147000.0,30375389000.0,,43233769000.0,,,1287166000.0,,2600000000.0,,,,,,39346603000.0,,,3420350000.0,,35636221000.0,1111676000.0,1111676000.0,-107410000.0,-107410000.0,,,,1219086000.0,10495000.0,,1162092000.0,,46499000.0,,,,,,13961909000.0,13970056000.0,-8147000.0,3.28,2.99,定期报告,是,20260423,CNY,合并期末,2025-04-28T21:46:16
20240930,17241144000.0,13604227000.0,31875316000.0,18271089000.0,578645000.0,619214000.0,40569000.0,,,,-507256000.0,,3080809000.0,78794000.0,1371754000.0,-507256000.0,,,370182000.0,11280000.0,11942000.0,91315000.0,6593787000.0,204524000.0,4267257000.0,,2122006000.0,,,,,,10647357000.0,1581000.0,,7205000.0,,10641733000.0,1602951000.0,,9038782000.0,9038782000.0,,9038195000.0,587000.0,,,,,,,,,,,,,,,,,,,,125336000.0,125336000.0,-71945000.0,-71945000.0,,,,197281000.0,,,247190000.0,,-49909000.0,,,,,,9164118000.0,9163531000.0,587000.0,2.37,2.15,定期报告,未审计,20251029,CNY,合并期末,2024-10-29T17:30:03
20240630,11585057000.0,9077229000.0,21235644000.0,12158415000.0,451860000.0,492554000.0,40694000.0,,,,-320122000.0,,2003906000.0,42930000.0,763497000.0,-320122000.0,,,297641000.0,8921000.0,5244000.0,60378000.0,4225014000.0,138574000.0,2755752000.0,,1330688000.0,,,,,,7360043000.0,1246000.0,,5734000.0,,7355555000.0,1188288000.0,,6167267000.0,6167267000.0,,6167004000.0,263000.0,30375389000.0,,36542393000.0,,,,,,,,,,,36542393000.0,,,3420348000.0,,33122045000.0,154087000.0,154087000.0,-71945000.0,-71945000.0,,,,226032000.0,,,276503000.0,,-50471000.0,,,,,,6321354000.0,6321091000.0,263000.0,1.62,1.48,定期报告,未审计,20250827,CNY,合并期末,2024-08-27T18:45:02
20240331,5638180000.0,4629922000.0,10664095000.0,6034173000.0,162324000.0,181222000.0,18898000.0,,,,-152722000.0,,819021000.0,24961000.0,462974000.0,-152722000.0,,,135623000.0,4771000.0,4377000.0,34864000.0,2268916000.0,65623000.0,1307677000.0,,895616000.0,,,,,,3369264000.0,689000.0,,4963000.0,,3364990000.0,513861000.0,,2851129000.0,2851129000.0,,2850954000.0,175000.0,,,,,,,,,,,,,,,,,,,,424793000.0,424793000.0,,,,,,424793000.0,,,428998000.0,,-4205000.0,,,,,,3275922000.0,3275747000.0,175000.0,0.75,0.68,定期报告,未审计,20250429,CNY,合并期末,2024-04-24T20:35:04
20231231,21702189000.0,17653551000.0,39287897000.0,21634346000.0,662124000.0,750946000.0,88822000.0,,,,-256758000.0,,3174378000.0,125054000.0,1437545000.0,-256758000.0,,,157724000.0,21267000.0,9733000.0,280170000.0,7797021000.0,243393000.0,5445927000.0,,1978806000.0,128895000.0,,,,,13905168000.0,9854000.0,,22689000.0,,13892333000.0,2220400000.0,,11671933000.0,11671933000.0,,11671118000.0,815000.0,25438068000.0,,37109186000.0,,,1166980000.0,,2350000000.0,,,,,,33592206000.0,,,2928817000.0,,30375389000.0,432889000.0,432889000.0,-55700000.0,-55700000.0,,,,488589000.0,,,442980000.0,,45609000.0,,,,,,12104822000.0,12104007000.0,815000.0,3.01,2.76,定期报告,是,20250429,CNY,合并期末,2024-04-24T21:25:03
