报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,14175085000.0,8746604000.0,19554754000.0,10808150000.0,945267000.0,1061163000.0,115896000.0,,,,-255058000.0,,5532939000.0,25785000.0,3006713000.0,-255058000.0,,,-826740000.0,15556000.0,-90000.0,16607000.0,6454562000.0,168952000.0,2973694000.0,,3311824000.0,,,,,92000.0,7720523000.0,3312000.0,,8672000.0,,7715163000.0,1387431000.0,,6327732000.0,6327732000.0,,6333618000.0,-5886000.0,,,,,,,,,,,,,,,,,,,,490263000.0,490263000.0,-383358000.0,,,-383358000.0,,873621000.0,,,1051418000.0,,-93459000.0,,,,-84338000.0,,6817995000.0,6823881000.0,-5886000.0,0.45,0.39,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T22:08:11
20251231,54761019000.0,33344162000.0,80996539000.0,47652377000.0,3707007000.0,4214180000.0,507173000.0,,,,-746817000.0,,20807899000.0,122232000.0,9525829000.0,-746817000.0,,,-2560859000.0,72861000.0,36047000.0,100719000.0,26367236000.0,646945000.0,12765248000.0,,12950559000.0,,,,,4484000.0,28393783000.0,63151000.0,,173406000.0,,28283528000.0,4111321000.0,,24172207000.0,24172207000.0,,24193414000.0,-21207000.0,76008981000.0,,100202395000.0,,,6868663000.0,,2613588000.0,,,,,,90720144000.0,,,8192177000.0,,82533072000.0,-4015926000.0,-4015926000.0,-256324000.0,,,-256324000.0,,-3759602000.0,,,-3326330000.0,,-225149000.0,,,,-208123000.0,,20156281000.0,20177488000.0,-21207000.0,1.65,1.46,定期报告,是,20260424,CNY,合并期末,2026-04-23T21:38:03
20250930,41140492000.0,25122157000.0,61561099000.0,36438942000.0,2890668000.0,3252191000.0,361523000.0,,,,-525970000.0,,16774897000.0,92039000.0,6282332000.0,-525970000.0,,,-3264584000.0,41985000.0,29000.0,101310000.0,19966116000.0,480675000.0,9220421000.0,,10264903000.0,,,,,117000.0,21174376000.0,19547000.0,,117951000.0,,21075972000.0,3017167000.0,,18058805000.0,18058805000.0,,18075000000.0,-16195000.0,,,,,,,,,,,,,,,,,,,,-4713317000.0,-4713317000.0,-218356000.0,,,-218356000.0,,-4494961000.0,,,-4164687000.0,,-211306000.0,,,,-118968000.0,,13345488000.0,13361683000.0,-16195000.0,1.27,1.13,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T20:12:05
20250630,27343871000.0,16452739000.0,41399621000.0,24946882000.0,2059983000.0,2298583000.0,238600000.0,,,,-376958000.0,,10703161000.0,54927000.0,3402824000.0,-376958000.0,,,-1599383000.0,23916000.0,43000.0,80370000.0,11319796000.0,316863000.0,6011985000.0,,4990870000.0,,,,,78000.0,16024075000.0,17434000.0,,76853000.0,,15964656000.0,2735126000.0,,13229530000.0,13229530000.0,,13230678000.0,-1148000.0,76008981000.0,,89239659000.0,,,6868663000.0,,2550637000.0,,,,,,79820359000.0,,,3125477000.0,,76699987000.0,-832429000.0,-832429000.0,-176593000.0,,,-176593000.0,,-655836000.0,,,-216850000.0,,-303066000.0,,,,-135920000.0,,12397101000.0,12398249000.0,-1148000.0,0.93,0.82,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T21:06:06
20250331,13597149000.0,8323823000.0,21128379000.0,12804556000.0,1138556000.0,1255553000.0,116997000.0,,,,-234394000.0,,6546488000.0,26147000.0,1644553000.0,-234394000.0,,,-2248308000.0,10619000.0,36000.0,60329000.0,6239419000.0,153759000.0,2905015000.0,,3180602000.0,,,,,43000.0,7357730000.0,12969000.0,,8812000.0,,7361887000.0,1069875000.0,,6292012000.0,6292012000.0,,6292061000.0,-49000.0,,,,,,,,,,,,,,,,,,,,-1760761000.0,-1760761000.0,101249000.0,,,101249000.0,,-1862010000.0,,,-1697929000.0,,-125262000.0,,,,-38819000.0,,4531251000.0,4531300000.0,-49000.0,0.44,0.39,定期报告,未审计,20260424,CNY,合并期末,2025-04-24T23:10:02
20241231,52985550000.0,32486088000.0,91228726000.0,58742638000.0,3958816000.0,4515928000.0,557112000.0,,,,-737147000.0,,13165645000.0,105224000.0,5563196000.0,-737147000.0,,,3702153000.0,67886000.0,42894000.0,299215000.0,25683183000.0,614610000.0,12621701000.0,,12446606000.0,55000.0,,,,211000.0,27302367000.0,73453000.0,,355318000.0,,27020502000.0,3460054000.0,,23560448000.0,23560448000.0,,23559890000.0,558000.0,74185217000.0,,97745107000.0,,,6836196000.0,,3603393000.0,,,,,,87305518000.0,,,11316939000.0,,76008981000.0,3371188000.0,3371188000.0,909968000.0,,,909968000.0,,2461220000.0,,,3610757000.0,,-1301268000.0,,,,151731000.0,,26931636000.0,26931078000.0,558000.0,1.6,1.44,定期报告,是,20260424,CNY,合并期末,2025-04-24T23:10:02
20240930,39541807000.0,24988152000.0,69865037000.0,44876885000.0,3106009000.0,3496382000.0,390373000.0,,,,-569659000.0,,10584386000.0,78434000.0,3375844000.0,-569659000.0,,,1110700000.0,48036000.0,7751000.0,266432000.0,18980282000.0,479120000.0,9263704000.0,,9237235000.0,55000.0,,,,168000.0,20561525000.0,50505000.0,,59215000.0,,20552815000.0,2961586000.0,,17591229000.0,17591229000.0,,17586981000.0,4248000.0,,,,,,,,,,,,,,,,,,,,1004506000.0,1004506000.0,540428000.0,,,540428000.0,,464078000.0,,,1641640000.0,,-1150068000.0,,,,-27494000.0,,18595735000.0,18591487000.0,4248000.0,1.24,1.11,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T18:10:03
20240630,26247066000.0,16175052000.0,46517661000.0,30342609000.0,2190626000.0,2435838000.0,245212000.0,,,,-295795000.0,,7965381000.0,45742000.0,2408244000.0,-295795000.0,,,4718000.0,18586000.0,7757000.0,180741000.0,10909240000.0,315426000.0,6047262000.0,,4546424000.0,2000.0,,,,126000.0,15337826000.0,30282000.0,,47603000.0,,15320505000.0,2352625000.0,,12967880000.0,12967880000.0,,12968729000.0,-849000.0,74185217000.0,,87153946000.0,,,6836196000.0,,3541679000.0,,,,,,76776071000.0,,,6535069000.0,,70241002000.0,731727000.0,731727000.0,222765000.0,,,222765000.0,,508962000.0,,,1331312000.0,,-931536000.0,,,,109186000.0,,13699607000.0,13700456000.0,-849000.0,0.91,0.82,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T19:50:11
20240331,13093548000.0,7953619000.0,23288878000.0,15335259000.0,1239956000.0,1374108000.0,134152000.0,,,,-114031000.0,,2992808000.0,21503000.0,689058000.0,-114031000.0,,,913959000.0,11188000.0,-867000.0,96916000.0,5825264000.0,156627000.0,2994488000.0,,2674081000.0,,,,,68000.0,7268284000.0,18365000.0,,34514000.0,,7252135000.0,1099916000.0,,6152219000.0,6152219000.0,,6150324000.0,1895000.0,,,,,,,,,,,,,,,,,,,,484420000.0,484420000.0,353359000.0,,,353359000.0,,131061000.0,,,453269000.0,,-390733000.0,,,,68525000.0,,6636639000.0,6634744000.0,1895000.0,0.43,0.39,定期报告,未审计,20250425,CNY,合并期末,2024-04-25T22:50:04
20231231,50564474000.0,35164078000.0,94718882000.0,59554804000.0,4915199000.0,5428631000.0,513432000.0,,,,-506477000.0,,6771716000.0,96825000.0,1504030000.0,-506477000.0,,,3519298000.0,52424000.0,27278000.0,620958000.0,24534970000.0,653717000.0,12446006000.0,,11434112000.0,158000.0,,,,977000.0,26029504000.0,62485000.0,,194899000.0,,25897090000.0,3324846000.0,,22572244000.0,22572244000.0,,22544789000.0,27455000.0,68383841000.0,,90928630000.0,,,6547794000.0,,3708952000.0,,,,,,80671884000.0,804000000.0,,5682667000.0,,74185217000.0,1472058000.0,1472058000.0,1804076000.0,,,1804076000.0,,-332018000.0,,,210163000.0,,-734502000.0,,,,192321000.0,,24044302000.0,24016847000.0,27455000.0,1.53,1.37,定期报告,是,20250425,CNY,合并期末,2024-04-25T23:15:04
20230930,39273012000.0,27245800000.0,71212618000.0,43966818000.0,3917387000.0,4274989000.0,357602000.0,,,,-174903000.0,,4420941000.0,,1030428000.0,-174903000.0,,,3281785000.0,32998000.0,30158000.0,518846000.0,19544154000.0,491888000.0,9030883000.0,,10020322000.0,158000.0,,,,903000.0,19728858000.0,38452000.0,,129924000.0,,19637386000.0,2267614000.0,,17369772000.0,17369772000.0,,17344562000.0,25210000.0,,,,,,,,,,,,,,,,,,,,-531988000.0,-531988000.0,35766000.0,,,35766000.0,,-567754000.0,,,-863015000.0,,-27017000.0,,,,322278000.0,,16837784000.0,16812574000.0,25210000.0,1.22,1.09,定期报告,未审计,20241031,CNY,合并期末,2023-10-26T21:50:04
20230630,26360045000.0,18129786000.0,47480710000.0,29350924000.0,2865225000.0,3072689000.0,207464000.0,,,,130253000.0,,2035075000.0,,584500000.0,130253000.0,,,2765751000.0,21737000.0,13564000.0,398654000.0,11572128000.0,326704000.0,5799038000.0,,5445369000.0,158000.0,,,,859000.0,14787917000.0,26161000.0,,117171000.0,,14696907000.0,1842017000.0,,12854890000.0,12854890000.0,,12834970000.0,19920000.0,68383841000.0,,81218811000.0,,,6547794000.0,,3643875000.0,,,,,,71027142000.0,,,5682667000.0,,65344475000.0,171421000.0,171421000.0,17877000.0,,,17877000.0,,153544000.0,,,-57103000.0,,-86317000.0,,,,296964000.0,,13026311000.0,13006391000.0,19920000.0,0.9,0.81,定期报告,未审计,20240829,CNY,合并期末,2023-08-25T19:30:04
20230331,13214928000.0,9035047000.0,23441443000.0,14406396000.0,1708073000.0,1819680000.0,111607000.0,,,,-111350000.0,,501725000.0,,371520000.0,-111350000.0,,,1836136000.0,14334000.0,14206000.0,216757000.0,6374737000.0,165714000.0,2747667000.0,,3460540000.0,,,,,816000.0,6840191000.0,11755000.0,,2656000.0,,6849290000.0,795631000.0,,6053659000.0,6053659000.0,,6043234000.0,10425000.0,,,,,,,,,,,,,,,,,,,,-793713000.0,-793713000.0,9573000.0,,,9573000.0,,-803286000.0,,,-263265000.0,,-531672000.0,,,,-8349000.0,,5259946000.0,5249521000.0,10425000.0,0.43,0.38,定期报告,未审计,20240426,CNY,合并期末,2023-04-27T20:40:03
20221231,53112478000.0,38000189000.0,92395282000.0,54395093000.0,6492935000.0,6961652000.0,468717000.0,,,,907901000.0,,7456579000.0,,,907901000.0,,,-162182000.0,51910000.0,11859000.0,353287000.0,29087219000.0,563981000.0,12226455000.0,,16296489000.0,,,,,294000.0,24025259000.0,69609000.0,,50575000.0,,24044293000.0,1726365000.0,,22317928000.0,22317928000.0,,22280215000.0,37713000.0,63116155000.0,,85396370000.0,,,6576627000.0,,3713240000.0,,,,,,75106503000.0,1040000000.0,,5682662000.0,,68383841000.0,293168000.0,292595000.0,1942000.0,,,1942000.0,,290653000.0,,,-595140000.0,,612731000.0,,,,273062000.0,573000.0,22611096000.0,22572810000.0,38286000.0,1.5,1.35,定期报告,是,20240426,CNY,合并期末,2023-04-27T20:40:03
